Date,Open,High,Low,Close,Volume,Adj Close
2016-10-07,11.85,12.14,10.65,11.84,156400,11.84
2016-10-06,12.35,12.38,12.04,12.10,99700,12.10
2016-10-05,12.15,12.76,12.08,12.31,93400,12.31
2016-10-04,11.98,12.53,11.86,12.05,72200,12.05
2016-10-03,12.00,12.33,11.51,11.94,62300,11.94
2016-09-30,11.99,12.38,11.52,12.01,95500,12.01
2016-09-29,13.28,13.45,11.77,11.86,53400,11.86
2016-09-28,13.89,14.00,13.24,13.48,21500,13.48
2016-09-27,13.78,14.11,13.60,13.90,22600,13.90
2016-09-26,14.00,14.12,13.62,13.74,30200,13.74
2016-09-23,13.93,14.04,13.50,13.85,28400,13.85
2016-09-22,13.90,14.41,13.62,13.89,123200,13.89
2016-09-21,13.85,14.08,13.40,13.86,57700,13.86
2016-09-20,13.90,14.00,13.45,13.71,30700,13.71
2016-09-19,14.29,14.52,13.45,13.75,47100,13.75
2016-09-16,14.25,14.87,13.99,14.26,134600,14.26
2016-09-15,13.23,14.09,13.23,14.09,102900,14.09
2016-09-14,12.91,13.99,12.91,13.67,26800,13.67
2016-09-13,13.46,13.68,12.98,13.44,34000,13.44
2016-09-12,13.47,14.05,13.05,13.58,77400,13.58
2016-09-09,12.81,12.99,12.21,12.68,64900,12.68
2016-09-08,12.58,13.38,11.77,12.86,88200,12.86
2016-09-07,11.98,12.71,11.41,12.52,107900,12.52
2016-09-06,11.83,12.22,11.14,11.77,24400,11.77
2016-09-02,12.25,12.27,11.49,11.69,36500,11.69
2016-09-01,12.20,12.33,12.07,12.23,25200,12.23
2016-08-31,12.36,12.94,12.10,12.17,47900,12.17
2016-08-30,13.02,13.05,12.15,12.27,24800,12.27
2016-08-29,12.60,12.80,12.40,12.47,42000,12.47
2016-08-26,12.75,13.56,12.20,12.57,42700,12.57
2016-08-25,13.62,13.78,12.53,12.83,45800,12.83
2016-08-24,14.12,14.12,13.07,13.15,29500,13.15
2016-08-23,14.30,14.75,13.26,13.76,60800,13.76
2016-08-22,15.25,15.90,14.15,14.28,49300,14.28
2016-08-19,15.97,16.290001,15.30,15.33,67000,15.33
2016-08-18,16.18,16.469999,15.84,15.97,51700,15.97
2016-08-17,15.84,16.48,15.84,16.26,65600,16.26
2016-08-16,16.030001,16.030001,15.74,15.96,24800,15.96
2016-08-15,16.030001,16.190001,15.89,16.02,28500,16.02
2016-08-12,15.67,16.059999,15.67,15.98,22000,15.98
2016-08-11,15.23,15.71,15.23,15.67,22200,15.67
2016-08-10,16.52,16.52,15.42,15.52,37500,15.52
2016-08-09,16.459999,16.709999,15.99,16.209999,31800,16.209999
2016-08-08,16.32,16.42,15.72,16.26,30200,16.26
2016-08-05,14.97,16.34,14.83,16.129999,33600,16.129999
2016-08-04,13.13,15.17,12.91,15.11,52200,15.11
2016-08-03,14.11,14.64,14.03,14.27,52100,14.27
2016-08-02,14.56,14.78,13.77,14.02,49400,14.02
2016-08-01,14.57,14.89,14.36,14.48,26000,14.48
2016-07-29,13.76,14.75,13.68,14.74,54500,14.74
2016-07-28,14.18,14.95,14.03,14.28,24800,14.28
2016-07-27,14.30,14.55,13.92,14.24,42100,14.24
2016-07-26,13.65,14.49,13.46,14.27,57400,14.27
2016-07-25,13.91,14.23,13.70,13.79,62800,13.79
2016-07-22,12.76,13.93,12.69,13.86,87600,13.86
2016-07-21,12.71,13.09,12.35,12.66,34000,12.66
2016-07-20,12.50,12.71,12.27,12.71,25600,12.71
2016-07-19,12.56,12.70,12.17,12.46,37700,12.46
2016-07-18,12.71,12.78,12.36,12.54,47600,12.54
2016-07-15,12.33,12.90,12.03,12.69,199100,12.69
2016-07-14,11.94,12.36,11.69,11.93,43900,11.93
2016-07-13,12.49,12.66,11.75,11.81,43800,11.81
