GS,UPDATE 3-Fed rethinking move allowing banks to trade physical commodities NEW YORK, July 19 The U.S. Federal Reserve is "reviewing" a landmark 2003 decision that first allowed regulated banks to trade in physical commodity markets, it said on Friday, a move that may send new shockwaves through Wall Street. 
DIS,Marvel's 'Agents' hope to entice Comic-Con fans to lagging ABC LOS ANGELES, July 19 Disney offered Marvel comic devotees an exclusive look at its new television series "Agents of S.H.I.E.L.D" on Friday as its ABC network hopes to engage the "super fans" at Comic-Con to bounce back from a ratings decline. 
