AMZN,Global buyers line up for Naspers' $2.2 bln Polish auction site sale -sourcesGlobal buyers line up for Naspers' $2.2 billion Polish auction site sale: sourcesBritain's May to meet Goldman, Amazon, IBM to discuss post-Brexit investmentUPDATE 1-Britain's May to meet Goldman, Amazon, IBM to discuss post-Brexit investmentUPDATE 3-Britain's May meets Goldman, Amazon, IBM to discuss post-Brexit investment * May says she will get the right deal for Britain   (Adds details from meeting, comments from May)  UPDATE 3-Britain's May meets Goldman, Amazon, IBM to discuss post-Brexit investment * May says she will get the right deal for Britain   (Adds details from meeting, comments from May) * Britain wants to reassure and hear U.S. investors   (Adds quote from British prime minister, details on economy)UPDATE 3-Britain's May meets Goldman, Amazon, IBM to discuss post-Brexit investment * May says she will get the right deal for Britain   (Adds details from meeting, comments from May)   UPDATE 1-Britain's May to meet Goldman, Amazon, IBM to discuss post-Brexit investmentUPDATE 3-Britain's May meets Goldman, Amazon, IBM to discuss post-Brexit investment * May says she will get the right deal for Britain   (Adds details from meeting, comments from May)  UPDATE 3-Britain's May meets Goldman, Amazon, IBM to discuss post-Brexit investment * May says she will get the right deal for Britain   (Adds details from meeting, comments from May) * Britain wants to reassure and hear U.S. investors   (Adds quote from British prime minister, details on economy)UPDATE 3-Britain's May meets Goldman, Amazon, IBM to discuss post-Brexit investment * May says she will get the right deal for Britain   (Adds details from meeting, comments from May)  NEW YORK, Sept 19 British Prime Minister Theresa May will meet business chiefs from firms including Goldman Sachs , IBM and Amazon later on Monday in an attempt to reassure investors after Britain's shock vote to leave the European Union.UPDATE 1-Britain's May to meet Goldman, Amazon, IBM to discuss post-Brexit investmentUPDATE 3-Britain's May meets Goldman, Amazon, IBM to discuss post-Brexit investment * May says she will get the right deal for Britain   (Adds details from meeting, comments from May)  UPDATE 3-Britain's May meets Goldman, Amazon, IBM to discuss post-Brexit investment * May says she will get the right deal for Britain   (Adds details from meeting, comments from May) * Britain wants to reassure and hear U.S. investors   (Adds quote from British prime minister, details on economy)UPDATE 3-Britain's May meets Goldman, Amazon, IBM to discuss post-Brexit investment * May says she will get the right deal for Britain   (Adds details from meeting, comments from May)    Britain's May to meet Goldman, Amazon, IBM to discuss post-Brexit investmentUPDATE 1-Britain's May to meet Goldman, Amazon, IBM to discuss post-Brexit investmentUPDATE 3-Britain's May meets Goldman, Amazon, IBM to discuss post-Brexit investment * May says she will get the right deal for Britain   (Adds details from meeting, comments from May)  UPDATE 3-Britain's May meets Goldman, Amazon, IBM to discuss post-Brexit investment * May says she will get the right deal for Britain   (Adds details from meeting, comments from May) * Britain wants to reassure and hear U.S. investors   (Adds quote from British prime minister, details on economy)UPDATE 3-Britain's May meets Goldman, Amazon, IBM to discuss post-Brexit investment * May says she will get the right deal for Britain   (Adds details from meeting, comments from May)   UPDATE 1-Britain's May to meet Goldman, Amazon, IBM to discuss post-Brexit investmentUPDATE 3-Britain's May meets Goldman, Amazon, IBM to discuss post-Brexit investment * May says she will get the right deal for Britain   (Adds details from meeting, comments from May)  UPDATE 3-Britain's May meets Goldman, Amazon, IBM to discuss post-Brexit investment * May says she will get the right deal for Britain   (Adds details from meeting, comments from May) * Britain wants to reassure and hear U.S. investors   (Adds quote from British prime minister, details on economy)UPDATE 3-Britain's May meets Goldman, Amazon, IBM to discuss post-Brexit investment * May says she will get the right deal for Britain   (Adds details from meeting, comments from May)  NEW YORK, Sept 19 British Prime Minister Theresa May will meet business chiefs from firms including Goldman Sachs , IBM and Amazon later on Monday in an attempt to reassure investors after Britain's shock vote to leave the European Union.UPDATE 1-Britain's May to meet Goldman, Amazon, IBM to discuss post-Brexit investmentUPDATE 3-Britain's May meets Goldman, Amazon, IBM to discuss post-Brexit investment * May says she will get the right deal for Britain   (Adds details from meeting, comments from May)  UPDATE 3-Britain's May meets Goldman, Amazon, IBM to discuss post-Brexit investment * May says she will get the right deal for Britain   (Adds details from meeting, comments from May) * Britain wants to reassure and hear U.S. investors   (Adds quote from British prime minister, details on economy)UPDATE 3-Britain's May meets Goldman, Amazon, IBM to discuss post-Brexit investment * May says she will get the right deal for Britain   (Adds details from meeting, comments from May)   LONDON/WARSAW South Africa's Naspers  is set to receive at least four bids for Allegro in a deal that could value Eastern Europe's No.1 auction website at up to $2.2 billion, sources familiar with the talks said on Monday.Britain's May to meet Goldman, Amazon, IBM to discuss post-Brexit investmentUPDATE 1-Britain's May to meet Goldman, Amazon, IBM to discuss post-Brexit investmentUPDATE 3-Britain's May meets Goldman, Amazon, IBM to discuss post-Brexit investment * May says she will get the right deal for Britain   (Adds details from meeting, comments from May)  UPDATE 3-Britain's May meets Goldman, Amazon, IBM to discuss post-Brexit investment * May says she will get the right deal for Britain   (Adds details from meeting, comments from May) * Britain wants to reassure and hear U.S. investors   (Adds quote from British prime minister, details on economy)UPDATE 3-Britain's May meets Goldman, Amazon, IBM to discuss post-Brexit investment * May says she will get the right deal for Britain   (Adds details from meeting, comments from May)   UPDATE 1-Britain's May to meet Goldman, Amazon, IBM to discuss post-Brexit investmentUPDATE 3-Britain's May meets Goldman, Amazon, IBM to discuss post-Brexit investment * May says she will get the right deal for Britain   (Adds details from meeting, comments from May)  UPDATE 3-Britain's May meets Goldman, Amazon, IBM to discuss post-Brexit investment * May says she will get the right deal for Britain   (Adds details from meeting, comments from May) * Britain wants to reassure and hear U.S. investors   (Adds quote from British prime minister, details on economy)UPDATE 3-Britain's May meets Goldman, Amazon, IBM to discuss post-Brexit investment * May says she will get the right deal for Britain   (Adds details from meeting, comments from May)  NEW YORK, Sept 19 British Prime Minister Theresa May will meet business chiefs from firms including Goldman Sachs , IBM and Amazon later on Monday in an attempt to reassure investors after Britain's shock vote to leave the European Union.UPDATE 1-Britain's May to meet Goldman, Amazon, IBM to discuss post-Brexit investmentUPDATE 3-Britain's May meets Goldman, Amazon, IBM to discuss post-Brexit investment * May says she will get the right deal for Britain   (Adds details from meeting, comments from May)  UPDATE 3-Britain's May meets Goldman, Amazon, IBM to discuss post-Brexit investment * May says she will get the right deal for Britain   (Adds details from meeting, comments from May) * Britain wants to reassure and hear U.S. investors   (Adds quote from British prime minister, details on economy)UPDATE 3-Britain's May meets Goldman, Amazon, IBM to discuss post-Brexit investment * May says she will get the right deal for Britain   (Adds details from meeting, comments from May)     Global buyers line up for Naspers' $2.2 billion Polish auction site sale: sourcesBritain's May to meet Goldman, Amazon, IBM to discuss post-Brexit investmentUPDATE 1-Britain's May to meet Goldman, Amazon, IBM to discuss post-Brexit investmentUPDATE 3-Britain's May meets Goldman, Amazon, IBM to discuss post-Brexit investment * May says she will get the right deal for Britain   (Adds details from meeting, comments from May)  UPDATE 3-Britain's May meets Goldman, Amazon, IBM to discuss post-Brexit investment * May says she will get the right deal for Britain   (Adds details from meeting, comments from May) * Britain wants to reassure and hear U.S. investors   (Adds quote from British prime minister, details on economy)UPDATE 3-Britain's May meets Goldman, Amazon, IBM to discuss post-Brexit investment * May says she will get the right deal for Britain   (Adds details from meeting, comments from May)   UPDATE 1-Britain's May to meet Goldman, Amazon, IBM to discuss post-Brexit investmentUPDATE 3-Britain's May meets Goldman, Amazon, IBM to discuss post-Brexit investment * May says she will get the right deal for Britain   (Adds details from meeting, comments from May)  UPDATE 3-Britain's May meets Goldman, Amazon, IBM to discuss post-Brexit investment * May says she will get the right deal for Britain   (Adds details from meeting, comments from May) * Britain wants to reassure and hear U.S. investors   (Adds quote from British prime minister, details on economy)UPDATE 3-Britain's May meets Goldman, Amazon, IBM to discuss post-Brexit investment * May says she will get the right deal for Britain   (Adds details from meeting, comments from May)  NEW YORK, Sept 19 British Prime Minister Theresa May will meet business chiefs from firms including Goldman Sachs , IBM and Amazon later on Monday in an attempt to reassure investors after Britain's shock vote to leave the European Union.UPDATE 1-Britain's May to meet Goldman, Amazon, IBM to discuss post-Brexit investmentUPDATE 3-Britain's May meets Goldman, Amazon, IBM to discuss post-Brexit investment * May says she will get the right deal for Britain   (Adds details from meeting, comments from May)  UPDATE 3-Britain's May meets Goldman, Amazon, IBM to discuss post-Brexit investment * May says she will get the right deal for Britain   (Adds details from meeting, comments from May) * Britain wants to reassure and hear U.S. investors   (Adds quote from British prime minister, details on economy)UPDATE 3-Britain's May meets Goldman, Amazon, IBM to discuss post-Brexit investment * May says she will get the right deal for Britain   (Adds details from meeting, comments from May)    Britain's May to meet Goldman, Amazon, IBM to discuss post-Brexit investmentUPDATE 1-Britain's May to meet Goldman, Amazon, IBM to discuss post-Brexit investmentUPDATE 3-Britain's May meets Goldman, Amazon, IBM to discuss post-Brexit investment * May says she will get the right deal for Britain   (Adds details from meeting, comments from May)  UPDATE 3-Britain's May meets Goldman, Amazon, IBM to discuss post-Brexit investment * May says she will get the right deal for Britain   (Adds details from meeting, comments from May) * Britain wants to reassure and hear U.S. investors   (Adds quote from British prime minister, details on economy)UPDATE 3-Britain's May meets Goldman, Amazon, IBM to discuss post-Brexit investment * May says she will get the right deal for Britain   (Adds details from meeting, comments from May)   UPDATE 1-Britain's May to meet Goldman, Amazon, IBM to discuss post-Brexit investmentUPDATE 3-Britain's May meets Goldman, Amazon, IBM to discuss post-Brexit investment * May says she will get the right deal for Britain   (Adds details from meeting, comments from May)  UPDATE 3-Britain's May meets Goldman, Amazon, IBM to discuss post-Brexit investment * May says she will get the right deal for Britain   (Adds details from meeting, comments from May) * Britain wants to reassure and hear U.S. investors   (Adds quote from British prime minister, details on economy)UPDATE 3-Britain's May meets Goldman, Amazon, IBM to discuss post-Brexit investment * May says she will get the right deal for Britain   (Adds details from meeting, comments from May)  NEW YORK, Sept 19 British Prime Minister Theresa May will meet business chiefs from firms including Goldman Sachs , IBM and Amazon later on Monday in an attempt to reassure investors after Britain's shock vote to leave the European Union.UPDATE 1-Britain's May to meet Goldman, Amazon, IBM to discuss post-Brexit investmentUPDATE 3-Britain's May meets Goldman, Amazon, IBM to discuss post-Brexit investment * May says she will get the right deal for Britain   (Adds details from meeting, comments from May)  UPDATE 3-Britain's May meets Goldman, Amazon, IBM to discuss post-Brexit investment * May says she will get the right deal for Britain   (Adds details from meeting, comments from May) * Britain wants to reassure and hear U.S. investors   (Adds quote from British prime minister, details on economy)UPDATE 3-Britain's May meets Goldman, Amazon, IBM to discuss post-Brexit investment * May says she will get the right deal for Britain   (Adds details from meeting, comments from May)   LONDON/WARSAW South Africa's Naspers  is set to receive at least four bids for Allegro in a deal that could value Eastern Europe's No.1 auction website at up to $2.2 billion, sources familiar with the talks said on Monday.Britain's May to meet Goldman, Amazon, IBM to discuss post-Brexit investmentUPDATE 1-Britain's May to meet Goldman, Amazon, IBM to discuss post-Brexit investmentUPDATE 3-Britain's May meets Goldman, Amazon, IBM to discuss post-Brexit investment * May says she will get the right deal for Britain   (Adds details from meeting, comments from May)  UPDATE 3-Britain's May meets Goldman, Amazon, IBM to discuss post-Brexit investment * May says she will get the right deal for Britain   (Adds details from meeting, comments from May) * Britain wants to reassure and hear U.S. investors   (Adds quote from British prime minister, details on economy)UPDATE 3-Britain's May meets Goldman, Amazon, IBM to discuss post-Brexit investment * May says she will get the right deal for Britain   (Adds details from meeting, comments from May)   UPDATE 1-Britain's May to meet Goldman, Amazon, IBM to discuss post-Brexit investmentUPDATE 3-Britain's May meets Goldman, Amazon, IBM to discuss post-Brexit investment * May says she will get the right deal for Britain   (Adds details from meeting, comments from May)  UPDATE 3-Britain's May meets Goldman, Amazon, IBM to discuss post-Brexit investment * May says she will get the right deal for Britain   (Adds details from meeting, comments from May) * Britain wants to reassure and hear U.S. investors   (Adds quote from British prime minister, details on economy)UPDATE 3-Britain's May meets Goldman, Amazon, IBM to discuss post-Brexit investment * May says she will get the right deal for Britain   (Adds details from meeting, comments from May)  NEW YORK, Sept 19 British Prime Minister Theresa May will meet business chiefs from firms including Goldman Sachs , IBM and Amazon later on Monday in an attempt to reassure investors after Britain's shock vote to leave the European Union.UPDATE 1-Britain's May to meet Goldman, Amazon, IBM to discuss post-Brexit investmentUPDATE 3-Britain's May meets Goldman, Amazon, IBM to discuss post-Brexit investment * May says she will get the right deal for Britain   (Adds details from meeting, comments from May)  UPDATE 3-Britain's May meets Goldman, Amazon, IBM to discuss post-Brexit investment * May says she will get the right deal for Britain   (Adds details from meeting, comments from May) * Britain wants to reassure and hear U.S. investors   (Adds quote from British prime minister, details on economy)UPDATE 3-Britain's May meets Goldman, Amazon, IBM to discuss post-Brexit investment * May says she will get the right deal for Britain   (Adds details from meeting, comments from May)    LONDON/WARSAW, Sept 19 South Africa's Naspers  is set to receive at least four bids for Allegro in a deal that could value Eastern Europe's No.1 auction website at up to $2.2 billion, sources familiar with the talks said on Monday.Global buyers line up for Naspers' $2.2 billion Polish auction site sale: sourcesBritain's May to meet Goldman, Amazon, IBM to discuss post-Brexit investmentUPDATE 1-Britain's May to meet Goldman, Amazon, IBM to discuss post-Brexit investmentUPDATE 3-Britain's May meets Goldman, Amazon, IBM to discuss post-Brexit investment * May says she will get the right deal for Britain   (Adds details from meeting, comments from May)  UPDATE 3-Britain's May meets Goldman, Amazon, IBM to discuss post-Brexit investment * May says she will get the right deal for Britain   (Adds details from meeting, comments from May) * Britain wants to reassure and hear U.S. investors   (Adds quote from British prime minister, details on economy)UPDATE 3-Britain's May meets Goldman, Amazon, IBM to discuss post-Brexit investment * May says she will get the right deal for Britain   (Adds details from meeting, comments from May)   UPDATE 1-Britain's May to meet Goldman, Amazon, IBM to discuss post-Brexit investmentUPDATE 3-Britain's May meets Goldman, Amazon, IBM to discuss post-Brexit investment * May says she will get the right deal for Britain   (Adds details from meeting, comments from May)  UPDATE 3-Britain's May meets Goldman, Amazon, IBM to discuss post-Brexit investment * May says she will get the right deal for Britain   (Adds details from meeting, comments from May) * Britain wants to reassure and hear U.S. investors   (Adds quote from British prime minister, details on economy)UPDATE 3-Britain's May meets Goldman, Amazon, IBM to discuss post-Brexit investment * May says she will get the right deal for Britain   (Adds details from meeting, comments from May)  NEW YORK, Sept 19 British Prime Minister Theresa May will meet business chiefs from firms including Goldman Sachs , IBM and Amazon later on Monday in an attempt to reassure investors after Britain's shock vote to leave the European Union.UPDATE 1-Britain's May to meet Goldman, Amazon, IBM to discuss post-Brexit investmentUPDATE 3-Britain's May meets Goldman, Amazon, IBM to discuss post-Brexit investment * May says she will get the right deal for Britain   (Adds details from meeting, comments from May)  UPDATE 3-Britain's May meets Goldman, Amazon, IBM to discuss post-Brexit investment * May says she will get the right deal for Britain   (Adds details from meeting, comments from May) * Britain wants to reassure and hear U.S. investors   (Adds quote from British prime minister, details on economy)UPDATE 3-Britain's May meets Goldman, Amazon, IBM to discuss post-Brexit investment * May says she will get the right deal for Britain   (Adds details from meeting, comments from May)    Britain's May to meet Goldman, Amazon, IBM to discuss post-Brexit investmentUPDATE 1-Britain's May to meet Goldman, Amazon, IBM to discuss post-Brexit investmentUPDATE 3-Britain's May meets Goldman, Amazon, IBM to discuss post-Brexit investment * May says she will get the right deal for Britain   (Adds details from meeting, comments from May)  UPDATE 3-Britain's May meets Goldman, Amazon, IBM to discuss post-Brexit investment * May says she will get the right deal for Britain   (Adds details from meeting, comments from May) * Britain wants to reassure and hear U.S. investors   (Adds quote from British prime minister, details on economy)UPDATE 3-Britain's May meets Goldman, Amazon, IBM to discuss post-Brexit investment * May says she will get the right deal for Britain   (Adds details from meeting, comments from May)   UPDATE 1-Britain's May to meet Goldman, Amazon, IBM to discuss post-Brexit investmentUPDATE 3-Britain's May meets Goldman, Amazon, IBM to discuss post-Brexit investment * May says she will get the right deal for Britain   (Adds details from meeting, comments from May)  UPDATE 3-Britain's May meets Goldman, Amazon, IBM to discuss post-Brexit investment * May says she will get the right deal for Britain   (Adds details from meeting, comments from May) * Britain wants to reassure and hear U.S. investors   (Adds quote from British prime minister, details on economy)UPDATE 3-Britain's May meets Goldman, Amazon, IBM to discuss post-Brexit investment * May says she will get the right deal for Britain   (Adds details from meeting, comments from May)  NEW YORK, Sept 19 British Prime Minister Theresa May will meet business chiefs from firms including Goldman Sachs , IBM and Amazon later on Monday in an attempt to reassure investors after Britain's shock vote to leave the European Union.UPDATE 1-Britain's May to meet Goldman, Amazon, IBM to discuss post-Brexit investmentUPDATE 3-Britain's May meets Goldman, Amazon, IBM to discuss post-Brexit investment * May says she will get the right deal for Britain   (Adds details from meeting, comments from May)  UPDATE 3-Britain's May meets Goldman, Amazon, IBM to discuss post-Brexit investment * May says she will get the right deal for Britain   (Adds details from meeting, comments from May) * Britain wants to reassure and hear U.S. investors   (Adds quote from British prime minister, details on economy)UPDATE 3-Britain's May meets Goldman, Amazon, IBM to discuss post-Brexit investment * May says she will get the right deal for Britain   (Adds details from meeting, comments from May)   LONDON/WARSAW South Africa's Naspers  is set to receive at least four bids for Allegro in a deal that could value Eastern Europe's No.1 auction website at up to $2.2 billion, sources familiar with the talks said on Monday.Britain's May to meet Goldman, Amazon, IBM to discuss post-Brexit investmentUPDATE 1-Britain's May to meet Goldman, Amazon, IBM to discuss post-Brexit investmentUPDATE 3-Britain's May meets Goldman, Amazon, IBM to discuss post-Brexit investment * May says she will get the right deal for Britain   (Adds details from meeting, comments from May)  UPDATE 3-Britain's May meets Goldman, Amazon, IBM to discuss post-Brexit investment * May says she will get the right deal for Britain   (Adds details from meeting, comments from May) * Britain wants to reassure and hear U.S. investors   (Adds quote from British prime minister, details on economy)UPDATE 3-Britain's May meets Goldman, Amazon, IBM to discuss post-Brexit investment * May says she will get the right deal for Britain   (Adds details from meeting, comments from May)   UPDATE 1-Britain's May to meet Goldman, Amazon, IBM to discuss post-Brexit investmentUPDATE 3-Britain's May meets Goldman, Amazon, IBM to discuss post-Brexit investment * May says she will get the right deal for Britain   (Adds details from meeting, comments from May)  UPDATE 3-Britain's May meets Goldman, Amazon, IBM to discuss post-Brexit investment * May says she will get the right deal for Britain   (Adds details from meeting, comments from May) * Britain wants to reassure and hear U.S. investors   (Adds quote from British prime minister, details on economy)UPDATE 3-Britain's May meets Goldman, Amazon, IBM to discuss post-Brexit investment * May says she will get the right deal for Britain   (Adds details from meeting, comments from May)  NEW YORK, Sept 19 British Prime Minister Theresa May will meet business chiefs from firms including Goldman Sachs , IBM and Amazon later on Monday in an attempt to reassure investors after Britain's shock vote to leave the European Union.UPDATE 1-Britain's May to meet Goldman, Amazon, IBM to discuss post-Brexit investmentUPDATE 3-Britain's May meets Goldman, Amazon, IBM to discuss post-Brexit investment * May says she will get the right deal for Britain   (Adds details from meeting, comments from May)  UPDATE 3-Britain's May meets Goldman, Amazon, IBM to discuss post-Brexit investment * May says she will get the right deal for Britain   (Adds details from meeting, comments from May) * Britain wants to reassure and hear U.S. investors   (Adds quote from British prime minister, details on economy)UPDATE 3-Britain's May meets Goldman, Amazon, IBM to discuss post-Brexit investment * May says she will get the right deal for Britain   (Adds details from meeting, comments from May)     
BLK,CORRECTED-Peru, BlackRock in talks on infrastructure financing LIMA, Sept 19 Peru is in talks with BlackRock Inc, the world's largest asset manager, about obtaining infrastructure financing, President Pedro Pablo Kuczynski said Monday after meeting with the company's chief executive officer Larry Fink. 
COP,Indonesia's Medco agrees to acquire ConocoPhillips' 40 pct stake in Natuna block JAKARTA, Sept 19 Indonesia's PT Medco Energi Tbk  said on Monday it had agreed to acquire ConocoPhillips' entire 40 percent interest in an oil and gas production sharing block that the U.S. firm operates in the Natuna Sea. 
XOM,Indonesia eyes 22 pct rise in crude output from Exxon's Cepu block in 2017 JAKARTA, Sept 19 Crude oil output from Exxon Mobil's Cepu block in Indonesia is targeted to reach 200,000 barrels per day (bpd) in 2017, the head of Indonesia's upstream oil and gas regulator said on Monday, up from a target of 163,910 bpd for this year. 
GE,GE brings off-the-shelf biotech drug factories to IrelandBRIEF-General Electric announces appointment of co officersGE plans to invest $10 bln in Argentina through 2026 NEW YORK, Sept 19 U.S. industrial conglomerate General Electric Co will invest $10 billion in Argentina over the next decade, Vice Chairman John Rice said on Monday, the latest foreign company to announce new plans since President Mauricio Macri took office.  GE plans to invest $10 bln in Argentina through 2026 NEW YORK, Sept 19 U.S. industrial conglomerate General Electric Co will invest $10 billion in Argentina over the next decade, Vice Chairman John Rice said on Monday, the latest foreign company to announce new plans since President Mauricio Macri took office. * Ramesh Singaram has been promoted to vice president, Commercial for GE's power services businessGE plans to invest $10 bln in Argentina through 2026 NEW YORK, Sept 19 U.S. industrial conglomerate General Electric Co will invest $10 billion in Argentina over the next decade, Vice Chairman John Rice said on Monday, the latest foreign company to announce new plans since President Mauricio Macri took office.   BRIEF-General Electric announces appointment of co officersGE plans to invest $10 bln in Argentina through 2026 NEW YORK, Sept 19 U.S. industrial conglomerate General Electric Co will invest $10 billion in Argentina over the next decade, Vice Chairman John Rice said on Monday, the latest foreign company to announce new plans since President Mauricio Macri took office.  GE plans to invest $10 bln in Argentina through 2026 NEW YORK, Sept 19 U.S. industrial conglomerate General Electric Co will invest $10 billion in Argentina over the next decade, Vice Chairman John Rice said on Monday, the latest foreign company to announce new plans since President Mauricio Macri took office. * Ramesh Singaram has been promoted to vice president, Commercial for GE's power services businessGE plans to invest $10 bln in Argentina through 2026 NEW YORK, Sept 19 U.S. industrial conglomerate General Electric Co will invest $10 billion in Argentina over the next decade, Vice Chairman John Rice said on Monday, the latest foreign company to announce new plans since President Mauricio Macri took office.  LONDON General Electric  is digging deeper into biotechnology with plans to build four prefabricated drug factories in Ireland, bringing to Europe a low-cost manufacturing concept it first pioneered in China.BRIEF-General Electric announces appointment of co officersGE plans to invest $10 bln in Argentina through 2026 NEW YORK, Sept 19 U.S. industrial conglomerate General Electric Co will invest $10 billion in Argentina over the next decade, Vice Chairman John Rice said on Monday, the latest foreign company to announce new plans since President Mauricio Macri took office.  GE plans to invest $10 bln in Argentina through 2026 NEW YORK, Sept 19 U.S. industrial conglomerate General Electric Co will invest $10 billion in Argentina over the next decade, Vice Chairman John Rice said on Monday, the latest foreign company to announce new plans since President Mauricio Macri took office. * Ramesh Singaram has been promoted to vice president, Commercial for GE's power services businessGE plans to invest $10 bln in Argentina through 2026 NEW YORK, Sept 19 U.S. industrial conglomerate General Electric Co will invest $10 billion in Argentina over the next decade, Vice Chairman John Rice said on Monday, the latest foreign company to announce new plans since President Mauricio Macri took office.   
GS,Britain's May to meet Goldman, Amazon, IBM to discuss post-Brexit investment NEW YORK, Sept 19 British Prime Minister Theresa May will meet business chiefs from firms including Goldman Sachs , IBM and Amazon later on Monday in an attempt to reassure investors after Britain's shock vote to leave the European Union. 
HES,BRIEF-Hess Corp announces offer to purchase any and all notes due 2019 and notes due 2029, 2031 and 2033 for up to the aggregate maximum repurchase amountBRIEF-Hess files for potential notes offering size not disclosed - SEC filing * Files for potential notes offering; size not disclosed - sec filing  Source text http://bit.ly/2chK9XK Further company coverage:  BRIEF-Hess files for potential notes offering size not disclosed - SEC filing * Files for potential notes offering; size not disclosed - sec filing  Source text http://bit.ly/2chK9XK Further company coverage: * Any and all tender offer will expire at 5:00 p.m., New York city time, on September 23, 2016BRIEF-Hess files for potential notes offering size not disclosed - SEC filing * Files for potential notes offering; size not disclosed - sec filing  Source text http://bit.ly/2chK9XK Further company coverage:  
