GOOGL,Google's Nest to buy Dropcam for $555 mln -reportGoogle considering investment in new subsea cable -WSJUPDATE 1-Google's Nest to buy Dropcam for $555 mln -report June 20 Google Inc's Nest Labs will buy home-monitoring camera startup Dropcam for about $555 million in cash, technology blog Re/code reported on Friday, taking another step deeper into consumers' homes.  UPDATE 1-Google's Nest to buy Dropcam for $555 mln -report June 20 Google Inc's Nest Labs will buy home-monitoring camera startup Dropcam for about $555 million in cash, technology blog Re/code reported on Friday, taking another step deeper into consumers' homes. June 20 Google Inc is considering an investment in a new cable across the Pacific Ocean, the Wall Street Journal reported citing people familiar with the matter.UPDATE 1-Google's Nest to buy Dropcam for $555 mln -report June 20 Google Inc's Nest Labs will buy home-monitoring camera startup Dropcam for about $555 million in cash, technology blog Re/code reported on Friday, taking another step deeper into consumers' homes.   Google considering investment in new subsea cable -WSJUPDATE 1-Google's Nest to buy Dropcam for $555 mln -report June 20 Google Inc's Nest Labs will buy home-monitoring camera startup Dropcam for about $555 million in cash, technology blog Re/code reported on Friday, taking another step deeper into consumers' homes.  UPDATE 1-Google's Nest to buy Dropcam for $555 mln -report June 20 Google Inc's Nest Labs will buy home-monitoring camera startup Dropcam for about $555 million in cash, technology blog Re/code reported on Friday, taking another step deeper into consumers' homes. June 20 Google Inc is considering an investment in a new cable across the Pacific Ocean, the Wall Street Journal reported citing people familiar with the matter.UPDATE 1-Google's Nest to buy Dropcam for $555 mln -report June 20 Google Inc's Nest Labs will buy home-monitoring camera startup Dropcam for about $555 million in cash, technology blog Re/code reported on Friday, taking another step deeper into consumers' homes.  June 20 Dropcam, the home-monitoring camera startup, will be bought by Google Inc's Nest Labs for about $555 million in cash, a technology news website reported on Friday.Google considering investment in new subsea cable -WSJUPDATE 1-Google's Nest to buy Dropcam for $555 mln -report June 20 Google Inc's Nest Labs will buy home-monitoring camera startup Dropcam for about $555 million in cash, technology blog Re/code reported on Friday, taking another step deeper into consumers' homes.  UPDATE 1-Google's Nest to buy Dropcam for $555 mln -report June 20 Google Inc's Nest Labs will buy home-monitoring camera startup Dropcam for about $555 million in cash, technology blog Re/code reported on Friday, taking another step deeper into consumers' homes. June 20 Google Inc is considering an investment in a new cable across the Pacific Ocean, the Wall Street Journal reported citing people familiar with the matter.UPDATE 1-Google's Nest to buy Dropcam for $555 mln -report June 20 Google Inc's Nest Labs will buy home-monitoring camera startup Dropcam for about $555 million in cash, technology blog Re/code reported on Friday, taking another step deeper into consumers' homes.   
GOOG,Google's Nest to buy Dropcam for $555 mln -reportGoogle considering investment in new subsea cable -WSJUPDATE 1-Google's Nest to buy Dropcam for $555 mln -report June 20 Google Inc's Nest Labs will buy home-monitoring camera startup Dropcam for about $555 million in cash, technology blog Re/code reported on Friday, taking another step deeper into consumers' homes.  UPDATE 1-Google's Nest to buy Dropcam for $555 mln -report June 20 Google Inc's Nest Labs will buy home-monitoring camera startup Dropcam for about $555 million in cash, technology blog Re/code reported on Friday, taking another step deeper into consumers' homes. June 20 Google Inc is considering an investment in a new cable across the Pacific Ocean, the Wall Street Journal reported citing people familiar with the matter.UPDATE 1-Google's Nest to buy Dropcam for $555 mln -report June 20 Google Inc's Nest Labs will buy home-monitoring camera startup Dropcam for about $555 million in cash, technology blog Re/code reported on Friday, taking another step deeper into consumers' homes.   Google considering investment in new subsea cable -WSJUPDATE 1-Google's Nest to buy Dropcam for $555 mln -report June 20 Google Inc's Nest Labs will buy home-monitoring camera startup Dropcam for about $555 million in cash, technology blog Re/code reported on Friday, taking another step deeper into consumers' homes.  UPDATE 1-Google's Nest to buy Dropcam for $555 mln -report June 20 Google Inc's Nest Labs will buy home-monitoring camera startup Dropcam for about $555 million in cash, technology blog Re/code reported on Friday, taking another step deeper into consumers' homes. June 20 Google Inc is considering an investment in a new cable across the Pacific Ocean, the Wall Street Journal reported citing people familiar with the matter.UPDATE 1-Google's Nest to buy Dropcam for $555 mln -report June 20 Google Inc's Nest Labs will buy home-monitoring camera startup Dropcam for about $555 million in cash, technology blog Re/code reported on Friday, taking another step deeper into consumers' homes.  June 20 Dropcam, the home-monitoring camera startup, will be bought by Google Inc's Nest Labs for about $555 million in cash, a technology news website reported on Friday.Google considering investment in new subsea cable -WSJUPDATE 1-Google's Nest to buy Dropcam for $555 mln -report June 20 Google Inc's Nest Labs will buy home-monitoring camera startup Dropcam for about $555 million in cash, technology blog Re/code reported on Friday, taking another step deeper into consumers' homes.  UPDATE 1-Google's Nest to buy Dropcam for $555 mln -report June 20 Google Inc's Nest Labs will buy home-monitoring camera startup Dropcam for about $555 million in cash, technology blog Re/code reported on Friday, taking another step deeper into consumers' homes. June 20 Google Inc is considering an investment in a new cable across the Pacific Ocean, the Wall Street Journal reported citing people familiar with the matter.UPDATE 1-Google's Nest to buy Dropcam for $555 mln -report June 20 Google Inc's Nest Labs will buy home-monitoring camera startup Dropcam for about $555 million in cash, technology blog Re/code reported on Friday, taking another step deeper into consumers' homes.   
BA,Key facts about Boeing-led U.S. missile defense system Boeing Co is the prime contractor for U.S. Ground-Based Midcourse Defense (GMD) weapons system designed to destroy incoming ballistic missiles launched by North Korea or Iran. The system is facing a key test on Sunday. 
FB,Zimbabwe editor charged with attempted terrorism, insurgency HARARE, June 21 Zimbabwe on Saturday laid attempted terrorism, insurgency and banditry charges against the editor of a state-run newspaper, accusing him of being an anonymous Facebook blogger who claimed to be a mole in President Robert Mugabe's ruling party. 
GE,UPDATE 4-Alstom backs GE bid as Bouygues stake deal takes shape PARIS, June 21 The board of Alstom  backed a proposed tie-up with General Electric on Saturday as the French government neared agreement with shareholder Bouygues over the last major outstanding plank of the deal. 
SBUX,CORRECTED-Starbucks to raise prices on some drinks, packaged coffee (Corrects venti drink size in fourth paragraph to 20 ounces, not 24 ounces) 
