AMZN,Amazon expands Prime Now, offers U.S. alcohol for first time SAN FRANCISCO Amazon.com Inc  said on Tuesday it will begin delivering wine, beer and spirits to U.S. customers for the first time as part of its speedy delivery service, Prime Now. 
AAPL,US STOCKS-Wall Street chalks up biggest gain in four years * Indexes closes up: Dow 3.95 pct, S&P; 3.9 pct, Nasdaq 4.24 pct   (Adds detail on Avago after the bell, Dow performance) 
BLK,BlackRock to acquire robo-adviserDeals of the day-Mergers and acquisitionsDeals of the day-Mergers and acquisitionsFunds snub Discovery director after rich CEO pay package BOSTON, Aug 26 Investors in Discovery Communications Inc, including Manning & Napier Inc  and BlackRock Inc, withheld support for a member of the company's compensation committee, recent securities filings show, after the cable network operator gave its CEO the richest pay package in the S&P; 500.  Funds snub Discovery director after rich CEO pay package BOSTON, Aug 26 Investors in Discovery Communications Inc, including Manning & Napier Inc  and BlackRock Inc, withheld support for a member of the company's compensation committee, recent securities filings show, after the cable network operator gave its CEO the richest pay package in the S&P; 500. Aug 26 The following bids, mergers, acquisitions and disposals were reported by 2000 GMT on Wednesday:Funds snub Discovery director after rich CEO pay package BOSTON, Aug 26 Investors in Discovery Communications Inc, including Manning & Napier Inc  and BlackRock Inc, withheld support for a member of the company's compensation committee, recent securities filings show, after the cable network operator gave its CEO the richest pay package in the S&P; 500.   Deals of the day-Mergers and acquisitionsFunds snub Discovery director after rich CEO pay package BOSTON, Aug 26 Investors in Discovery Communications Inc, including Manning & Napier Inc  and BlackRock Inc, withheld support for a member of the company's compensation committee, recent securities filings show, after the cable network operator gave its CEO the richest pay package in the S&P; 500.  Funds snub Discovery director after rich CEO pay package BOSTON, Aug 26 Investors in Discovery Communications Inc, including Manning & Napier Inc  and BlackRock Inc, withheld support for a member of the company's compensation committee, recent securities filings show, after the cable network operator gave its CEO the richest pay package in the S&P; 500. Aug 26 The following bids, mergers, acquisitions and disposals were reported by 2000 GMT on Wednesday:Funds snub Discovery director after rich CEO pay package BOSTON, Aug 26 Investors in Discovery Communications Inc, including Manning & Napier Inc  and BlackRock Inc, withheld support for a member of the company's compensation committee, recent securities filings show, after the cable network operator gave its CEO the richest pay package in the S&P; 500.  Aug 26 The following bids, mergers, acquisitions and disposals were reported by 1308 GMT on Wednesday:Deals of the day-Mergers and acquisitionsFunds snub Discovery director after rich CEO pay package BOSTON, Aug 26 Investors in Discovery Communications Inc, including Manning & Napier Inc  and BlackRock Inc, withheld support for a member of the company's compensation committee, recent securities filings show, after the cable network operator gave its CEO the richest pay package in the S&P; 500.  Funds snub Discovery director after rich CEO pay package BOSTON, Aug 26 Investors in Discovery Communications Inc, including Manning & Napier Inc  and BlackRock Inc, withheld support for a member of the company's compensation committee, recent securities filings show, after the cable network operator gave its CEO the richest pay package in the S&P; 500. Aug 26 The following bids, mergers, acquisitions and disposals were reported by 2000 GMT on Wednesday:Funds snub Discovery director after rich CEO pay package BOSTON, Aug 26 Investors in Discovery Communications Inc, including Manning & Napier Inc  and BlackRock Inc, withheld support for a member of the company's compensation committee, recent securities filings show, after the cable network operator gave its CEO the richest pay package in the S&P; 500.    Deals of the day-Mergers and acquisitionsDeals of the day-Mergers and acquisitionsFunds snub Discovery director after rich CEO pay package BOSTON, Aug 26 Investors in Discovery Communications Inc, including Manning & Napier Inc  and BlackRock Inc, withheld support for a member of the company's compensation committee, recent securities filings show, after the cable network operator gave its CEO the richest pay package in the S&P; 500.  Funds snub Discovery director after rich CEO pay package BOSTON, Aug 26 Investors in Discovery Communications Inc, including Manning & Napier Inc  and BlackRock Inc, withheld support for a member of the company's compensation committee, recent securities filings show, after the cable network operator gave its CEO the richest pay package in the S&P; 500. Aug 26 The following bids, mergers, acquisitions and disposals were reported by 2000 GMT on Wednesday:Funds snub Discovery director after rich CEO pay package BOSTON, Aug 26 Investors in Discovery Communications Inc, including Manning & Napier Inc  and BlackRock Inc, withheld support for a member of the company's compensation committee, recent securities filings show, after the cable network operator gave its CEO the richest pay package in the S&P; 500.   Deals of the day-Mergers and acquisitionsFunds snub Discovery director after rich CEO pay package BOSTON, Aug 26 Investors in Discovery Communications Inc, including Manning & Napier Inc  and BlackRock Inc, withheld support for a member of the company's compensation committee, recent securities filings show, after the cable network operator gave its CEO the richest pay package in the S&P; 500.  Funds snub Discovery director after rich CEO pay package BOSTON, Aug 26 Investors in Discovery Communications Inc, including Manning & Napier Inc  and BlackRock Inc, withheld support for a member of the company's compensation committee, recent securities filings show, after the cable network operator gave its CEO the richest pay package in the S&P; 500. Aug 26 The following bids, mergers, acquisitions and disposals were reported by 2000 GMT on Wednesday:Funds snub Discovery director after rich CEO pay package BOSTON, Aug 26 Investors in Discovery Communications Inc, including Manning & Napier Inc  and BlackRock Inc, withheld support for a member of the company's compensation committee, recent securities filings show, after the cable network operator gave its CEO the richest pay package in the S&P; 500.  Aug 26 The following bids, mergers, acquisitions and disposals were reported by 1308 GMT on Wednesday:Deals of the day-Mergers and acquisitionsFunds snub Discovery director after rich CEO pay package BOSTON, Aug 26 Investors in Discovery Communications Inc, including Manning & Napier Inc  and BlackRock Inc, withheld support for a member of the company's compensation committee, recent securities filings show, after the cable network operator gave its CEO the richest pay package in the S&P; 500.  Funds snub Discovery director after rich CEO pay package BOSTON, Aug 26 Investors in Discovery Communications Inc, including Manning & Napier Inc  and BlackRock Inc, withheld support for a member of the company's compensation committee, recent securities filings show, after the cable network operator gave its CEO the richest pay package in the S&P; 500. Aug 26 The following bids, mergers, acquisitions and disposals were reported by 2000 GMT on Wednesday:Funds snub Discovery director after rich CEO pay package BOSTON, Aug 26 Investors in Discovery Communications Inc, including Manning & Napier Inc  and BlackRock Inc, withheld support for a member of the company's compensation committee, recent securities filings show, after the cable network operator gave its CEO the richest pay package in the S&P; 500.   Aug 26 BlackRock Inc, the world's largest asset manager is acquiring a San Francisco-based robo-adviser, FutureAdvisor, the firm announced Wednesday morning.Deals of the day-Mergers and acquisitionsDeals of the day-Mergers and acquisitionsFunds snub Discovery director after rich CEO pay package BOSTON, Aug 26 Investors in Discovery Communications Inc, including Manning & Napier Inc  and BlackRock Inc, withheld support for a member of the company's compensation committee, recent securities filings show, after the cable network operator gave its CEO the richest pay package in the S&P; 500.  Funds snub Discovery director after rich CEO pay package BOSTON, Aug 26 Investors in Discovery Communications Inc, including Manning & Napier Inc  and BlackRock Inc, withheld support for a member of the company's compensation committee, recent securities filings show, after the cable network operator gave its CEO the richest pay package in the S&P; 500. Aug 26 The following bids, mergers, acquisitions and disposals were reported by 2000 GMT on Wednesday:Funds snub Discovery director after rich CEO pay package BOSTON, Aug 26 Investors in Discovery Communications Inc, including Manning & Napier Inc  and BlackRock Inc, withheld support for a member of the company's compensation committee, recent securities filings show, after the cable network operator gave its CEO the richest pay package in the S&P; 500.   Deals of the day-Mergers and acquisitionsFunds snub Discovery director after rich CEO pay package BOSTON, Aug 26 Investors in Discovery Communications Inc, including Manning & Napier Inc  and BlackRock Inc, withheld support for a member of the company's compensation committee, recent securities filings show, after the cable network operator gave its CEO the richest pay package in the S&P; 500.  Funds snub Discovery director after rich CEO pay package BOSTON, Aug 26 Investors in Discovery Communications Inc, including Manning & Napier Inc  and BlackRock Inc, withheld support for a member of the company's compensation committee, recent securities filings show, after the cable network operator gave its CEO the richest pay package in the S&P; 500. Aug 26 The following bids, mergers, acquisitions and disposals were reported by 2000 GMT on Wednesday:Funds snub Discovery director after rich CEO pay package BOSTON, Aug 26 Investors in Discovery Communications Inc, including Manning & Napier Inc  and BlackRock Inc, withheld support for a member of the company's compensation committee, recent securities filings show, after the cable network operator gave its CEO the richest pay package in the S&P; 500.  Aug 26 The following bids, mergers, acquisitions and disposals were reported by 1308 GMT on Wednesday:Deals of the day-Mergers and acquisitionsFunds snub Discovery director after rich CEO pay package BOSTON, Aug 26 Investors in Discovery Communications Inc, including Manning & Napier Inc  and BlackRock Inc, withheld support for a member of the company's compensation committee, recent securities filings show, after the cable network operator gave its CEO the richest pay package in the S&P; 500.  Funds snub Discovery director after rich CEO pay package BOSTON, Aug 26 Investors in Discovery Communications Inc, including Manning & Napier Inc  and BlackRock Inc, withheld support for a member of the company's compensation committee, recent securities filings show, after the cable network operator gave its CEO the richest pay package in the S&P; 500. Aug 26 The following bids, mergers, acquisitions and disposals were reported by 2000 GMT on Wednesday:Funds snub Discovery director after rich CEO pay package BOSTON, Aug 26 Investors in Discovery Communications Inc, including Manning & Napier Inc  and BlackRock Inc, withheld support for a member of the company's compensation committee, recent securities filings show, after the cable network operator gave its CEO the richest pay package in the S&P; 500.    
CBS,Local channels blacked out on Dish across 36 states Aug 26 Dish Network Corp said subscribers have lost access to more than 100 local stations due to a distribution dispute with Sinclair Broadcast Group Inc , affecting viewers of a string of ABC, CBS, Fox, and NBC channels. 
DISCA,Funds snub Discovery director after rich CEO pay package BOSTON, Aug 26 Investors in Discovery Communications Inc, including Manning & Napier Inc  and BlackRock Inc, withheld support for a member of the company's compensation committee, recent securities filings show, after the cable network operator gave its CEO the richest pay package in the S&P; 500. 
DISCK,Funds snub Discovery director after rich CEO pay package BOSTON, Aug 26 Investors in Discovery Communications Inc, including Manning & Napier Inc  and BlackRock Inc, withheld support for a member of the company's compensation committee, recent securities filings show, after the cable network operator gave its CEO the richest pay package in the S&P; 500. 
EXC,Wall Street rally goes up in smoke, indexes end lower A rally on Wall Street evaporated on Tuesday and stocks ended with deep losses as concerns about China's economy outweighed lower valuations that some earlier saw as bargains. | Video  
F,Global carmakers reengineer India strategy to grow salesGlobal carmakers re-engineer India strategy to grow sales NEW DELHI Leading global carmakers are reviewing their blueprint for India to boost sales and avoid more painful cutbacks, after struggling to win over consumers even as the market swings to growth and dominant local players begin to raise prices.  Global carmakers re-engineer India strategy to grow sales NEW DELHI Leading global carmakers are reviewing their blueprint for India to boost sales and avoid more painful cutbacks, after struggling to win over consumers even as the market swings to growth and dominant local players begin to raise prices. NEW DELHI, Aug 26 Leading global carmakers are reviewing their blueprint for India to boost sales and avoid more painful cutbacks, after struggling to win over consumers even as the market swings to growth and dominant local players begin to raise prices.Global carmakers re-engineer India strategy to grow sales NEW DELHI Leading global carmakers are reviewing their blueprint for India to boost sales and avoid more painful cutbacks, after struggling to win over consumers even as the market swings to growth and dominant local players begin to raise prices.  
GPS,Gap to end 'on-call' shifts for workersGap to end 'on-call' shifts for workers Apparel retailer Gap Inc  said it would end on-call shifts at all of its stores and improve scheduling policies to provide employees with at least 10-14 days' notice.  Gap to end 'on-call' shifts for workers Apparel retailer Gap Inc  said it would end on-call shifts at all of its stores and improve scheduling policies to provide employees with at least 10-14 days' notice. Aug 26 Apparel retailer Gap Inc said it would end on-call shifts at all of its stores and improve scheduling policies to provide employees with at least 10-14 days' notice.Gap to end 'on-call' shifts for workers Apparel retailer Gap Inc  said it would end on-call shifts at all of its stores and improve scheduling policies to provide employees with at least 10-14 days' notice.  
