ABBV,EU to decide on $52 billion AbbVie, Shire deal by Oct. 16 BRUSSELS European Union competition regulators will decide by Oct. 16 whether to clear U.S. drugmaker AbbVie's  32 billion pounds (51.99 billion US dollar) bid for Irish peer Shire Plc , the European Commission said on Monday. 
AET,UPDATE 4-Danaher to buy Nobel Biocare for $2.2 bln * Deal to make Danaher world No.1 maker of dental implants 
