AMZN,Taiwan's Foxconn plans $5 bln investment over 5 yrs in Indian facilityUPDATE 1-Taiwan's Foxconn plans $5 bln investment over 5 yrs in Indian facility * Foxconn looking for local partners for the facility   (Adds comments from Foxconn founder, chief minister, details)  UPDATE 1-Taiwan's Foxconn plans $5 bln investment over 5 yrs in Indian facility * Foxconn looking for local partners for the facility   (Adds comments from Foxconn founder, chief minister, details) MUMBAI, Aug 8 Taiwan's Foxconn, the trade name for Hon Hai Precision Industry Co Ltd, on Saturday signed a pact with India's  Maharashtra state to invest $5 billion over five years on a new  electronic manufacturing facility.UPDATE 1-Taiwan's Foxconn plans $5 bln investment over 5 yrs in Indian facility * Foxconn looking for local partners for the facility   (Adds comments from Foxconn founder, chief minister, details)  
AAPL,UPDATE 1-Taiwan's Foxconn plans $5 bln investment over 5 yrs in Indian facilityTaiwan's Foxconn plans $5 billion investment over five years in Indian facility MUMBAI Taiwan's Foxconn, the world's largest contract electronics manufacturer and a key supplier to Apple Inc, on Saturday signed a pact with India's Maharashtra state to invest $5 billion over five years on a new electronics manufacturing facility.  Taiwan's Foxconn plans $5 billion investment over five years in Indian facility MUMBAI Taiwan's Foxconn, the world's largest contract electronics manufacturer and a key supplier to Apple Inc, on Saturday signed a pact with India's Maharashtra state to invest $5 billion over five years on a new electronics manufacturing facility. * Foxconn looking for local partners for the facility   (Adds comments from Foxconn founder, chief minister, details)Taiwan's Foxconn plans $5 billion investment over five years in Indian facility MUMBAI Taiwan's Foxconn, the world's largest contract electronics manufacturer and a key supplier to Apple Inc, on Saturday signed a pact with India's Maharashtra state to invest $5 billion over five years on a new electronics manufacturing facility.  
