AGN,Pershing Square offers slate for Allergan board July 7 William Ackman's Pershing Square Capital Management proposed on Monday a slate of six directors for the board of Allergan Inc as the hedge fund presses forward with its $53 billion takeover bid with Valeant Pharmaceuticals International Inc  for the Botox maker. 
GOOGL,NASA to send 3D Google smartphones for robots to space stationNASA to send 3D Google smartphones for robots to space stationGoogle rates Internet service providers' video streaming qualityTwitter appoints Katie Stanton global media chief -source SAN FRANCISCO, July 7 Twitter Inc has appointed Katie Stanton its new media chief, placing the former Google executive at the heart of its crucial relationships with Hollywood and the global media industry, a source with knowledge of the move said on Monday.  Twitter appoints Katie Stanton global media chief -source SAN FRANCISCO, July 7 Twitter Inc has appointed Katie Stanton its new media chief, placing the former Google executive at the heart of its crucial relationships with Hollywood and the global media industry, a source with knowledge of the move said on Monday. WASHINGTON Google Inc  is rating Internet service providers' video streaming quality on a new website, the latest development in the fight between broadband providers and content companies over who is to blame for slow streaming speeds.Twitter appoints Katie Stanton global media chief -source SAN FRANCISCO, July 7 Twitter Inc has appointed Katie Stanton its new media chief, placing the former Google executive at the heart of its crucial relationships with Hollywood and the global media industry, a source with knowledge of the move said on Monday.   Google rates Internet service providers' video streaming qualityTwitter appoints Katie Stanton global media chief -source SAN FRANCISCO, July 7 Twitter Inc has appointed Katie Stanton its new media chief, placing the former Google executive at the heart of its crucial relationships with Hollywood and the global media industry, a source with knowledge of the move said on Monday.  Twitter appoints Katie Stanton global media chief -source SAN FRANCISCO, July 7 Twitter Inc has appointed Katie Stanton its new media chief, placing the former Google executive at the heart of its crucial relationships with Hollywood and the global media industry, a source with knowledge of the move said on Monday. WASHINGTON Google Inc  is rating Internet service providers' video streaming quality on a new website, the latest development in the fight between broadband providers and content companies over who is to blame for slow streaming speeds.Twitter appoints Katie Stanton global media chief -source SAN FRANCISCO, July 7 Twitter Inc has appointed Katie Stanton its new media chief, placing the former Google executive at the heart of its crucial relationships with Hollywood and the global media industry, a source with knowledge of the move said on Monday.  MOUNTAIN VIEW Calif. Google smartphones with next-generation 3D sensing technology are about to blast into orbit, where they will become the brains and eyes of ball-shaped hovering robots on the International Space Station.Google rates Internet service providers' video streaming qualityTwitter appoints Katie Stanton global media chief -source SAN FRANCISCO, July 7 Twitter Inc has appointed Katie Stanton its new media chief, placing the former Google executive at the heart of its crucial relationships with Hollywood and the global media industry, a source with knowledge of the move said on Monday.  Twitter appoints Katie Stanton global media chief -source SAN FRANCISCO, July 7 Twitter Inc has appointed Katie Stanton its new media chief, placing the former Google executive at the heart of its crucial relationships with Hollywood and the global media industry, a source with knowledge of the move said on Monday. WASHINGTON Google Inc  is rating Internet service providers' video streaming quality on a new website, the latest development in the fight between broadband providers and content companies over who is to blame for slow streaming speeds.Twitter appoints Katie Stanton global media chief -source SAN FRANCISCO, July 7 Twitter Inc has appointed Katie Stanton its new media chief, placing the former Google executive at the heart of its crucial relationships with Hollywood and the global media industry, a source with knowledge of the move said on Monday.    NASA to send 3D Google smartphones for robots to space stationGoogle rates Internet service providers' video streaming qualityTwitter appoints Katie Stanton global media chief -source SAN FRANCISCO, July 7 Twitter Inc has appointed Katie Stanton its new media chief, placing the former Google executive at the heart of its crucial relationships with Hollywood and the global media industry, a source with knowledge of the move said on Monday.  Twitter appoints Katie Stanton global media chief -source SAN FRANCISCO, July 7 Twitter Inc has appointed Katie Stanton its new media chief, placing the former Google executive at the heart of its crucial relationships with Hollywood and the global media industry, a source with knowledge of the move said on Monday. WASHINGTON Google Inc  is rating Internet service providers' video streaming quality on a new website, the latest development in the fight between broadband providers and content companies over who is to blame for slow streaming speeds.Twitter appoints Katie Stanton global media chief -source SAN FRANCISCO, July 7 Twitter Inc has appointed Katie Stanton its new media chief, placing the former Google executive at the heart of its crucial relationships with Hollywood and the global media industry, a source with knowledge of the move said on Monday.   Google rates Internet service providers' video streaming qualityTwitter appoints Katie Stanton global media chief -source SAN FRANCISCO, July 7 Twitter Inc has appointed Katie Stanton its new media chief, placing the former Google executive at the heart of its crucial relationships with Hollywood and the global media industry, a source with knowledge of the move said on Monday.  Twitter appoints Katie Stanton global media chief -source SAN FRANCISCO, July 7 Twitter Inc has appointed Katie Stanton its new media chief, placing the former Google executive at the heart of its crucial relationships with Hollywood and the global media industry, a source with knowledge of the move said on Monday. WASHINGTON Google Inc  is rating Internet service providers' video streaming quality on a new website, the latest development in the fight between broadband providers and content companies over who is to blame for slow streaming speeds.Twitter appoints Katie Stanton global media chief -source SAN FRANCISCO, July 7 Twitter Inc has appointed Katie Stanton its new media chief, placing the former Google executive at the heart of its crucial relationships with Hollywood and the global media industry, a source with knowledge of the move said on Monday.  MOUNTAIN VIEW Calif. Google smartphones with next-generation 3D sensing technology are about to blast into orbit, where they will become the brains and eyes of ball-shaped hovering robots on the International Space Station.Google rates Internet service providers' video streaming qualityTwitter appoints Katie Stanton global media chief -source SAN FRANCISCO, July 7 Twitter Inc has appointed Katie Stanton its new media chief, placing the former Google executive at the heart of its crucial relationships with Hollywood and the global media industry, a source with knowledge of the move said on Monday.  Twitter appoints Katie Stanton global media chief -source SAN FRANCISCO, July 7 Twitter Inc has appointed Katie Stanton its new media chief, placing the former Google executive at the heart of its crucial relationships with Hollywood and the global media industry, a source with knowledge of the move said on Monday. WASHINGTON Google Inc  is rating Internet service providers' video streaming quality on a new website, the latest development in the fight between broadband providers and content companies over who is to blame for slow streaming speeds.Twitter appoints Katie Stanton global media chief -source SAN FRANCISCO, July 7 Twitter Inc has appointed Katie Stanton its new media chief, placing the former Google executive at the heart of its crucial relationships with Hollywood and the global media industry, a source with knowledge of the move said on Monday.   MOUNTAIN VIEW, Calif., July 7 Google  smartphones with next-generation 3D sensing technology are about to blast into orbit, where they will become the brains and eyes of ball-shaped hovering robots on the International Space Station.NASA to send 3D Google smartphones for robots to space stationGoogle rates Internet service providers' video streaming qualityTwitter appoints Katie Stanton global media chief -source SAN FRANCISCO, July 7 Twitter Inc has appointed Katie Stanton its new media chief, placing the former Google executive at the heart of its crucial relationships with Hollywood and the global media industry, a source with knowledge of the move said on Monday.  Twitter appoints Katie Stanton global media chief -source SAN FRANCISCO, July 7 Twitter Inc has appointed Katie Stanton its new media chief, placing the former Google executive at the heart of its crucial relationships with Hollywood and the global media industry, a source with knowledge of the move said on Monday. WASHINGTON Google Inc  is rating Internet service providers' video streaming quality on a new website, the latest development in the fight between broadband providers and content companies over who is to blame for slow streaming speeds.Twitter appoints Katie Stanton global media chief -source SAN FRANCISCO, July 7 Twitter Inc has appointed Katie Stanton its new media chief, placing the former Google executive at the heart of its crucial relationships with Hollywood and the global media industry, a source with knowledge of the move said on Monday.   Google rates Internet service providers' video streaming qualityTwitter appoints Katie Stanton global media chief -source SAN FRANCISCO, July 7 Twitter Inc has appointed Katie Stanton its new media chief, placing the former Google executive at the heart of its crucial relationships with Hollywood and the global media industry, a source with knowledge of the move said on Monday.  Twitter appoints Katie Stanton global media chief -source SAN FRANCISCO, July 7 Twitter Inc has appointed Katie Stanton its new media chief, placing the former Google executive at the heart of its crucial relationships with Hollywood and the global media industry, a source with knowledge of the move said on Monday. WASHINGTON Google Inc  is rating Internet service providers' video streaming quality on a new website, the latest development in the fight between broadband providers and content companies over who is to blame for slow streaming speeds.Twitter appoints Katie Stanton global media chief -source SAN FRANCISCO, July 7 Twitter Inc has appointed Katie Stanton its new media chief, placing the former Google executive at the heart of its crucial relationships with Hollywood and the global media industry, a source with knowledge of the move said on Monday.  MOUNTAIN VIEW Calif. Google smartphones with next-generation 3D sensing technology are about to blast into orbit, where they will become the brains and eyes of ball-shaped hovering robots on the International Space Station.Google rates Internet service providers' video streaming qualityTwitter appoints Katie Stanton global media chief -source SAN FRANCISCO, July 7 Twitter Inc has appointed Katie Stanton its new media chief, placing the former Google executive at the heart of its crucial relationships with Hollywood and the global media industry, a source with knowledge of the move said on Monday.  Twitter appoints Katie Stanton global media chief -source SAN FRANCISCO, July 7 Twitter Inc has appointed Katie Stanton its new media chief, placing the former Google executive at the heart of its crucial relationships with Hollywood and the global media industry, a source with knowledge of the move said on Monday. WASHINGTON Google Inc  is rating Internet service providers' video streaming quality on a new website, the latest development in the fight between broadband providers and content companies over who is to blame for slow streaming speeds.Twitter appoints Katie Stanton global media chief -source SAN FRANCISCO, July 7 Twitter Inc has appointed Katie Stanton its new media chief, placing the former Google executive at the heart of its crucial relationships with Hollywood and the global media industry, a source with knowledge of the move said on Monday.    
GOOG,NASA to send 3D Google smartphones for robots to space stationNASA to send 3D Google smartphones for robots to space stationGoogle rates Internet service providers' video streaming qualityTwitter appoints Katie Stanton global media chief -source SAN FRANCISCO, July 7 Twitter Inc has appointed Katie Stanton its new media chief, placing the former Google executive at the heart of its crucial relationships with Hollywood and the global media industry, a source with knowledge of the move said on Monday.  Twitter appoints Katie Stanton global media chief -source SAN FRANCISCO, July 7 Twitter Inc has appointed Katie Stanton its new media chief, placing the former Google executive at the heart of its crucial relationships with Hollywood and the global media industry, a source with knowledge of the move said on Monday. WASHINGTON Google Inc  is rating Internet service providers' video streaming quality on a new website, the latest development in the fight between broadband providers and content companies over who is to blame for slow streaming speeds.Twitter appoints Katie Stanton global media chief -source SAN FRANCISCO, July 7 Twitter Inc has appointed Katie Stanton its new media chief, placing the former Google executive at the heart of its crucial relationships with Hollywood and the global media industry, a source with knowledge of the move said on Monday.   Google rates Internet service providers' video streaming qualityTwitter appoints Katie Stanton global media chief -source SAN FRANCISCO, July 7 Twitter Inc has appointed Katie Stanton its new media chief, placing the former Google executive at the heart of its crucial relationships with Hollywood and the global media industry, a source with knowledge of the move said on Monday.  Twitter appoints Katie Stanton global media chief -source SAN FRANCISCO, July 7 Twitter Inc has appointed Katie Stanton its new media chief, placing the former Google executive at the heart of its crucial relationships with Hollywood and the global media industry, a source with knowledge of the move said on Monday. WASHINGTON Google Inc  is rating Internet service providers' video streaming quality on a new website, the latest development in the fight between broadband providers and content companies over who is to blame for slow streaming speeds.Twitter appoints Katie Stanton global media chief -source SAN FRANCISCO, July 7 Twitter Inc has appointed Katie Stanton its new media chief, placing the former Google executive at the heart of its crucial relationships with Hollywood and the global media industry, a source with knowledge of the move said on Monday.  MOUNTAIN VIEW Calif. Google smartphones with next-generation 3D sensing technology are about to blast into orbit, where they will become the brains and eyes of ball-shaped hovering robots on the International Space Station.Google rates Internet service providers' video streaming qualityTwitter appoints Katie Stanton global media chief -source SAN FRANCISCO, July 7 Twitter Inc has appointed Katie Stanton its new media chief, placing the former Google executive at the heart of its crucial relationships with Hollywood and the global media industry, a source with knowledge of the move said on Monday.  Twitter appoints Katie Stanton global media chief -source SAN FRANCISCO, July 7 Twitter Inc has appointed Katie Stanton its new media chief, placing the former Google executive at the heart of its crucial relationships with Hollywood and the global media industry, a source with knowledge of the move said on Monday. WASHINGTON Google Inc  is rating Internet service providers' video streaming quality on a new website, the latest development in the fight between broadband providers and content companies over who is to blame for slow streaming speeds.Twitter appoints Katie Stanton global media chief -source SAN FRANCISCO, July 7 Twitter Inc has appointed Katie Stanton its new media chief, placing the former Google executive at the heart of its crucial relationships with Hollywood and the global media industry, a source with knowledge of the move said on Monday.    NASA to send 3D Google smartphones for robots to space stationGoogle rates Internet service providers' video streaming qualityTwitter appoints Katie Stanton global media chief -source SAN FRANCISCO, July 7 Twitter Inc has appointed Katie Stanton its new media chief, placing the former Google executive at the heart of its crucial relationships with Hollywood and the global media industry, a source with knowledge of the move said on Monday.  Twitter appoints Katie Stanton global media chief -source SAN FRANCISCO, July 7 Twitter Inc has appointed Katie Stanton its new media chief, placing the former Google executive at the heart of its crucial relationships with Hollywood and the global media industry, a source with knowledge of the move said on Monday. WASHINGTON Google Inc  is rating Internet service providers' video streaming quality on a new website, the latest development in the fight between broadband providers and content companies over who is to blame for slow streaming speeds.Twitter appoints Katie Stanton global media chief -source SAN FRANCISCO, July 7 Twitter Inc has appointed Katie Stanton its new media chief, placing the former Google executive at the heart of its crucial relationships with Hollywood and the global media industry, a source with knowledge of the move said on Monday.   Google rates Internet service providers' video streaming qualityTwitter appoints Katie Stanton global media chief -source SAN FRANCISCO, July 7 Twitter Inc has appointed Katie Stanton its new media chief, placing the former Google executive at the heart of its crucial relationships with Hollywood and the global media industry, a source with knowledge of the move said on Monday.  Twitter appoints Katie Stanton global media chief -source SAN FRANCISCO, July 7 Twitter Inc has appointed Katie Stanton its new media chief, placing the former Google executive at the heart of its crucial relationships with Hollywood and the global media industry, a source with knowledge of the move said on Monday. WASHINGTON Google Inc  is rating Internet service providers' video streaming quality on a new website, the latest development in the fight between broadband providers and content companies over who is to blame for slow streaming speeds.Twitter appoints Katie Stanton global media chief -source SAN FRANCISCO, July 7 Twitter Inc has appointed Katie Stanton its new media chief, placing the former Google executive at the heart of its crucial relationships with Hollywood and the global media industry, a source with knowledge of the move said on Monday.  MOUNTAIN VIEW Calif. Google smartphones with next-generation 3D sensing technology are about to blast into orbit, where they will become the brains and eyes of ball-shaped hovering robots on the International Space Station.Google rates Internet service providers' video streaming qualityTwitter appoints Katie Stanton global media chief -source SAN FRANCISCO, July 7 Twitter Inc has appointed Katie Stanton its new media chief, placing the former Google executive at the heart of its crucial relationships with Hollywood and the global media industry, a source with knowledge of the move said on Monday.  Twitter appoints Katie Stanton global media chief -source SAN FRANCISCO, July 7 Twitter Inc has appointed Katie Stanton its new media chief, placing the former Google executive at the heart of its crucial relationships with Hollywood and the global media industry, a source with knowledge of the move said on Monday. WASHINGTON Google Inc  is rating Internet service providers' video streaming quality on a new website, the latest development in the fight between broadband providers and content companies over who is to blame for slow streaming speeds.Twitter appoints Katie Stanton global media chief -source SAN FRANCISCO, July 7 Twitter Inc has appointed Katie Stanton its new media chief, placing the former Google executive at the heart of its crucial relationships with Hollywood and the global media industry, a source with knowledge of the move said on Monday.   MOUNTAIN VIEW, Calif., July 7 Google  smartphones with next-generation 3D sensing technology are about to blast into orbit, where they will become the brains and eyes of ball-shaped hovering robots on the International Space Station.NASA to send 3D Google smartphones for robots to space stationGoogle rates Internet service providers' video streaming qualityTwitter appoints Katie Stanton global media chief -source SAN FRANCISCO, July 7 Twitter Inc has appointed Katie Stanton its new media chief, placing the former Google executive at the heart of its crucial relationships with Hollywood and the global media industry, a source with knowledge of the move said on Monday.  Twitter appoints Katie Stanton global media chief -source SAN FRANCISCO, July 7 Twitter Inc has appointed Katie Stanton its new media chief, placing the former Google executive at the heart of its crucial relationships with Hollywood and the global media industry, a source with knowledge of the move said on Monday. WASHINGTON Google Inc  is rating Internet service providers' video streaming quality on a new website, the latest development in the fight between broadband providers and content companies over who is to blame for slow streaming speeds.Twitter appoints Katie Stanton global media chief -source SAN FRANCISCO, July 7 Twitter Inc has appointed Katie Stanton its new media chief, placing the former Google executive at the heart of its crucial relationships with Hollywood and the global media industry, a source with knowledge of the move said on Monday.   Google rates Internet service providers' video streaming qualityTwitter appoints Katie Stanton global media chief -source SAN FRANCISCO, July 7 Twitter Inc has appointed Katie Stanton its new media chief, placing the former Google executive at the heart of its crucial relationships with Hollywood and the global media industry, a source with knowledge of the move said on Monday.  Twitter appoints Katie Stanton global media chief -source SAN FRANCISCO, July 7 Twitter Inc has appointed Katie Stanton its new media chief, placing the former Google executive at the heart of its crucial relationships with Hollywood and the global media industry, a source with knowledge of the move said on Monday. WASHINGTON Google Inc  is rating Internet service providers' video streaming quality on a new website, the latest development in the fight between broadband providers and content companies over who is to blame for slow streaming speeds.Twitter appoints Katie Stanton global media chief -source SAN FRANCISCO, July 7 Twitter Inc has appointed Katie Stanton its new media chief, placing the former Google executive at the heart of its crucial relationships with Hollywood and the global media industry, a source with knowledge of the move said on Monday.  MOUNTAIN VIEW Calif. Google smartphones with next-generation 3D sensing technology are about to blast into orbit, where they will become the brains and eyes of ball-shaped hovering robots on the International Space Station.Google rates Internet service providers' video streaming qualityTwitter appoints Katie Stanton global media chief -source SAN FRANCISCO, July 7 Twitter Inc has appointed Katie Stanton its new media chief, placing the former Google executive at the heart of its crucial relationships with Hollywood and the global media industry, a source with knowledge of the move said on Monday.  Twitter appoints Katie Stanton global media chief -source SAN FRANCISCO, July 7 Twitter Inc has appointed Katie Stanton its new media chief, placing the former Google executive at the heart of its crucial relationships with Hollywood and the global media industry, a source with knowledge of the move said on Monday. WASHINGTON Google Inc  is rating Internet service providers' video streaming quality on a new website, the latest development in the fight between broadband providers and content companies over who is to blame for slow streaming speeds.Twitter appoints Katie Stanton global media chief -source SAN FRANCISCO, July 7 Twitter Inc has appointed Katie Stanton its new media chief, placing the former Google executive at the heart of its crucial relationships with Hollywood and the global media industry, a source with knowledge of the move said on Monday.    
AAPL,Taiwan stocks give investors a juicier bite of Apple Inc TAIPEI, July 7 Investors wanting a slice of the crazy demand expected for Apple Inc's next version of the iPhone are rushing for what they believe is more profitable than investing in the U.S. smartphone maker: Taiwanese Apple component suppliers. 
ADM,ADM buys ingredients company Wild Flavors for about $3 billionCORRECTED-UPDATE 1-ADM buys ingredients company Wild Flavors for about $3 billionUPDATE 5-U.S. agribusiness ADM to acquire Wild Flavors for $3 bln * Gives ADM access to growing flavouring and health markets  UPDATE 5-U.S. agribusiness ADM to acquire Wild Flavors for $3 bln * Gives ADM access to growing flavouring and health markets (Corrects currency in paragraph 1 to $136 million from euros)UPDATE 5-U.S. agribusiness ADM to acquire Wild Flavors for $3 bln * Gives ADM access to growing flavouring and health markets   CORRECTED-UPDATE 1-ADM buys ingredients company Wild Flavors for about $3 billionUPDATE 5-U.S. agribusiness ADM to acquire Wild Flavors for $3 bln * Gives ADM access to growing flavouring and health markets  UPDATE 5-U.S. agribusiness ADM to acquire Wild Flavors for $3 bln * Gives ADM access to growing flavouring and health markets (Corrects currency in paragraph 1 to $136 million from euros)UPDATE 5-U.S. agribusiness ADM to acquire Wild Flavors for $3 bln * Gives ADM access to growing flavouring and health markets  July 7 Archer Daniels Midland (ADM) said it is buying food flavors and specialty ingredients company Wild Flavors for 2.2 billion euros ($3 billion) in cash and will assume about 0.1 billion euros of net debt.CORRECTED-UPDATE 1-ADM buys ingredients company Wild Flavors for about $3 billionUPDATE 5-U.S. agribusiness ADM to acquire Wild Flavors for $3 bln * Gives ADM access to growing flavouring and health markets  UPDATE 5-U.S. agribusiness ADM to acquire Wild Flavors for $3 bln * Gives ADM access to growing flavouring and health markets (Corrects currency in paragraph 1 to $136 million from euros)UPDATE 5-U.S. agribusiness ADM to acquire Wild Flavors for $3 bln * Gives ADM access to growing flavouring and health markets   
T,U.S. FCC names heads of Comcast/TWC, AT&T;/DirecTV deal reviewsFCC names heads of Comcast/TWC, AT&T;/DirecTV deal reviewsU.S. FCC names heads of Comcast/TWC, AT&T;/DirecTV deal reviews A U.S. Federal Communications Commission lawyer will lead the agency's review of the proposed merger of Comcast Corp and Time Warner Cable Inc, while an external lawyer will join to lead the review of AT&T; Inc's bid for DirecTV, the FCC said on Monday.  U.S. FCC names heads of Comcast/TWC, AT&T;/DirecTV deal reviews A U.S. Federal Communications Commission lawyer will lead the agency's review of the proposed merger of Comcast Corp and Time Warner Cable Inc, while an external lawyer will join to lead the review of AT&T; Inc's bid for DirecTV, the FCC said on Monday. AFederal Communications Commission lawyer will lead the agency's review of the proposed merger of Comcast Corp and Time Warner Cable Inc, while an external lawyer will join to lead the review of AT&T; Inc's bid for DirecTV, the FCC said on Monday.U.S. FCC names heads of Comcast/TWC, AT&T;/DirecTV deal reviews A U.S. Federal Communications Commission lawyer will lead the agency's review of the proposed merger of Comcast Corp and Time Warner Cable Inc, while an external lawyer will join to lead the review of AT&T; Inc's bid for DirecTV, the FCC said on Monday.   FCC names heads of Comcast/TWC, AT&T;/DirecTV deal reviewsU.S. FCC names heads of Comcast/TWC, AT&T;/DirecTV deal reviews A U.S. Federal Communications Commission lawyer will lead the agency's review of the proposed merger of Comcast Corp and Time Warner Cable Inc, while an external lawyer will join to lead the review of AT&T; Inc's bid for DirecTV, the FCC said on Monday.  U.S. FCC names heads of Comcast/TWC, AT&T;/DirecTV deal reviews A U.S. Federal Communications Commission lawyer will lead the agency's review of the proposed merger of Comcast Corp and Time Warner Cable Inc, while an external lawyer will join to lead the review of AT&T; Inc's bid for DirecTV, the FCC said on Monday. AFederal Communications Commission lawyer will lead the agency's review of the proposed merger of Comcast Corp and Time Warner Cable Inc, while an external lawyer will join to lead the review of AT&T; Inc's bid for DirecTV, the FCC said on Monday.U.S. FCC names heads of Comcast/TWC, AT&T;/DirecTV deal reviews A U.S. Federal Communications Commission lawyer will lead the agency's review of the proposed merger of Comcast Corp and Time Warner Cable Inc, while an external lawyer will join to lead the review of AT&T; Inc's bid for DirecTV, the FCC said on Monday.  July 7 A U.S. Federal Communications Commission lawyer will lead the agency's review of the proposed merger of Comcast Corp and Time Warner Cable Inc, while an external lawyer will join to lead the review of AT&T; Inc's bid for DirecTV, the FCC said on Monday.FCC names heads of Comcast/TWC, AT&T;/DirecTV deal reviewsU.S. FCC names heads of Comcast/TWC, AT&T;/DirecTV deal reviews A U.S. Federal Communications Commission lawyer will lead the agency's review of the proposed merger of Comcast Corp and Time Warner Cable Inc, while an external lawyer will join to lead the review of AT&T; Inc's bid for DirecTV, the FCC said on Monday.  U.S. FCC names heads of Comcast/TWC, AT&T;/DirecTV deal reviews A U.S. Federal Communications Commission lawyer will lead the agency's review of the proposed merger of Comcast Corp and Time Warner Cable Inc, while an external lawyer will join to lead the review of AT&T; Inc's bid for DirecTV, the FCC said on Monday. AFederal Communications Commission lawyer will lead the agency's review of the proposed merger of Comcast Corp and Time Warner Cable Inc, while an external lawyer will join to lead the review of AT&T; Inc's bid for DirecTV, the FCC said on Monday.U.S. FCC names heads of Comcast/TWC, AT&T;/DirecTV deal reviews A U.S. Federal Communications Commission lawyer will lead the agency's review of the proposed merger of Comcast Corp and Time Warner Cable Inc, while an external lawyer will join to lead the review of AT&T; Inc's bid for DirecTV, the FCC said on Monday.   
BLK,BlackRock team to tap growing UK local government pensions market LONDON, July 7 Blackrock, the world's largest asset manager, said on Monday it had set up a special team to service growing demand from its UK local government pension schemes (LGPS) clients. 
BA,Canada's WestJet Airlines to fly wide-body aircraft TORONTO, July 7 WestJet Airlines Ltd, Canada's No. 2 carrier, said on Monday it planned to fly its own wide-body planes as early as the autumn of 2015 and was in advanced stages of sourcing the aircraft, a move that heats up competition with larger rival Air Canada. 
CVX,Greenpeace activists block Chevron shale site in Romania PUNGESTI, Romania, July 7 Greenpeace activists chained themselves to the gates of a Chevron shale gas exploration well in eastern Romania on Monday, blocking access to the site and urging the leftist government to ban fracking. 
CMCSA,U.S. FCC names heads of Comcast/TWC, AT&T;/DirecTV deal reviewsFCC names heads of Comcast/TWC, AT&T;/DirecTV deal reviews AFederal Communications Commission lawyer will lead the agency's review of the proposed merger of Comcast Corp and Time Warner Cable Inc, while an external lawyer will join to lead the review of AT&T; Inc's bid for DirecTV, the FCC said on Monday.  FCC names heads of Comcast/TWC, AT&T;/DirecTV deal reviews AFederal Communications Commission lawyer will lead the agency's review of the proposed merger of Comcast Corp and Time Warner Cable Inc, while an external lawyer will join to lead the review of AT&T; Inc's bid for DirecTV, the FCC said on Monday. July 7 A U.S. Federal Communications Commission lawyer will lead the agency's review of the proposed merger of Comcast Corp and Time Warner Cable Inc, while an external lawyer will join to lead the review of AT&T; Inc's bid for DirecTV, the FCC said on Monday.FCC names heads of Comcast/TWC, AT&T;/DirecTV deal reviews AFederal Communications Commission lawyer will lead the agency's review of the proposed merger of Comcast Corp and Time Warner Cable Inc, while an external lawyer will join to lead the review of AT&T; Inc's bid for DirecTV, the FCC said on Monday.  
EXPE,Expedia says to pay $660 mln for Australia's WotifUPDATE 1-Expedia to pay $660 mln for Australian online travel agency Wotif * Wotif struggling with weak hotel bookings, increased competition  UPDATE 1-Expedia to pay $660 mln for Australian online travel agency Wotif * Wotif struggling with weak hotel bookings, increased competition SYDNEY, July 7 U.S. travel giant Expedia Inc  said on Monday it agreed to buy Australian online travel group Wotif.com Holdings Ltd for A$703 million ($660 million) in cash, sending Wotif's shares 25 percent higher.UPDATE 1-Expedia to pay $660 mln for Australian online travel agency Wotif * Wotif struggling with weak hotel bookings, increased competition  
FB,INSIGHT-As millions vape, e-cigarette researchers count puffs, scour Facebook NEW YORK, July 7 One team of researchers assessing the risks of electronic cigarettes is counting the puffs taken by volunteer "vapers." Another will comb Facebook for posts on how people are tinkering with e-cigarettes to make the devices deliver extra nicotine. A third is building a virtual convenience store for 13-to-17-year-olds, measuring how e-cigarette displays and price promotions influence whether minors buy the increasingly popular devices. 
GM,GM says June China auto sales up 9.1 pct y/yGM to invest $270 million in Argentine factory -government BUENOS AIRES, July 7 General Motors Co  will invest $270 million to build a factory to produce aluminium motors in the Argentine province of Santa Fe, the government said on Monday.  GM to invest $270 million in Argentine factory -government BUENOS AIRES, July 7 General Motors Co  will invest $270 million to build a factory to produce aluminium motors in the Argentine province of Santa Fe, the government said on Monday. SHANGHAI, July 7 General Motors Co and its Chinese joint ventures sold 257,798 vehicles in China in June, up 9.1 percent from a year earlier, the U.S. automaker said on Monday.GM to invest $270 million in Argentine factory -government BUENOS AIRES, July 7 General Motors Co  will invest $270 million to build a factory to produce aluminium motors in the Argentine province of Santa Fe, the government said on Monday.  
GS,U.S. bank analyst Hintz to join NYU's business school, write book NEW YORK, July 7 Charles Bradley Hintz, who has analyzed financial stocks for more than a decade at Bernstein Research, said on Monday that he will be leaving Wall Street to teach business at New York University and write a book. 
INTC,Intel to make audio/visual gear chips for Panasonic under contract SAN FRANCISCO, July 7 Intel Corp said on Monday it would make chips for Panasonic for the audio- and visual-equipment markets, the latest expansion of Intel's contract manufacturing business in the face of slow personal computer sales. 
DIS,Harrison Ford injury to halt 'Star Wars' production for two weeks NEW YORK, July 7 Actor Harrison Ford is recuperating from surgery after breaking his leg, but the injury on the set of "Star Wars: Episode VII" will force a two-week hiatus in filming, the Walt Disney Studios said. 
UNP,COLUMN-U.S. transportation stocks for the long haul (The opinions expressed are those of the author, a columnist for Reuters.) 
UPS,COLUMN-U.S. transportation stocks for the long haul (The opinions expressed are those of the author, a columnist for Reuters.) 
WMT,BRIEF-Wal-Mart's Simon says US job rebound not lifting receipts July 7 In an interview with Reuters on Monday, Bill Simon, the president and chief executive officer of Walmart U.S., said: 
