AAL,Bomb threat on American Air flight in New York proves false alarm NEW YORK, Nov 30 An American Airlines  airplane that was evacuated at New York's John F. Kennedy International Airport after a bomb threat has been searched and cleared for service, an official said on Sunday. 
K,UPDATE 1-Kellogg raises stakes in bidding war over Egypt's Bisco Misr CAIRO, Nov 30 Kellogg Co raised its bid on Sunday for Egyptian cake and biscuit maker Bisco Misr , intensifying a bidding war with the UAE's Abraaj Investment Management that has pushed up the offer price by more than 12 percent. 
