GM,GM discovers new ignition switch issue, recalling 3,300 vehicles -AP Oct 16 General Motors Co has discovered another ignition switch problem among its pickup trucks and SUVs that can cause engines to stall, but it was discovered before anyone was hurt, the Associated Press reported. 
IBM,UPDATE 4-IBM says some governments allowed to review its source code SAN FRANCISCO, Oct 16 International Business Machines Corp said on Friday it allows certain countries to review, under strict control, portions of the U.S. technology company's product source code to detect any security flaws in its software. 
