ABT,CORRECTED-(Official) PharMerica to pay $9.25 mln over allegations of kickbacks from Abbott Labs -DOJ WASHINGTON, Oct 7 Nursing home pharmacy PharMerica Corp will pay $9.25 million "to resolve allegations that it solicited and received kickbacks" to promote Abbott Labs' psychiatric drug Depakote for nursing home patients, the Department of Justice said on Wednesday. 
AA,Alcoa wins $1.1 bln contract for Lockheed's F-35 fighter jetsAlcoa wins $1.1 billion contract for Lockheed's F-35 fighter jetsPatriot Coal withdraws Alcoa deal as bankruptcy talks continuePatriot Coal withdraws Alcoa deal as bankruptcy talks continue WASHINGTON A $22 million deal between the Aluminum Company of America and Patriot Coal Corp has been abandoned as the coal company seeks to finalize its bankruptcy plan, which U.S. Democratic presidential candidate Hillary Clinton criticized last week as "outrageous."  Patriot Coal withdraws Alcoa deal as bankruptcy talks continue WASHINGTON A $22 million deal between the Aluminum Company of America and Patriot Coal Corp has been abandoned as the coal company seeks to finalize its bankruptcy plan, which U.S. Democratic presidential candidate Hillary Clinton criticized last week as "outrageous." WASHINGTON, Oct 7 A $22 million deal between the Aluminum Company of America and Patriot Coal Corp has been abandoned as the coal company seeks to finalize its bankruptcy plan, which U.S. Democratic presidential candidate Hillary Clinton criticized last week as "outrageous."Patriot Coal withdraws Alcoa deal as bankruptcy talks continue WASHINGTON A $22 million deal between the Aluminum Company of America and Patriot Coal Corp has been abandoned as the coal company seeks to finalize its bankruptcy plan, which U.S. Democratic presidential candidate Hillary Clinton criticized last week as "outrageous."   Patriot Coal withdraws Alcoa deal as bankruptcy talks continuePatriot Coal withdraws Alcoa deal as bankruptcy talks continue WASHINGTON A $22 million deal between the Aluminum Company of America and Patriot Coal Corp has been abandoned as the coal company seeks to finalize its bankruptcy plan, which U.S. Democratic presidential candidate Hillary Clinton criticized last week as "outrageous."  Patriot Coal withdraws Alcoa deal as bankruptcy talks continue WASHINGTON A $22 million deal between the Aluminum Company of America and Patriot Coal Corp has been abandoned as the coal company seeks to finalize its bankruptcy plan, which U.S. Democratic presidential candidate Hillary Clinton criticized last week as "outrageous." WASHINGTON, Oct 7 A $22 million deal between the Aluminum Company of America and Patriot Coal Corp has been abandoned as the coal company seeks to finalize its bankruptcy plan, which U.S. Democratic presidential candidate Hillary Clinton criticized last week as "outrageous."Patriot Coal withdraws Alcoa deal as bankruptcy talks continue WASHINGTON A $22 million deal between the Aluminum Company of America and Patriot Coal Corp has been abandoned as the coal company seeks to finalize its bankruptcy plan, which U.S. Democratic presidential candidate Hillary Clinton criticized last week as "outrageous."  Alcoa Inc said it had got a contract to supply titanium to Lockheed Martin Corp's F-35 Lightning II aircraft.Patriot Coal withdraws Alcoa deal as bankruptcy talks continuePatriot Coal withdraws Alcoa deal as bankruptcy talks continue WASHINGTON A $22 million deal between the Aluminum Company of America and Patriot Coal Corp has been abandoned as the coal company seeks to finalize its bankruptcy plan, which U.S. Democratic presidential candidate Hillary Clinton criticized last week as "outrageous."  Patriot Coal withdraws Alcoa deal as bankruptcy talks continue WASHINGTON A $22 million deal between the Aluminum Company of America and Patriot Coal Corp has been abandoned as the coal company seeks to finalize its bankruptcy plan, which U.S. Democratic presidential candidate Hillary Clinton criticized last week as "outrageous." WASHINGTON, Oct 7 A $22 million deal between the Aluminum Company of America and Patriot Coal Corp has been abandoned as the coal company seeks to finalize its bankruptcy plan, which U.S. Democratic presidential candidate Hillary Clinton criticized last week as "outrageous."Patriot Coal withdraws Alcoa deal as bankruptcy talks continue WASHINGTON A $22 million deal between the Aluminum Company of America and Patriot Coal Corp has been abandoned as the coal company seeks to finalize its bankruptcy plan, which U.S. Democratic presidential candidate Hillary Clinton criticized last week as "outrageous."    Alcoa wins $1.1 billion contract for Lockheed's F-35 fighter jetsPatriot Coal withdraws Alcoa deal as bankruptcy talks continuePatriot Coal withdraws Alcoa deal as bankruptcy talks continue WASHINGTON A $22 million deal between the Aluminum Company of America and Patriot Coal Corp has been abandoned as the coal company seeks to finalize its bankruptcy plan, which U.S. Democratic presidential candidate Hillary Clinton criticized last week as "outrageous."  Patriot Coal withdraws Alcoa deal as bankruptcy talks continue WASHINGTON A $22 million deal between the Aluminum Company of America and Patriot Coal Corp has been abandoned as the coal company seeks to finalize its bankruptcy plan, which U.S. Democratic presidential candidate Hillary Clinton criticized last week as "outrageous." WASHINGTON, Oct 7 A $22 million deal between the Aluminum Company of America and Patriot Coal Corp has been abandoned as the coal company seeks to finalize its bankruptcy plan, which U.S. Democratic presidential candidate Hillary Clinton criticized last week as "outrageous."Patriot Coal withdraws Alcoa deal as bankruptcy talks continue WASHINGTON A $22 million deal between the Aluminum Company of America and Patriot Coal Corp has been abandoned as the coal company seeks to finalize its bankruptcy plan, which U.S. Democratic presidential candidate Hillary Clinton criticized last week as "outrageous."   Patriot Coal withdraws Alcoa deal as bankruptcy talks continuePatriot Coal withdraws Alcoa deal as bankruptcy talks continue WASHINGTON A $22 million deal between the Aluminum Company of America and Patriot Coal Corp has been abandoned as the coal company seeks to finalize its bankruptcy plan, which U.S. Democratic presidential candidate Hillary Clinton criticized last week as "outrageous."  Patriot Coal withdraws Alcoa deal as bankruptcy talks continue WASHINGTON A $22 million deal between the Aluminum Company of America and Patriot Coal Corp has been abandoned as the coal company seeks to finalize its bankruptcy plan, which U.S. Democratic presidential candidate Hillary Clinton criticized last week as "outrageous." WASHINGTON, Oct 7 A $22 million deal between the Aluminum Company of America and Patriot Coal Corp has been abandoned as the coal company seeks to finalize its bankruptcy plan, which U.S. Democratic presidential candidate Hillary Clinton criticized last week as "outrageous."Patriot Coal withdraws Alcoa deal as bankruptcy talks continue WASHINGTON A $22 million deal between the Aluminum Company of America and Patriot Coal Corp has been abandoned as the coal company seeks to finalize its bankruptcy plan, which U.S. Democratic presidential candidate Hillary Clinton criticized last week as "outrageous."  Alcoa Inc said it had got a contract to supply titanium to Lockheed Martin Corp's F-35 Lightning II aircraft.Patriot Coal withdraws Alcoa deal as bankruptcy talks continuePatriot Coal withdraws Alcoa deal as bankruptcy talks continue WASHINGTON A $22 million deal between the Aluminum Company of America and Patriot Coal Corp has been abandoned as the coal company seeks to finalize its bankruptcy plan, which U.S. Democratic presidential candidate Hillary Clinton criticized last week as "outrageous."  Patriot Coal withdraws Alcoa deal as bankruptcy talks continue WASHINGTON A $22 million deal between the Aluminum Company of America and Patriot Coal Corp has been abandoned as the coal company seeks to finalize its bankruptcy plan, which U.S. Democratic presidential candidate Hillary Clinton criticized last week as "outrageous." WASHINGTON, Oct 7 A $22 million deal between the Aluminum Company of America and Patriot Coal Corp has been abandoned as the coal company seeks to finalize its bankruptcy plan, which U.S. Democratic presidential candidate Hillary Clinton criticized last week as "outrageous."Patriot Coal withdraws Alcoa deal as bankruptcy talks continue WASHINGTON A $22 million deal between the Aluminum Company of America and Patriot Coal Corp has been abandoned as the coal company seeks to finalize its bankruptcy plan, which U.S. Democratic presidential candidate Hillary Clinton criticized last week as "outrageous."   Oct 7 Alcoa Inc said it had got a contract to supply titanium to Lockheed Martin Corp's  F-35 Lightning II aircraft.Alcoa wins $1.1 billion contract for Lockheed's F-35 fighter jetsPatriot Coal withdraws Alcoa deal as bankruptcy talks continuePatriot Coal withdraws Alcoa deal as bankruptcy talks continue WASHINGTON A $22 million deal between the Aluminum Company of America and Patriot Coal Corp has been abandoned as the coal company seeks to finalize its bankruptcy plan, which U.S. Democratic presidential candidate Hillary Clinton criticized last week as "outrageous."  Patriot Coal withdraws Alcoa deal as bankruptcy talks continue WASHINGTON A $22 million deal between the Aluminum Company of America and Patriot Coal Corp has been abandoned as the coal company seeks to finalize its bankruptcy plan, which U.S. Democratic presidential candidate Hillary Clinton criticized last week as "outrageous." WASHINGTON, Oct 7 A $22 million deal between the Aluminum Company of America and Patriot Coal Corp has been abandoned as the coal company seeks to finalize its bankruptcy plan, which U.S. Democratic presidential candidate Hillary Clinton criticized last week as "outrageous."Patriot Coal withdraws Alcoa deal as bankruptcy talks continue WASHINGTON A $22 million deal between the Aluminum Company of America and Patriot Coal Corp has been abandoned as the coal company seeks to finalize its bankruptcy plan, which U.S. Democratic presidential candidate Hillary Clinton criticized last week as "outrageous."   Patriot Coal withdraws Alcoa deal as bankruptcy talks continuePatriot Coal withdraws Alcoa deal as bankruptcy talks continue WASHINGTON A $22 million deal between the Aluminum Company of America and Patriot Coal Corp has been abandoned as the coal company seeks to finalize its bankruptcy plan, which U.S. Democratic presidential candidate Hillary Clinton criticized last week as "outrageous."  Patriot Coal withdraws Alcoa deal as bankruptcy talks continue WASHINGTON A $22 million deal between the Aluminum Company of America and Patriot Coal Corp has been abandoned as the coal company seeks to finalize its bankruptcy plan, which U.S. Democratic presidential candidate Hillary Clinton criticized last week as "outrageous." WASHINGTON, Oct 7 A $22 million deal between the Aluminum Company of America and Patriot Coal Corp has been abandoned as the coal company seeks to finalize its bankruptcy plan, which U.S. Democratic presidential candidate Hillary Clinton criticized last week as "outrageous."Patriot Coal withdraws Alcoa deal as bankruptcy talks continue WASHINGTON A $22 million deal between the Aluminum Company of America and Patriot Coal Corp has been abandoned as the coal company seeks to finalize its bankruptcy plan, which U.S. Democratic presidential candidate Hillary Clinton criticized last week as "outrageous."  Alcoa Inc said it had got a contract to supply titanium to Lockheed Martin Corp's F-35 Lightning II aircraft.Patriot Coal withdraws Alcoa deal as bankruptcy talks continuePatriot Coal withdraws Alcoa deal as bankruptcy talks continue WASHINGTON A $22 million deal between the Aluminum Company of America and Patriot Coal Corp has been abandoned as the coal company seeks to finalize its bankruptcy plan, which U.S. Democratic presidential candidate Hillary Clinton criticized last week as "outrageous."  Patriot Coal withdraws Alcoa deal as bankruptcy talks continue WASHINGTON A $22 million deal between the Aluminum Company of America and Patriot Coal Corp has been abandoned as the coal company seeks to finalize its bankruptcy plan, which U.S. Democratic presidential candidate Hillary Clinton criticized last week as "outrageous." WASHINGTON, Oct 7 A $22 million deal between the Aluminum Company of America and Patriot Coal Corp has been abandoned as the coal company seeks to finalize its bankruptcy plan, which U.S. Democratic presidential candidate Hillary Clinton criticized last week as "outrageous."Patriot Coal withdraws Alcoa deal as bankruptcy talks continue WASHINGTON A $22 million deal between the Aluminum Company of America and Patriot Coal Corp has been abandoned as the coal company seeks to finalize its bankruptcy plan, which U.S. Democratic presidential candidate Hillary Clinton criticized last week as "outrageous."    
GOOGL,Twitter, Alphabet launch code for fast loading of heavy mobile content   
GOOG,Twitter, Alphabet launch code for fast loading of heavy mobile content   
MO,AB InBev CEO delays talk of hostile bid for SABMiller LONDON, Oct 7 Anheuser-Busch InBev  Chief Executive Carlos Brito does not want to talk about making a hostile bid for rival brewer SABMiller, saying he hopes shareholders will urge the board to engage concerning the existing offer. 
