JPM,JPMorgan's Asia mergers head set to leave firm- source HONG KONG/SINGAPORE, June 8 JPMorgan Chase & Co's top mergers and acquisition banker for Asia outside Japan, Rob Sivitilli, will leave the firm for personal reasons, a source with direct knowledge of the matter told Reuters on Sunday. 
V,UPDATE 3-Soccer sponsors raise pressure on FIFA over Qatar claims * Allegations cloud build-up to Brazil tournament this week 
