INTC,Intel shares could rise 25 pct in next year - Barron's NEW YORK, April 17 Intel Corp's      shift to higher-growth businesses such as server chips and embedded chips for cars could drive a 25 increase in its shares in a year, according to a report on Sunday in the financial publication Barron's. 
DIS,Box Office: 'Jungle Book' Opens to Smashing $103.6 Million LOS ANGELES (Variety.com) - "The Jungle Book" dominated the weekend box office, grossing a massive $103.6 million, and extending the Walt Disney Company's success in making live action versions of its classic animated features. 
