GE,General Electric signs $600 mln investment deal in Italy MILAN, Jan 31 General Electric said on Sunday it had signed an agreement to invest $600 million in Italy in research and development projects in the oil and gas sector over the next five years. 
JPM,JPMorgan launches blockchain trial project -FT Jan 31 JPMorgan Chase is partnering with start-up Digital Asset Holdings to launch a trial project using blockchain technology that could reduce the cost and complexity of trading, the Financial Times reported on Sunday. 
