C,Banco do Brasil, Bradesco in Citigroup venture talks-source SAO PAULO, Jan 9 Brazilian lenders Banco Bradesco and Banco do Brasil are in talks to buy Citigroup's stake in a credit card processing joint venture with Elavon Inc, a source with knowledge of the negotiations said on Saturday. 
GM,GM Europe operations still loss-making in 2015 -CEO in magazine BERLIN, Jan 9 The European division of General Motors was still loss-making in 2015, but hopes to return to profit this year, the division's chief executive told a German magazine. 
JNPR,Juniper Networks will drop code tied to National Security Agency SAN FRANCISCO, Jan 8 Juniper Networks Inc said late on Friday it would stop using a piece of security code that analysts believe was developed by the National Security Agency in order to eavesdrop through technology products. 
PFE,UPDATE 1-Pfizer hikes U.S. prices for over 100 drugs on January 1 * List price does not reflect discounts on offer, company says 
DIS,New 'Star Wars' film sets records in China, Disney estimatesNew 'Star Wars' film sets records in China, Disney estimatesUPDATE 1-'Star Wars' opens at record pace in China, Disney says LOS ANGELES, Jan 9 Global blockbuster movie "Star Wars: The Force Awakens" broke records in China with an estimated $33 million in ticket sales on its first day in the world's second-largest film market, Walt Disney Co said on Saturday.  UPDATE 1-'Star Wars' opens at record pace in China, Disney says LOS ANGELES, Jan 9 Global blockbuster movie "Star Wars: The Force Awakens" broke records in China with an estimated $33 million in ticket sales on its first day in the world's second-largest film market, Walt Disney Co said on Saturday. LOS ANGELES Global blockbuster movie "Star Wars: The Force Awakens" sold an estimated $33 million in tickets on its first day in China, the world's second-largest film market, Walt Disney Co said on Saturday. | UPDATE 1-'Star Wars' opens at record pace in China, Disney says LOS ANGELES, Jan 9 Global blockbuster movie "Star Wars: The Force Awakens" broke records in China with an estimated $33 million in ticket sales on its first day in the world's second-largest film market, Walt Disney Co said on Saturday. VideoUPDATE 1-'Star Wars' opens at record pace in China, Disney says LOS ANGELES, Jan 9 Global blockbuster movie "Star Wars: The Force Awakens" broke records in China with an estimated $33 million in ticket sales on its first day in the world's second-largest film market, Walt Disney Co said on Saturday.  UPDATE 1-'Star Wars' opens at record pace in China, Disney says LOS ANGELES, Jan 9 Global blockbuster movie "Star Wars: The Force Awakens" broke records in China with an estimated $33 million in ticket sales on its first day in the world's second-largest film market, Walt Disney Co said on Saturday.   New 'Star Wars' film sets records in China, Disney estimatesUPDATE 1-'Star Wars' opens at record pace in China, Disney says LOS ANGELES, Jan 9 Global blockbuster movie "Star Wars: The Force Awakens" broke records in China with an estimated $33 million in ticket sales on its first day in the world's second-largest film market, Walt Disney Co said on Saturday.  UPDATE 1-'Star Wars' opens at record pace in China, Disney says LOS ANGELES, Jan 9 Global blockbuster movie "Star Wars: The Force Awakens" broke records in China with an estimated $33 million in ticket sales on its first day in the world's second-largest film market, Walt Disney Co said on Saturday. LOS ANGELES Global blockbuster movie "Star Wars: The Force Awakens" sold an estimated $33 million in tickets on its first day in China, the world's second-largest film market, Walt Disney Co said on Saturday. | UPDATE 1-'Star Wars' opens at record pace in China, Disney says LOS ANGELES, Jan 9 Global blockbuster movie "Star Wars: The Force Awakens" broke records in China with an estimated $33 million in ticket sales on its first day in the world's second-largest film market, Walt Disney Co said on Saturday. VideoUPDATE 1-'Star Wars' opens at record pace in China, Disney says LOS ANGELES, Jan 9 Global blockbuster movie "Star Wars: The Force Awakens" broke records in China with an estimated $33 million in ticket sales on its first day in the world's second-largest film market, Walt Disney Co said on Saturday.  UPDATE 1-'Star Wars' opens at record pace in China, Disney says LOS ANGELES, Jan 9 Global blockbuster movie "Star Wars: The Force Awakens" broke records in China with an estimated $33 million in ticket sales on its first day in the world's second-largest film market, Walt Disney Co said on Saturday.  LOS ANGELES, Jan 9 Global blockbuster movie "Star Wars: The Force Awakens" sold an estimated $33 million in tickets on its first day in China, the world's second-largest film market, Walt Disney Co said on Saturday.New 'Star Wars' film sets records in China, Disney estimatesUPDATE 1-'Star Wars' opens at record pace in China, Disney says LOS ANGELES, Jan 9 Global blockbuster movie "Star Wars: The Force Awakens" broke records in China with an estimated $33 million in ticket sales on its first day in the world's second-largest film market, Walt Disney Co said on Saturday.  UPDATE 1-'Star Wars' opens at record pace in China, Disney says LOS ANGELES, Jan 9 Global blockbuster movie "Star Wars: The Force Awakens" broke records in China with an estimated $33 million in ticket sales on its first day in the world's second-largest film market, Walt Disney Co said on Saturday. LOS ANGELES Global blockbuster movie "Star Wars: The Force Awakens" sold an estimated $33 million in tickets on its first day in China, the world's second-largest film market, Walt Disney Co said on Saturday. | UPDATE 1-'Star Wars' opens at record pace in China, Disney says LOS ANGELES, Jan 9 Global blockbuster movie "Star Wars: The Force Awakens" broke records in China with an estimated $33 million in ticket sales on its first day in the world's second-largest film market, Walt Disney Co said on Saturday. VideoUPDATE 1-'Star Wars' opens at record pace in China, Disney says LOS ANGELES, Jan 9 Global blockbuster movie "Star Wars: The Force Awakens" broke records in China with an estimated $33 million in ticket sales on its first day in the world's second-largest film market, Walt Disney Co said on Saturday.  UPDATE 1-'Star Wars' opens at record pace in China, Disney says LOS ANGELES, Jan 9 Global blockbuster movie "Star Wars: The Force Awakens" broke records in China with an estimated $33 million in ticket sales on its first day in the world's second-largest film market, Walt Disney Co said on Saturday.   
