ABBV,U.S. law firm says investigating AbbVie over collapsed Shire dealU.S. law firm says investigating AbbVie over collapsed Shire dealExpress Scripts says AbbVie drug could displace Sovaldi on formulary Oct 29 Pharmacy benefit manager Express Scripts Holding Co said it may quickly change its preferred drug formulary to favor an expected new hepatitis C drug from AbbVie if it is clinically equivalent and less costly than Gilead Science Inc's $84,000 Sovaldi and $94,500 Harvoni treatments.  Express Scripts says AbbVie drug could displace Sovaldi on formulary Oct 29 Pharmacy benefit manager Express Scripts Holding Co said it may quickly change its preferred drug formulary to favor an expected new hepatitis C drug from AbbVie if it is clinically equivalent and less costly than Gilead Science Inc's $84,000 Sovaldi and $94,500 Harvoni treatments. LONDON U.S. law firm Gardy & Notis, a shareholder rights advocate, said on Wednesday it was investigating AbbVie  and its officers over statements made in connection with the drugmaker's failed move to buy Dublin-based Shire .Express Scripts says AbbVie drug could displace Sovaldi on formulary Oct 29 Pharmacy benefit manager Express Scripts Holding Co said it may quickly change its preferred drug formulary to favor an expected new hepatitis C drug from AbbVie if it is clinically equivalent and less costly than Gilead Science Inc's $84,000 Sovaldi and $94,500 Harvoni treatments.   U.S. law firm says investigating AbbVie over collapsed Shire dealExpress Scripts says AbbVie drug could displace Sovaldi on formulary Oct 29 Pharmacy benefit manager Express Scripts Holding Co said it may quickly change its preferred drug formulary to favor an expected new hepatitis C drug from AbbVie if it is clinically equivalent and less costly than Gilead Science Inc's $84,000 Sovaldi and $94,500 Harvoni treatments.  Express Scripts says AbbVie drug could displace Sovaldi on formulary Oct 29 Pharmacy benefit manager Express Scripts Holding Co said it may quickly change its preferred drug formulary to favor an expected new hepatitis C drug from AbbVie if it is clinically equivalent and less costly than Gilead Science Inc's $84,000 Sovaldi and $94,500 Harvoni treatments. LONDON U.S. law firm Gardy & Notis, a shareholder rights advocate, said on Wednesday it was investigating AbbVie  and its officers over statements made in connection with the drugmaker's failed move to buy Dublin-based Shire .Express Scripts says AbbVie drug could displace Sovaldi on formulary Oct 29 Pharmacy benefit manager Express Scripts Holding Co said it may quickly change its preferred drug formulary to favor an expected new hepatitis C drug from AbbVie if it is clinically equivalent and less costly than Gilead Science Inc's $84,000 Sovaldi and $94,500 Harvoni treatments.  LONDON, Oct 29 U.S. law firm Gardy & Notis, a shareholder rights advocate,  said on Wednesday it was investigating AbbVie and its officers over statements made in connection with the drugmaker's failed move to buy Dublin-based Shire.U.S. law firm says investigating AbbVie over collapsed Shire dealExpress Scripts says AbbVie drug could displace Sovaldi on formulary Oct 29 Pharmacy benefit manager Express Scripts Holding Co said it may quickly change its preferred drug formulary to favor an expected new hepatitis C drug from AbbVie if it is clinically equivalent and less costly than Gilead Science Inc's $84,000 Sovaldi and $94,500 Harvoni treatments.  Express Scripts says AbbVie drug could displace Sovaldi on formulary Oct 29 Pharmacy benefit manager Express Scripts Holding Co said it may quickly change its preferred drug formulary to favor an expected new hepatitis C drug from AbbVie if it is clinically equivalent and less costly than Gilead Science Inc's $84,000 Sovaldi and $94,500 Harvoni treatments. LONDON U.S. law firm Gardy & Notis, a shareholder rights advocate, said on Wednesday it was investigating AbbVie  and its officers over statements made in connection with the drugmaker's failed move to buy Dublin-based Shire .Express Scripts says AbbVie drug could displace Sovaldi on formulary Oct 29 Pharmacy benefit manager Express Scripts Holding Co said it may quickly change its preferred drug formulary to favor an expected new hepatitis C drug from AbbVie if it is clinically equivalent and less costly than Gilead Science Inc's $84,000 Sovaldi and $94,500 Harvoni treatments.   
AKAM,Akamai quarterly revenue rises 26 pctUPDATE 2-Akamai expects strong US dollar to weigh on 4th-qtr revenue (Adds forecast, comment from conference call, updates shares)  UPDATE 2-Akamai expects strong US dollar to weigh on 4th-qtr revenue (Adds forecast, comment from conference call, updates shares) Oct 29 Akamai Technologies Inc, whose service helps speed up delivery of Web content, reported a 26 percent rise in quarterly revenue, helped by higher demand for its media and security products.UPDATE 2-Akamai expects strong US dollar to weigh on 4th-qtr revenue (Adds forecast, comment from conference call, updates shares)  
ALL,Allstate profit more than doublesUPDATE 2-Allstate profit beats estimates as premiums rise Oct 29 Allstate Corp, the largest publicly traded home and auto insurer in the United States, reported a higher-than-expected quarterly profit as it earned more premiums.  UPDATE 2-Allstate profit beats estimates as premiums rise Oct 29 Allstate Corp, the largest publicly traded home and auto insurer in the United States, reported a higher-than-expected quarterly profit as it earned more premiums. Oct 29 Allstate Corp, the largest publicly traded home and auto insurer in the United States, reported a 142 percent jump in third-quarter profit, compared with a year earlier when it recorded a loss of about $475 million on the sale of a unit.UPDATE 2-Allstate profit beats estimates as premiums rise Oct 29 Allstate Corp, the largest publicly traded home and auto insurer in the United States, reported a higher-than-expected quarterly profit as it earned more premiums.  
