AMZN,Amazon's path to TV success takes cues from old school Hollywood SAN FRANCISCO, Jan 9 Amazon prides itself on being a company that breaks the rules, but its recent success in Hollywood also reflects an embrace of a more traditional, old-fashioned script. 
APC,BP, Anadarko fail to win new review of Gulf spill finesBP, Anadarko fail to win new review of Gulf spill fines BP Plc and Anadarko Petroleum Corp narrowly failed to persuade a U.S appeals court to reconsider its 2014 ruling that they could face civil fines under federal pollution laws over the 2010 Gulf of Mexico oil spill.  BP, Anadarko fail to win new review of Gulf spill fines BP Plc and Anadarko Petroleum Corp narrowly failed to persuade a U.S appeals court to reconsider its 2014 ruling that they could face civil fines under federal pollution laws over the 2010 Gulf of Mexico oil spill. Jan 9 BP Plc and Anadarko Petroleum Corp  narrowly failed to persuade a U.S appeals court to reconsider its 2014 ruling that they could face civil fines under federal pollution laws over the 2010 Gulf of Mexico oil spill.BP, Anadarko fail to win new review of Gulf spill fines BP Plc and Anadarko Petroleum Corp narrowly failed to persuade a U.S appeals court to reconsider its 2014 ruling that they could face civil fines under federal pollution laws over the 2010 Gulf of Mexico oil spill.  
C,UPDATE 1-Citigroup makes last-minute cut in year-end bonuses for traders Jan 9 Citigroup Inc this week cut its bonus pool for fixed-income and equity market traders after market revenues plunged during the last two weeks of the year, according to a person familiar with the matter. 
GM,CORRECTED-General Motors plans fresh move into electric car market -report WASHINGTON, Jan 10 General Motors Co  plans to offer a new electric vehicle with a style and price-point that can compete with the forthcoming Tesla Model 3 car due out in two years, the Wall Street Journal reported on Friday. 
