AMZN,Amazon.com says review finds women get equal pay at companyUPDATE 2-Amazon says its female workers paid equally as men SAN FRANCISCO, March 23 Amazon.com Inc, under pressure from an activist shareholder to disclose its policies on gender pay equality, said on Wednesday its female employees earned as much as their male counterparts, according to a survey it recently conducted.  UPDATE 2-Amazon says its female workers paid equally as men SAN FRANCISCO, March 23 Amazon.com Inc, under pressure from an activist shareholder to disclose its policies on gender pay equality, said on Wednesday its female employees earned as much as their male counterparts, according to a survey it recently conducted. SAN FRANCISCO, March 23 Online retailer Amazon.com Inc said on Wednesday a recent survey of its employees found that female workers earned 99.9 cents for every dollar earned by men in the same positions last year.UPDATE 2-Amazon says its female workers paid equally as men SAN FRANCISCO, March 23 Amazon.com Inc, under pressure from an activist shareholder to disclose its policies on gender pay equality, said on Wednesday its female employees earned as much as their male counterparts, according to a survey it recently conducted.  
AAL,BRIEF-American Airlines establishes profit sharing program effective 2016 earnings - memo * American Airlines establishing a profit sharing program effective with our 2016 annual earnings - memo to employees 
