GOOGL,EU lawmakers to vote on Google break-up motion on ThursdayEU lawmakers say not forging ideological war against GoogleUPDATE 1-EU digital tsar warns monopolists; Google foes play down call for break-up BRUSSELS, Nov 24 The European Union's top official for digital markets said on Monday he was concerned that big tech companies may be abusing dominant positions, but he also said investigations into Google must not be rushed.  UPDATE 1-EU digital tsar warns monopolists; Google foes play down call for break-up BRUSSELS, Nov 24 The European Union's top official for digital markets said on Monday he was concerned that big tech companies may be abusing dominant positions, but he also said investigations into Google must not be rushed. BRUSSELS, Nov 24 Two European Union lawmakers, who are pushing for a resolution proposing that Google  be broken up, toned down their rhetoric on Monday by saying that there were other ways to curb the Internet search giant's power.UPDATE 1-EU digital tsar warns monopolists; Google foes play down call for break-up BRUSSELS, Nov 24 The European Union's top official for digital markets said on Monday he was concerned that big tech companies may be abusing dominant positions, but he also said investigations into Google must not be rushed.   EU lawmakers say not forging ideological war against GoogleUPDATE 1-EU digital tsar warns monopolists; Google foes play down call for break-up BRUSSELS, Nov 24 The European Union's top official for digital markets said on Monday he was concerned that big tech companies may be abusing dominant positions, but he also said investigations into Google must not be rushed.  UPDATE 1-EU digital tsar warns monopolists; Google foes play down call for break-up BRUSSELS, Nov 24 The European Union's top official for digital markets said on Monday he was concerned that big tech companies may be abusing dominant positions, but he also said investigations into Google must not be rushed. BRUSSELS, Nov 24 Two European Union lawmakers, who are pushing for a resolution proposing that Google  be broken up, toned down their rhetoric on Monday by saying that there were other ways to curb the Internet search giant's power.UPDATE 1-EU digital tsar warns monopolists; Google foes play down call for break-up BRUSSELS, Nov 24 The European Union's top official for digital markets said on Monday he was concerned that big tech companies may be abusing dominant positions, but he also said investigations into Google must not be rushed.  BRUSSELS, Nov 24 EU lawmakers will likely vote on Thursday on a motion proposing the break-up of Google  and other Internet technology companies, increasing political pressure on the bloc's antitrust regulators to take a stronger line on the group.EU lawmakers say not forging ideological war against GoogleUPDATE 1-EU digital tsar warns monopolists; Google foes play down call for break-up BRUSSELS, Nov 24 The European Union's top official for digital markets said on Monday he was concerned that big tech companies may be abusing dominant positions, but he also said investigations into Google must not be rushed.  UPDATE 1-EU digital tsar warns monopolists; Google foes play down call for break-up BRUSSELS, Nov 24 The European Union's top official for digital markets said on Monday he was concerned that big tech companies may be abusing dominant positions, but he also said investigations into Google must not be rushed. BRUSSELS, Nov 24 Two European Union lawmakers, who are pushing for a resolution proposing that Google  be broken up, toned down their rhetoric on Monday by saying that there were other ways to curb the Internet search giant's power.UPDATE 1-EU digital tsar warns monopolists; Google foes play down call for break-up BRUSSELS, Nov 24 The European Union's top official for digital markets said on Monday he was concerned that big tech companies may be abusing dominant positions, but he also said investigations into Google must not be rushed.   
GOOG,EU lawmakers to vote on Google break-up motion on ThursdayEU lawmakers say not forging ideological war against GoogleUPDATE 1-EU digital tsar warns monopolists; Google foes play down call for break-up BRUSSELS, Nov 24 The European Union's top official for digital markets said on Monday he was concerned that big tech companies may be abusing dominant positions, but he also said investigations into Google must not be rushed.  UPDATE 1-EU digital tsar warns monopolists; Google foes play down call for break-up BRUSSELS, Nov 24 The European Union's top official for digital markets said on Monday he was concerned that big tech companies may be abusing dominant positions, but he also said investigations into Google must not be rushed. BRUSSELS, Nov 24 Two European Union lawmakers, who are pushing for a resolution proposing that Google  be broken up, toned down their rhetoric on Monday by saying that there were other ways to curb the Internet search giant's power.UPDATE 1-EU digital tsar warns monopolists; Google foes play down call for break-up BRUSSELS, Nov 24 The European Union's top official for digital markets said on Monday he was concerned that big tech companies may be abusing dominant positions, but he also said investigations into Google must not be rushed.   EU lawmakers say not forging ideological war against GoogleUPDATE 1-EU digital tsar warns monopolists; Google foes play down call for break-up BRUSSELS, Nov 24 The European Union's top official for digital markets said on Monday he was concerned that big tech companies may be abusing dominant positions, but he also said investigations into Google must not be rushed.  UPDATE 1-EU digital tsar warns monopolists; Google foes play down call for break-up BRUSSELS, Nov 24 The European Union's top official for digital markets said on Monday he was concerned that big tech companies may be abusing dominant positions, but he also said investigations into Google must not be rushed. BRUSSELS, Nov 24 Two European Union lawmakers, who are pushing for a resolution proposing that Google  be broken up, toned down their rhetoric on Monday by saying that there were other ways to curb the Internet search giant's power.UPDATE 1-EU digital tsar warns monopolists; Google foes play down call for break-up BRUSSELS, Nov 24 The European Union's top official for digital markets said on Monday he was concerned that big tech companies may be abusing dominant positions, but he also said investigations into Google must not be rushed.  BRUSSELS, Nov 24 EU lawmakers will likely vote on Thursday on a motion proposing the break-up of Google  and other Internet technology companies, increasing political pressure on the bloc's antitrust regulators to take a stronger line on the group.EU lawmakers say not forging ideological war against GoogleUPDATE 1-EU digital tsar warns monopolists; Google foes play down call for break-up BRUSSELS, Nov 24 The European Union's top official for digital markets said on Monday he was concerned that big tech companies may be abusing dominant positions, but he also said investigations into Google must not be rushed.  UPDATE 1-EU digital tsar warns monopolists; Google foes play down call for break-up BRUSSELS, Nov 24 The European Union's top official for digital markets said on Monday he was concerned that big tech companies may be abusing dominant positions, but he also said investigations into Google must not be rushed. BRUSSELS, Nov 24 Two European Union lawmakers, who are pushing for a resolution proposing that Google  be broken up, toned down their rhetoric on Monday by saying that there were other ways to curb the Internet search giant's power.UPDATE 1-EU digital tsar warns monopolists; Google foes play down call for break-up BRUSSELS, Nov 24 The European Union's top official for digital markets said on Monday he was concerned that big tech companies may be abusing dominant positions, but he also said investigations into Google must not be rushed.   
AMT,American Tower to buy over 4,800 Bharti Airtel phone masts in NigeriaUPDATE 1-American Tower to buy Bharti Nigeria phone masts for $1.1 bln MUMBAI, Nov 24 India's Bharti Airtel Ltd  will sell more than 4,800 mobile phone masts in Nigeria to American Tower Corp for  $1.05 billion, as part of its plan to cut costs and pare debt.  UPDATE 1-American Tower to buy Bharti Nigeria phone masts for $1.1 bln MUMBAI, Nov 24 India's Bharti Airtel Ltd  will sell more than 4,800 mobile phone masts in Nigeria to American Tower Corp for  $1.05 billion, as part of its plan to cut costs and pare debt. MUMBAI, Nov 24 American Tower Corp has agreed to buy more than 4,800 communications towers in Nigeria from Bharti Airtel Ltd, the companies said on Monday, without disclosing the deal value.UPDATE 1-American Tower to buy Bharti Nigeria phone masts for $1.1 bln MUMBAI, Nov 24 India's Bharti Airtel Ltd  will sell more than 4,800 mobile phone masts in Nigeria to American Tower Corp for  $1.05 billion, as part of its plan to cut costs and pare debt.  
AMGN,Amgen scraps trials of drug for advanced stomach cancer Nov 24 Amgen Inc on Monday said it will scrap all trials of its experimental treatment rilotumumab in patients with advanced stomach cancer, after a safety monitoring board associated it with a higher incidence of deaths. 
T,US STOCKS-Wall St up on central bank bets, deals support * Dow flat, S&P; up 0.2 pct, Nasdaq up 0.75 pct   (Updates prices) 
C,BRIEF-Citigroup fined $15 mln by FINRACitigroup to pay $15 mln for analyst supervision lapses-FINRAUPDATE 1-Citigroup to pay $15 mln for analyst supervision lapses -FINRA Nov 24 A unit of Citigroup Inc must pay a $15 million fine for not adequately supervising communications among its equity research analysts, clients and the firm's sales and trading staff, Wall Street's industry funded regulator said on Monday.  UPDATE 1-Citigroup to pay $15 mln for analyst supervision lapses -FINRA Nov 24 A unit of Citigroup Inc must pay a $15 million fine for not adequately supervising communications among its equity research analysts, clients and the firm's sales and trading staff, Wall Street's industry funded regulator said on Monday. Nov 24 A unit of Citigroup Inc must pay a $15 million fine for not adequately supervising communications among its equity research analysts, clients and the firm's sales and trading staff, Wall Street's industry funded regulator said on Monday.UPDATE 1-Citigroup to pay $15 mln for analyst supervision lapses -FINRA Nov 24 A unit of Citigroup Inc must pay a $15 million fine for not adequately supervising communications among its equity research analysts, clients and the firm's sales and trading staff, Wall Street's industry funded regulator said on Monday.   Citigroup to pay $15 mln for analyst supervision lapses-FINRAUPDATE 1-Citigroup to pay $15 mln for analyst supervision lapses -FINRA Nov 24 A unit of Citigroup Inc must pay a $15 million fine for not adequately supervising communications among its equity research analysts, clients and the firm's sales and trading staff, Wall Street's industry funded regulator said on Monday.  UPDATE 1-Citigroup to pay $15 mln for analyst supervision lapses -FINRA Nov 24 A unit of Citigroup Inc must pay a $15 million fine for not adequately supervising communications among its equity research analysts, clients and the firm's sales and trading staff, Wall Street's industry funded regulator said on Monday. Nov 24 A unit of Citigroup Inc must pay a $15 million fine for not adequately supervising communications among its equity research analysts, clients and the firm's sales and trading staff, Wall Street's industry funded regulator said on Monday.UPDATE 1-Citigroup to pay $15 mln for analyst supervision lapses -FINRA Nov 24 A unit of Citigroup Inc must pay a $15 million fine for not adequately supervising communications among its equity research analysts, clients and the firm's sales and trading staff, Wall Street's industry funded regulator said on Monday.  Nov 24 Citigroup Inc :  * Finra says fines Citigroup Inc $15 million for supervisory failuresCitigroup to pay $15 mln for analyst supervision lapses-FINRAUPDATE 1-Citigroup to pay $15 mln for analyst supervision lapses -FINRA Nov 24 A unit of Citigroup Inc must pay a $15 million fine for not adequately supervising communications among its equity research analysts, clients and the firm's sales and trading staff, Wall Street's industry funded regulator said on Monday.  UPDATE 1-Citigroup to pay $15 mln for analyst supervision lapses -FINRA Nov 24 A unit of Citigroup Inc must pay a $15 million fine for not adequately supervising communications among its equity research analysts, clients and the firm's sales and trading staff, Wall Street's industry funded regulator said on Monday. Nov 24 A unit of Citigroup Inc must pay a $15 million fine for not adequately supervising communications among its equity research analysts, clients and the firm's sales and trading staff, Wall Street's industry funded regulator said on Monday.UPDATE 1-Citigroup to pay $15 mln for analyst supervision lapses -FINRA Nov 24 A unit of Citigroup Inc must pay a $15 million fine for not adequately supervising communications among its equity research analysts, clients and the firm's sales and trading staff, Wall Street's industry funded regulator said on Monday.   
CME,BM&FBovespa; seeks stakes in Latin American rivals, CEO tells FTUPDATE 1-BM&FBovespa; wants stakes in Latin American rivals, CEO tells FTCFTC tells CME Group to work more on 'spoofing' detection CHICAGO, Nov 24 CME Group Inc, the world's largest futures market operator, should continue to develop strategies to detect an illegal manipulative trading practice known as "spoofing," the U.S. Commodity Futures Trading Commission said on Monday.  CFTC tells CME Group to work more on 'spoofing' detection CHICAGO, Nov 24 CME Group Inc, the world's largest futures market operator, should continue to develop strategies to detect an illegal manipulative trading practice known as "spoofing," the U.S. Commodity Futures Trading Commission said on Monday. SAO PAULO, Nov 24 BM&FBovespa; SA  wants to buy up to 15 percent of every major stock exchange operator in Latin America in a move to assert the influence of Brazil's sole listed bourse across the region, Chief Executive Officer Edemir Pinto told the Financial Times.CFTC tells CME Group to work more on 'spoofing' detection CHICAGO, Nov 24 CME Group Inc, the world's largest futures market operator, should continue to develop strategies to detect an illegal manipulative trading practice known as "spoofing," the U.S. Commodity Futures Trading Commission said on Monday.   UPDATE 1-BM&FBovespa; wants stakes in Latin American rivals, CEO tells FTCFTC tells CME Group to work more on 'spoofing' detection CHICAGO, Nov 24 CME Group Inc, the world's largest futures market operator, should continue to develop strategies to detect an illegal manipulative trading practice known as "spoofing," the U.S. Commodity Futures Trading Commission said on Monday.  CFTC tells CME Group to work more on 'spoofing' detection CHICAGO, Nov 24 CME Group Inc, the world's largest futures market operator, should continue to develop strategies to detect an illegal manipulative trading practice known as "spoofing," the U.S. Commodity Futures Trading Commission said on Monday. SAO PAULO, Nov 24 BM&FBovespa; SA  wants to buy up to 15 percent of every major stock exchange operator in Latin America in a move to assert the influence of Brazil's sole listed bourse across the region, Chief Executive Officer Edemir Pinto told the Financial Times.CFTC tells CME Group to work more on 'spoofing' detection CHICAGO, Nov 24 CME Group Inc, the world's largest futures market operator, should continue to develop strategies to detect an illegal manipulative trading practice known as "spoofing," the U.S. Commodity Futures Trading Commission said on Monday.  SAO PAULO, Nov 24 BM&FBovespa; SA  wants to buy up to 15 percent of every major stock exchange operator in Latin America in a move to assert the influence of Brazil's sole listed bourse across the region, Chief Executive Officer Edemir Pinto told the Financial Times.UPDATE 1-BM&FBovespa; wants stakes in Latin American rivals, CEO tells FTCFTC tells CME Group to work more on 'spoofing' detection CHICAGO, Nov 24 CME Group Inc, the world's largest futures market operator, should continue to develop strategies to detect an illegal manipulative trading practice known as "spoofing," the U.S. Commodity Futures Trading Commission said on Monday.  CFTC tells CME Group to work more on 'spoofing' detection CHICAGO, Nov 24 CME Group Inc, the world's largest futures market operator, should continue to develop strategies to detect an illegal manipulative trading practice known as "spoofing," the U.S. Commodity Futures Trading Commission said on Monday. SAO PAULO, Nov 24 BM&FBovespa; SA  wants to buy up to 15 percent of every major stock exchange operator in Latin America in a move to assert the influence of Brazil's sole listed bourse across the region, Chief Executive Officer Edemir Pinto told the Financial Times.CFTC tells CME Group to work more on 'spoofing' detection CHICAGO, Nov 24 CME Group Inc, the world's largest futures market operator, should continue to develop strategies to detect an illegal manipulative trading practice known as "spoofing," the U.S. Commodity Futures Trading Commission said on Monday.   
DOW,Dow Chemical CEO says not quitting Kuwait, but shifting strategy DUBAI U.S. petrochemicals giant Dow Chemical Co  is not pulling out of Kuwait but is shifting strategy, its chief executive said on Monday, after the company announced plans to reduce its equity positions in all of its Kuwaiti ventures. 
EMN,EU mergers and takeovers (Nov 24) BRUSSELS, Nov 24 The following are mergers under review by the European Commission and a brief guide to the EU merger process: 
GPS,Fashion chain Gap in deal with online retailer Zalando * E-commerce seen growing to 30 pct of German fashion sales 
GM,Two more deaths identified by GM ignition-switch programTwo more deaths identified by GM ignition-switch program NEW YORK Two additional deaths have been attributed to a faulty ignition switch in General Motors Co  vehicles, bringing the total to 35, according a report on Monday from the lawyer overseeing a program to compensate for deaths and accidents linked to the part.  Two more deaths identified by GM ignition-switch program NEW YORK Two additional deaths have been attributed to a faulty ignition switch in General Motors Co  vehicles, bringing the total to 35, according a report on Monday from the lawyer overseeing a program to compensate for deaths and accidents linked to the part. NEW YORK, Nov 24 Two additional deaths have been attributed to a faulty ignition switch in General Motors Co  vehicles, bringing the total to 35, according a report on Monday from the lawyer overseeing a program to compensate for deaths and accidents linked to the part.Two more deaths identified by GM ignition-switch program NEW YORK Two additional deaths have been attributed to a faulty ignition switch in General Motors Co  vehicles, bringing the total to 35, according a report on Monday from the lawyer overseeing a program to compensate for deaths and accidents linked to the part.  
GS,Ex-Goldman trader's oil fund bests rivals with 15 pct gains this year NEW YORK, Nov 24 Ex-Goldman Sachs trader Jonathan Goldberg's oil fund is up nearly 15 percent on the year, an outlier in a market where some big names such as Astenbeck's Andy Hall are struggling to hold on to profits, industry sources said on Monday. 
MRK,Merck buys rights to NewLink's experimental Ebola vaccineUPDATE 2-Merck buys rights to NewLink's experimental Ebola vaccine (Adds terms of deal, details on WHO-coordinated trials; updates share movement)  UPDATE 2-Merck buys rights to NewLink's experimental Ebola vaccine (Adds terms of deal, details on WHO-coordinated trials; updates share movement) Nov 24 Merck & Co Inc will buy worldwide commercial rights to NewLink Genetics Corp's  experimental Ebola vaccine.UPDATE 2-Merck buys rights to NewLink's experimental Ebola vaccine (Adds terms of deal, details on WHO-coordinated trials; updates share movement)  
MSFT,Microsoft sues IRS for details of probe on internal transactions Nov 24 Microsoft sued the Internal Revenue Service on Monday, seeking information about a law firm hired by U.S. tax authorities in a review of how the software company books sales between subsidiaries. 
MS,MOVES-Morgan Stanley hires Dekabank's Behrens as Germany head FRANKFURT, Nov 24 Morgan Stanley has hired Oliver Behrens as country head for Germany, several people familiar with the situation said. 
