DUK,North Carolina cites Duke Energy in coal ash spill Feb 28 State regulators in North Carolina on Friday said Duke Energy Corp violated environmental laws and could face quotidian fines after a massive spill of toxic coal ash this month contaminated water and wildlife in the Dan River. 
GPS,Gap Inc seeks new berth in China with Old Navy SHANGHAI, March 1 When Gap Inc began an online campaign ahead of the launch its Old Navy label in China, the iconic U.S. clothes retailer posed an important question to its potential Chinese consumers: have you heard of Old Navy? Only a few had. 
WMT,CORRECTED-RPT-Honey, can you pick up a tablet at the grocery store? (Corrects paragraph 6 to reflect the fact that Walmart is not among the stores selling own-branded tablets) 
