CBS,UPDATE 3-Redstones oppose speeding up Viacom CEO's legal case June 3 Attorneys for Sumner Redstone and his daughter asked a court to reject Viacom Inc Chief Executive Philippe Dauman's request to move up the trial over Dauman's removal from the media mogul's trust, according to court filings on Friday. 
DAL,Avianca Brasil chief says "door open" for interested airlinesAvianca Brasil chief says 'door open' for interested airlines ZURICH South American airlines group Avianca's doors are open to any opportunities presented by interested partners to help it grow when economic conditions in its region improve, the head of Avianca Brasil said on Saturday.  Avianca Brasil chief says 'door open' for interested airlines ZURICH South American airlines group Avianca's doors are open to any opportunities presented by interested partners to help it grow when economic conditions in its region improve, the head of Avianca Brasil said on Saturday. ZURICH, June 4 South American airlines group Avianca's doors are open to any opportunities presented by interested partners to help it grow when economic conditions in its region improve, the head of Avianca Brasil said on Saturday.Avianca Brasil chief says 'door open' for interested airlines ZURICH South American airlines group Avianca's doors are open to any opportunities presented by interested partners to help it grow when economic conditions in its region improve, the head of Avianca Brasil said on Saturday.  
JPM,MOVES-Credit Suisse M&A; chairman DeNunzio joins Wells Fargo -sourcesUPDATE 1-MOVES-Credit Suisse M&A; chairman DeNunzio joins Wells Fargo -sources June 3 Longtime Credit Suisse Group AG  investment banker David DeNunzio is leaving the Swiss bank to become global head of mergers and acquisitions (M&A;) at Wells Fargo & Co, according to people familiar with the matter.  UPDATE 1-MOVES-Credit Suisse M&A; chairman DeNunzio joins Wells Fargo -sources June 3 Longtime Credit Suisse Group AG  investment banker David DeNunzio is leaving the Swiss bank to become global head of mergers and acquisitions (M&A;) at Wells Fargo & Co, according to people familiar with the matter. June 3 Longtime Credit Suisse Group AG  investment banker David DeNunzio is leaving the Swiss bank to become global head of mergers and acquisitions (M&A;) at Wells Fargo & Co, according to people familiar with the matter.UPDATE 1-MOVES-Credit Suisse M&A; chairman DeNunzio joins Wells Fargo -sources June 3 Longtime Credit Suisse Group AG  investment banker David DeNunzio is leaving the Swiss bank to become global head of mergers and acquisitions (M&A;) at Wells Fargo & Co, according to people familiar with the matter.  
UAL,Avianca Brasil chief says "door open" for interested airlines ZURICH, June 4 South American airlines group Avianca's doors are open to any opportunities presented by interested partners to help it grow when economic conditions in its region improve, the head of Avianca Brasil said on Saturday. 
WFC,MOVES-Credit Suisse M&A; chairman DeNunzio joins Wells Fargo -sources June 3 Longtime Credit Suisse Group AG  investment banker David DeNunzio is leaving the Swiss bank to become global head of mergers and acquisitions (M&A;) at Wells Fargo & Co, according to people familiar with the matter. 
