AAPL,New Zealand/Australia Morning Call-Global marketsRPT-New Zealand/Australia Morning Call-Global marketsUPDATE 1-New Zealand/Australia Morning Call-Global markets (Updates numbers throughout, Adds Sydney stocks outlook) -----------------------(06:28 / 1928 GMT)----------------------  Stock Markets                                                  S&P;/ASX 200    5,411.12  -14.37  NZSX 50       4,913.83   +4.11 DJIA          15,615.55  +69.80  Nikkei        14,201.57 -126.37 NASDAQ       #N/A Acces+#N/A Ac  FTSE           6,734.74   +3.31 S&P; 500        1,761.64   +5.10  Hang Seng     23,206.37  +43.42 SPI 200 Fut    5,414.00  +24.00  TRJCRB Index     274.96  UPDATE 1-New Zealand/Australia Morning Call-Global markets (Updates numbers throughout, Adds Sydney stocks outlook) -----------------------(06:28 / 1928 GMT)----------------------  Stock Markets                                                  S&P;/ASX 200    5,411.12  -14.37  NZSX 50       4,913.83   +4.11 DJIA          15,615.55  +69.80  Nikkei        14,201.57 -126.37 NASDAQ       #N/A Acces+#N/A Ac  FTSE           6,734.74   +3.31 S&P; 500        1,761.64   +5.10  Hang Seng     23,206.37  +43.42 SPI 200 Fut    5,414.00  +24.00  TRJCRB Index     274.96 (Repeats to additional subscribers) -----------------------(07:20 / 1820 GMT)----------------------  Stock Markets                                                  S&P;/ASX 200    5,411.12  -14.37  NZSX 50       4,913.83   +4.11 DJIA          15,615.55  +69.80  Nikkei       14,201.57 -126.37 NASDAQ         3,922.04   +2.34  FTSE          6,734.74   +3.31 S&P; 500        1,761.64   +5.10  Hang Seng    23,249.79  +43.42 SPI 200 Fut    5,414.00  +24.00  TRJCRB Index    274.96   -2.90   Bonds         UPDATE 1-New Zealand/Australia Morning Call-Global markets (Updates numbers throughout, Adds Sydney stocks outlook) -----------------------(06:28 / 1928 GMT)----------------------  Stock Markets                                                  S&P;/ASX 200    5,411.12  -14.37  NZSX 50       4,913.83   +4.11 DJIA          15,615.55  +69.80  Nikkei        14,201.57 -126.37 NASDAQ       #N/A Acces+#N/A Ac  FTSE           6,734.74   +3.31 S&P; 500        1,761.64   +5.10  Hang Seng     23,206.37  +43.42 SPI 200 Fut    5,414.00  +24.00  TRJCRB Index     274.96   RPT-New Zealand/Australia Morning Call-Global marketsUPDATE 1-New Zealand/Australia Morning Call-Global markets (Updates numbers throughout, Adds Sydney stocks outlook) -----------------------(06:28 / 1928 GMT)----------------------  Stock Markets                                                  S&P;/ASX 200    5,411.12  -14.37  NZSX 50       4,913.83   +4.11 DJIA          15,615.55  +69.80  Nikkei        14,201.57 -126.37 NASDAQ       #N/A Acces+#N/A Ac  FTSE           6,734.74   +3.31 S&P; 500        1,761.64   +5.10  Hang Seng     23,206.37  +43.42 SPI 200 Fut    5,414.00  +24.00  TRJCRB Index     274.96  UPDATE 1-New Zealand/Australia Morning Call-Global markets (Updates numbers throughout, Adds Sydney stocks outlook) -----------------------(06:28 / 1928 GMT)----------------------  Stock Markets                                                  S&P;/ASX 200    5,411.12  -14.37  NZSX 50       4,913.83   +4.11 DJIA          15,615.55  +69.80  Nikkei        14,201.57 -126.37 NASDAQ       #N/A Acces+#N/A Ac  FTSE           6,734.74   +3.31 S&P; 500        1,761.64   +5.10  Hang Seng     23,206.37  +43.42 SPI 200 Fut    5,414.00  +24.00  TRJCRB Index     274.96 (Repeats to additional subscribers) -----------------------(07:20 / 1820 GMT)----------------------  Stock Markets                                                  S&P;/ASX 200    5,411.12  -14.37  NZSX 50       4,913.83   +4.11 DJIA          15,615.55  +69.80  Nikkei       14,201.57 -126.37 NASDAQ         3,922.04   +2.34  FTSE          6,734.74   +3.31 S&P; 500        1,761.64   +5.10  Hang Seng    23,249.79  +43.42 SPI 200 Fut    5,414.00  +24.00  TRJCRB Index    274.96   -2.90   Bonds         UPDATE 1-New Zealand/Australia Morning Call-Global markets (Updates numbers throughout, Adds Sydney stocks outlook) -----------------------(06:28 / 1928 GMT)----------------------  Stock Markets                                                  S&P;/ASX 200    5,411.12  -14.37  NZSX 50       4,913.83   +4.11 DJIA          15,615.55  +69.80  Nikkei        14,201.57 -126.37 NASDAQ       #N/A Acces+#N/A Ac  FTSE           6,734.74   +3.31 S&P; 500        1,761.64   +5.10  Hang Seng     23,206.37  +43.42 SPI 200 Fut    5,414.00  +24.00  TRJCRB Index     274.96  -----------------------(07:20 / 1820 GMT)-----------------------  Stock Markets                                                  S&P;/ASX 200    5,411.12  -14.37  NZSX 50       4,913.83   +4.11 DJIA          15,615.55  +69.80  Nikkei       14,201.57 -126.37 NASDAQ         3,922.04   +2.34  FTSE          6,734.74   +3.31 S&P; 500        1,761.64   +5.10  Hang Seng    23,249.79  +43.42 SPI 200 Fut    5,414.00  +24.00  TRJCRB Index    274.96   -2.90   Bonds                                            RPT-New Zealand/Australia Morning Call-Global marketsUPDATE 1-New Zealand/Australia Morning Call-Global markets (Updates numbers throughout, Adds Sydney stocks outlook) -----------------------(06:28 / 1928 GMT)----------------------  Stock Markets                                                  S&P;/ASX 200    5,411.12  -14.37  NZSX 50       4,913.83   +4.11 DJIA          15,615.55  +69.80  Nikkei        14,201.57 -126.37 NASDAQ       #N/A Acces+#N/A Ac  FTSE           6,734.74   +3.31 S&P; 500        1,761.64   +5.10  Hang Seng     23,206.37  +43.42 SPI 200 Fut    5,414.00  +24.00  TRJCRB Index     274.96  UPDATE 1-New Zealand/Australia Morning Call-Global markets (Updates numbers throughout, Adds Sydney stocks outlook) -----------------------(06:28 / 1928 GMT)----------------------  Stock Markets                                                  S&P;/ASX 200    5,411.12  -14.37  NZSX 50       4,913.83   +4.11 DJIA          15,615.55  +69.80  Nikkei        14,201.57 -126.37 NASDAQ       #N/A Acces+#N/A Ac  FTSE           6,734.74   +3.31 S&P; 500        1,761.64   +5.10  Hang Seng     23,206.37  +43.42 SPI 200 Fut    5,414.00  +24.00  TRJCRB Index     274.96 (Repeats to additional subscribers) -----------------------(07:20 / 1820 GMT)----------------------  Stock Markets                                                  S&P;/ASX 200    5,411.12  -14.37  NZSX 50       4,913.83   +4.11 DJIA          15,615.55  +69.80  Nikkei       14,201.57 -126.37 NASDAQ         3,922.04   +2.34  FTSE          6,734.74   +3.31 S&P; 500        1,761.64   +5.10  Hang Seng    23,249.79  +43.42 SPI 200 Fut    5,414.00  +24.00  TRJCRB Index    274.96   -2.90   Bonds         UPDATE 1-New Zealand/Australia Morning Call-Global markets (Updates numbers throughout, Adds Sydney stocks outlook) -----------------------(06:28 / 1928 GMT)----------------------  Stock Markets                                                  S&P;/ASX 200    5,411.12  -14.37  NZSX 50       4,913.83   +4.11 DJIA          15,615.55  +69.80  Nikkei        14,201.57 -126.37 NASDAQ       #N/A Acces+#N/A Ac  FTSE           6,734.74   +3.31 S&P; 500        1,761.64   +5.10  Hang Seng     23,206.37  +43.42 SPI 200 Fut    5,414.00  +24.00  TRJCRB Index     274.96   
IBM,Swisscom builds "Swiss Cloud" as spying storm rages * Swisscom can only guarantee data security within borders 
MUR,Murphy Oil may close Milford Haven refinery in Wales -paper Nov 3 Murphy Oil's 130,000 barrels-per-day Milford Haven refinery in Wales may be closed by the company after it failed to find a buyer, Britain's Sunday Times newspaper reported. 
