AMZN,Amazon launches Amazon Dash for delivery of groceries, household items April 4 Amazon.com Inc launched a new product named Amazon Dash on Friday that allows the user to add groceries and household goods to their shopping lists using the company's AmazonFresh service. 
FB,Wall St Week Ahead-Momentum names may see more pain NEW YORK, April 4 After their worst week in several years, high-flying stocks that defied gravity throughout 2013 look like they're in for more punishment. The reason: Despite the plunge, they still look overvalued. 
HPQ,HP executives held in Pakistan tax probe -WSJ April 4 Two executives of the Pakistani arm of computer giant Hewlett-Packard Co were arrested by local officials in Karachi on Friday on suspicion of corporate tax evasion, the Wall Street Journal reported. 
