T,AT&T; offers T-Mobile users up to $450 credit to switch serviceUPDATE 3-AT&T; pushes to lure T-Mobile customers; may herald price war NEW YORK, Jan 3 AT&T; Inc on Friday offered customers of No.4 U.S. mobile provider T-Mobile U.S. Inc  a $200 credit to switch to its service, firing the first volley this year in what may become a price war that benefits consumers but plays havoc with profits across the industry.  UPDATE 3-AT&T; pushes to lure T-Mobile customers; may herald price war NEW YORK, Jan 3 AT&T; Inc on Friday offered customers of No.4 U.S. mobile provider T-Mobile U.S. Inc  a $200 credit to switch to its service, firing the first volley this year in what may become a price war that benefits consumers but plays havoc with profits across the industry. NEW YORK, Jan 3 AT&T; Inc on Friday offered customers of No. 4 U.S. mobile provider T-Mobile US Inc  a $200 credit to switch to its service on top of a phone trade-in that could be worth another $250, amping up competition between the two rivals.UPDATE 3-AT&T; pushes to lure T-Mobile customers; may herald price war NEW YORK, Jan 3 AT&T; Inc on Friday offered customers of No.4 U.S. mobile provider T-Mobile U.S. Inc  a $200 credit to switch to its service, firing the first volley this year in what may become a price war that benefits consumers but plays havoc with profits across the industry.  
BA,UPDATE 2-Israel tests Arrow missile shield, eyes Syria, IranIsrael tests Arrow missile shield, eyes Syria, IranBoeing machinists vote on contract crucial to 777X jetliner SEATTLE/NEW YORK, Jan 3 Some 31,000 Boeing machinists vote on Friday on a crucial labor contract that affects the location of thousands of jobs and billions of dollars of economic activity.  Boeing machinists vote on contract crucial to 777X jetliner SEATTLE/NEW YORK, Jan 3 Some 31,000 Boeing machinists vote on Friday on a crucial labor contract that affects the location of thousands of jobs and billions of dollars of economic activity. JERUSALEM Israel successfully tested its upgraded Arrow ballistic missile interceptor for the second time on Friday, pushing forward work on a U.S.-backed defense against threats seen from Iran, Syria and Lebanon's Hezbollah guerrillas.Boeing machinists vote on contract crucial to 777X jetliner SEATTLE/NEW YORK, Jan 3 Some 31,000 Boeing machinists vote on Friday on a crucial labor contract that affects the location of thousands of jobs and billions of dollars of economic activity.   Israel tests Arrow missile shield, eyes Syria, IranBoeing machinists vote on contract crucial to 777X jetliner SEATTLE/NEW YORK, Jan 3 Some 31,000 Boeing machinists vote on Friday on a crucial labor contract that affects the location of thousands of jobs and billions of dollars of economic activity.  Boeing machinists vote on contract crucial to 777X jetliner SEATTLE/NEW YORK, Jan 3 Some 31,000 Boeing machinists vote on Friday on a crucial labor contract that affects the location of thousands of jobs and billions of dollars of economic activity. JERUSALEM Israel successfully tested its upgraded Arrow ballistic missile interceptor for the second time on Friday, pushing forward work on a U.S.-backed defense against threats seen from Iran, Syria and Lebanon's Hezbollah guerrillas.Boeing machinists vote on contract crucial to 777X jetliner SEATTLE/NEW YORK, Jan 3 Some 31,000 Boeing machinists vote on Friday on a crucial labor contract that affects the location of thousands of jobs and billions of dollars of economic activity.  * Official: Kamikaze interceptor warhead maneuvers in spaceIsrael tests Arrow missile shield, eyes Syria, IranBoeing machinists vote on contract crucial to 777X jetliner SEATTLE/NEW YORK, Jan 3 Some 31,000 Boeing machinists vote on Friday on a crucial labor contract that affects the location of thousands of jobs and billions of dollars of economic activity.  Boeing machinists vote on contract crucial to 777X jetliner SEATTLE/NEW YORK, Jan 3 Some 31,000 Boeing machinists vote on Friday on a crucial labor contract that affects the location of thousands of jobs and billions of dollars of economic activity. JERUSALEM Israel successfully tested its upgraded Arrow ballistic missile interceptor for the second time on Friday, pushing forward work on a U.S.-backed defense against threats seen from Iran, Syria and Lebanon's Hezbollah guerrillas.Boeing machinists vote on contract crucial to 777X jetliner SEATTLE/NEW YORK, Jan 3 Some 31,000 Boeing machinists vote on Friday on a crucial labor contract that affects the location of thousands of jobs and billions of dollars of economic activity.   
F,Ford says tops Canada 2013 auto sales, Chrysler growing fasterFord says tops Canada 2013 auto sales, others growing fasterUS STOCKS-Wall St closes flat after Fed commentsUPDATE 4-U.S. auto sales hit six-year high, December disappoints * Industry sales in 2014 expected to rise as high as 16.5 mln vehicles  UPDATE 4-U.S. auto sales hit six-year high, December disappoints * Industry sales in 2014 expected to rise as high as 16.5 mln vehicles * Trading volume lower than usual due to holidays, snowstormUPDATE 4-U.S. auto sales hit six-year high, December disappoints * Industry sales in 2014 expected to rise as high as 16.5 mln vehicles   US STOCKS-Wall St closes flat after Fed commentsUPDATE 4-U.S. auto sales hit six-year high, December disappoints * Industry sales in 2014 expected to rise as high as 16.5 mln vehicles  UPDATE 4-U.S. auto sales hit six-year high, December disappoints * Industry sales in 2014 expected to rise as high as 16.5 mln vehicles * Trading volume lower than usual due to holidays, snowstormUPDATE 4-U.S. auto sales hit six-year high, December disappoints * Industry sales in 2014 expected to rise as high as 16.5 mln vehicles  TORONTO Ford Motor Co's  Canadian arm sold fewer vehicles in December than a year earlier but held its position as the country's best-selling automaker in 2013 as truck sales helped it notch overall growth of 2.7 percent, the company said on Friday.US STOCKS-Wall St closes flat after Fed commentsUPDATE 4-U.S. auto sales hit six-year high, December disappoints * Industry sales in 2014 expected to rise as high as 16.5 mln vehicles  UPDATE 4-U.S. auto sales hit six-year high, December disappoints * Industry sales in 2014 expected to rise as high as 16.5 mln vehicles * Trading volume lower than usual due to holidays, snowstormUPDATE 4-U.S. auto sales hit six-year high, December disappoints * Industry sales in 2014 expected to rise as high as 16.5 mln vehicles    Ford says tops Canada 2013 auto sales, others growing fasterUS STOCKS-Wall St closes flat after Fed commentsUPDATE 4-U.S. auto sales hit six-year high, December disappoints * Industry sales in 2014 expected to rise as high as 16.5 mln vehicles  UPDATE 4-U.S. auto sales hit six-year high, December disappoints * Industry sales in 2014 expected to rise as high as 16.5 mln vehicles * Trading volume lower than usual due to holidays, snowstormUPDATE 4-U.S. auto sales hit six-year high, December disappoints * Industry sales in 2014 expected to rise as high as 16.5 mln vehicles   US STOCKS-Wall St closes flat after Fed commentsUPDATE 4-U.S. auto sales hit six-year high, December disappoints * Industry sales in 2014 expected to rise as high as 16.5 mln vehicles  UPDATE 4-U.S. auto sales hit six-year high, December disappoints * Industry sales in 2014 expected to rise as high as 16.5 mln vehicles * Trading volume lower than usual due to holidays, snowstormUPDATE 4-U.S. auto sales hit six-year high, December disappoints * Industry sales in 2014 expected to rise as high as 16.5 mln vehicles  TORONTO Ford Motor Co's  Canadian arm sold fewer vehicles in December than a year earlier but held its position as the country's best-selling automaker in 2013 as truck sales helped it notch overall growth of 2.7 percent, the company said on Friday.US STOCKS-Wall St closes flat after Fed commentsUPDATE 4-U.S. auto sales hit six-year high, December disappoints * Industry sales in 2014 expected to rise as high as 16.5 mln vehicles  UPDATE 4-U.S. auto sales hit six-year high, December disappoints * Industry sales in 2014 expected to rise as high as 16.5 mln vehicles * Trading volume lower than usual due to holidays, snowstormUPDATE 4-U.S. auto sales hit six-year high, December disappoints * Industry sales in 2014 expected to rise as high as 16.5 mln vehicles   TORONTO, Jan 3 Ford Motor Co's Canadian arm sold fewer vehicles in December than a year earlier but held its position as the country's best-selling automaker in 2013 as truck sales helped it notch overall growth of 2.7 percent, the company said on Friday.Ford says tops Canada 2013 auto sales, others growing fasterUS STOCKS-Wall St closes flat after Fed commentsUPDATE 4-U.S. auto sales hit six-year high, December disappoints * Industry sales in 2014 expected to rise as high as 16.5 mln vehicles  UPDATE 4-U.S. auto sales hit six-year high, December disappoints * Industry sales in 2014 expected to rise as high as 16.5 mln vehicles * Trading volume lower than usual due to holidays, snowstormUPDATE 4-U.S. auto sales hit six-year high, December disappoints * Industry sales in 2014 expected to rise as high as 16.5 mln vehicles   US STOCKS-Wall St closes flat after Fed commentsUPDATE 4-U.S. auto sales hit six-year high, December disappoints * Industry sales in 2014 expected to rise as high as 16.5 mln vehicles  UPDATE 4-U.S. auto sales hit six-year high, December disappoints * Industry sales in 2014 expected to rise as high as 16.5 mln vehicles * Trading volume lower than usual due to holidays, snowstormUPDATE 4-U.S. auto sales hit six-year high, December disappoints * Industry sales in 2014 expected to rise as high as 16.5 mln vehicles  TORONTO Ford Motor Co's  Canadian arm sold fewer vehicles in December than a year earlier but held its position as the country's best-selling automaker in 2013 as truck sales helped it notch overall growth of 2.7 percent, the company said on Friday.US STOCKS-Wall St closes flat after Fed commentsUPDATE 4-U.S. auto sales hit six-year high, December disappoints * Industry sales in 2014 expected to rise as high as 16.5 mln vehicles  UPDATE 4-U.S. auto sales hit six-year high, December disappoints * Industry sales in 2014 expected to rise as high as 16.5 mln vehicles * Trading volume lower than usual due to holidays, snowstormUPDATE 4-U.S. auto sales hit six-year high, December disappoints * Industry sales in 2014 expected to rise as high as 16.5 mln vehicles    
GIS,General Mills begins selling Cheerios without GM ingredients Jan 3 General Mills Inc said it has stopped using genetically modified ingredients in the popular breakfast cereal Cheerios as the U.S. branded foods manufacturer hopes the move will firm up customer loyalty in the face of growing opposition to such additives. 
GM,Decline in German car sales accelerated in 2013: KBA FRANKFURT The decline in German car sales accelerated last year, falling below 3 million vehicles for the first time since 2010, reflecting troubles in Europe that have sent auto demand close to a two-decade low. 
M,PRESS DIGEST - Wall Street Journal - Jan 3Macy's, Penney settlement talks have stalled -WSJ Jan 3 Talks between Macy's Inc and J.C. Penney Co Inc to settle their dispute over home goods designed by Martha Stewart have petered out, making it more likely a judge will have to resolve the matter, the Wall Street Journal reported on Friday, citing people familiar with the matter.  Macy's, Penney settlement talks have stalled -WSJ Jan 3 Talks between Macy's Inc and J.C. Penney Co Inc to settle their dispute over home goods designed by Martha Stewart have petered out, making it more likely a judge will have to resolve the matter, the Wall Street Journal reported on Friday, citing people familiar with the matter. Jan 3 The following are the top stories in the Wall Street Journal. Reuters has not verified these stories and does not vouch for their accuracy.Macy's, Penney settlement talks have stalled -WSJ Jan 3 Talks between Macy's Inc and J.C. Penney Co Inc to settle their dispute over home goods designed by Martha Stewart have petered out, making it more likely a judge will have to resolve the matter, the Wall Street Journal reported on Friday, citing people familiar with the matter.  
MSFT,Billionaire Soros buys stake in Spanish builder FCC - source MADRID, Jan 3 Billionaire financier George Soros has bought a 3.1 percent stake in FCC, a source familiar with the matter said on Friday, in a further boost for the indebted Spanish builder already backed by Microsoft  founder Bill Gates. 
