XOM,CORRECTED-ExxonMobil starts drilling for oil in Russia's Arctic - Rosneft SOCHI, Russia, Aug 9U.S. oil giant ExxonMobil  began drilling for oil in Russia's Arctic on Saturday, its partner Rosneft said, despite sanctions imposed on the Russian company by Washington over the crisis in Ukraine. 
WMT,Chinese regulators investigating Wal-Mart store for food safety violations - Xinhua * Shows images of black fryer oil, worms crawling in rice 
