GM,Fiat Chrysler CEO says desired tie-up with GM "high priority" MONZA, Italy, Sept 6 Fiat Chrysler Automobiles (FCA) boss Sergio Marchionne said on Sunday a tie-up with General Motors was a "high priority" for the company and a merger between the two carmakers was also the best strategic option for its U.S. rival. 
HPQ,Businesses hail Renzi's reforms, urge more to speed Italy's upturnBusinesses hail Renzi's reforms, urge more to speed Italy's upturn CERNOBBIO, Italy U.S. computer company Hewlett-Packard  is considering increasing investments and hiring new workers in Italy after years of downsizing, because, it says, it has faith, for the first time in a while, that the country is on the mend.  Businesses hail Renzi's reforms, urge more to speed Italy's upturn CERNOBBIO, Italy U.S. computer company Hewlett-Packard  is considering increasing investments and hiring new workers in Italy after years of downsizing, because, it says, it has faith, for the first time in a while, that the country is on the mend. CERNOBBIO, Italy, Sept 6 U.S. computer company Hewlett-Packard is considering increasing investments and hiring new workers in Italy after years of downsizing, because, it says, it has faith, for the first time in a while, that the country is on the mend.Businesses hail Renzi's reforms, urge more to speed Italy's upturn CERNOBBIO, Italy U.S. computer company Hewlett-Packard  is considering increasing investments and hiring new workers in Italy after years of downsizing, because, it says, it has faith, for the first time in a while, that the country is on the mend.  
