AAPL,Japan-backed fund considering investing in Sharp -NikkeiREFILE-UPDATE 1-Japan-backed fund considering investing in Sharp-source TOKYO, Oct 10 A Japanese government-backed fund is considering a range of options to help turn around Sharp Corp  including a direct investment, a person familiar with the matter said.  REFILE-UPDATE 1-Japan-backed fund considering investing in Sharp-source TOKYO, Oct 10 A Japanese government-backed fund is considering a range of options to help turn around Sharp Corp  including a direct investment, a person familiar with the matter said. TOKYO, Oct 10 A Japanese government-backed fund is considering investing in embattled Sharp Corp to take the initiative in reorganising the electronics maker's operations, Nikkei business daily reported, without citing sources.REFILE-UPDATE 1-Japan-backed fund considering investing in Sharp-source TOKYO, Oct 10 A Japanese government-backed fund is considering a range of options to help turn around Sharp Corp  including a direct investment, a person familiar with the matter said.  
JPM,JPMorgan again wins dismissal of whistleblower lawsuit in U.S.JPMorgan again wins dismissal of whistleblower lawsuit in U.SJPMorgan again wins dismissal of whistleblower lawsuit in U.S. NEW YORK JPMorgan Chase & Co on Friday won the dismissal of a U.S. whistleblower lawsuit filed by a former vice president who claimed the bank ignored red flags about a client's potential fraud, even after authorities exposed the massive Ponzi scheme operated by longtime JPMorgan client Bernard Madoff.  JPMorgan again wins dismissal of whistleblower lawsuit in U.S. NEW YORK JPMorgan Chase & Co on Friday won the dismissal of a U.S. whistleblower lawsuit filed by a former vice president who claimed the bank ignored red flags about a client's potential fraud, even after authorities exposed the massive Ponzi scheme operated by longtime JPMorgan client Bernard Madoff. NEW YORK JPMorgan Chase & Co  on Friday won the dismissal of a U.S. whistleblower lawsuit filed by a former vice president who claimed the bank ignored red flags about a client’s potential fraud, even after authorities exposed the massive Ponzi scheme operated by longtime JPMorgan client Bernard Madoff.JPMorgan again wins dismissal of whistleblower lawsuit in U.S. NEW YORK JPMorgan Chase & Co on Friday won the dismissal of a U.S. whistleblower lawsuit filed by a former vice president who claimed the bank ignored red flags about a client's potential fraud, even after authorities exposed the massive Ponzi scheme operated by longtime JPMorgan client Bernard Madoff.   JPMorgan again wins dismissal of whistleblower lawsuit in U.SJPMorgan again wins dismissal of whistleblower lawsuit in U.S. NEW YORK JPMorgan Chase & Co on Friday won the dismissal of a U.S. whistleblower lawsuit filed by a former vice president who claimed the bank ignored red flags about a client's potential fraud, even after authorities exposed the massive Ponzi scheme operated by longtime JPMorgan client Bernard Madoff.  JPMorgan again wins dismissal of whistleblower lawsuit in U.S. NEW YORK JPMorgan Chase & Co on Friday won the dismissal of a U.S. whistleblower lawsuit filed by a former vice president who claimed the bank ignored red flags about a client's potential fraud, even after authorities exposed the massive Ponzi scheme operated by longtime JPMorgan client Bernard Madoff. NEW YORK JPMorgan Chase & Co  on Friday won the dismissal of a U.S. whistleblower lawsuit filed by a former vice president who claimed the bank ignored red flags about a client’s potential fraud, even after authorities exposed the massive Ponzi scheme operated by longtime JPMorgan client Bernard Madoff.JPMorgan again wins dismissal of whistleblower lawsuit in U.S. NEW YORK JPMorgan Chase & Co on Friday won the dismissal of a U.S. whistleblower lawsuit filed by a former vice president who claimed the bank ignored red flags about a client's potential fraud, even after authorities exposed the massive Ponzi scheme operated by longtime JPMorgan client Bernard Madoff.  NEW YORK, Oct 9 JPMorgan Chase & Co on Friday won the dismissal of a U.S. whistleblower lawsuit filed by a former vice president who claimed the bank ignored red flags about a client's potential fraud, even after authorities exposed the massive Ponzi scheme operated by longtime JPMorgan client Bernard Madoff.JPMorgan again wins dismissal of whistleblower lawsuit in U.SJPMorgan again wins dismissal of whistleblower lawsuit in U.S. NEW YORK JPMorgan Chase & Co on Friday won the dismissal of a U.S. whistleblower lawsuit filed by a former vice president who claimed the bank ignored red flags about a client's potential fraud, even after authorities exposed the massive Ponzi scheme operated by longtime JPMorgan client Bernard Madoff.  JPMorgan again wins dismissal of whistleblower lawsuit in U.S. NEW YORK JPMorgan Chase & Co on Friday won the dismissal of a U.S. whistleblower lawsuit filed by a former vice president who claimed the bank ignored red flags about a client's potential fraud, even after authorities exposed the massive Ponzi scheme operated by longtime JPMorgan client Bernard Madoff. NEW YORK JPMorgan Chase & Co  on Friday won the dismissal of a U.S. whistleblower lawsuit filed by a former vice president who claimed the bank ignored red flags about a client’s potential fraud, even after authorities exposed the massive Ponzi scheme operated by longtime JPMorgan client Bernard Madoff.JPMorgan again wins dismissal of whistleblower lawsuit in U.S. NEW YORK JPMorgan Chase & Co on Friday won the dismissal of a U.S. whistleblower lawsuit filed by a former vice president who claimed the bank ignored red flags about a client's potential fraud, even after authorities exposed the massive Ponzi scheme operated by longtime JPMorgan client Bernard Madoff.   
