AAPL,Apple buys Silicon Valley startup WiFiSlam NEW YORK, March 24 Apple has acquired a Silicon Valley startup, WiFiSlam, which makes mapping applications for smart phones. 
BA,Japan Airlines may buy 20 Airbus A350 jets -Nikkei TOKYO, March 24 Japan Airlines Co may buy about 20 A350 jets from Airbus for around 400 billion yen ($4.23 billion), the Nikkei daily reported on Sunday, a move that would reduce its reliance on Boeing. 
