AAPL,Blackberry not a strategic fit for us -SAP CFO in magazine FRANKFURT, Oct 26 German business software group SAP is not interested in bidding for troubled smart phone maker Blackberry, its chief financial officer told a German magazine. 
GE,GE drops legal fight over running tar sands megaloads on Idaho highway SALMON, Idaho, Oct 25 A General Electric Co subsidiary has dropped its appeal of a federal court order barring a massive shipment of tar sands oil-field equipment from being trucked along a scenic Idaho roadway that cuts through the Indian homelands of the Nez Perce Tribe. 
