ALXN,FDA approves Alexion Pharma's metabolic disorder drug The U.S. Food and Drug Administration on Friday approved Alexion Pharmaceuticals Inc's Strensiq, a treatment for a rare kind of metabolic disorder. 
GOOGL,UPDATE 4-Alphabet, formerly Google, sets share buyback, shares jumpAlphabet, formerly Google, sets share buyback, shares jumpAlphabet, formerly Google, sets share buyback, shares jump SAN FRANCISCO Alphabet Inc , the new holding company for Google,  introduced its first share buyback and beat Wall Street's profit forecast on Thursday, helped by solid progress in mobile and video advertising, sending the stock to its highest-ever level in after-hours trading.  Alphabet, formerly Google, sets share buyback, shares jump SAN FRANCISCO Alphabet Inc , the new holding company for Google,  introduced its first share buyback and beat Wall Street's profit forecast on Thursday, helped by solid progress in mobile and video advertising, sending the stock to its highest-ever level in after-hours trading. SAN FRANCISCO Alphabet Inc, the new holding company for Google,  introduced its first share buyback and beat Wall Street's profit forecast on Thursday, helped by solid progress in mobile and video advertising, sending the stock to its highest-ever level in after-hours trading.Alphabet, formerly Google, sets share buyback, shares jump SAN FRANCISCO Alphabet Inc , the new holding company for Google,  introduced its first share buyback and beat Wall Street's profit forecast on Thursday, helped by solid progress in mobile and video advertising, sending the stock to its highest-ever level in after-hours trading.   Alphabet, formerly Google, sets share buyback, shares jumpAlphabet, formerly Google, sets share buyback, shares jump SAN FRANCISCO Alphabet Inc , the new holding company for Google,  introduced its first share buyback and beat Wall Street's profit forecast on Thursday, helped by solid progress in mobile and video advertising, sending the stock to its highest-ever level in after-hours trading.  Alphabet, formerly Google, sets share buyback, shares jump SAN FRANCISCO Alphabet Inc , the new holding company for Google,  introduced its first share buyback and beat Wall Street's profit forecast on Thursday, helped by solid progress in mobile and video advertising, sending the stock to its highest-ever level in after-hours trading. SAN FRANCISCO Alphabet Inc, the new holding company for Google,  introduced its first share buyback and beat Wall Street's profit forecast on Thursday, helped by solid progress in mobile and video advertising, sending the stock to its highest-ever level in after-hours trading.Alphabet, formerly Google, sets share buyback, shares jump SAN FRANCISCO Alphabet Inc , the new holding company for Google,  introduced its first share buyback and beat Wall Street's profit forecast on Thursday, helped by solid progress in mobile and video advertising, sending the stock to its highest-ever level in after-hours trading.  SAN FRANCISCO, Oct 22 Alphabet Inc, the new holding company for Google,  introduced its first share buyback and beat Wall Street's profit forecast on Thursday, helped by solid progress in mobile and video advertising, sending the stock to its highest-ever level in after-hours trading.Alphabet, formerly Google, sets share buyback, shares jumpAlphabet, formerly Google, sets share buyback, shares jump SAN FRANCISCO Alphabet Inc , the new holding company for Google,  introduced its first share buyback and beat Wall Street's profit forecast on Thursday, helped by solid progress in mobile and video advertising, sending the stock to its highest-ever level in after-hours trading.  Alphabet, formerly Google, sets share buyback, shares jump SAN FRANCISCO Alphabet Inc , the new holding company for Google,  introduced its first share buyback and beat Wall Street's profit forecast on Thursday, helped by solid progress in mobile and video advertising, sending the stock to its highest-ever level in after-hours trading. SAN FRANCISCO Alphabet Inc, the new holding company for Google,  introduced its first share buyback and beat Wall Street's profit forecast on Thursday, helped by solid progress in mobile and video advertising, sending the stock to its highest-ever level in after-hours trading.Alphabet, formerly Google, sets share buyback, shares jump SAN FRANCISCO Alphabet Inc , the new holding company for Google,  introduced its first share buyback and beat Wall Street's profit forecast on Thursday, helped by solid progress in mobile and video advertising, sending the stock to its highest-ever level in after-hours trading.   
GOOG,UPDATE 4-Alphabet, formerly Google, sets share buyback, shares jumpAlphabet, formerly Google, sets share buyback, shares jumpAlphabet, formerly Google, sets share buyback, shares jump SAN FRANCISCO Alphabet Inc , the new holding company for Google,  introduced its first share buyback and beat Wall Street's profit forecast on Thursday, helped by solid progress in mobile and video advertising, sending the stock to its highest-ever level in after-hours trading.  Alphabet, formerly Google, sets share buyback, shares jump SAN FRANCISCO Alphabet Inc , the new holding company for Google,  introduced its first share buyback and beat Wall Street's profit forecast on Thursday, helped by solid progress in mobile and video advertising, sending the stock to its highest-ever level in after-hours trading. SAN FRANCISCO Alphabet Inc, the new holding company for Google,  introduced its first share buyback and beat Wall Street's profit forecast on Thursday, helped by solid progress in mobile and video advertising, sending the stock to its highest-ever level in after-hours trading.Alphabet, formerly Google, sets share buyback, shares jump SAN FRANCISCO Alphabet Inc , the new holding company for Google,  introduced its first share buyback and beat Wall Street's profit forecast on Thursday, helped by solid progress in mobile and video advertising, sending the stock to its highest-ever level in after-hours trading.   Alphabet, formerly Google, sets share buyback, shares jumpAlphabet, formerly Google, sets share buyback, shares jump SAN FRANCISCO Alphabet Inc , the new holding company for Google,  introduced its first share buyback and beat Wall Street's profit forecast on Thursday, helped by solid progress in mobile and video advertising, sending the stock to its highest-ever level in after-hours trading.  Alphabet, formerly Google, sets share buyback, shares jump SAN FRANCISCO Alphabet Inc , the new holding company for Google,  introduced its first share buyback and beat Wall Street's profit forecast on Thursday, helped by solid progress in mobile and video advertising, sending the stock to its highest-ever level in after-hours trading. SAN FRANCISCO Alphabet Inc, the new holding company for Google,  introduced its first share buyback and beat Wall Street's profit forecast on Thursday, helped by solid progress in mobile and video advertising, sending the stock to its highest-ever level in after-hours trading.Alphabet, formerly Google, sets share buyback, shares jump SAN FRANCISCO Alphabet Inc , the new holding company for Google,  introduced its first share buyback and beat Wall Street's profit forecast on Thursday, helped by solid progress in mobile and video advertising, sending the stock to its highest-ever level in after-hours trading.  SAN FRANCISCO, Oct 22 Alphabet Inc, the new holding company for Google,  introduced its first share buyback and beat Wall Street's profit forecast on Thursday, helped by solid progress in mobile and video advertising, sending the stock to its highest-ever level in after-hours trading.Alphabet, formerly Google, sets share buyback, shares jumpAlphabet, formerly Google, sets share buyback, shares jump SAN FRANCISCO Alphabet Inc , the new holding company for Google,  introduced its first share buyback and beat Wall Street's profit forecast on Thursday, helped by solid progress in mobile and video advertising, sending the stock to its highest-ever level in after-hours trading.  Alphabet, formerly Google, sets share buyback, shares jump SAN FRANCISCO Alphabet Inc , the new holding company for Google,  introduced its first share buyback and beat Wall Street's profit forecast on Thursday, helped by solid progress in mobile and video advertising, sending the stock to its highest-ever level in after-hours trading. SAN FRANCISCO Alphabet Inc, the new holding company for Google,  introduced its first share buyback and beat Wall Street's profit forecast on Thursday, helped by solid progress in mobile and video advertising, sending the stock to its highest-ever level in after-hours trading.Alphabet, formerly Google, sets share buyback, shares jump SAN FRANCISCO Alphabet Inc , the new holding company for Google,  introduced its first share buyback and beat Wall Street's profit forecast on Thursday, helped by solid progress in mobile and video advertising, sending the stock to its highest-ever level in after-hours trading.   
