AGN,UK Stocks-Factors to watch on April 7UPDATE 1-UK Stocks-Factors to watch on April 7 April 7 Britain's FTSE 100 index is seen opening up 8 points, or 0.13 percent, on Thursday, according to financial bookmakers, with futures up 0.40 percent ahead of the cash market open. For more on the factors affecting European stocks, please click on  UPDATE 1-UK Stocks-Factors to watch on April 7 April 7 Britain's FTSE 100 index is seen opening up 8 points, or 0.13 percent, on Thursday, according to financial bookmakers, with futures up 0.40 percent ahead of the cash market open. For more on the factors affecting European stocks, please click on April 7 Britain's FTSE 100 index is seen opening up 8 points, or 0.13 percent, on Thursday, according to financial bookmakers. For more on the factors affecting European stocks, please click on           * The UK blue chip index closed up 70.40 points, or 1.2 percent, on Wednesday at 6,161.63, boosted by pharmaceuticals companies as Pfizer  pulled out of a deal for Allergan, prompting speculation over other merger and acquisition activity in the sector.      * BP: Shareholder advisorUPDATE 1-UK Stocks-Factors to watch on April 7 April 7 Britain's FTSE 100 index is seen opening up 8 points, or 0.13 percent, on Thursday, according to financial bookmakers, with futures up 0.40 percent ahead of the cash market open. For more on the factors affecting European stocks, please click on  
GOOGL,Verizon plans bid for Yahoo, Google weighs offer - BloombergDeals of the day- Mergers and acquisitionsUPDATE 2-Verizon plans bid for Yahoo and its Yahoo Japan stake -Bloomberg SAN FRANCISCO, April 7 Verizon Communications Inc is ready to make a bid for Yahoo's web business, and hopes to make a merger more successful by also making an offer for a stake in Yahoo's Japan subsidiary, Bloomberg reported on Thursday, citing a source familiar with the matter.  UPDATE 2-Verizon plans bid for Yahoo and its Yahoo Japan stake -Bloomberg SAN FRANCISCO, April 7 Verizon Communications Inc is ready to make a bid for Yahoo's web business, and hopes to make a merger more successful by also making an offer for a stake in Yahoo's Japan subsidiary, Bloomberg reported on Thursday, citing a source familiar with the matter. April 7 The following bids, mergers, acquisitions and disposals were reported by 2000 GMT on Thursday:UPDATE 2-Verizon plans bid for Yahoo and its Yahoo Japan stake -Bloomberg SAN FRANCISCO, April 7 Verizon Communications Inc is ready to make a bid for Yahoo's web business, and hopes to make a merger more successful by also making an offer for a stake in Yahoo's Japan subsidiary, Bloomberg reported on Thursday, citing a source familiar with the matter.   Deals of the day- Mergers and acquisitionsUPDATE 2-Verizon plans bid for Yahoo and its Yahoo Japan stake -Bloomberg SAN FRANCISCO, April 7 Verizon Communications Inc is ready to make a bid for Yahoo's web business, and hopes to make a merger more successful by also making an offer for a stake in Yahoo's Japan subsidiary, Bloomberg reported on Thursday, citing a source familiar with the matter.  UPDATE 2-Verizon plans bid for Yahoo and its Yahoo Japan stake -Bloomberg SAN FRANCISCO, April 7 Verizon Communications Inc is ready to make a bid for Yahoo's web business, and hopes to make a merger more successful by also making an offer for a stake in Yahoo's Japan subsidiary, Bloomberg reported on Thursday, citing a source familiar with the matter. April 7 The following bids, mergers, acquisitions and disposals were reported by 2000 GMT on Thursday:UPDATE 2-Verizon plans bid for Yahoo and its Yahoo Japan stake -Bloomberg SAN FRANCISCO, April 7 Verizon Communications Inc is ready to make a bid for Yahoo's web business, and hopes to make a merger more successful by also making an offer for a stake in Yahoo's Japan subsidiary, Bloomberg reported on Thursday, citing a source familiar with the matter.  April 7 Verizon Communications Inc plans to make a first-round bid for Yahoo Inc's web business next week, Bloomberg reported, citing people familiar with the matter.Deals of the day- Mergers and acquisitionsUPDATE 2-Verizon plans bid for Yahoo and its Yahoo Japan stake -Bloomberg SAN FRANCISCO, April 7 Verizon Communications Inc is ready to make a bid for Yahoo's web business, and hopes to make a merger more successful by also making an offer for a stake in Yahoo's Japan subsidiary, Bloomberg reported on Thursday, citing a source familiar with the matter.  UPDATE 2-Verizon plans bid for Yahoo and its Yahoo Japan stake -Bloomberg SAN FRANCISCO, April 7 Verizon Communications Inc is ready to make a bid for Yahoo's web business, and hopes to make a merger more successful by also making an offer for a stake in Yahoo's Japan subsidiary, Bloomberg reported on Thursday, citing a source familiar with the matter. April 7 The following bids, mergers, acquisitions and disposals were reported by 2000 GMT on Thursday:UPDATE 2-Verizon plans bid for Yahoo and its Yahoo Japan stake -Bloomberg SAN FRANCISCO, April 7 Verizon Communications Inc is ready to make a bid for Yahoo's web business, and hopes to make a merger more successful by also making an offer for a stake in Yahoo's Japan subsidiary, Bloomberg reported on Thursday, citing a source familiar with the matter.   
GOOG,Verizon plans bid for Yahoo, Google weighs offer - BloombergDeals of the day- Mergers and acquisitionsUPDATE 2-Verizon plans bid for Yahoo and its Yahoo Japan stake -Bloomberg SAN FRANCISCO, April 7 Verizon Communications Inc is ready to make a bid for Yahoo's web business, and hopes to make a merger more successful by also making an offer for a stake in Yahoo's Japan subsidiary, Bloomberg reported on Thursday, citing a source familiar with the matter.  UPDATE 2-Verizon plans bid for Yahoo and its Yahoo Japan stake -Bloomberg SAN FRANCISCO, April 7 Verizon Communications Inc is ready to make a bid for Yahoo's web business, and hopes to make a merger more successful by also making an offer for a stake in Yahoo's Japan subsidiary, Bloomberg reported on Thursday, citing a source familiar with the matter. April 7 The following bids, mergers, acquisitions and disposals were reported by 2000 GMT on Thursday:UPDATE 2-Verizon plans bid for Yahoo and its Yahoo Japan stake -Bloomberg SAN FRANCISCO, April 7 Verizon Communications Inc is ready to make a bid for Yahoo's web business, and hopes to make a merger more successful by also making an offer for a stake in Yahoo's Japan subsidiary, Bloomberg reported on Thursday, citing a source familiar with the matter.   Deals of the day- Mergers and acquisitionsUPDATE 2-Verizon plans bid for Yahoo and its Yahoo Japan stake -Bloomberg SAN FRANCISCO, April 7 Verizon Communications Inc is ready to make a bid for Yahoo's web business, and hopes to make a merger more successful by also making an offer for a stake in Yahoo's Japan subsidiary, Bloomberg reported on Thursday, citing a source familiar with the matter.  UPDATE 2-Verizon plans bid for Yahoo and its Yahoo Japan stake -Bloomberg SAN FRANCISCO, April 7 Verizon Communications Inc is ready to make a bid for Yahoo's web business, and hopes to make a merger more successful by also making an offer for a stake in Yahoo's Japan subsidiary, Bloomberg reported on Thursday, citing a source familiar with the matter. April 7 The following bids, mergers, acquisitions and disposals were reported by 2000 GMT on Thursday:UPDATE 2-Verizon plans bid for Yahoo and its Yahoo Japan stake -Bloomberg SAN FRANCISCO, April 7 Verizon Communications Inc is ready to make a bid for Yahoo's web business, and hopes to make a merger more successful by also making an offer for a stake in Yahoo's Japan subsidiary, Bloomberg reported on Thursday, citing a source familiar with the matter.  April 7 Verizon Communications Inc plans to make a first-round bid for Yahoo Inc's web business next week, Bloomberg reported, citing people familiar with the matter.Deals of the day- Mergers and acquisitionsUPDATE 2-Verizon plans bid for Yahoo and its Yahoo Japan stake -Bloomberg SAN FRANCISCO, April 7 Verizon Communications Inc is ready to make a bid for Yahoo's web business, and hopes to make a merger more successful by also making an offer for a stake in Yahoo's Japan subsidiary, Bloomberg reported on Thursday, citing a source familiar with the matter.  UPDATE 2-Verizon plans bid for Yahoo and its Yahoo Japan stake -Bloomberg SAN FRANCISCO, April 7 Verizon Communications Inc is ready to make a bid for Yahoo's web business, and hopes to make a merger more successful by also making an offer for a stake in Yahoo's Japan subsidiary, Bloomberg reported on Thursday, citing a source familiar with the matter. April 7 The following bids, mergers, acquisitions and disposals were reported by 2000 GMT on Thursday:UPDATE 2-Verizon plans bid for Yahoo and its Yahoo Japan stake -Bloomberg SAN FRANCISCO, April 7 Verizon Communications Inc is ready to make a bid for Yahoo's web business, and hopes to make a merger more successful by also making an offer for a stake in Yahoo's Japan subsidiary, Bloomberg reported on Thursday, citing a source familiar with the matter.   
AMZN,Robots set to aid postal workers with deliveries in Germany TROISDORF, Germany, April 7 Germany's Deutsche Post is testing robots that could help postal workers cope with increasing numbers of parcels on their delivery rounds, a company manager said on Thursday. 
AAPL,REFILE-UPDATE 1-FBI director says unlocking method won't work on newer iPhones April 7 The Federal Bureau of Investigation's secret method for unlocking the iPhone 5c used by one of the San Bernardino shooters will not work on newer models, FBI Director James Comey said. 
