AVY,Avery Dennison to buy Israel's Hanita Coatings -report TEL AVIV, Sept 4 California-based Avery Dennison  has agreed to buy Hanita Coatings from the Hanita kibbutz and the Tene investment fund for $75 million, the Calcalist financial news website said on Sunday. 
MON,Bayer board to discuss Monsanto bid on Sept. 14 - Rheinische Post FRANKFURT, Sept 4 Bayer's supervisory board will discuss in a meeting on Sept. 14 whether to sweeten its offer for Monsanto again or even pursue a hostile takeover, German daily Rheinische Post reported, citing company sources. 
