AAPL,UPDATE 1-Samsung urges Note 7 users to switch off phones and turn them in * Samsung urges affected customers to power off, turn in device 
WMT,Wal-Mart stops selling Egyptian cotton sheets made by India's Welspun CHICAGO, Sept 9 Wal-Mart Stores Inc on Friday said it will stop selling Egyptian cotton sheets made by Welspun India after the Indian manufacturer was unable to assure them the products were authentic. 
