AMZN,UK court ruling may prompt more scrutiny of Amazon tax plans LONDON, March 7 Amazon's tax affairs could come under more scrutiny in Britain, tax experts said, after a judge questioned whether it really was organized in the tax efficient way it said it was. 
ADP,FOREX-Euro holds gains after ECB relief rally, U.S. jobs data eyedFOREX-Euro clings to post-ECB gains, U.S. jobs data eyedFOREX-Euro hits 2014 high vs dollar, may get boost from U.S. dataRPT-FOREX-Euro hits 2014 high vs dollar, may get boost from U.S. data * Expectations for U.S. jobs lowered by soft ADP, ISM reports  RPT-FOREX-Euro hits 2014 high vs dollar, may get boost from U.S. data * Expectations for U.S. jobs lowered by soft ADP, ISM reports * Expectations for U.S. jobs lowered by soft ADP, ISM reportsRPT-FOREX-Euro hits 2014 high vs dollar, may get boost from U.S. data * Expectations for U.S. jobs lowered by soft ADP, ISM reports   FOREX-Euro hits 2014 high vs dollar, may get boost from U.S. dataRPT-FOREX-Euro hits 2014 high vs dollar, may get boost from U.S. data * Expectations for U.S. jobs lowered by soft ADP, ISM reports  RPT-FOREX-Euro hits 2014 high vs dollar, may get boost from U.S. data * Expectations for U.S. jobs lowered by soft ADP, ISM reports * Expectations for U.S. jobs lowered by soft ADP, ISM reportsRPT-FOREX-Euro hits 2014 high vs dollar, may get boost from U.S. data * Expectations for U.S. jobs lowered by soft ADP, ISM reports  * Dollar/yen hovers near 5-week high, Ukraine wariness seen capping gainsFOREX-Euro hits 2014 high vs dollar, may get boost from U.S. dataRPT-FOREX-Euro hits 2014 high vs dollar, may get boost from U.S. data * Expectations for U.S. jobs lowered by soft ADP, ISM reports  RPT-FOREX-Euro hits 2014 high vs dollar, may get boost from U.S. data * Expectations for U.S. jobs lowered by soft ADP, ISM reports * Expectations for U.S. jobs lowered by soft ADP, ISM reportsRPT-FOREX-Euro hits 2014 high vs dollar, may get boost from U.S. data * Expectations for U.S. jobs lowered by soft ADP, ISM reports    FOREX-Euro clings to post-ECB gains, U.S. jobs data eyedFOREX-Euro hits 2014 high vs dollar, may get boost from U.S. dataRPT-FOREX-Euro hits 2014 high vs dollar, may get boost from U.S. data * Expectations for U.S. jobs lowered by soft ADP, ISM reports  RPT-FOREX-Euro hits 2014 high vs dollar, may get boost from U.S. data * Expectations for U.S. jobs lowered by soft ADP, ISM reports * Expectations for U.S. jobs lowered by soft ADP, ISM reportsRPT-FOREX-Euro hits 2014 high vs dollar, may get boost from U.S. data * Expectations for U.S. jobs lowered by soft ADP, ISM reports   FOREX-Euro hits 2014 high vs dollar, may get boost from U.S. dataRPT-FOREX-Euro hits 2014 high vs dollar, may get boost from U.S. data * Expectations for U.S. jobs lowered by soft ADP, ISM reports  RPT-FOREX-Euro hits 2014 high vs dollar, may get boost from U.S. data * Expectations for U.S. jobs lowered by soft ADP, ISM reports * Expectations for U.S. jobs lowered by soft ADP, ISM reportsRPT-FOREX-Euro hits 2014 high vs dollar, may get boost from U.S. data * Expectations for U.S. jobs lowered by soft ADP, ISM reports  * Dollar/yen hovers near 5-week high, Ukraine wariness seen capping gainsFOREX-Euro hits 2014 high vs dollar, may get boost from U.S. dataRPT-FOREX-Euro hits 2014 high vs dollar, may get boost from U.S. data * Expectations for U.S. jobs lowered by soft ADP, ISM reports  RPT-FOREX-Euro hits 2014 high vs dollar, may get boost from U.S. data * Expectations for U.S. jobs lowered by soft ADP, ISM reports * Expectations for U.S. jobs lowered by soft ADP, ISM reportsRPT-FOREX-Euro hits 2014 high vs dollar, may get boost from U.S. data * Expectations for U.S. jobs lowered by soft ADP, ISM reports   * Dollar firm versus yen, Ukraine wariness seen capping gainsFOREX-Euro clings to post-ECB gains, U.S. jobs data eyedFOREX-Euro hits 2014 high vs dollar, may get boost from U.S. dataRPT-FOREX-Euro hits 2014 high vs dollar, may get boost from U.S. data * Expectations for U.S. jobs lowered by soft ADP, ISM reports  RPT-FOREX-Euro hits 2014 high vs dollar, may get boost from U.S. data * Expectations for U.S. jobs lowered by soft ADP, ISM reports * Expectations for U.S. jobs lowered by soft ADP, ISM reportsRPT-FOREX-Euro hits 2014 high vs dollar, may get boost from U.S. data * Expectations for U.S. jobs lowered by soft ADP, ISM reports   FOREX-Euro hits 2014 high vs dollar, may get boost from U.S. dataRPT-FOREX-Euro hits 2014 high vs dollar, may get boost from U.S. data * Expectations for U.S. jobs lowered by soft ADP, ISM reports  RPT-FOREX-Euro hits 2014 high vs dollar, may get boost from U.S. data * Expectations for U.S. jobs lowered by soft ADP, ISM reports * Expectations for U.S. jobs lowered by soft ADP, ISM reportsRPT-FOREX-Euro hits 2014 high vs dollar, may get boost from U.S. data * Expectations for U.S. jobs lowered by soft ADP, ISM reports  * Dollar/yen hovers near 5-week high, Ukraine wariness seen capping gainsFOREX-Euro hits 2014 high vs dollar, may get boost from U.S. dataRPT-FOREX-Euro hits 2014 high vs dollar, may get boost from U.S. data * Expectations for U.S. jobs lowered by soft ADP, ISM reports  RPT-FOREX-Euro hits 2014 high vs dollar, may get boost from U.S. data * Expectations for U.S. jobs lowered by soft ADP, ISM reports * Expectations for U.S. jobs lowered by soft ADP, ISM reportsRPT-FOREX-Euro hits 2014 high vs dollar, may get boost from U.S. data * Expectations for U.S. jobs lowered by soft ADP, ISM reports    
BAC,BofA executives' pay rose 12 percent in 2013 March 7 Bank of America Corp gave its top executives a collective 12 percent pay raise in 2013, according to a filing with the U.S. Securities and Exchange Commission on Friday. 
BBT,ON THE MOVE-BB&T; hires two financial advisers from Morgan Stanley March 7 BB&T; Corp's brokerage unit said on Friday it hired two veteran advisers from Morgan Stanley . 
BA,UPDATE 2-China's Juneyao in talks with Boeing, Airbus on plane orders - chairmanUPDATE 1-Airline shake-ups dent Airbus order surge in FebBoeing reports wing cracks on 787 Dreamliners still in productionUPDATE 3-Boeing reports wing cracks on 787 Dreamliners in production NEW YORK, March 7 Boeing Co said on Friday that "hairline cracks" had been discovered in the wings of about 40 787 Dreamliners that are in production, marking another setback for the company's newest jet.  UPDATE 3-Boeing reports wing cracks on 787 Dreamliners in production NEW YORK, March 7 Boeing Co said on Friday that "hairline cracks" had been discovered in the wings of about 40 787 Dreamliners that are in production, marking another setback for the company's newest jet. NEW YORK, March 7 Boeing Co said on Friday that "hairline cracks" had been discovered in the wings of 787 Dreamliner jets still in production, a condition that could delay deliveries of some jets but will not affect its 2014 guidance on overall deliveries for the year.UPDATE 3-Boeing reports wing cracks on 787 Dreamliners in production NEW YORK, March 7 Boeing Co said on Friday that "hairline cracks" had been discovered in the wings of about 40 787 Dreamliners that are in production, marking another setback for the company's newest jet.   Boeing reports wing cracks on 787 Dreamliners still in productionUPDATE 3-Boeing reports wing cracks on 787 Dreamliners in production NEW YORK, March 7 Boeing Co said on Friday that "hairline cracks" had been discovered in the wings of about 40 787 Dreamliners that are in production, marking another setback for the company's newest jet.  UPDATE 3-Boeing reports wing cracks on 787 Dreamliners in production NEW YORK, March 7 Boeing Co said on Friday that "hairline cracks" had been discovered in the wings of about 40 787 Dreamliners that are in production, marking another setback for the company's newest jet. NEW YORK, March 7 Boeing Co said on Friday that "hairline cracks" had been discovered in the wings of 787 Dreamliner jets still in production, a condition that could delay deliveries of some jets but will not affect its 2014 guidance on overall deliveries for the year.UPDATE 3-Boeing reports wing cracks on 787 Dreamliners in production NEW YORK, March 7 Boeing Co said on Friday that "hairline cracks" had been discovered in the wings of about 40 787 Dreamliners that are in production, marking another setback for the company's newest jet.  PARIS, March 7 Airline shake-ups in Indonesia and Serbia dented a surge in orders for Airbus aircraft in February, but the European planemaker edged ahead in its annual order race with Boeing, company data showed on Friday.Boeing reports wing cracks on 787 Dreamliners still in productionUPDATE 3-Boeing reports wing cracks on 787 Dreamliners in production NEW YORK, March 7 Boeing Co said on Friday that "hairline cracks" had been discovered in the wings of about 40 787 Dreamliners that are in production, marking another setback for the company's newest jet.  UPDATE 3-Boeing reports wing cracks on 787 Dreamliners in production NEW YORK, March 7 Boeing Co said on Friday that "hairline cracks" had been discovered in the wings of about 40 787 Dreamliners that are in production, marking another setback for the company's newest jet. NEW YORK, March 7 Boeing Co said on Friday that "hairline cracks" had been discovered in the wings of 787 Dreamliner jets still in production, a condition that could delay deliveries of some jets but will not affect its 2014 guidance on overall deliveries for the year.UPDATE 3-Boeing reports wing cracks on 787 Dreamliners in production NEW YORK, March 7 Boeing Co said on Friday that "hairline cracks" had been discovered in the wings of about 40 787 Dreamliners that are in production, marking another setback for the company's newest jet.    UPDATE 1-Airline shake-ups dent Airbus order surge in FebBoeing reports wing cracks on 787 Dreamliners still in productionUPDATE 3-Boeing reports wing cracks on 787 Dreamliners in production NEW YORK, March 7 Boeing Co said on Friday that "hairline cracks" had been discovered in the wings of about 40 787 Dreamliners that are in production, marking another setback for the company's newest jet.  UPDATE 3-Boeing reports wing cracks on 787 Dreamliners in production NEW YORK, March 7 Boeing Co said on Friday that "hairline cracks" had been discovered in the wings of about 40 787 Dreamliners that are in production, marking another setback for the company's newest jet. NEW YORK, March 7 Boeing Co said on Friday that "hairline cracks" had been discovered in the wings of 787 Dreamliner jets still in production, a condition that could delay deliveries of some jets but will not affect its 2014 guidance on overall deliveries for the year.UPDATE 3-Boeing reports wing cracks on 787 Dreamliners in production NEW YORK, March 7 Boeing Co said on Friday that "hairline cracks" had been discovered in the wings of about 40 787 Dreamliners that are in production, marking another setback for the company's newest jet.   Boeing reports wing cracks on 787 Dreamliners still in productionUPDATE 3-Boeing reports wing cracks on 787 Dreamliners in production NEW YORK, March 7 Boeing Co said on Friday that "hairline cracks" had been discovered in the wings of about 40 787 Dreamliners that are in production, marking another setback for the company's newest jet.  UPDATE 3-Boeing reports wing cracks on 787 Dreamliners in production NEW YORK, March 7 Boeing Co said on Friday that "hairline cracks" had been discovered in the wings of about 40 787 Dreamliners that are in production, marking another setback for the company's newest jet. NEW YORK, March 7 Boeing Co said on Friday that "hairline cracks" had been discovered in the wings of 787 Dreamliner jets still in production, a condition that could delay deliveries of some jets but will not affect its 2014 guidance on overall deliveries for the year.UPDATE 3-Boeing reports wing cracks on 787 Dreamliners in production NEW YORK, March 7 Boeing Co said on Friday that "hairline cracks" had been discovered in the wings of about 40 787 Dreamliners that are in production, marking another setback for the company's newest jet.  PARIS, March 7 Airline shake-ups in Indonesia and Serbia dented a surge in orders for Airbus aircraft in February, but the European planemaker edged ahead in its annual order race with Boeing, company data showed on Friday.Boeing reports wing cracks on 787 Dreamliners still in productionUPDATE 3-Boeing reports wing cracks on 787 Dreamliners in production NEW YORK, March 7 Boeing Co said on Friday that "hairline cracks" had been discovered in the wings of about 40 787 Dreamliners that are in production, marking another setback for the company's newest jet.  UPDATE 3-Boeing reports wing cracks on 787 Dreamliners in production NEW YORK, March 7 Boeing Co said on Friday that "hairline cracks" had been discovered in the wings of about 40 787 Dreamliners that are in production, marking another setback for the company's newest jet. NEW YORK, March 7 Boeing Co said on Friday that "hairline cracks" had been discovered in the wings of 787 Dreamliner jets still in production, a condition that could delay deliveries of some jets but will not affect its 2014 guidance on overall deliveries for the year.UPDATE 3-Boeing reports wing cracks on 787 Dreamliners in production NEW YORK, March 7 Boeing Co said on Friday that "hairline cracks" had been discovered in the wings of about 40 787 Dreamliners that are in production, marking another setback for the company's newest jet.   BEIJING, March 6 China's Juneyao Group, the parent of Juneyao Airlines, is in talks with planemaker Boeing  and Airbus about acquiring more than 20 more planes in a deal that may be worth more than $1.8 billion, its chairman said on Thursday.UPDATE 1-Airline shake-ups dent Airbus order surge in FebBoeing reports wing cracks on 787 Dreamliners still in productionUPDATE 3-Boeing reports wing cracks on 787 Dreamliners in production NEW YORK, March 7 Boeing Co said on Friday that "hairline cracks" had been discovered in the wings of about 40 787 Dreamliners that are in production, marking another setback for the company's newest jet.  UPDATE 3-Boeing reports wing cracks on 787 Dreamliners in production NEW YORK, March 7 Boeing Co said on Friday that "hairline cracks" had been discovered in the wings of about 40 787 Dreamliners that are in production, marking another setback for the company's newest jet. NEW YORK, March 7 Boeing Co said on Friday that "hairline cracks" had been discovered in the wings of 787 Dreamliner jets still in production, a condition that could delay deliveries of some jets but will not affect its 2014 guidance on overall deliveries for the year.UPDATE 3-Boeing reports wing cracks on 787 Dreamliners in production NEW YORK, March 7 Boeing Co said on Friday that "hairline cracks" had been discovered in the wings of about 40 787 Dreamliners that are in production, marking another setback for the company's newest jet.   Boeing reports wing cracks on 787 Dreamliners still in productionUPDATE 3-Boeing reports wing cracks on 787 Dreamliners in production NEW YORK, March 7 Boeing Co said on Friday that "hairline cracks" had been discovered in the wings of about 40 787 Dreamliners that are in production, marking another setback for the company's newest jet.  UPDATE 3-Boeing reports wing cracks on 787 Dreamliners in production NEW YORK, March 7 Boeing Co said on Friday that "hairline cracks" had been discovered in the wings of about 40 787 Dreamliners that are in production, marking another setback for the company's newest jet. NEW YORK, March 7 Boeing Co said on Friday that "hairline cracks" had been discovered in the wings of 787 Dreamliner jets still in production, a condition that could delay deliveries of some jets but will not affect its 2014 guidance on overall deliveries for the year.UPDATE 3-Boeing reports wing cracks on 787 Dreamliners in production NEW YORK, March 7 Boeing Co said on Friday that "hairline cracks" had been discovered in the wings of about 40 787 Dreamliners that are in production, marking another setback for the company's newest jet.  PARIS, March 7 Airline shake-ups in Indonesia and Serbia dented a surge in orders for Airbus aircraft in February, but the European planemaker edged ahead in its annual order race with Boeing, company data showed on Friday.Boeing reports wing cracks on 787 Dreamliners still in productionUPDATE 3-Boeing reports wing cracks on 787 Dreamliners in production NEW YORK, March 7 Boeing Co said on Friday that "hairline cracks" had been discovered in the wings of about 40 787 Dreamliners that are in production, marking another setback for the company's newest jet.  UPDATE 3-Boeing reports wing cracks on 787 Dreamliners in production NEW YORK, March 7 Boeing Co said on Friday that "hairline cracks" had been discovered in the wings of about 40 787 Dreamliners that are in production, marking another setback for the company's newest jet. NEW YORK, March 7 Boeing Co said on Friday that "hairline cracks" had been discovered in the wings of 787 Dreamliner jets still in production, a condition that could delay deliveries of some jets but will not affect its 2014 guidance on overall deliveries for the year.UPDATE 3-Boeing reports wing cracks on 787 Dreamliners in production NEW YORK, March 7 Boeing Co said on Friday that "hairline cracks" had been discovered in the wings of about 40 787 Dreamliners that are in production, marking another setback for the company's newest jet.    
CVX,CERAWEEK-UPDATE 1-Latin America takes oil spotlight despite troublesChevron's U.S. win in Ecuador case looms over cases elsewhere NEW YORK, March 7 Ecuadorean villagers who are trying to get billions of dollars from Chevron Corp for pollution in the Amazon jungle are ready to refocus their fight on pending suits in other countries after a setback in the United States.  Chevron's U.S. win in Ecuador case looms over cases elsewhere NEW YORK, March 7 Ecuadorean villagers who are trying to get billions of dollars from Chevron Corp for pollution in the Amazon jungle are ready to refocus their fight on pending suits in other countries after a setback in the United States. HOUSTON, March 7 Nationalizations, currency controls, contract changes, subsidies and political instability over the last 15 years have not prevented energy investors from showing renewed interest in Latin America.Chevron's U.S. win in Ecuador case looms over cases elsewhere NEW YORK, March 7 Ecuadorean villagers who are trying to get billions of dollars from Chevron Corp for pollution in the Amazon jungle are ready to refocus their fight on pending suits in other countries after a setback in the United States.  
C,BRIEF-Guy Hands' Terra Firma ends U.S. lawsuit vs Citigroup over EMI, may continue in England March 7 Citigroup Inc :  * Guy hands' terra firma capital partners agrees to end U.S. lawsuit against 
