AGN,Allergan, Ackman agree special meeting won't trigger poison pillUPDATE 1-Allergan, Ackman agree special meeting won't trigger poison pillAllergan, Ackman agree special meeting won't trigger poison pill Pershing Square Capital Management, led by activist investor William Ackman, and Allergan Inc  have agreed that calling a special meeting in an effort to elect new board members will not trigger Allergan's so-called "poison pill" measure, settling a lawsuit, the companies said on Friday.  Allergan, Ackman agree special meeting won't trigger poison pill Pershing Square Capital Management, led by activist investor William Ackman, and Allergan Inc  have agreed that calling a special meeting in an effort to elect new board members will not trigger Allergan's so-called "poison pill" measure, settling a lawsuit, the companies said on Friday. June 27 Pershing Square Capital Management, led by activist investor William Ackman, and Allergan Inc  have agreed that calling a special meeting in an effort to elect new board members will not trigger Allergan's so-called "poison pill" measure, settling a lawsuit, the companies said on Friday.Allergan, Ackman agree special meeting won't trigger poison pill Pershing Square Capital Management, led by activist investor William Ackman, and Allergan Inc  have agreed that calling a special meeting in an effort to elect new board members will not trigger Allergan's so-called "poison pill" measure, settling a lawsuit, the companies said on Friday.   UPDATE 1-Allergan, Ackman agree special meeting won't trigger poison pillAllergan, Ackman agree special meeting won't trigger poison pill Pershing Square Capital Management, led by activist investor William Ackman, and Allergan Inc  have agreed that calling a special meeting in an effort to elect new board members will not trigger Allergan's so-called "poison pill" measure, settling a lawsuit, the companies said on Friday.  Allergan, Ackman agree special meeting won't trigger poison pill Pershing Square Capital Management, led by activist investor William Ackman, and Allergan Inc  have agreed that calling a special meeting in an effort to elect new board members will not trigger Allergan's so-called "poison pill" measure, settling a lawsuit, the companies said on Friday. June 27 Pershing Square Capital Management, led by activist investor William Ackman, and Allergan Inc  have agreed that calling a special meeting in an effort to elect new board members will not trigger Allergan's so-called "poison pill" measure, settling a lawsuit, the companies said on Friday.Allergan, Ackman agree special meeting won't trigger poison pill Pershing Square Capital Management, led by activist investor William Ackman, and Allergan Inc  have agreed that calling a special meeting in an effort to elect new board members will not trigger Allergan's so-called "poison pill" measure, settling a lawsuit, the companies said on Friday.  June 27 Pershing Square Capital Management, led by activist investor William Ackman, and Allergan Inc  have agreed that calling a special meeting will not trigger Allergan's so-called "poison pill" measure, settling a lawsuit, the companies said on Friday.UPDATE 1-Allergan, Ackman agree special meeting won't trigger poison pillAllergan, Ackman agree special meeting won't trigger poison pill Pershing Square Capital Management, led by activist investor William Ackman, and Allergan Inc  have agreed that calling a special meeting in an effort to elect new board members will not trigger Allergan's so-called "poison pill" measure, settling a lawsuit, the companies said on Friday.  Allergan, Ackman agree special meeting won't trigger poison pill Pershing Square Capital Management, led by activist investor William Ackman, and Allergan Inc  have agreed that calling a special meeting in an effort to elect new board members will not trigger Allergan's so-called "poison pill" measure, settling a lawsuit, the companies said on Friday. June 27 Pershing Square Capital Management, led by activist investor William Ackman, and Allergan Inc  have agreed that calling a special meeting in an effort to elect new board members will not trigger Allergan's so-called "poison pill" measure, settling a lawsuit, the companies said on Friday.Allergan, Ackman agree special meeting won't trigger poison pill Pershing Square Capital Management, led by activist investor William Ackman, and Allergan Inc  have agreed that calling a special meeting in an effort to elect new board members will not trigger Allergan's so-called "poison pill" measure, settling a lawsuit, the companies said on Friday.   
GOOGL,Kleiner Perkins files to raise $1.2 billion in new venture funds SAN FRANCISCO, June 27 Venture fund Kleiner Perkins Caufield & Byers filed to raise two new funds totaling $1.2 billion, showing scaled-back ambitions compared with previous funds. 
GOOG,Kleiner Perkins files to raise $1.2 billion in new venture funds SAN FRANCISCO, June 27 Venture fund Kleiner Perkins Caufield & Byers filed to raise two new funds totaling $1.2 billion, showing scaled-back ambitions compared with previous funds. 
AMZN,UPDATE 2-Amazon and Indian investment firm to help small businesses get online June 27 Amazon.com Inc's Asia unit will provide back-end support in a venture with an Indian private investment firm formed by Infosys Ltd co-founder N.R. Narayana Murthy that aims to help get Indian companies online. 
T,Slim's real estate arm to buy AT&T;'s America Movil stockUPDATE 1-Slim's real estate arm to buy AT&T;'s America Movil stake MEXICO CITY, June 27 Carlos Slim's real estate firm, Inmobiliaria Carso, will buy AT&T; Inc's equity stake in America Movil, tightening the Mexican tycoon's control of his flagship telecommunications firm, according to a filing with Mexico's stock exchange on Friday.  UPDATE 1-Slim's real estate arm to buy AT&T;'s America Movil stake MEXICO CITY, June 27 Carlos Slim's real estate firm, Inmobiliaria Carso, will buy AT&T; Inc's equity stake in America Movil, tightening the Mexican tycoon's control of his flagship telecommunications firm, according to a filing with Mexico's stock exchange on Friday. MEXICO CITY, June 27 Carlos Slim's America Movil said on Friday it had authorized the Mexican tycoon's real estate firm Inmobiliaria Carso to buy more than 5.7 billion shares, formerly held by AT&T;, equal to 8.27 percent of America Movil's stock.UPDATE 1-Slim's real estate arm to buy AT&T;'s America Movil stake MEXICO CITY, June 27 Carlos Slim's real estate firm, Inmobiliaria Carso, will buy AT&T; Inc's equity stake in America Movil, tightening the Mexican tycoon's control of his flagship telecommunications firm, according to a filing with Mexico's stock exchange on Friday.  
BLK,US SEC weighs filing charges against BlackRock-filingUPDATE 1-U.S. SEC weighs filing charges against BlackRock-filing (Adds background about the portfolio manager, details on SEC probe, comment from company)  UPDATE 1-U.S. SEC weighs filing charges against BlackRock-filing (Adds background about the portfolio manager, details on SEC probe, comment from company) WASHINGTON, June 27 Asset manager BlackRock  disclosed on Friday that it may be facing possible civil charges by U.S. securities regulators over disclosures tied to a former portfolio manager whose personal investments raised the perception of a possible conflict.UPDATE 1-U.S. SEC weighs filing charges against BlackRock-filing (Adds background about the portfolio manager, details on SEC probe, comment from company)  
BMY,Pfizer, Bristol clot drug wins EU green light for wider use LONDON, June 27 Pfizer and Bristol-Myers Squibb's oral anticoagulant Eliquis has been recommended for wider use in Europe, boosting prospects for an important drug to both U.S. companies. 
DG,Dollar General CEO Rick Dreiling plans to retireUPDATE 2-Dollar General CEO to retire, Icahn's proposed merger in doubt June 27 Dollar General Corp said CEO Rick Dreiling will retire next year, throwing into doubt a proposal by Carl Icahn to merge the discount retailer with Family Dollar Stores Inc.  UPDATE 2-Dollar General CEO to retire, Icahn's proposed merger in doubt June 27 Dollar General Corp said CEO Rick Dreiling will retire next year, throwing into doubt a proposal by Carl Icahn to merge the discount retailer with Family Dollar Stores Inc. June 27 Dollar General Corp said Chief Executive Rick Dreiling would retire effective May 30, 2015 or upon the appointment of a successor.UPDATE 2-Dollar General CEO to retire, Icahn's proposed merger in doubt June 27 Dollar General Corp said CEO Rick Dreiling will retire next year, throwing into doubt a proposal by Carl Icahn to merge the discount retailer with Family Dollar Stores Inc.  
DD,US STOCKS SNAPSHOT-Wall St ticks down at open, DuPont weighsUS STOCKS-Wall St edges lower, on track for weekly lossUS STOCKS-S&P; 500 flat, on track to close slightly lower on weekUS STOCKS-S&P; 500, Dow dip as DuPont warns; Nasdaq edges up * Indexes: Dow off 0.2 pct, S&P; down 0.1 pct, Nasdaq up 0.2 pct   (Updates to afternoon trading, changes byline)  US STOCKS-S&P; 500, Dow dip as DuPont warns; Nasdaq edges up * Indexes: Dow off 0.2 pct, S&P; down 0.1 pct, Nasdaq up 0.2 pct   (Updates to afternoon trading, changes byline) * Indexes: Dow off 0.2 pct, S&P; flat, Nasdaq up 0.2 pct   (Updates to midday trading)US STOCKS-S&P; 500, Dow dip as DuPont warns; Nasdaq edges up * Indexes: Dow off 0.2 pct, S&P; down 0.1 pct, Nasdaq up 0.2 pct   (Updates to afternoon trading, changes byline)   US STOCKS-S&P; 500 flat, on track to close slightly lower on weekUS STOCKS-S&P; 500, Dow dip as DuPont warns; Nasdaq edges up * Indexes: Dow off 0.2 pct, S&P; down 0.1 pct, Nasdaq up 0.2 pct   (Updates to afternoon trading, changes byline)  US STOCKS-S&P; 500, Dow dip as DuPont warns; Nasdaq edges up * Indexes: Dow off 0.2 pct, S&P; down 0.1 pct, Nasdaq up 0.2 pct   (Updates to afternoon trading, changes byline) * Indexes: Dow off 0.2 pct, S&P; flat, Nasdaq up 0.2 pct   (Updates to midday trading)US STOCKS-S&P; 500, Dow dip as DuPont warns; Nasdaq edges up * Indexes: Dow off 0.2 pct, S&P; down 0.1 pct, Nasdaq up 0.2 pct   (Updates to afternoon trading, changes byline)  * Nike rallies after results; DuPont cuts outlook, shares fallUS STOCKS-S&P; 500 flat, on track to close slightly lower on weekUS STOCKS-S&P; 500, Dow dip as DuPont warns; Nasdaq edges up * Indexes: Dow off 0.2 pct, S&P; down 0.1 pct, Nasdaq up 0.2 pct   (Updates to afternoon trading, changes byline)  US STOCKS-S&P; 500, Dow dip as DuPont warns; Nasdaq edges up * Indexes: Dow off 0.2 pct, S&P; down 0.1 pct, Nasdaq up 0.2 pct   (Updates to afternoon trading, changes byline) * Indexes: Dow off 0.2 pct, S&P; flat, Nasdaq up 0.2 pct   (Updates to midday trading)US STOCKS-S&P; 500, Dow dip as DuPont warns; Nasdaq edges up * Indexes: Dow off 0.2 pct, S&P; down 0.1 pct, Nasdaq up 0.2 pct   (Updates to afternoon trading, changes byline)    US STOCKS-Wall St edges lower, on track for weekly lossUS STOCKS-S&P; 500 flat, on track to close slightly lower on weekUS STOCKS-S&P; 500, Dow dip as DuPont warns; Nasdaq edges up * Indexes: Dow off 0.2 pct, S&P; down 0.1 pct, Nasdaq up 0.2 pct   (Updates to afternoon trading, changes byline)  US STOCKS-S&P; 500, Dow dip as DuPont warns; Nasdaq edges up * Indexes: Dow off 0.2 pct, S&P; down 0.1 pct, Nasdaq up 0.2 pct   (Updates to afternoon trading, changes byline) * Indexes: Dow off 0.2 pct, S&P; flat, Nasdaq up 0.2 pct   (Updates to midday trading)US STOCKS-S&P; 500, Dow dip as DuPont warns; Nasdaq edges up * Indexes: Dow off 0.2 pct, S&P; down 0.1 pct, Nasdaq up 0.2 pct   (Updates to afternoon trading, changes byline)   US STOCKS-S&P; 500 flat, on track to close slightly lower on weekUS STOCKS-S&P; 500, Dow dip as DuPont warns; Nasdaq edges up * Indexes: Dow off 0.2 pct, S&P; down 0.1 pct, Nasdaq up 0.2 pct   (Updates to afternoon trading, changes byline)  US STOCKS-S&P; 500, Dow dip as DuPont warns; Nasdaq edges up * Indexes: Dow off 0.2 pct, S&P; down 0.1 pct, Nasdaq up 0.2 pct   (Updates to afternoon trading, changes byline) * Indexes: Dow off 0.2 pct, S&P; flat, Nasdaq up 0.2 pct   (Updates to midday trading)US STOCKS-S&P; 500, Dow dip as DuPont warns; Nasdaq edges up * Indexes: Dow off 0.2 pct, S&P; down 0.1 pct, Nasdaq up 0.2 pct   (Updates to afternoon trading, changes byline)  * Nike rallies after results; DuPont cuts outlook, shares fallUS STOCKS-S&P; 500 flat, on track to close slightly lower on weekUS STOCKS-S&P; 500, Dow dip as DuPont warns; Nasdaq edges up * Indexes: Dow off 0.2 pct, S&P; down 0.1 pct, Nasdaq up 0.2 pct   (Updates to afternoon trading, changes byline)  US STOCKS-S&P; 500, Dow dip as DuPont warns; Nasdaq edges up * Indexes: Dow off 0.2 pct, S&P; down 0.1 pct, Nasdaq up 0.2 pct   (Updates to afternoon trading, changes byline) * Indexes: Dow off 0.2 pct, S&P; flat, Nasdaq up 0.2 pct   (Updates to midday trading)US STOCKS-S&P; 500, Dow dip as DuPont warns; Nasdaq edges up * Indexes: Dow off 0.2 pct, S&P; down 0.1 pct, Nasdaq up 0.2 pct   (Updates to afternoon trading, changes byline)   NEW YORK, June 27 U.S. stocks edged lower at the open on Friday, with materials weighing the most after DuPont lowered its quarterly and yearly outlooks.US STOCKS-Wall St edges lower, on track for weekly lossUS STOCKS-S&P; 500 flat, on track to close slightly lower on weekUS STOCKS-S&P; 500, Dow dip as DuPont warns; Nasdaq edges up * Indexes: Dow off 0.2 pct, S&P; down 0.1 pct, Nasdaq up 0.2 pct   (Updates to afternoon trading, changes byline)  US STOCKS-S&P; 500, Dow dip as DuPont warns; Nasdaq edges up * Indexes: Dow off 0.2 pct, S&P; down 0.1 pct, Nasdaq up 0.2 pct   (Updates to afternoon trading, changes byline) * Indexes: Dow off 0.2 pct, S&P; flat, Nasdaq up 0.2 pct   (Updates to midday trading)US STOCKS-S&P; 500, Dow dip as DuPont warns; Nasdaq edges up * Indexes: Dow off 0.2 pct, S&P; down 0.1 pct, Nasdaq up 0.2 pct   (Updates to afternoon trading, changes byline)   US STOCKS-S&P; 500 flat, on track to close slightly lower on weekUS STOCKS-S&P; 500, Dow dip as DuPont warns; Nasdaq edges up * Indexes: Dow off 0.2 pct, S&P; down 0.1 pct, Nasdaq up 0.2 pct   (Updates to afternoon trading, changes byline)  US STOCKS-S&P; 500, Dow dip as DuPont warns; Nasdaq edges up * Indexes: Dow off 0.2 pct, S&P; down 0.1 pct, Nasdaq up 0.2 pct   (Updates to afternoon trading, changes byline) * Indexes: Dow off 0.2 pct, S&P; flat, Nasdaq up 0.2 pct   (Updates to midday trading)US STOCKS-S&P; 500, Dow dip as DuPont warns; Nasdaq edges up * Indexes: Dow off 0.2 pct, S&P; down 0.1 pct, Nasdaq up 0.2 pct   (Updates to afternoon trading, changes byline)  * Nike rallies after results; DuPont cuts outlook, shares fallUS STOCKS-S&P; 500 flat, on track to close slightly lower on weekUS STOCKS-S&P; 500, Dow dip as DuPont warns; Nasdaq edges up * Indexes: Dow off 0.2 pct, S&P; down 0.1 pct, Nasdaq up 0.2 pct   (Updates to afternoon trading, changes byline)  US STOCKS-S&P; 500, Dow dip as DuPont warns; Nasdaq edges up * Indexes: Dow off 0.2 pct, S&P; down 0.1 pct, Nasdaq up 0.2 pct   (Updates to afternoon trading, changes byline) * Indexes: Dow off 0.2 pct, S&P; flat, Nasdaq up 0.2 pct   (Updates to midday trading)US STOCKS-S&P; 500, Dow dip as DuPont warns; Nasdaq edges up * Indexes: Dow off 0.2 pct, S&P; down 0.1 pct, Nasdaq up 0.2 pct   (Updates to afternoon trading, changes byline)    
GM,GM recalls 194,107 Buicks in China due to headlight issueGM recalls 194,107 Buicks in China due to headlight issueExclusive: Air bag accident, lawsuit led to GM Cruze recall DETROIT/NEW YORK An accident that left a Georgia woman blind in one eye and a subsequent lawsuit led to General Motors Co's recall of about 33,000 Chevrolet Cruze sedans in North America for potentially defective air bags made by Takata Corp.  Exclusive: Air bag accident, lawsuit led to GM Cruze recall DETROIT/NEW YORK An accident that left a Georgia woman blind in one eye and a subsequent lawsuit led to General Motors Co's recall of about 33,000 Chevrolet Cruze sedans in North America for potentially defective air bags made by Takata Corp. SHANGHAI A joint venture of General Motors Co  in China will recall 194,107 locally made Buick vehicles due to Chinese consumer complaints about the cars' headlights, the country's quality watchdog said on Friday.Exclusive: Air bag accident, lawsuit led to GM Cruze recall DETROIT/NEW YORK An accident that left a Georgia woman blind in one eye and a subsequent lawsuit led to General Motors Co's recall of about 33,000 Chevrolet Cruze sedans in North America for potentially defective air bags made by Takata Corp.   GM recalls 194,107 Buicks in China due to headlight issueExclusive: Air bag accident, lawsuit led to GM Cruze recall DETROIT/NEW YORK An accident that left a Georgia woman blind in one eye and a subsequent lawsuit led to General Motors Co's recall of about 33,000 Chevrolet Cruze sedans in North America for potentially defective air bags made by Takata Corp.  Exclusive: Air bag accident, lawsuit led to GM Cruze recall DETROIT/NEW YORK An accident that left a Georgia woman blind in one eye and a subsequent lawsuit led to General Motors Co's recall of about 33,000 Chevrolet Cruze sedans in North America for potentially defective air bags made by Takata Corp. SHANGHAI A joint venture of General Motors Co  in China will recall 194,107 locally made Buick vehicles due to Chinese consumer complaints about the cars' headlights, the country's quality watchdog said on Friday.Exclusive: Air bag accident, lawsuit led to GM Cruze recall DETROIT/NEW YORK An accident that left a Georgia woman blind in one eye and a subsequent lawsuit led to General Motors Co's recall of about 33,000 Chevrolet Cruze sedans in North America for potentially defective air bags made by Takata Corp.  SHANGHAI, June 27 A joint venture of General Motors Co in China will recall 194,107 locally made Buick vehicles due to Chinese consumer complaints about the cars' headlights, the country's quality watchdog said on Friday.GM recalls 194,107 Buicks in China due to headlight issueExclusive: Air bag accident, lawsuit led to GM Cruze recall DETROIT/NEW YORK An accident that left a Georgia woman blind in one eye and a subsequent lawsuit led to General Motors Co's recall of about 33,000 Chevrolet Cruze sedans in North America for potentially defective air bags made by Takata Corp.  Exclusive: Air bag accident, lawsuit led to GM Cruze recall DETROIT/NEW YORK An accident that left a Georgia woman blind in one eye and a subsequent lawsuit led to General Motors Co's recall of about 33,000 Chevrolet Cruze sedans in North America for potentially defective air bags made by Takata Corp. SHANGHAI A joint venture of General Motors Co  in China will recall 194,107 locally made Buick vehicles due to Chinese consumer complaints about the cars' headlights, the country's quality watchdog said on Friday.Exclusive: Air bag accident, lawsuit led to GM Cruze recall DETROIT/NEW YORK An accident that left a Georgia woman blind in one eye and a subsequent lawsuit led to General Motors Co's recall of about 33,000 Chevrolet Cruze sedans in North America for potentially defective air bags made by Takata Corp.   
HPQ,EXCLUSIVE-HP to settle suits over Autonomy deal; make claim against ex-CEO Lynch June 27 Hewlett-Packard Co and attorneys representing shareholders have agreed to settle litigation over its troubled $11.1 billion acquisition of British software company Autonomy Corp, according to a source familiar with the negotiations. 
INTC,Intel's sales chief to step down, advise on corporate strategy SAN FRANCISCO, June 27 Intel Corp's  global sales and marketing chief, Thomas Kilroy, will cede his position upon his return from extended medical leave on July 17, taking on an advisory role instead. 
