AAPL,Apple set to introduce Apple Pay in Britain -TelegraphApple set to introduce Apple Pay in Britain: Telegraph Apple is planning to introduce its mobile payment system, Apple Pay, to Britain this summer, The Telegraph reported on Saturday, citing industry sources.  Apple set to introduce Apple Pay in Britain: Telegraph Apple is planning to introduce its mobile payment system, Apple Pay, to Britain this summer, The Telegraph reported on Saturday, citing industry sources. Apple is planning to introduce its mobile payment system, Apple Pay, to Britain this summer, The Telegraph reported on Saturday, citing industry sources.Apple set to introduce Apple Pay in Britain: Telegraph Apple is planning to introduce its mobile payment system, Apple Pay, to Britain this summer, The Telegraph reported on Saturday, citing industry sources.  
GE,GE nears deal to sell private-equity lending unit to Canada's biggest pension fund - WSJRPT-GE nears deal to sell private-equity lending unit to Canada's biggest pension fund - WSJUPDATE 2-GE close to selling private equity lender to top Canada pension fund NEW YORK, June 7 General Electric Co is nearing an agreement to sell its private equity lending unit to the Canada Pension Plan Investment Board, Canada's biggest pension fund, according to a source familiar with the matter.  UPDATE 2-GE close to selling private equity lender to top Canada pension fund NEW YORK, June 7 General Electric Co is nearing an agreement to sell its private equity lending unit to the Canada Pension Plan Investment Board, Canada's biggest pension fund, according to a source familiar with the matter. NEW YORK, June 7 General Electric Co is nearing an agreement to sell its private-equity lending unit to Canada's biggest pension fund, the Wall Street Journal reported on Sunday.UPDATE 2-GE close to selling private equity lender to top Canada pension fund NEW YORK, June 7 General Electric Co is nearing an agreement to sell its private equity lending unit to the Canada Pension Plan Investment Board, Canada's biggest pension fund, according to a source familiar with the matter.   RPT-GE nears deal to sell private-equity lending unit to Canada's biggest pension fund - WSJUPDATE 2-GE close to selling private equity lender to top Canada pension fund NEW YORK, June 7 General Electric Co is nearing an agreement to sell its private equity lending unit to the Canada Pension Plan Investment Board, Canada's biggest pension fund, according to a source familiar with the matter.  UPDATE 2-GE close to selling private equity lender to top Canada pension fund NEW YORK, June 7 General Electric Co is nearing an agreement to sell its private equity lending unit to the Canada Pension Plan Investment Board, Canada's biggest pension fund, according to a source familiar with the matter. NEW YORK, June 7 General Electric Co is nearing an agreement to sell its private-equity lending unit to Canada's biggest pension fund, the Wall Street Journal reported on Sunday.UPDATE 2-GE close to selling private equity lender to top Canada pension fund NEW YORK, June 7 General Electric Co is nearing an agreement to sell its private equity lending unit to the Canada Pension Plan Investment Board, Canada's biggest pension fund, according to a source familiar with the matter.  NEW YORK, June 7 General Electric Co is nearing an agreement to sell its private-equity lending unit to Canada's biggest pension fund, the Wall Street Journal reported on Sunday.RPT-GE nears deal to sell private-equity lending unit to Canada's biggest pension fund - WSJUPDATE 2-GE close to selling private equity lender to top Canada pension fund NEW YORK, June 7 General Electric Co is nearing an agreement to sell its private equity lending unit to the Canada Pension Plan Investment Board, Canada's biggest pension fund, according to a source familiar with the matter.  UPDATE 2-GE close to selling private equity lender to top Canada pension fund NEW YORK, June 7 General Electric Co is nearing an agreement to sell its private equity lending unit to the Canada Pension Plan Investment Board, Canada's biggest pension fund, according to a source familiar with the matter. NEW YORK, June 7 General Electric Co is nearing an agreement to sell its private-equity lending unit to Canada's biggest pension fund, the Wall Street Journal reported on Sunday.UPDATE 2-GE close to selling private equity lender to top Canada pension fund NEW YORK, June 7 General Electric Co is nearing an agreement to sell its private equity lending unit to the Canada Pension Plan Investment Board, Canada's biggest pension fund, according to a source familiar with the matter.   
RTN,US, Japan say first test of Raytheon's new SM-3 missile a success WASHINGTON, June 7 The United States and Japan on Sunday announced the first live fire test of Raytheon Co's  new Standard Missile-3 (SM-3) Block IIA missile that is being jointly developed by the two countries for a combined cost of around $2 billion. 
