AGN,RPT-Ira Sohn: Coatue's Laffont sees Liberty Global's stock price climbingUPDATE 1-Allergan shareholder Ackman warns against pursuing deals beyond Valeant May 5 Activist investor William Ackman, Allergan Inc's largest shareholder, has cautioned the company against pursuing any alternative deal that did not offer a better value than Valeant Pharmaceuticals International Inc's  $47 billion bid.  UPDATE 1-Allergan shareholder Ackman warns against pursuing deals beyond Valeant May 5 Activist investor William Ackman, Allergan Inc's largest shareholder, has cautioned the company against pursuing any alternative deal that did not offer a better value than Valeant Pharmaceuticals International Inc's  $47 billion bid. NEW YORK, May 5 Hedge fund manager Philippe Laffont recommended Liberty Global Plc at an investment conference on Monday, saying that fresh demand in broadband services will help boost growth at the company.UPDATE 1-Allergan shareholder Ackman warns against pursuing deals beyond Valeant May 5 Activist investor William Ackman, Allergan Inc's largest shareholder, has cautioned the company against pursuing any alternative deal that did not offer a better value than Valeant Pharmaceuticals International Inc's  $47 billion bid.  
AIG,AIG profit falls 27 pctUPDATE 1-AIG's income from premiums fall, shares downAIG's income from premiums fall, shares down American International Group Inc  posted a 27 percent fall in quarterly income, hurt by a drop in earnings from premiums and higher disaster losses in its core property and casualty insurance business.  AIG's income from premiums fall, shares down American International Group Inc  posted a 27 percent fall in quarterly income, hurt by a drop in earnings from premiums and higher disaster losses in its core property and casualty insurance business. (Adds details, compares with estimates, updates share movement)AIG's income from premiums fall, shares down American International Group Inc  posted a 27 percent fall in quarterly income, hurt by a drop in earnings from premiums and higher disaster losses in its core property and casualty insurance business.   UPDATE 1-AIG's income from premiums fall, shares downAIG's income from premiums fall, shares down American International Group Inc  posted a 27 percent fall in quarterly income, hurt by a drop in earnings from premiums and higher disaster losses in its core property and casualty insurance business.  AIG's income from premiums fall, shares down American International Group Inc  posted a 27 percent fall in quarterly income, hurt by a drop in earnings from premiums and higher disaster losses in its core property and casualty insurance business. (Adds details, compares with estimates, updates share movement)AIG's income from premiums fall, shares down American International Group Inc  posted a 27 percent fall in quarterly income, hurt by a drop in earnings from premiums and higher disaster losses in its core property and casualty insurance business.  May 5 American International Group Inc  posted a 27 percent fall in quarterly profit on Monday, hurt by higher catastrophe losses at its core property and casualty insurance business.UPDATE 1-AIG's income from premiums fall, shares downAIG's income from premiums fall, shares down American International Group Inc  posted a 27 percent fall in quarterly income, hurt by a drop in earnings from premiums and higher disaster losses in its core property and casualty insurance business.  AIG's income from premiums fall, shares down American International Group Inc  posted a 27 percent fall in quarterly income, hurt by a drop in earnings from premiums and higher disaster losses in its core property and casualty insurance business. (Adds details, compares with estimates, updates share movement)AIG's income from premiums fall, shares down American International Group Inc  posted a 27 percent fall in quarterly income, hurt by a drop in earnings from premiums and higher disaster losses in its core property and casualty insurance business.   
APC,Anadarko reports quarterly loss on Tronox settlement May 5 Anadarko Petroleum Corp on Monday reported a big quarterly loss compared with a year-ago profit as the U.S. oil and gas company paid a previously announced $5.15 billion settlement related to Tronox Ltd litigation. 
