AA,Barrick to partner with Ma'aden on Saudi Arabian copper asset TORONTO, July 13 Barrick Gold said on Sunday it is forming a joint venture with Saudi Arabian Mining Co  (Ma'aden) to run its Jabal Sayid copper asset in the kingdom, a move that could see the long-delayed mine finally begin production in late 2015. 
AAL,AIRSHOW-American Airlines picks CFM for $2.6 bln engine dealAmerican Airlines picks CFM for $2.6 billion engine deal FARNBOROUGH England CFM International, a joint venture between General Electric Aviation and Safran of France, said on Sunday that it had been picked by American Airlines Group to provide engines for 100 Airbus A320neo jets the airline has on order.  American Airlines picks CFM for $2.6 billion engine deal FARNBOROUGH England CFM International, a joint venture between General Electric Aviation and Safran of France, said on Sunday that it had been picked by American Airlines Group to provide engines for 100 Airbus A320neo jets the airline has on order. FARNBOROUGH, England, July 13 CFM International, a joint venture between General Electric Aviation and Safran of France, said on Sunday that it had been picked by American Airlines Group to provide engines for 100 Airbus A320neo jets the airline has on order.American Airlines picks CFM for $2.6 billion engine deal FARNBOROUGH England CFM International, a joint venture between General Electric Aviation and Safran of France, said on Sunday that it had been picked by American Airlines Group to provide engines for 100 Airbus A320neo jets the airline has on order.  
