T,AT&T; helped U.S. NSA in spying on Internet traffic -N.Y. Times WASHINGTON, Aug 15 Telecommunications powerhouse AT&T; Inc has provided extensive assistance to the U.S. National Security Agency as the spy agency conducts surveillance on huge volumes of Internet traffic passing through the United States, the New York Times reported on Saturday, citing newly disclosed NSA documents. 
DIS,'Star Wars' land coming to Disney's California, Florida theme parksUPDATE 2-'Star Wars' land coming to Disney's California, Florida parks Anaheim, Calif., Aug 15 "Star Wars" is being transported from a galaxy far, far away to  California and Florida after Walt Disney Co announced on Saturday it was developing two new expansions at its theme parks that will bring the celebrated film franchise to life.  UPDATE 2-'Star Wars' land coming to Disney's California, Florida parks Anaheim, Calif., Aug 15 "Star Wars" is being transported from a galaxy far, far away to  California and Florida after Walt Disney Co announced on Saturday it was developing two new expansions at its theme parks that will bring the celebrated film franchise to life. LOS ANGELES, Aug 15 Walt Disney Co said on Saturday that it is developing two 14-acre "Star Wars" lands with rides and attractions at its Anaheim, California and Orlando, Florida theme parks.UPDATE 2-'Star Wars' land coming to Disney's California, Florida parks Anaheim, Calif., Aug 15 "Star Wars" is being transported from a galaxy far, far away to  California and Florida after Walt Disney Co announced on Saturday it was developing two new expansions at its theme parks that will bring the celebrated film franchise to life.  
