T,UPDATE 3-Verizon, Vodafone boards set to vote on $130 bln wireless dealUPDATE 2-Verizon, Vodafone to announce $130 bln US deal on Monday * Full terms expected after London stock market closes Monday  UPDATE 2-Verizon, Vodafone to announce $130 bln US deal on Monday * Full terms expected after London stock market closes Monday * Verizon plans to raise about $65 bln through loans, bondsUPDATE 2-Verizon, Vodafone to announce $130 bln US deal on Monday * Full terms expected after London stock market closes Monday  
GM,GM sees auto industry slowing in turbulent Middle East DUBAI, Sept 1 General Motors said it expected the automobile industry in the Middle East to show growth that is sustainable, but at a slower rate than in the last few years, hurt by uncertainty and political crisis in markets such as Egypt and Syria. 
VZ,UPDATE 3-Verizon, Vodafone boards set to vote on $130 bln wireless dealPRESS DIGEST-Sunday British Business-Sept 1Vodafone says in advanced talks on $130 bln Verizon stake saleUPDATE 2-Verizon, Vodafone to announce $130 bln US deal on Monday * Full terms expected after London stock market closes Monday  UPDATE 2-Verizon, Vodafone to announce $130 bln US deal on Monday * Full terms expected after London stock market closes Monday LONDON, Sept 1 Vodafone said on Sunday it was in advanced talks with Verizon Communications  about the sale of its 45 percent stake in Verizon Wireless for $130 billion in a mix of cash and shares.UPDATE 2-Verizon, Vodafone to announce $130 bln US deal on Monday * Full terms expected after London stock market closes Monday   Vodafone says in advanced talks on $130 bln Verizon stake saleUPDATE 2-Verizon, Vodafone to announce $130 bln US deal on Monday * Full terms expected after London stock market closes Monday  UPDATE 2-Verizon, Vodafone to announce $130 bln US deal on Monday * Full terms expected after London stock market closes Monday LONDON, Sept 1 Vodafone said on Sunday it was in advanced talks with Verizon Communications  about the sale of its 45 percent stake in Verizon Wireless for $130 billion in a mix of cash and shares.UPDATE 2-Verizon, Vodafone to announce $130 bln US deal on Monday * Full terms expected after London stock market closes Monday  LONDON, Sept 1 British newspapers reported the following business stories on Sunday:Vodafone says in advanced talks on $130 bln Verizon stake saleUPDATE 2-Verizon, Vodafone to announce $130 bln US deal on Monday * Full terms expected after London stock market closes Monday  UPDATE 2-Verizon, Vodafone to announce $130 bln US deal on Monday * Full terms expected after London stock market closes Monday LONDON, Sept 1 Vodafone said on Sunday it was in advanced talks with Verizon Communications  about the sale of its 45 percent stake in Verizon Wireless for $130 billion in a mix of cash and shares.UPDATE 2-Verizon, Vodafone to announce $130 bln US deal on Monday * Full terms expected after London stock market closes Monday    PRESS DIGEST-Sunday British Business-Sept 1Vodafone says in advanced talks on $130 bln Verizon stake saleUPDATE 2-Verizon, Vodafone to announce $130 bln US deal on Monday * Full terms expected after London stock market closes Monday  UPDATE 2-Verizon, Vodafone to announce $130 bln US deal on Monday * Full terms expected after London stock market closes Monday LONDON, Sept 1 Vodafone said on Sunday it was in advanced talks with Verizon Communications  about the sale of its 45 percent stake in Verizon Wireless for $130 billion in a mix of cash and shares.UPDATE 2-Verizon, Vodafone to announce $130 bln US deal on Monday * Full terms expected after London stock market closes Monday   Vodafone says in advanced talks on $130 bln Verizon stake saleUPDATE 2-Verizon, Vodafone to announce $130 bln US deal on Monday * Full terms expected after London stock market closes Monday  UPDATE 2-Verizon, Vodafone to announce $130 bln US deal on Monday * Full terms expected after London stock market closes Monday LONDON, Sept 1 Vodafone said on Sunday it was in advanced talks with Verizon Communications  about the sale of its 45 percent stake in Verizon Wireless for $130 billion in a mix of cash and shares.UPDATE 2-Verizon, Vodafone to announce $130 bln US deal on Monday * Full terms expected after London stock market closes Monday  LONDON, Sept 1 British newspapers reported the following business stories on Sunday:Vodafone says in advanced talks on $130 bln Verizon stake saleUPDATE 2-Verizon, Vodafone to announce $130 bln US deal on Monday * Full terms expected after London stock market closes Monday  UPDATE 2-Verizon, Vodafone to announce $130 bln US deal on Monday * Full terms expected after London stock market closes Monday LONDON, Sept 1 Vodafone said on Sunday it was in advanced talks with Verizon Communications  about the sale of its 45 percent stake in Verizon Wireless for $130 billion in a mix of cash and shares.UPDATE 2-Verizon, Vodafone to announce $130 bln US deal on Monday * Full terms expected after London stock market closes Monday   * Verizon plans to raise about $65 bln through loans, bondsPRESS DIGEST-Sunday British Business-Sept 1Vodafone says in advanced talks on $130 bln Verizon stake saleUPDATE 2-Verizon, Vodafone to announce $130 bln US deal on Monday * Full terms expected after London stock market closes Monday  UPDATE 2-Verizon, Vodafone to announce $130 bln US deal on Monday * Full terms expected after London stock market closes Monday LONDON, Sept 1 Vodafone said on Sunday it was in advanced talks with Verizon Communications  about the sale of its 45 percent stake in Verizon Wireless for $130 billion in a mix of cash and shares.UPDATE 2-Verizon, Vodafone to announce $130 bln US deal on Monday * Full terms expected after London stock market closes Monday   Vodafone says in advanced talks on $130 bln Verizon stake saleUPDATE 2-Verizon, Vodafone to announce $130 bln US deal on Monday * Full terms expected after London stock market closes Monday  UPDATE 2-Verizon, Vodafone to announce $130 bln US deal on Monday * Full terms expected after London stock market closes Monday LONDON, Sept 1 Vodafone said on Sunday it was in advanced talks with Verizon Communications  about the sale of its 45 percent stake in Verizon Wireless for $130 billion in a mix of cash and shares.UPDATE 2-Verizon, Vodafone to announce $130 bln US deal on Monday * Full terms expected after London stock market closes Monday  LONDON, Sept 1 British newspapers reported the following business stories on Sunday:Vodafone says in advanced talks on $130 bln Verizon stake saleUPDATE 2-Verizon, Vodafone to announce $130 bln US deal on Monday * Full terms expected after London stock market closes Monday  UPDATE 2-Verizon, Vodafone to announce $130 bln US deal on Monday * Full terms expected after London stock market closes Monday LONDON, Sept 1 Vodafone said on Sunday it was in advanced talks with Verizon Communications  about the sale of its 45 percent stake in Verizon Wireless for $130 billion in a mix of cash and shares.UPDATE 2-Verizon, Vodafone to announce $130 bln US deal on Monday * Full terms expected after London stock market closes Monday    
