APC,Anadarko Petroleum to slash 1,000 jobs Oil and gas producer Anadarko Petroleum Corp plans to cut about 1,000 jobs, a company spokesman told Reuters. 
AAPL,UPDATE 3-U.S. government calls Apple rhetoric 'false' in iPhone caseApple lawyer says U.S. Justice Dept attempting to 'smear' companyU.S. government calls Apple rhetoric 'false' in iPhone caseApple lawyer says U.S. Justice Dept attempting to 'smear' companyApple sets March 21 event, Wall Street sees new, smaller iPhone Apple Inc  sent an invite to reporters on Thursday for an event at its Cupertino, California headquarters on March 21, possibly signaling the unveiling of a new, smaller iPhone. | Video   Apple sets March 21 event, Wall Street sees new, smaller iPhone Apple Inc  sent an invite to reporters on Thursday for an event at its Cupertino, California headquarters on March 21, possibly signaling the unveiling of a new, smaller iPhone. | Video  WASHINGTON Apple accused the U.S. Justice Department on Thursday of trying to "smear" the company by trafficking in "desperate" and "unsubstantiated" claims in its ongoing quest to force the company to help unlock an encrypted iPhone linked to one of the San Bernardino, California shooters.Apple sets March 21 event, Wall Street sees new, smaller iPhone Apple Inc  sent an invite to reporters on Thursday for an event at its Cupertino, California headquarters on March 21, possibly signaling the unveiling of a new, smaller iPhone. | Video    Apple lawyer says U.S. Justice Dept attempting to 'smear' companyApple sets March 21 event, Wall Street sees new, smaller iPhone Apple Inc  sent an invite to reporters on Thursday for an event at its Cupertino, California headquarters on March 21, possibly signaling the unveiling of a new, smaller iPhone. | Video   Apple sets March 21 event, Wall Street sees new, smaller iPhone Apple Inc  sent an invite to reporters on Thursday for an event at its Cupertino, California headquarters on March 21, possibly signaling the unveiling of a new, smaller iPhone. | Video  WASHINGTON Apple accused the U.S. Justice Department on Thursday of trying to "smear" the company by trafficking in "desperate" and "unsubstantiated" claims in its ongoing quest to force the company to help unlock an encrypted iPhone linked to one of the San Bernardino, California shooters.Apple sets March 21 event, Wall Street sees new, smaller iPhone Apple Inc  sent an invite to reporters on Thursday for an event at its Cupertino, California headquarters on March 21, possibly signaling the unveiling of a new, smaller iPhone. | Video   The U.S. Justice Department on Thursday said Apple Inc's rhetoric was "false" in a high-profile fight over the government's bid to unlock an encrypted iPhone belonging to one of the San Bernardino shooters.Apple lawyer says U.S. Justice Dept attempting to 'smear' companyApple sets March 21 event, Wall Street sees new, smaller iPhone Apple Inc  sent an invite to reporters on Thursday for an event at its Cupertino, California headquarters on March 21, possibly signaling the unveiling of a new, smaller iPhone. | Video   Apple sets March 21 event, Wall Street sees new, smaller iPhone Apple Inc  sent an invite to reporters on Thursday for an event at its Cupertino, California headquarters on March 21, possibly signaling the unveiling of a new, smaller iPhone. | Video  WASHINGTON Apple accused the U.S. Justice Department on Thursday of trying to "smear" the company by trafficking in "desperate" and "unsubstantiated" claims in its ongoing quest to force the company to help unlock an encrypted iPhone linked to one of the San Bernardino, California shooters.Apple sets March 21 event, Wall Street sees new, smaller iPhone Apple Inc  sent an invite to reporters on Thursday for an event at its Cupertino, California headquarters on March 21, possibly signaling the unveiling of a new, smaller iPhone. | Video     U.S. government calls Apple rhetoric 'false' in iPhone caseApple lawyer says U.S. Justice Dept attempting to 'smear' companyApple sets March 21 event, Wall Street sees new, smaller iPhone Apple Inc  sent an invite to reporters on Thursday for an event at its Cupertino, California headquarters on March 21, possibly signaling the unveiling of a new, smaller iPhone. | Video   Apple sets March 21 event, Wall Street sees new, smaller iPhone Apple Inc  sent an invite to reporters on Thursday for an event at its Cupertino, California headquarters on March 21, possibly signaling the unveiling of a new, smaller iPhone. | Video  WASHINGTON Apple accused the U.S. Justice Department on Thursday of trying to "smear" the company by trafficking in "desperate" and "unsubstantiated" claims in its ongoing quest to force the company to help unlock an encrypted iPhone linked to one of the San Bernardino, California shooters.Apple sets March 21 event, Wall Street sees new, smaller iPhone Apple Inc  sent an invite to reporters on Thursday for an event at its Cupertino, California headquarters on March 21, possibly signaling the unveiling of a new, smaller iPhone. | Video    Apple lawyer says U.S. Justice Dept attempting to 'smear' companyApple sets March 21 event, Wall Street sees new, smaller iPhone Apple Inc  sent an invite to reporters on Thursday for an event at its Cupertino, California headquarters on March 21, possibly signaling the unveiling of a new, smaller iPhone. | Video   Apple sets March 21 event, Wall Street sees new, smaller iPhone Apple Inc  sent an invite to reporters on Thursday for an event at its Cupertino, California headquarters on March 21, possibly signaling the unveiling of a new, smaller iPhone. | Video  WASHINGTON Apple accused the U.S. Justice Department on Thursday of trying to "smear" the company by trafficking in "desperate" and "unsubstantiated" claims in its ongoing quest to force the company to help unlock an encrypted iPhone linked to one of the San Bernardino, California shooters.Apple sets March 21 event, Wall Street sees new, smaller iPhone Apple Inc  sent an invite to reporters on Thursday for an event at its Cupertino, California headquarters on March 21, possibly signaling the unveiling of a new, smaller iPhone. | Video   The U.S. Justice Department on Thursday said Apple Inc's rhetoric was "false" in a high-profile fight over the government's bid to unlock an encrypted iPhone belonging to one of the San Bernardino shooters.Apple lawyer says U.S. Justice Dept attempting to 'smear' companyApple sets March 21 event, Wall Street sees new, smaller iPhone Apple Inc  sent an invite to reporters on Thursday for an event at its Cupertino, California headquarters on March 21, possibly signaling the unveiling of a new, smaller iPhone. | Video   Apple sets March 21 event, Wall Street sees new, smaller iPhone Apple Inc  sent an invite to reporters on Thursday for an event at its Cupertino, California headquarters on March 21, possibly signaling the unveiling of a new, smaller iPhone. | Video  WASHINGTON Apple accused the U.S. Justice Department on Thursday of trying to "smear" the company by trafficking in "desperate" and "unsubstantiated" claims in its ongoing quest to force the company to help unlock an encrypted iPhone linked to one of the San Bernardino, California shooters.Apple sets March 21 event, Wall Street sees new, smaller iPhone Apple Inc  sent an invite to reporters on Thursday for an event at its Cupertino, California headquarters on March 21, possibly signaling the unveiling of a new, smaller iPhone. | Video    WASHINGTON, March 10 Apple accused the U.S. Justice Department on Thursday of trying to "smear" the company by trafficking in "desperate" and "unsubstantiated" claims in its ongoing quest to force the company to help unlock an encrypted iPhone linked to one of the San Bernardino, California shooters.U.S. government calls Apple rhetoric 'false' in iPhone caseApple lawyer says U.S. Justice Dept attempting to 'smear' companyApple sets March 21 event, Wall Street sees new, smaller iPhone Apple Inc  sent an invite to reporters on Thursday for an event at its Cupertino, California headquarters on March 21, possibly signaling the unveiling of a new, smaller iPhone. | Video   Apple sets March 21 event, Wall Street sees new, smaller iPhone Apple Inc  sent an invite to reporters on Thursday for an event at its Cupertino, California headquarters on March 21, possibly signaling the unveiling of a new, smaller iPhone. | Video  WASHINGTON Apple accused the U.S. Justice Department on Thursday of trying to "smear" the company by trafficking in "desperate" and "unsubstantiated" claims in its ongoing quest to force the company to help unlock an encrypted iPhone linked to one of the San Bernardino, California shooters.Apple sets March 21 event, Wall Street sees new, smaller iPhone Apple Inc  sent an invite to reporters on Thursday for an event at its Cupertino, California headquarters on March 21, possibly signaling the unveiling of a new, smaller iPhone. | Video    Apple lawyer says U.S. Justice Dept attempting to 'smear' companyApple sets March 21 event, Wall Street sees new, smaller iPhone Apple Inc  sent an invite to reporters on Thursday for an event at its Cupertino, California headquarters on March 21, possibly signaling the unveiling of a new, smaller iPhone. | Video   Apple sets March 21 event, Wall Street sees new, smaller iPhone Apple Inc  sent an invite to reporters on Thursday for an event at its Cupertino, California headquarters on March 21, possibly signaling the unveiling of a new, smaller iPhone. | Video  WASHINGTON Apple accused the U.S. Justice Department on Thursday of trying to "smear" the company by trafficking in "desperate" and "unsubstantiated" claims in its ongoing quest to force the company to help unlock an encrypted iPhone linked to one of the San Bernardino, California shooters.Apple sets March 21 event, Wall Street sees new, smaller iPhone Apple Inc  sent an invite to reporters on Thursday for an event at its Cupertino, California headquarters on March 21, possibly signaling the unveiling of a new, smaller iPhone. | Video   The U.S. Justice Department on Thursday said Apple Inc's rhetoric was "false" in a high-profile fight over the government's bid to unlock an encrypted iPhone belonging to one of the San Bernardino shooters.Apple lawyer says U.S. Justice Dept attempting to 'smear' companyApple sets March 21 event, Wall Street sees new, smaller iPhone Apple Inc  sent an invite to reporters on Thursday for an event at its Cupertino, California headquarters on March 21, possibly signaling the unveiling of a new, smaller iPhone. | Video   Apple sets March 21 event, Wall Street sees new, smaller iPhone Apple Inc  sent an invite to reporters on Thursday for an event at its Cupertino, California headquarters on March 21, possibly signaling the unveiling of a new, smaller iPhone. | Video  WASHINGTON Apple accused the U.S. Justice Department on Thursday of trying to "smear" the company by trafficking in "desperate" and "unsubstantiated" claims in its ongoing quest to force the company to help unlock an encrypted iPhone linked to one of the San Bernardino, California shooters.Apple sets March 21 event, Wall Street sees new, smaller iPhone Apple Inc  sent an invite to reporters on Thursday for an event at its Cupertino, California headquarters on March 21, possibly signaling the unveiling of a new, smaller iPhone. | Video      Apple lawyer says U.S. Justice Dept attempting to 'smear' companyU.S. government calls Apple rhetoric 'false' in iPhone caseApple lawyer says U.S. Justice Dept attempting to 'smear' companyApple sets March 21 event, Wall Street sees new, smaller iPhone Apple Inc  sent an invite to reporters on Thursday for an event at its Cupertino, California headquarters on March 21, possibly signaling the unveiling of a new, smaller iPhone. | Video   Apple sets March 21 event, Wall Street sees new, smaller iPhone Apple Inc  sent an invite to reporters on Thursday for an event at its Cupertino, California headquarters on March 21, possibly signaling the unveiling of a new, smaller iPhone. | Video  WASHINGTON Apple accused the U.S. Justice Department on Thursday of trying to "smear" the company by trafficking in "desperate" and "unsubstantiated" claims in its ongoing quest to force the company to help unlock an encrypted iPhone linked to one of the San Bernardino, California shooters.Apple sets March 21 event, Wall Street sees new, smaller iPhone Apple Inc  sent an invite to reporters on Thursday for an event at its Cupertino, California headquarters on March 21, possibly signaling the unveiling of a new, smaller iPhone. | Video    Apple lawyer says U.S. Justice Dept attempting to 'smear' companyApple sets March 21 event, Wall Street sees new, smaller iPhone Apple Inc  sent an invite to reporters on Thursday for an event at its Cupertino, California headquarters on March 21, possibly signaling the unveiling of a new, smaller iPhone. | Video   Apple sets March 21 event, Wall Street sees new, smaller iPhone Apple Inc  sent an invite to reporters on Thursday for an event at its Cupertino, California headquarters on March 21, possibly signaling the unveiling of a new, smaller iPhone. | Video  WASHINGTON Apple accused the U.S. Justice Department on Thursday of trying to "smear" the company by trafficking in "desperate" and "unsubstantiated" claims in its ongoing quest to force the company to help unlock an encrypted iPhone linked to one of the San Bernardino, California shooters.Apple sets March 21 event, Wall Street sees new, smaller iPhone Apple Inc  sent an invite to reporters on Thursday for an event at its Cupertino, California headquarters on March 21, possibly signaling the unveiling of a new, smaller iPhone. | Video   The U.S. Justice Department on Thursday said Apple Inc's rhetoric was "false" in a high-profile fight over the government's bid to unlock an encrypted iPhone belonging to one of the San Bernardino shooters.Apple lawyer says U.S. Justice Dept attempting to 'smear' companyApple sets March 21 event, Wall Street sees new, smaller iPhone Apple Inc  sent an invite to reporters on Thursday for an event at its Cupertino, California headquarters on March 21, possibly signaling the unveiling of a new, smaller iPhone. | Video   Apple sets March 21 event, Wall Street sees new, smaller iPhone Apple Inc  sent an invite to reporters on Thursday for an event at its Cupertino, California headquarters on March 21, possibly signaling the unveiling of a new, smaller iPhone. | Video  WASHINGTON Apple accused the U.S. Justice Department on Thursday of trying to "smear" the company by trafficking in "desperate" and "unsubstantiated" claims in its ongoing quest to force the company to help unlock an encrypted iPhone linked to one of the San Bernardino, California shooters.Apple sets March 21 event, Wall Street sees new, smaller iPhone Apple Inc  sent an invite to reporters on Thursday for an event at its Cupertino, California headquarters on March 21, possibly signaling the unveiling of a new, smaller iPhone. | Video     U.S. government calls Apple rhetoric 'false' in iPhone caseApple lawyer says U.S. Justice Dept attempting to 'smear' companyApple sets March 21 event, Wall Street sees new, smaller iPhone Apple Inc  sent an invite to reporters on Thursday for an event at its Cupertino, California headquarters on March 21, possibly signaling the unveiling of a new, smaller iPhone. | Video   Apple sets March 21 event, Wall Street sees new, smaller iPhone Apple Inc  sent an invite to reporters on Thursday for an event at its Cupertino, California headquarters on March 21, possibly signaling the unveiling of a new, smaller iPhone. | Video  WASHINGTON Apple accused the U.S. Justice Department on Thursday of trying to "smear" the company by trafficking in "desperate" and "unsubstantiated" claims in its ongoing quest to force the company to help unlock an encrypted iPhone linked to one of the San Bernardino, California shooters.Apple sets March 21 event, Wall Street sees new, smaller iPhone Apple Inc  sent an invite to reporters on Thursday for an event at its Cupertino, California headquarters on March 21, possibly signaling the unveiling of a new, smaller iPhone. | Video    Apple lawyer says U.S. Justice Dept attempting to 'smear' companyApple sets March 21 event, Wall Street sees new, smaller iPhone Apple Inc  sent an invite to reporters on Thursday for an event at its Cupertino, California headquarters on March 21, possibly signaling the unveiling of a new, smaller iPhone. | Video   Apple sets March 21 event, Wall Street sees new, smaller iPhone Apple Inc  sent an invite to reporters on Thursday for an event at its Cupertino, California headquarters on March 21, possibly signaling the unveiling of a new, smaller iPhone. | Video  WASHINGTON Apple accused the U.S. Justice Department on Thursday of trying to "smear" the company by trafficking in "desperate" and "unsubstantiated" claims in its ongoing quest to force the company to help unlock an encrypted iPhone linked to one of the San Bernardino, California shooters.Apple sets March 21 event, Wall Street sees new, smaller iPhone Apple Inc  sent an invite to reporters on Thursday for an event at its Cupertino, California headquarters on March 21, possibly signaling the unveiling of a new, smaller iPhone. | Video   The U.S. Justice Department on Thursday said Apple Inc's rhetoric was "false" in a high-profile fight over the government's bid to unlock an encrypted iPhone belonging to one of the San Bernardino shooters.Apple lawyer says U.S. Justice Dept attempting to 'smear' companyApple sets March 21 event, Wall Street sees new, smaller iPhone Apple Inc  sent an invite to reporters on Thursday for an event at its Cupertino, California headquarters on March 21, possibly signaling the unveiling of a new, smaller iPhone. | Video   Apple sets March 21 event, Wall Street sees new, smaller iPhone Apple Inc  sent an invite to reporters on Thursday for an event at its Cupertino, California headquarters on March 21, possibly signaling the unveiling of a new, smaller iPhone. | Video  WASHINGTON Apple accused the U.S. Justice Department on Thursday of trying to "smear" the company by trafficking in "desperate" and "unsubstantiated" claims in its ongoing quest to force the company to help unlock an encrypted iPhone linked to one of the San Bernardino, California shooters.Apple sets March 21 event, Wall Street sees new, smaller iPhone Apple Inc  sent an invite to reporters on Thursday for an event at its Cupertino, California headquarters on March 21, possibly signaling the unveiling of a new, smaller iPhone. | Video    WASHINGTON, March 10 Apple accused the U.S. Justice Department on Thursday of trying to "smear" the company by trafficking in "desperate" and "unsubstantiated" claims in its ongoing quest to force the company to help unlock an encrypted iPhone linked to one of the San Bernardino, California shooters.U.S. government calls Apple rhetoric 'false' in iPhone caseApple lawyer says U.S. Justice Dept attempting to 'smear' companyApple sets March 21 event, Wall Street sees new, smaller iPhone Apple Inc  sent an invite to reporters on Thursday for an event at its Cupertino, California headquarters on March 21, possibly signaling the unveiling of a new, smaller iPhone. | Video   Apple sets March 21 event, Wall Street sees new, smaller iPhone Apple Inc  sent an invite to reporters on Thursday for an event at its Cupertino, California headquarters on March 21, possibly signaling the unveiling of a new, smaller iPhone. | Video  WASHINGTON Apple accused the U.S. Justice Department on Thursday of trying to "smear" the company by trafficking in "desperate" and "unsubstantiated" claims in its ongoing quest to force the company to help unlock an encrypted iPhone linked to one of the San Bernardino, California shooters.Apple sets March 21 event, Wall Street sees new, smaller iPhone Apple Inc  sent an invite to reporters on Thursday for an event at its Cupertino, California headquarters on March 21, possibly signaling the unveiling of a new, smaller iPhone. | Video    Apple lawyer says U.S. Justice Dept attempting to 'smear' companyApple sets March 21 event, Wall Street sees new, smaller iPhone Apple Inc  sent an invite to reporters on Thursday for an event at its Cupertino, California headquarters on March 21, possibly signaling the unveiling of a new, smaller iPhone. | Video   Apple sets March 21 event, Wall Street sees new, smaller iPhone Apple Inc  sent an invite to reporters on Thursday for an event at its Cupertino, California headquarters on March 21, possibly signaling the unveiling of a new, smaller iPhone. | Video  WASHINGTON Apple accused the U.S. Justice Department on Thursday of trying to "smear" the company by trafficking in "desperate" and "unsubstantiated" claims in its ongoing quest to force the company to help unlock an encrypted iPhone linked to one of the San Bernardino, California shooters.Apple sets March 21 event, Wall Street sees new, smaller iPhone Apple Inc  sent an invite to reporters on Thursday for an event at its Cupertino, California headquarters on March 21, possibly signaling the unveiling of a new, smaller iPhone. | Video   The U.S. Justice Department on Thursday said Apple Inc's rhetoric was "false" in a high-profile fight over the government's bid to unlock an encrypted iPhone belonging to one of the San Bernardino shooters.Apple lawyer says U.S. Justice Dept attempting to 'smear' companyApple sets March 21 event, Wall Street sees new, smaller iPhone Apple Inc  sent an invite to reporters on Thursday for an event at its Cupertino, California headquarters on March 21, possibly signaling the unveiling of a new, smaller iPhone. | Video   Apple sets March 21 event, Wall Street sees new, smaller iPhone Apple Inc  sent an invite to reporters on Thursday for an event at its Cupertino, California headquarters on March 21, possibly signaling the unveiling of a new, smaller iPhone. | Video  WASHINGTON Apple accused the U.S. Justice Department on Thursday of trying to "smear" the company by trafficking in "desperate" and "unsubstantiated" claims in its ongoing quest to force the company to help unlock an encrypted iPhone linked to one of the San Bernardino, California shooters.Apple sets March 21 event, Wall Street sees new, smaller iPhone Apple Inc  sent an invite to reporters on Thursday for an event at its Cupertino, California headquarters on March 21, possibly signaling the unveiling of a new, smaller iPhone. | Video     March 10 The U.S. Justice Department on Thursday said Apple Inc's rhetoric was "false" in a high-profile fight over the government's bid to unlock an encrypted iPhone belonging to one of the San Bernardino shooters.Apple lawyer says U.S. Justice Dept attempting to 'smear' companyU.S. government calls Apple rhetoric 'false' in iPhone caseApple lawyer says U.S. Justice Dept attempting to 'smear' companyApple sets March 21 event, Wall Street sees new, smaller iPhone Apple Inc  sent an invite to reporters on Thursday for an event at its Cupertino, California headquarters on March 21, possibly signaling the unveiling of a new, smaller iPhone. | Video   Apple sets March 21 event, Wall Street sees new, smaller iPhone Apple Inc  sent an invite to reporters on Thursday for an event at its Cupertino, California headquarters on March 21, possibly signaling the unveiling of a new, smaller iPhone. | Video  WASHINGTON Apple accused the U.S. Justice Department on Thursday of trying to "smear" the company by trafficking in "desperate" and "unsubstantiated" claims in its ongoing quest to force the company to help unlock an encrypted iPhone linked to one of the San Bernardino, California shooters.Apple sets March 21 event, Wall Street sees new, smaller iPhone Apple Inc  sent an invite to reporters on Thursday for an event at its Cupertino, California headquarters on March 21, possibly signaling the unveiling of a new, smaller iPhone. | Video    Apple lawyer says U.S. Justice Dept attempting to 'smear' companyApple sets March 21 event, Wall Street sees new, smaller iPhone Apple Inc  sent an invite to reporters on Thursday for an event at its Cupertino, California headquarters on March 21, possibly signaling the unveiling of a new, smaller iPhone. | Video   Apple sets March 21 event, Wall Street sees new, smaller iPhone Apple Inc  sent an invite to reporters on Thursday for an event at its Cupertino, California headquarters on March 21, possibly signaling the unveiling of a new, smaller iPhone. | Video  WASHINGTON Apple accused the U.S. Justice Department on Thursday of trying to "smear" the company by trafficking in "desperate" and "unsubstantiated" claims in its ongoing quest to force the company to help unlock an encrypted iPhone linked to one of the San Bernardino, California shooters.Apple sets March 21 event, Wall Street sees new, smaller iPhone Apple Inc  sent an invite to reporters on Thursday for an event at its Cupertino, California headquarters on March 21, possibly signaling the unveiling of a new, smaller iPhone. | Video   The U.S. Justice Department on Thursday said Apple Inc's rhetoric was "false" in a high-profile fight over the government's bid to unlock an encrypted iPhone belonging to one of the San Bernardino shooters.Apple lawyer says U.S. Justice Dept attempting to 'smear' companyApple sets March 21 event, Wall Street sees new, smaller iPhone Apple Inc  sent an invite to reporters on Thursday for an event at its Cupertino, California headquarters on March 21, possibly signaling the unveiling of a new, smaller iPhone. | Video   Apple sets March 21 event, Wall Street sees new, smaller iPhone Apple Inc  sent an invite to reporters on Thursday for an event at its Cupertino, California headquarters on March 21, possibly signaling the unveiling of a new, smaller iPhone. | Video  WASHINGTON Apple accused the U.S. Justice Department on Thursday of trying to "smear" the company by trafficking in "desperate" and "unsubstantiated" claims in its ongoing quest to force the company to help unlock an encrypted iPhone linked to one of the San Bernardino, California shooters.Apple sets March 21 event, Wall Street sees new, smaller iPhone Apple Inc  sent an invite to reporters on Thursday for an event at its Cupertino, California headquarters on March 21, possibly signaling the unveiling of a new, smaller iPhone. | Video     U.S. government calls Apple rhetoric 'false' in iPhone caseApple lawyer says U.S. Justice Dept attempting to 'smear' companyApple sets March 21 event, Wall Street sees new, smaller iPhone Apple Inc  sent an invite to reporters on Thursday for an event at its Cupertino, California headquarters on March 21, possibly signaling the unveiling of a new, smaller iPhone. | Video   Apple sets March 21 event, Wall Street sees new, smaller iPhone Apple Inc  sent an invite to reporters on Thursday for an event at its Cupertino, California headquarters on March 21, possibly signaling the unveiling of a new, smaller iPhone. | Video  WASHINGTON Apple accused the U.S. Justice Department on Thursday of trying to "smear" the company by trafficking in "desperate" and "unsubstantiated" claims in its ongoing quest to force the company to help unlock an encrypted iPhone linked to one of the San Bernardino, California shooters.Apple sets March 21 event, Wall Street sees new, smaller iPhone Apple Inc  sent an invite to reporters on Thursday for an event at its Cupertino, California headquarters on March 21, possibly signaling the unveiling of a new, smaller iPhone. | Video    Apple lawyer says U.S. Justice Dept attempting to 'smear' companyApple sets March 21 event, Wall Street sees new, smaller iPhone Apple Inc  sent an invite to reporters on Thursday for an event at its Cupertino, California headquarters on March 21, possibly signaling the unveiling of a new, smaller iPhone. | Video   Apple sets March 21 event, Wall Street sees new, smaller iPhone Apple Inc  sent an invite to reporters on Thursday for an event at its Cupertino, California headquarters on March 21, possibly signaling the unveiling of a new, smaller iPhone. | Video  WASHINGTON Apple accused the U.S. Justice Department on Thursday of trying to "smear" the company by trafficking in "desperate" and "unsubstantiated" claims in its ongoing quest to force the company to help unlock an encrypted iPhone linked to one of the San Bernardino, California shooters.Apple sets March 21 event, Wall Street sees new, smaller iPhone Apple Inc  sent an invite to reporters on Thursday for an event at its Cupertino, California headquarters on March 21, possibly signaling the unveiling of a new, smaller iPhone. | Video   The U.S. Justice Department on Thursday said Apple Inc's rhetoric was "false" in a high-profile fight over the government's bid to unlock an encrypted iPhone belonging to one of the San Bernardino shooters.Apple lawyer says U.S. Justice Dept attempting to 'smear' companyApple sets March 21 event, Wall Street sees new, smaller iPhone Apple Inc  sent an invite to reporters on Thursday for an event at its Cupertino, California headquarters on March 21, possibly signaling the unveiling of a new, smaller iPhone. | Video   Apple sets March 21 event, Wall Street sees new, smaller iPhone Apple Inc  sent an invite to reporters on Thursday for an event at its Cupertino, California headquarters on March 21, possibly signaling the unveiling of a new, smaller iPhone. | Video  WASHINGTON Apple accused the U.S. Justice Department on Thursday of trying to "smear" the company by trafficking in "desperate" and "unsubstantiated" claims in its ongoing quest to force the company to help unlock an encrypted iPhone linked to one of the San Bernardino, California shooters.Apple sets March 21 event, Wall Street sees new, smaller iPhone Apple Inc  sent an invite to reporters on Thursday for an event at its Cupertino, California headquarters on March 21, possibly signaling the unveiling of a new, smaller iPhone. | Video    WASHINGTON, March 10 Apple accused the U.S. Justice Department on Thursday of trying to "smear" the company by trafficking in "desperate" and "unsubstantiated" claims in its ongoing quest to force the company to help unlock an encrypted iPhone linked to one of the San Bernardino, California shooters.U.S. government calls Apple rhetoric 'false' in iPhone caseApple lawyer says U.S. Justice Dept attempting to 'smear' companyApple sets March 21 event, Wall Street sees new, smaller iPhone Apple Inc  sent an invite to reporters on Thursday for an event at its Cupertino, California headquarters on March 21, possibly signaling the unveiling of a new, smaller iPhone. | Video   Apple sets March 21 event, Wall Street sees new, smaller iPhone Apple Inc  sent an invite to reporters on Thursday for an event at its Cupertino, California headquarters on March 21, possibly signaling the unveiling of a new, smaller iPhone. | Video  WASHINGTON Apple accused the U.S. Justice Department on Thursday of trying to "smear" the company by trafficking in "desperate" and "unsubstantiated" claims in its ongoing quest to force the company to help unlock an encrypted iPhone linked to one of the San Bernardino, California shooters.Apple sets March 21 event, Wall Street sees new, smaller iPhone Apple Inc  sent an invite to reporters on Thursday for an event at its Cupertino, California headquarters on March 21, possibly signaling the unveiling of a new, smaller iPhone. | Video    Apple lawyer says U.S. Justice Dept attempting to 'smear' companyApple sets March 21 event, Wall Street sees new, smaller iPhone Apple Inc  sent an invite to reporters on Thursday for an event at its Cupertino, California headquarters on March 21, possibly signaling the unveiling of a new, smaller iPhone. | Video   Apple sets March 21 event, Wall Street sees new, smaller iPhone Apple Inc  sent an invite to reporters on Thursday for an event at its Cupertino, California headquarters on March 21, possibly signaling the unveiling of a new, smaller iPhone. | Video  WASHINGTON Apple accused the U.S. Justice Department on Thursday of trying to "smear" the company by trafficking in "desperate" and "unsubstantiated" claims in its ongoing quest to force the company to help unlock an encrypted iPhone linked to one of the San Bernardino, California shooters.Apple sets March 21 event, Wall Street sees new, smaller iPhone Apple Inc  sent an invite to reporters on Thursday for an event at its Cupertino, California headquarters on March 21, possibly signaling the unveiling of a new, smaller iPhone. | Video   The U.S. Justice Department on Thursday said Apple Inc's rhetoric was "false" in a high-profile fight over the government's bid to unlock an encrypted iPhone belonging to one of the San Bernardino shooters.Apple lawyer says U.S. Justice Dept attempting to 'smear' companyApple sets March 21 event, Wall Street sees new, smaller iPhone Apple Inc  sent an invite to reporters on Thursday for an event at its Cupertino, California headquarters on March 21, possibly signaling the unveiling of a new, smaller iPhone. | Video   Apple sets March 21 event, Wall Street sees new, smaller iPhone Apple Inc  sent an invite to reporters on Thursday for an event at its Cupertino, California headquarters on March 21, possibly signaling the unveiling of a new, smaller iPhone. | Video  WASHINGTON Apple accused the U.S. Justice Department on Thursday of trying to "smear" the company by trafficking in "desperate" and "unsubstantiated" claims in its ongoing quest to force the company to help unlock an encrypted iPhone linked to one of the San Bernardino, California shooters.Apple sets March 21 event, Wall Street sees new, smaller iPhone Apple Inc  sent an invite to reporters on Thursday for an event at its Cupertino, California headquarters on March 21, possibly signaling the unveiling of a new, smaller iPhone. | Video      
ADSK,Autodesk settles with activist investors, appoints 3 directorsUPDATE 1-Autodesk settles with activist investors, appoints 3 directors March 11 Autodesk Inc said on Friday it had reached a settlement with two activist investors, appointing three directors to its board and avoiding a proxy fight ahead of its annual meeting.  UPDATE 1-Autodesk settles with activist investors, appoints 3 directors March 11 Autodesk Inc said on Friday it had reached a settlement with two activist investors, appointing three directors to its board and avoiding a proxy fight ahead of its annual meeting. March 11 AutoCAD design software maker Autodesk Inc said on Friday it had reached a settlement with activist investors Eminence Capital LP and Sachem Head Capital, and appointed three directors to its board.UPDATE 1-Autodesk settles with activist investors, appoints 3 directors March 11 Autodesk Inc said on Friday it had reached a settlement with two activist investors, appointing three directors to its board and avoiding a proxy fight ahead of its annual meeting.  
BLK,BlackRock CEO Fink says sees oil prices stuck in rangeUPDATE 1-BlackRock CEO Fink sees risks in China, negative rates ACAPULCO, Mexico, March 11 BlackRock Inc  Chief Executive Officer Larry Fink said on Friday that China may be the biggest hurdle to global financial markets and that central bankers are adding to risks with negative-interest rate policies.  UPDATE 1-BlackRock CEO Fink sees risks in China, negative rates ACAPULCO, Mexico, March 11 BlackRock Inc  Chief Executive Officer Larry Fink said on Friday that China may be the biggest hurdle to global financial markets and that central bankers are adding to risks with negative-interest rate policies. ACAPULCO, Mexico, March 11 BlackRock Inc  Chief Executive Officer Larry Fink said on  Friday that it is hard for him to see oil prices above $60 or below $30 per barrel for a while.UPDATE 1-BlackRock CEO Fink sees risks in China, negative rates ACAPULCO, Mexico, March 11 BlackRock Inc  Chief Executive Officer Larry Fink said on Friday that China may be the biggest hurdle to global financial markets and that central bankers are adding to risks with negative-interest rate policies.  
CMG,Chipotle co-CEOs 2015 compensation halved amid food-safety scare March 11 Chipotle Mexican Grill Inc's  co-chief executive officers' total compensation more than halved in 2015, a year when the one-time Wall Street darling lost flavor following a series of food-borne illnesses linked to its restaurants. 
C,Citigroup head of spot FX trading Bibbey resigns -sources LONDON, March 11 (IFR) - Citigroup's global head of spot FX trading Richard Bibbey has resigned, two people familiar with the matter said on Friday. 
CL,Colgate extends restructuring program, to cut more jobs March 10 Colgate-Palmolive Co said on Thursday it would cut more jobs under an extended restructuring program as the world's largest toothpaste maker grapples with tough macro-economic conditions, including a strong dollar. 
