AAPL,Apple hires corporate security officer amid legal battle with government - sourcesU.S. prosecutors, Apple to bring witnesses to hearing on locked iPhone WASHINGTON The U.S. government and Apple Inc  will be able to cross-examine the other's witnesses in a court hearing next week on whether the technology company must help federal investigators unlock an encrypted iPhone tied to one of the San Bernardino killers, Apple said.  U.S. prosecutors, Apple to bring witnesses to hearing on locked iPhone WASHINGTON The U.S. government and Apple Inc  will be able to cross-examine the other's witnesses in a court hearing next week on whether the technology company must help federal investigators unlock an encrypted iPhone tied to one of the San Bernardino killers, Apple said. SAN FRANCISCO, March 18 Apple Inc, amid a pitched battle with the U.S. government over law enforcement's desire to crack into iPhones,  has hired a new security executive to oversee its corporate digital defenses, people familiar with the matter said.U.S. prosecutors, Apple to bring witnesses to hearing on locked iPhone WASHINGTON The U.S. government and Apple Inc  will be able to cross-examine the other's witnesses in a court hearing next week on whether the technology company must help federal investigators unlock an encrypted iPhone tied to one of the San Bernardino killers, Apple said.  
YHOO,Anbang's Starwood bid is major Chinese prize for Taubman's PJT March 18 When Anbang Insurance Group acquired New York's Waldorf Astoria Hotel last year, the Chinese company gained more than one of the city's most iconic buildings. It got a base on Park Avenue across from the office of veteran dealmaker Paul Taubman. 
