GOOGL,INSIGHT-On China's fringes, cyber spies raise their game HONG KONG/SINGAPORE, Nov 30 Almost a year after students ended pro-democracy street protests in Hong Kong, they face an online battle against what Western security experts say are China-sponsored hackers using techniques rarely seen elsewhere. 
GOOG,INSIGHT-On China's fringes, cyber spies raise their game HONG KONG/SINGAPORE, Nov 30 Almost a year after students ended pro-democracy street protests in Hong Kong, they face an online battle against what Western security experts say are China-sponsored hackers using techniques rarely seen elsewhere. 
BA,UPDATE 1-India's SpiceJet to choose between Airbus and Boeing for plane orderSpiceJet to choose between Airbus and Boeing for plane order DUBAI SpiceJet is in talks with Boeing and Airbus to buy more than 150 planes, the airline’s chairman said on Sunday, predicting he would decide which manufacturer to place the order with by the end of March 2016.  SpiceJet to choose between Airbus and Boeing for plane order DUBAI SpiceJet is in talks with Boeing and Airbus to buy more than 150 planes, the airline’s chairman said on Sunday, predicting he would decide which manufacturer to place the order with by the end of March 2016. * To decide between Airbus A320 NEO and Boeing 737 Max -chairmanSpiceJet to choose between Airbus and Boeing for plane order DUBAI SpiceJet is in talks with Boeing and Airbus to buy more than 150 planes, the airline’s chairman said on Sunday, predicting he would decide which manufacturer to place the order with by the end of March 2016.  
GPS,Wall St Week Ahead-Holiday shopping unlikely to cheer many investors SAN FRANCISCO, Nov 29 The holiday shopping rush that kicked off on Friday is unlikely to bring much cheer to investors looking for a revival in retail stocks. 
