FB,Facebook shuttle drivers ratify new Teamsters contract-WSJ NEW YORK, Feb 22 Shuttle bus drivers at Facebook Inc voted on Saturday to ratify a new union contract giving them more pay, better benefits and addressing split-shift scheduling, the Wall Street Journal reported. 
DIS,Disney's Magic Kingdom one-day passes breach $100 mark ORLANDO, Fla., Feb 22 A one-day ticket to the Magic Kingdom at Walt Disney World in Orlando jumped on Sunday to $105 from $99, an increase that likely makes the Florida family attraction the first in the industry to breach the $100 psychological barrier. 
