AA,Alcoa posts profit after year-earlier loss, confirms '15 outlookUS STOCKS-Wall St edges up as energy rebounds; early earnings weak * Dow flat, S&P; up 0.1 pct, Nasdaq up 0.1 pct   (Updates to afternoon trading)  US STOCKS-Wall St edges up as energy rebounds; early earnings weak * Dow flat, S&P; up 0.1 pct, Nasdaq up 0.1 pct   (Updates to afternoon trading) CHICAGO Alcoa Inc earned a profit in the first quarter after a year-earlier loss, reflecting its ongoing shift from traditional  smelting and refining to value-added businesses such as automotive and aerospace, the aluminum producer said on Wednesday.US STOCKS-Wall St edges up as energy rebounds; early earnings weak * Dow flat, S&P; up 0.1 pct, Nasdaq up 0.1 pct   (Updates to afternoon trading)  
AAPL,BRIEF-Lightwaverf says Apple to help co implement HomekitUPDATE 2-Apple expects strong demand in smartwatch consumer debutApple expects strong demand in smartwatch consumer debutWith primetime TV, Apple hopes to hook customers for new Watch LOS ANGELES/SAN FRANCISCO, April 9 As Apple Inc  debuts its smartwatch on Friday, the technology company focused efforts to drum up buzz on U.S. television, using expensive primetime spots to entice customers to the fledgling wearable technology market.  With primetime TV, Apple hopes to hook customers for new Watch LOS ANGELES/SAN FRANCISCO, April 9 As Apple Inc  debuts its smartwatch on Friday, the technology company focused efforts to drum up buzz on U.S. television, using expensive primetime spots to entice customers to the fledgling wearable technology market. SAN FRANCISCO Apple Inc  expects tremendous interest for its new smartwatch and demand to outstrip supply as consumers get an up-close look on Friday at CEO Tim Cook's first major product.With primetime TV, Apple hopes to hook customers for new Watch LOS ANGELES/SAN FRANCISCO, April 9 As Apple Inc  debuts its smartwatch on Friday, the technology company focused efforts to drum up buzz on U.S. television, using expensive primetime spots to entice customers to the fledgling wearable technology market.   Apple expects strong demand in smartwatch consumer debutWith primetime TV, Apple hopes to hook customers for new Watch LOS ANGELES/SAN FRANCISCO, April 9 As Apple Inc  debuts its smartwatch on Friday, the technology company focused efforts to drum up buzz on U.S. television, using expensive primetime spots to entice customers to the fledgling wearable technology market.  With primetime TV, Apple hopes to hook customers for new Watch LOS ANGELES/SAN FRANCISCO, April 9 As Apple Inc  debuts its smartwatch on Friday, the technology company focused efforts to drum up buzz on U.S. television, using expensive primetime spots to entice customers to the fledgling wearable technology market. SAN FRANCISCO Apple Inc  expects tremendous interest for its new smartwatch and demand to outstrip supply as consumers get an up-close look on Friday at CEO Tim Cook's first major product.With primetime TV, Apple hopes to hook customers for new Watch LOS ANGELES/SAN FRANCISCO, April 9 As Apple Inc  debuts its smartwatch on Friday, the technology company focused efforts to drum up buzz on U.S. television, using expensive primetime spots to entice customers to the fledgling wearable technology market.  SAN FRANCISCO, April 9 Apple Inc  expects tremendous interest for its new smartwatch and demand to outstrip supply as consumers get an up-close look on Friday at CEO Tim Cook's first major product.Apple expects strong demand in smartwatch consumer debutWith primetime TV, Apple hopes to hook customers for new Watch LOS ANGELES/SAN FRANCISCO, April 9 As Apple Inc  debuts its smartwatch on Friday, the technology company focused efforts to drum up buzz on U.S. television, using expensive primetime spots to entice customers to the fledgling wearable technology market.  With primetime TV, Apple hopes to hook customers for new Watch LOS ANGELES/SAN FRANCISCO, April 9 As Apple Inc  debuts its smartwatch on Friday, the technology company focused efforts to drum up buzz on U.S. television, using expensive primetime spots to entice customers to the fledgling wearable technology market. SAN FRANCISCO Apple Inc  expects tremendous interest for its new smartwatch and demand to outstrip supply as consumers get an up-close look on Friday at CEO Tim Cook's first major product.With primetime TV, Apple hopes to hook customers for new Watch LOS ANGELES/SAN FRANCISCO, April 9 As Apple Inc  debuts its smartwatch on Friday, the technology company focused efforts to drum up buzz on U.S. television, using expensive primetime spots to entice customers to the fledgling wearable technology market.    UPDATE 2-Apple expects strong demand in smartwatch consumer debutApple expects strong demand in smartwatch consumer debutWith primetime TV, Apple hopes to hook customers for new Watch LOS ANGELES/SAN FRANCISCO, April 9 As Apple Inc  debuts its smartwatch on Friday, the technology company focused efforts to drum up buzz on U.S. television, using expensive primetime spots to entice customers to the fledgling wearable technology market.  With primetime TV, Apple hopes to hook customers for new Watch LOS ANGELES/SAN FRANCISCO, April 9 As Apple Inc  debuts its smartwatch on Friday, the technology company focused efforts to drum up buzz on U.S. television, using expensive primetime spots to entice customers to the fledgling wearable technology market. SAN FRANCISCO Apple Inc  expects tremendous interest for its new smartwatch and demand to outstrip supply as consumers get an up-close look on Friday at CEO Tim Cook's first major product.With primetime TV, Apple hopes to hook customers for new Watch LOS ANGELES/SAN FRANCISCO, April 9 As Apple Inc  debuts its smartwatch on Friday, the technology company focused efforts to drum up buzz on U.S. television, using expensive primetime spots to entice customers to the fledgling wearable technology market.   Apple expects strong demand in smartwatch consumer debutWith primetime TV, Apple hopes to hook customers for new Watch LOS ANGELES/SAN FRANCISCO, April 9 As Apple Inc  debuts its smartwatch on Friday, the technology company focused efforts to drum up buzz on U.S. television, using expensive primetime spots to entice customers to the fledgling wearable technology market.  With primetime TV, Apple hopes to hook customers for new Watch LOS ANGELES/SAN FRANCISCO, April 9 As Apple Inc  debuts its smartwatch on Friday, the technology company focused efforts to drum up buzz on U.S. television, using expensive primetime spots to entice customers to the fledgling wearable technology market. SAN FRANCISCO Apple Inc  expects tremendous interest for its new smartwatch and demand to outstrip supply as consumers get an up-close look on Friday at CEO Tim Cook's first major product.With primetime TV, Apple hopes to hook customers for new Watch LOS ANGELES/SAN FRANCISCO, April 9 As Apple Inc  debuts its smartwatch on Friday, the technology company focused efforts to drum up buzz on U.S. television, using expensive primetime spots to entice customers to the fledgling wearable technology market.  SAN FRANCISCO, April 9 Apple Inc  expects tremendous interest for its new smartwatch and demand to outstrip supply as consumers get an up-close look on Friday at CEO Tim Cook's first major product.Apple expects strong demand in smartwatch consumer debutWith primetime TV, Apple hopes to hook customers for new Watch LOS ANGELES/SAN FRANCISCO, April 9 As Apple Inc  debuts its smartwatch on Friday, the technology company focused efforts to drum up buzz on U.S. television, using expensive primetime spots to entice customers to the fledgling wearable technology market.  With primetime TV, Apple hopes to hook customers for new Watch LOS ANGELES/SAN FRANCISCO, April 9 As Apple Inc  debuts its smartwatch on Friday, the technology company focused efforts to drum up buzz on U.S. television, using expensive primetime spots to entice customers to the fledgling wearable technology market. SAN FRANCISCO Apple Inc  expects tremendous interest for its new smartwatch and demand to outstrip supply as consumers get an up-close look on Friday at CEO Tim Cook's first major product.With primetime TV, Apple hopes to hook customers for new Watch LOS ANGELES/SAN FRANCISCO, April 9 As Apple Inc  debuts its smartwatch on Friday, the technology company focused efforts to drum up buzz on U.S. television, using expensive primetime spots to entice customers to the fledgling wearable technology market.   * Apple have agreed to assist Lightwaverf in implementing correct protocol in Lightwaverf's weblink  Source text for Eikon:  Further company coverage:UPDATE 2-Apple expects strong demand in smartwatch consumer debutApple expects strong demand in smartwatch consumer debutWith primetime TV, Apple hopes to hook customers for new Watch LOS ANGELES/SAN FRANCISCO, April 9 As Apple Inc  debuts its smartwatch on Friday, the technology company focused efforts to drum up buzz on U.S. television, using expensive primetime spots to entice customers to the fledgling wearable technology market.  With primetime TV, Apple hopes to hook customers for new Watch LOS ANGELES/SAN FRANCISCO, April 9 As Apple Inc  debuts its smartwatch on Friday, the technology company focused efforts to drum up buzz on U.S. television, using expensive primetime spots to entice customers to the fledgling wearable technology market. SAN FRANCISCO Apple Inc  expects tremendous interest for its new smartwatch and demand to outstrip supply as consumers get an up-close look on Friday at CEO Tim Cook's first major product.With primetime TV, Apple hopes to hook customers for new Watch LOS ANGELES/SAN FRANCISCO, April 9 As Apple Inc  debuts its smartwatch on Friday, the technology company focused efforts to drum up buzz on U.S. television, using expensive primetime spots to entice customers to the fledgling wearable technology market.   Apple expects strong demand in smartwatch consumer debutWith primetime TV, Apple hopes to hook customers for new Watch LOS ANGELES/SAN FRANCISCO, April 9 As Apple Inc  debuts its smartwatch on Friday, the technology company focused efforts to drum up buzz on U.S. television, using expensive primetime spots to entice customers to the fledgling wearable technology market.  With primetime TV, Apple hopes to hook customers for new Watch LOS ANGELES/SAN FRANCISCO, April 9 As Apple Inc  debuts its smartwatch on Friday, the technology company focused efforts to drum up buzz on U.S. television, using expensive primetime spots to entice customers to the fledgling wearable technology market. SAN FRANCISCO Apple Inc  expects tremendous interest for its new smartwatch and demand to outstrip supply as consumers get an up-close look on Friday at CEO Tim Cook's first major product.With primetime TV, Apple hopes to hook customers for new Watch LOS ANGELES/SAN FRANCISCO, April 9 As Apple Inc  debuts its smartwatch on Friday, the technology company focused efforts to drum up buzz on U.S. television, using expensive primetime spots to entice customers to the fledgling wearable technology market.  SAN FRANCISCO, April 9 Apple Inc  expects tremendous interest for its new smartwatch and demand to outstrip supply as consumers get an up-close look on Friday at CEO Tim Cook's first major product.Apple expects strong demand in smartwatch consumer debutWith primetime TV, Apple hopes to hook customers for new Watch LOS ANGELES/SAN FRANCISCO, April 9 As Apple Inc  debuts its smartwatch on Friday, the technology company focused efforts to drum up buzz on U.S. television, using expensive primetime spots to entice customers to the fledgling wearable technology market.  With primetime TV, Apple hopes to hook customers for new Watch LOS ANGELES/SAN FRANCISCO, April 9 As Apple Inc  debuts its smartwatch on Friday, the technology company focused efforts to drum up buzz on U.S. television, using expensive primetime spots to entice customers to the fledgling wearable technology market. SAN FRANCISCO Apple Inc  expects tremendous interest for its new smartwatch and demand to outstrip supply as consumers get an up-close look on Friday at CEO Tim Cook's first major product.With primetime TV, Apple hopes to hook customers for new Watch LOS ANGELES/SAN FRANCISCO, April 9 As Apple Inc  debuts its smartwatch on Friday, the technology company focused efforts to drum up buzz on U.S. television, using expensive primetime spots to entice customers to the fledgling wearable technology market.    
BBBY,US STOCKS-Wall St edges up as energy rebounds; early earnings weak * Dow flat, S&P; up 0.1 pct, Nasdaq up 0.1 pct   (Updates to afternoon trading) 
BLK,REFILE-BlackRock bullish on emerging markets debt April 9 BlackRock sees opportunities to invest in emerging markets debt, despite the rising U.S. dollar and an expected increase in U.S. interest rates this year, executives said Thursday. 
C,Citigroup says evaluating return to CubaCitigroup says evaluating return to CubaCitigroup's head of franchise risk, Brian Leach, retiring NEW YORK, April 9 Brian Leach, head of franchise risk and strategy for Citigroup Inc, said on Thursday that he is retiring and does not know what he will do next.  Citigroup's head of franchise risk, Brian Leach, retiring NEW YORK, April 9 Brian Leach, head of franchise risk and strategy for Citigroup Inc, said on Thursday that he is retiring and does not know what he will do next. PANAMA CITY Citigroup  is evaluating a return to Cuba, the U.S. bank's chief executive for Latin America said on Thursday at a business forum.Citigroup's head of franchise risk, Brian Leach, retiring NEW YORK, April 9 Brian Leach, head of franchise risk and strategy for Citigroup Inc, said on Thursday that he is retiring and does not know what he will do next.   Citigroup says evaluating return to CubaCitigroup's head of franchise risk, Brian Leach, retiring NEW YORK, April 9 Brian Leach, head of franchise risk and strategy for Citigroup Inc, said on Thursday that he is retiring and does not know what he will do next.  Citigroup's head of franchise risk, Brian Leach, retiring NEW YORK, April 9 Brian Leach, head of franchise risk and strategy for Citigroup Inc, said on Thursday that he is retiring and does not know what he will do next. PANAMA CITY Citigroup  is evaluating a return to Cuba, the U.S. bank's chief executive for Latin America said on Thursday at a business forum.Citigroup's head of franchise risk, Brian Leach, retiring NEW YORK, April 9 Brian Leach, head of franchise risk and strategy for Citigroup Inc, said on Thursday that he is retiring and does not know what he will do next.  PANAMA CITY, April 9 Citigroup is evaluating a return to Cuba, the U.S. bank's chief executive for Latin America said on Thursday at a business forum.Citigroup says evaluating return to CubaCitigroup's head of franchise risk, Brian Leach, retiring NEW YORK, April 9 Brian Leach, head of franchise risk and strategy for Citigroup Inc, said on Thursday that he is retiring and does not know what he will do next.  Citigroup's head of franchise risk, Brian Leach, retiring NEW YORK, April 9 Brian Leach, head of franchise risk and strategy for Citigroup Inc, said on Thursday that he is retiring and does not know what he will do next. PANAMA CITY Citigroup  is evaluating a return to Cuba, the U.S. bank's chief executive for Latin America said on Thursday at a business forum.Citigroup's head of franchise risk, Brian Leach, retiring NEW YORK, April 9 Brian Leach, head of franchise risk and strategy for Citigroup Inc, said on Thursday that he is retiring and does not know what he will do next.   
STZ,Constellation Brands profit jumps 36.5 pct on strong beer sales April 9 Alcoholic beverage maker Constellation Brands Inc reported a 36.5 percent rise in quarterly profit, helped by strong demand for its beer brands such as Corona and Modelo, and said it would initiate a cash dividend. 
EBAY,Investor activism may be hard on corporate creditors -Moody'sPayPal, eBay to stay interdependent for 5 years after split April 9 PayPal, eBay Inc's electronic payments division, said the two firms had agreed that eBay would not reduce the volume of transactions it channels through PayPal, while continuing to get better rates for its merchants for five years after the two split.  PayPal, eBay to stay interdependent for 5 years after split April 9 PayPal, eBay Inc's electronic payments division, said the two firms had agreed that eBay would not reduce the volume of transactions it channels through PayPal, while continuing to get better rates for its merchants for five years after the two split. BOSTON, April 9 Tactics that activist investors say will benefit a company's shareholders may also raise the risk for the firm's  creditors, a leading credit rating agency warned on Thursday.PayPal, eBay to stay interdependent for 5 years after split April 9 PayPal, eBay Inc's electronic payments division, said the two firms had agreed that eBay would not reduce the volume of transactions it channels through PayPal, while continuing to get better rates for its merchants for five years after the two split.  
GE,GE close to selling part or all of its real estate holdings - WSJDeals of the day- Mergers and acquisitionsUPDATE 3-GE close to selling nearly all its real estate holdings -source * Shares rise 2.4 pct   (Adds analyst comment, updates GE share price)  UPDATE 3-GE close to selling nearly all its real estate holdings -source * Shares rise 2.4 pct   (Adds analyst comment, updates GE share price) April 9 The following bids, mergers, acquisitions and disposals were reported by 2000 GMT on Thursday:UPDATE 3-GE close to selling nearly all its real estate holdings -source * Shares rise 2.4 pct   (Adds analyst comment, updates GE share price)   Deals of the day- Mergers and acquisitionsUPDATE 3-GE close to selling nearly all its real estate holdings -source * Shares rise 2.4 pct   (Adds analyst comment, updates GE share price)  UPDATE 3-GE close to selling nearly all its real estate holdings -source * Shares rise 2.4 pct   (Adds analyst comment, updates GE share price) April 9 The following bids, mergers, acquisitions and disposals were reported by 2000 GMT on Thursday:UPDATE 3-GE close to selling nearly all its real estate holdings -source * Shares rise 2.4 pct   (Adds analyst comment, updates GE share price)  April 9 General Electric Co is close to selling part or all of its real estate holdings, the Wall Street Journal reported, citing people familiar with the matter.Deals of the day- Mergers and acquisitionsUPDATE 3-GE close to selling nearly all its real estate holdings -source * Shares rise 2.4 pct   (Adds analyst comment, updates GE share price)  UPDATE 3-GE close to selling nearly all its real estate holdings -source * Shares rise 2.4 pct   (Adds analyst comment, updates GE share price) April 9 The following bids, mergers, acquisitions and disposals were reported by 2000 GMT on Thursday:UPDATE 3-GE close to selling nearly all its real estate holdings -source * Shares rise 2.4 pct   (Adds analyst comment, updates GE share price)   
GM,Former FAW-Volkswagen exec sentenced to life for corruptionUPDATE 1-Former FAW-Volkswagen exec sentenced to life for corruptionFormer FAW-Volkswagen executive sentenced to life for corruptionOpel CEO affirms goal of posting a profit in Europe in 2016 STUTTGART Opel's chief executive affirmed that the European arm of General Motors  is to return to profit in 2016, as continued growth in southern or Eastern Europe would help offset a slump in Russia sales.  Opel CEO affirms goal of posting a profit in Europe in 2016 STUTTGART Opel's chief executive affirmed that the European arm of General Motors  is to return to profit in 2016, as continued growth in southern or Eastern Europe would help offset a slump in Russia sales. BEIJING A former top executive at Volkswagen's  China joint venture with FAW Group Corp was sentenced to life in prison for accepting bribes, state media reported on Thursday, the latest development in corruption investigations involving FAW.Opel CEO affirms goal of posting a profit in Europe in 2016 STUTTGART Opel's chief executive affirmed that the European arm of General Motors  is to return to profit in 2016, as continued growth in southern or Eastern Europe would help offset a slump in Russia sales.   Former FAW-Volkswagen executive sentenced to life for corruptionOpel CEO affirms goal of posting a profit in Europe in 2016 STUTTGART Opel's chief executive affirmed that the European arm of General Motors  is to return to profit in 2016, as continued growth in southern or Eastern Europe would help offset a slump in Russia sales.  Opel CEO affirms goal of posting a profit in Europe in 2016 STUTTGART Opel's chief executive affirmed that the European arm of General Motors  is to return to profit in 2016, as continued growth in southern or Eastern Europe would help offset a slump in Russia sales. BEIJING A former top executive at Volkswagen's  China joint venture with FAW Group Corp was sentenced to life in prison for accepting bribes, state media reported on Thursday, the latest development in corruption investigations involving FAW.Opel CEO affirms goal of posting a profit in Europe in 2016 STUTTGART Opel's chief executive affirmed that the European arm of General Motors  is to return to profit in 2016, as continued growth in southern or Eastern Europe would help offset a slump in Russia sales.  BEIJING, April 9 A former top executive at Volkswagen's China joint venture with FAW Group Corp was sentenced to life in prison for accepting bribes, state media reported on Thursday, the latest development in corruption investigations involving FAW.Former FAW-Volkswagen executive sentenced to life for corruptionOpel CEO affirms goal of posting a profit in Europe in 2016 STUTTGART Opel's chief executive affirmed that the European arm of General Motors  is to return to profit in 2016, as continued growth in southern or Eastern Europe would help offset a slump in Russia sales.  Opel CEO affirms goal of posting a profit in Europe in 2016 STUTTGART Opel's chief executive affirmed that the European arm of General Motors  is to return to profit in 2016, as continued growth in southern or Eastern Europe would help offset a slump in Russia sales. BEIJING A former top executive at Volkswagen's  China joint venture with FAW Group Corp was sentenced to life in prison for accepting bribes, state media reported on Thursday, the latest development in corruption investigations involving FAW.Opel CEO affirms goal of posting a profit in Europe in 2016 STUTTGART Opel's chief executive affirmed that the European arm of General Motors  is to return to profit in 2016, as continued growth in southern or Eastern Europe would help offset a slump in Russia sales.    UPDATE 1-Former FAW-Volkswagen exec sentenced to life for corruptionFormer FAW-Volkswagen executive sentenced to life for corruptionOpel CEO affirms goal of posting a profit in Europe in 2016 STUTTGART Opel's chief executive affirmed that the European arm of General Motors  is to return to profit in 2016, as continued growth in southern or Eastern Europe would help offset a slump in Russia sales.  Opel CEO affirms goal of posting a profit in Europe in 2016 STUTTGART Opel's chief executive affirmed that the European arm of General Motors  is to return to profit in 2016, as continued growth in southern or Eastern Europe would help offset a slump in Russia sales. BEIJING A former top executive at Volkswagen's  China joint venture with FAW Group Corp was sentenced to life in prison for accepting bribes, state media reported on Thursday, the latest development in corruption investigations involving FAW.Opel CEO affirms goal of posting a profit in Europe in 2016 STUTTGART Opel's chief executive affirmed that the European arm of General Motors  is to return to profit in 2016, as continued growth in southern or Eastern Europe would help offset a slump in Russia sales.   Former FAW-Volkswagen executive sentenced to life for corruptionOpel CEO affirms goal of posting a profit in Europe in 2016 STUTTGART Opel's chief executive affirmed that the European arm of General Motors  is to return to profit in 2016, as continued growth in southern or Eastern Europe would help offset a slump in Russia sales.  Opel CEO affirms goal of posting a profit in Europe in 2016 STUTTGART Opel's chief executive affirmed that the European arm of General Motors  is to return to profit in 2016, as continued growth in southern or Eastern Europe would help offset a slump in Russia sales. BEIJING A former top executive at Volkswagen's  China joint venture with FAW Group Corp was sentenced to life in prison for accepting bribes, state media reported on Thursday, the latest development in corruption investigations involving FAW.Opel CEO affirms goal of posting a profit in Europe in 2016 STUTTGART Opel's chief executive affirmed that the European arm of General Motors  is to return to profit in 2016, as continued growth in southern or Eastern Europe would help offset a slump in Russia sales.  BEIJING, April 9 A former top executive at Volkswagen's China joint venture with FAW Group Corp was sentenced to life in prison for accepting bribes, state media reported on Thursday, the latest development in corruption investigations involving FAW.Former FAW-Volkswagen executive sentenced to life for corruptionOpel CEO affirms goal of posting a profit in Europe in 2016 STUTTGART Opel's chief executive affirmed that the European arm of General Motors  is to return to profit in 2016, as continued growth in southern or Eastern Europe would help offset a slump in Russia sales.  Opel CEO affirms goal of posting a profit in Europe in 2016 STUTTGART Opel's chief executive affirmed that the European arm of General Motors  is to return to profit in 2016, as continued growth in southern or Eastern Europe would help offset a slump in Russia sales. BEIJING A former top executive at Volkswagen's  China joint venture with FAW Group Corp was sentenced to life in prison for accepting bribes, state media reported on Thursday, the latest development in corruption investigations involving FAW.Opel CEO affirms goal of posting a profit in Europe in 2016 STUTTGART Opel's chief executive affirmed that the European arm of General Motors  is to return to profit in 2016, as continued growth in southern or Eastern Europe would help offset a slump in Russia sales.   BEIJING, April 9 A former top executive at Volkswagen's China joint venture with FAW Group Corp was sentenced to life in prison for accepting bribes, state media reported on Thursday, the latest development in corruption investigations involving FAW.UPDATE 1-Former FAW-Volkswagen exec sentenced to life for corruptionFormer FAW-Volkswagen executive sentenced to life for corruptionOpel CEO affirms goal of posting a profit in Europe in 2016 STUTTGART Opel's chief executive affirmed that the European arm of General Motors  is to return to profit in 2016, as continued growth in southern or Eastern Europe would help offset a slump in Russia sales.  Opel CEO affirms goal of posting a profit in Europe in 2016 STUTTGART Opel's chief executive affirmed that the European arm of General Motors  is to return to profit in 2016, as continued growth in southern or Eastern Europe would help offset a slump in Russia sales. BEIJING A former top executive at Volkswagen's  China joint venture with FAW Group Corp was sentenced to life in prison for accepting bribes, state media reported on Thursday, the latest development in corruption investigations involving FAW.Opel CEO affirms goal of posting a profit in Europe in 2016 STUTTGART Opel's chief executive affirmed that the European arm of General Motors  is to return to profit in 2016, as continued growth in southern or Eastern Europe would help offset a slump in Russia sales.   Former FAW-Volkswagen executive sentenced to life for corruptionOpel CEO affirms goal of posting a profit in Europe in 2016 STUTTGART Opel's chief executive affirmed that the European arm of General Motors  is to return to profit in 2016, as continued growth in southern or Eastern Europe would help offset a slump in Russia sales.  Opel CEO affirms goal of posting a profit in Europe in 2016 STUTTGART Opel's chief executive affirmed that the European arm of General Motors  is to return to profit in 2016, as continued growth in southern or Eastern Europe would help offset a slump in Russia sales. BEIJING A former top executive at Volkswagen's  China joint venture with FAW Group Corp was sentenced to life in prison for accepting bribes, state media reported on Thursday, the latest development in corruption investigations involving FAW.Opel CEO affirms goal of posting a profit in Europe in 2016 STUTTGART Opel's chief executive affirmed that the European arm of General Motors  is to return to profit in 2016, as continued growth in southern or Eastern Europe would help offset a slump in Russia sales.  BEIJING, April 9 A former top executive at Volkswagen's China joint venture with FAW Group Corp was sentenced to life in prison for accepting bribes, state media reported on Thursday, the latest development in corruption investigations involving FAW.Former FAW-Volkswagen executive sentenced to life for corruptionOpel CEO affirms goal of posting a profit in Europe in 2016 STUTTGART Opel's chief executive affirmed that the European arm of General Motors  is to return to profit in 2016, as continued growth in southern or Eastern Europe would help offset a slump in Russia sales.  Opel CEO affirms goal of posting a profit in Europe in 2016 STUTTGART Opel's chief executive affirmed that the European arm of General Motors  is to return to profit in 2016, as continued growth in southern or Eastern Europe would help offset a slump in Russia sales. BEIJING A former top executive at Volkswagen's  China joint venture with FAW Group Corp was sentenced to life in prison for accepting bribes, state media reported on Thursday, the latest development in corruption investigations involving FAW.Opel CEO affirms goal of posting a profit in Europe in 2016 STUTTGART Opel's chief executive affirmed that the European arm of General Motors  is to return to profit in 2016, as continued growth in southern or Eastern Europe would help offset a slump in Russia sales.    
GS,SPECIAL REPORT-How Wall Street captured Washington's effort to rein in banks NEW YORK, April 9 In the aftermath of the 2008 financial crisis, Keith Higgins was certain: Banks weren't to blame. 
