AMZN,Amazon partners with HTC to make smartphones: report Amazon.com Inc is developing smartphones with HTC Corp, putting it in a position to compete with Apple Inc and Google Inc, the Financial Times reported. 
T,Al Jazeera-AT&T; lawsuit to stay under wraps during appeal * Court filings to remain confidential while Al Jazeera appeals 
BHI,Baker Hughes profit jumps on strong global drilling activityUPDATE 1-Baker Hughes profit up on strong international drillingBaker Hughes profit up on strong international drillingWRAPUP 2-Schlumberger, Baker top estimates with global drillingSchlumberger, Baker top estimates with global drilling Increased oilfield activity in U.S. offshore waters and overseas gave a bigger-than-expected lift to profits at Schlumberger Ltd  and Baker Hughes Inc , marking a clear divide with struggling smaller U.S. oil services firms.  Schlumberger, Baker top estimates with global drilling Increased oilfield activity in U.S. offshore waters and overseas gave a bigger-than-expected lift to profits at Schlumberger Ltd  and Baker Hughes Inc , marking a clear divide with struggling smaller U.S. oil services firms. Oct 18 Increased oilfield activity in U.S. offshore waters and overseas gave a bigger-than-expected lift to profits at Schlumberger Ltd and Baker Hughes Inc , marking a clear divide with struggling smaller U.S. oil services firms.Schlumberger, Baker top estimates with global drilling Increased oilfield activity in U.S. offshore waters and overseas gave a bigger-than-expected lift to profits at Schlumberger Ltd  and Baker Hughes Inc , marking a clear divide with struggling smaller U.S. oil services firms.   WRAPUP 2-Schlumberger, Baker top estimates with global drillingSchlumberger, Baker top estimates with global drilling Increased oilfield activity in U.S. offshore waters and overseas gave a bigger-than-expected lift to profits at Schlumberger Ltd  and Baker Hughes Inc , marking a clear divide with struggling smaller U.S. oil services firms.  Schlumberger, Baker top estimates with global drilling Increased oilfield activity in U.S. offshore waters and overseas gave a bigger-than-expected lift to profits at Schlumberger Ltd  and Baker Hughes Inc , marking a clear divide with struggling smaller U.S. oil services firms. Oct 18 Increased oilfield activity in U.S. offshore waters and overseas gave a bigger-than-expected lift to profits at Schlumberger Ltd and Baker Hughes Inc , marking a clear divide with struggling smaller U.S. oil services firms.Schlumberger, Baker top estimates with global drilling Increased oilfield activity in U.S. offshore waters and overseas gave a bigger-than-expected lift to profits at Schlumberger Ltd  and Baker Hughes Inc , marking a clear divide with struggling smaller U.S. oil services firms.  Baker Hughes Inc , the world's third-largest oilfield services company, reported a better-than-expected quarterly profit, driven by strong drilling activity in the Middle East and Asia Pacific.WRAPUP 2-Schlumberger, Baker top estimates with global drillingSchlumberger, Baker top estimates with global drilling Increased oilfield activity in U.S. offshore waters and overseas gave a bigger-than-expected lift to profits at Schlumberger Ltd  and Baker Hughes Inc , marking a clear divide with struggling smaller U.S. oil services firms.  Schlumberger, Baker top estimates with global drilling Increased oilfield activity in U.S. offshore waters and overseas gave a bigger-than-expected lift to profits at Schlumberger Ltd  and Baker Hughes Inc , marking a clear divide with struggling smaller U.S. oil services firms. Oct 18 Increased oilfield activity in U.S. offshore waters and overseas gave a bigger-than-expected lift to profits at Schlumberger Ltd and Baker Hughes Inc , marking a clear divide with struggling smaller U.S. oil services firms.Schlumberger, Baker top estimates with global drilling Increased oilfield activity in U.S. offshore waters and overseas gave a bigger-than-expected lift to profits at Schlumberger Ltd  and Baker Hughes Inc , marking a clear divide with struggling smaller U.S. oil services firms.    Baker Hughes profit up on strong international drillingWRAPUP 2-Schlumberger, Baker top estimates with global drillingSchlumberger, Baker top estimates with global drilling Increased oilfield activity in U.S. offshore waters and overseas gave a bigger-than-expected lift to profits at Schlumberger Ltd  and Baker Hughes Inc , marking a clear divide with struggling smaller U.S. oil services firms.  Schlumberger, Baker top estimates with global drilling Increased oilfield activity in U.S. offshore waters and overseas gave a bigger-than-expected lift to profits at Schlumberger Ltd  and Baker Hughes Inc , marking a clear divide with struggling smaller U.S. oil services firms. Oct 18 Increased oilfield activity in U.S. offshore waters and overseas gave a bigger-than-expected lift to profits at Schlumberger Ltd and Baker Hughes Inc , marking a clear divide with struggling smaller U.S. oil services firms.Schlumberger, Baker top estimates with global drilling Increased oilfield activity in U.S. offshore waters and overseas gave a bigger-than-expected lift to profits at Schlumberger Ltd  and Baker Hughes Inc , marking a clear divide with struggling smaller U.S. oil services firms.   WRAPUP 2-Schlumberger, Baker top estimates with global drillingSchlumberger, Baker top estimates with global drilling Increased oilfield activity in U.S. offshore waters and overseas gave a bigger-than-expected lift to profits at Schlumberger Ltd  and Baker Hughes Inc , marking a clear divide with struggling smaller U.S. oil services firms.  Schlumberger, Baker top estimates with global drilling Increased oilfield activity in U.S. offshore waters and overseas gave a bigger-than-expected lift to profits at Schlumberger Ltd  and Baker Hughes Inc , marking a clear divide with struggling smaller U.S. oil services firms. Oct 18 Increased oilfield activity in U.S. offshore waters and overseas gave a bigger-than-expected lift to profits at Schlumberger Ltd and Baker Hughes Inc , marking a clear divide with struggling smaller U.S. oil services firms.Schlumberger, Baker top estimates with global drilling Increased oilfield activity in U.S. offshore waters and overseas gave a bigger-than-expected lift to profits at Schlumberger Ltd  and Baker Hughes Inc , marking a clear divide with struggling smaller U.S. oil services firms.  Baker Hughes Inc , the world's third-largest oilfield services company, reported a better-than-expected quarterly profit, driven by strong drilling activity in the Middle East and Asia Pacific.WRAPUP 2-Schlumberger, Baker top estimates with global drillingSchlumberger, Baker top estimates with global drilling Increased oilfield activity in U.S. offshore waters and overseas gave a bigger-than-expected lift to profits at Schlumberger Ltd  and Baker Hughes Inc , marking a clear divide with struggling smaller U.S. oil services firms.  Schlumberger, Baker top estimates with global drilling Increased oilfield activity in U.S. offshore waters and overseas gave a bigger-than-expected lift to profits at Schlumberger Ltd  and Baker Hughes Inc , marking a clear divide with struggling smaller U.S. oil services firms. Oct 18 Increased oilfield activity in U.S. offshore waters and overseas gave a bigger-than-expected lift to profits at Schlumberger Ltd and Baker Hughes Inc , marking a clear divide with struggling smaller U.S. oil services firms.Schlumberger, Baker top estimates with global drilling Increased oilfield activity in U.S. offshore waters and overseas gave a bigger-than-expected lift to profits at Schlumberger Ltd  and Baker Hughes Inc , marking a clear divide with struggling smaller U.S. oil services firms.   Oct 18 Baker Hughes Inc, the world's third-largest oilfield services company, reported a better-than-expected quarterly profit, driven by strong drilling activity in the Middle East and Asia Pacific.Baker Hughes profit up on strong international drillingWRAPUP 2-Schlumberger, Baker top estimates with global drillingSchlumberger, Baker top estimates with global drilling Increased oilfield activity in U.S. offshore waters and overseas gave a bigger-than-expected lift to profits at Schlumberger Ltd  and Baker Hughes Inc , marking a clear divide with struggling smaller U.S. oil services firms.  Schlumberger, Baker top estimates with global drilling Increased oilfield activity in U.S. offshore waters and overseas gave a bigger-than-expected lift to profits at Schlumberger Ltd  and Baker Hughes Inc , marking a clear divide with struggling smaller U.S. oil services firms. Oct 18 Increased oilfield activity in U.S. offshore waters and overseas gave a bigger-than-expected lift to profits at Schlumberger Ltd and Baker Hughes Inc , marking a clear divide with struggling smaller U.S. oil services firms.Schlumberger, Baker top estimates with global drilling Increased oilfield activity in U.S. offshore waters and overseas gave a bigger-than-expected lift to profits at Schlumberger Ltd  and Baker Hughes Inc , marking a clear divide with struggling smaller U.S. oil services firms.   WRAPUP 2-Schlumberger, Baker top estimates with global drillingSchlumberger, Baker top estimates with global drilling Increased oilfield activity in U.S. offshore waters and overseas gave a bigger-than-expected lift to profits at Schlumberger Ltd  and Baker Hughes Inc , marking a clear divide with struggling smaller U.S. oil services firms.  Schlumberger, Baker top estimates with global drilling Increased oilfield activity in U.S. offshore waters and overseas gave a bigger-than-expected lift to profits at Schlumberger Ltd  and Baker Hughes Inc , marking a clear divide with struggling smaller U.S. oil services firms. Oct 18 Increased oilfield activity in U.S. offshore waters and overseas gave a bigger-than-expected lift to profits at Schlumberger Ltd and Baker Hughes Inc , marking a clear divide with struggling smaller U.S. oil services firms.Schlumberger, Baker top estimates with global drilling Increased oilfield activity in U.S. offshore waters and overseas gave a bigger-than-expected lift to profits at Schlumberger Ltd  and Baker Hughes Inc , marking a clear divide with struggling smaller U.S. oil services firms.  Baker Hughes Inc , the world's third-largest oilfield services company, reported a better-than-expected quarterly profit, driven by strong drilling activity in the Middle East and Asia Pacific.WRAPUP 2-Schlumberger, Baker top estimates with global drillingSchlumberger, Baker top estimates with global drilling Increased oilfield activity in U.S. offshore waters and overseas gave a bigger-than-expected lift to profits at Schlumberger Ltd  and Baker Hughes Inc , marking a clear divide with struggling smaller U.S. oil services firms.  Schlumberger, Baker top estimates with global drilling Increased oilfield activity in U.S. offshore waters and overseas gave a bigger-than-expected lift to profits at Schlumberger Ltd  and Baker Hughes Inc , marking a clear divide with struggling smaller U.S. oil services firms. Oct 18 Increased oilfield activity in U.S. offshore waters and overseas gave a bigger-than-expected lift to profits at Schlumberger Ltd and Baker Hughes Inc , marking a clear divide with struggling smaller U.S. oil services firms.Schlumberger, Baker top estimates with global drilling Increased oilfield activity in U.S. offshore waters and overseas gave a bigger-than-expected lift to profits at Schlumberger Ltd  and Baker Hughes Inc , marking a clear divide with struggling smaller U.S. oil services firms.     UPDATE 1-Baker Hughes profit up on strong international drillingBaker Hughes profit up on strong international drillingWRAPUP 2-Schlumberger, Baker top estimates with global drillingSchlumberger, Baker top estimates with global drilling Increased oilfield activity in U.S. offshore waters and overseas gave a bigger-than-expected lift to profits at Schlumberger Ltd  and Baker Hughes Inc , marking a clear divide with struggling smaller U.S. oil services firms.  Schlumberger, Baker top estimates with global drilling Increased oilfield activity in U.S. offshore waters and overseas gave a bigger-than-expected lift to profits at Schlumberger Ltd  and Baker Hughes Inc , marking a clear divide with struggling smaller U.S. oil services firms. Oct 18 Increased oilfield activity in U.S. offshore waters and overseas gave a bigger-than-expected lift to profits at Schlumberger Ltd and Baker Hughes Inc , marking a clear divide with struggling smaller U.S. oil services firms.Schlumberger, Baker top estimates with global drilling Increased oilfield activity in U.S. offshore waters and overseas gave a bigger-than-expected lift to profits at Schlumberger Ltd  and Baker Hughes Inc , marking a clear divide with struggling smaller U.S. oil services firms.   WRAPUP 2-Schlumberger, Baker top estimates with global drillingSchlumberger, Baker top estimates with global drilling Increased oilfield activity in U.S. offshore waters and overseas gave a bigger-than-expected lift to profits at Schlumberger Ltd  and Baker Hughes Inc , marking a clear divide with struggling smaller U.S. oil services firms.  Schlumberger, Baker top estimates with global drilling Increased oilfield activity in U.S. offshore waters and overseas gave a bigger-than-expected lift to profits at Schlumberger Ltd  and Baker Hughes Inc , marking a clear divide with struggling smaller U.S. oil services firms. Oct 18 Increased oilfield activity in U.S. offshore waters and overseas gave a bigger-than-expected lift to profits at Schlumberger Ltd and Baker Hughes Inc , marking a clear divide with struggling smaller U.S. oil services firms.Schlumberger, Baker top estimates with global drilling Increased oilfield activity in U.S. offshore waters and overseas gave a bigger-than-expected lift to profits at Schlumberger Ltd  and Baker Hughes Inc , marking a clear divide with struggling smaller U.S. oil services firms.  Baker Hughes Inc , the world's third-largest oilfield services company, reported a better-than-expected quarterly profit, driven by strong drilling activity in the Middle East and Asia Pacific.WRAPUP 2-Schlumberger, Baker top estimates with global drillingSchlumberger, Baker top estimates with global drilling Increased oilfield activity in U.S. offshore waters and overseas gave a bigger-than-expected lift to profits at Schlumberger Ltd  and Baker Hughes Inc , marking a clear divide with struggling smaller U.S. oil services firms.  Schlumberger, Baker top estimates with global drilling Increased oilfield activity in U.S. offshore waters and overseas gave a bigger-than-expected lift to profits at Schlumberger Ltd  and Baker Hughes Inc , marking a clear divide with struggling smaller U.S. oil services firms. Oct 18 Increased oilfield activity in U.S. offshore waters and overseas gave a bigger-than-expected lift to profits at Schlumberger Ltd and Baker Hughes Inc , marking a clear divide with struggling smaller U.S. oil services firms.Schlumberger, Baker top estimates with global drilling Increased oilfield activity in U.S. offshore waters and overseas gave a bigger-than-expected lift to profits at Schlumberger Ltd  and Baker Hughes Inc , marking a clear divide with struggling smaller U.S. oil services firms.    Baker Hughes profit up on strong international drillingWRAPUP 2-Schlumberger, Baker top estimates with global drillingSchlumberger, Baker top estimates with global drilling Increased oilfield activity in U.S. offshore waters and overseas gave a bigger-than-expected lift to profits at Schlumberger Ltd  and Baker Hughes Inc , marking a clear divide with struggling smaller U.S. oil services firms.  Schlumberger, Baker top estimates with global drilling Increased oilfield activity in U.S. offshore waters and overseas gave a bigger-than-expected lift to profits at Schlumberger Ltd  and Baker Hughes Inc , marking a clear divide with struggling smaller U.S. oil services firms. Oct 18 Increased oilfield activity in U.S. offshore waters and overseas gave a bigger-than-expected lift to profits at Schlumberger Ltd and Baker Hughes Inc , marking a clear divide with struggling smaller U.S. oil services firms.Schlumberger, Baker top estimates with global drilling Increased oilfield activity in U.S. offshore waters and overseas gave a bigger-than-expected lift to profits at Schlumberger Ltd  and Baker Hughes Inc , marking a clear divide with struggling smaller U.S. oil services firms.   WRAPUP 2-Schlumberger, Baker top estimates with global drillingSchlumberger, Baker top estimates with global drilling Increased oilfield activity in U.S. offshore waters and overseas gave a bigger-than-expected lift to profits at Schlumberger Ltd  and Baker Hughes Inc , marking a clear divide with struggling smaller U.S. oil services firms.  Schlumberger, Baker top estimates with global drilling Increased oilfield activity in U.S. offshore waters and overseas gave a bigger-than-expected lift to profits at Schlumberger Ltd  and Baker Hughes Inc , marking a clear divide with struggling smaller U.S. oil services firms. Oct 18 Increased oilfield activity in U.S. offshore waters and overseas gave a bigger-than-expected lift to profits at Schlumberger Ltd and Baker Hughes Inc , marking a clear divide with struggling smaller U.S. oil services firms.Schlumberger, Baker top estimates with global drilling Increased oilfield activity in U.S. offshore waters and overseas gave a bigger-than-expected lift to profits at Schlumberger Ltd  and Baker Hughes Inc , marking a clear divide with struggling smaller U.S. oil services firms.  Baker Hughes Inc , the world's third-largest oilfield services company, reported a better-than-expected quarterly profit, driven by strong drilling activity in the Middle East and Asia Pacific.WRAPUP 2-Schlumberger, Baker top estimates with global drillingSchlumberger, Baker top estimates with global drilling Increased oilfield activity in U.S. offshore waters and overseas gave a bigger-than-expected lift to profits at Schlumberger Ltd  and Baker Hughes Inc , marking a clear divide with struggling smaller U.S. oil services firms.  Schlumberger, Baker top estimates with global drilling Increased oilfield activity in U.S. offshore waters and overseas gave a bigger-than-expected lift to profits at Schlumberger Ltd  and Baker Hughes Inc , marking a clear divide with struggling smaller U.S. oil services firms. Oct 18 Increased oilfield activity in U.S. offshore waters and overseas gave a bigger-than-expected lift to profits at Schlumberger Ltd and Baker Hughes Inc , marking a clear divide with struggling smaller U.S. oil services firms.Schlumberger, Baker top estimates with global drilling Increased oilfield activity in U.S. offshore waters and overseas gave a bigger-than-expected lift to profits at Schlumberger Ltd  and Baker Hughes Inc , marking a clear divide with struggling smaller U.S. oil services firms.   Oct 18 Baker Hughes Inc, the world's third-largest oilfield services company, reported a better-than-expected quarterly profit, driven by strong drilling activity in the Middle East and Asia Pacific.Baker Hughes profit up on strong international drillingWRAPUP 2-Schlumberger, Baker top estimates with global drillingSchlumberger, Baker top estimates with global drilling Increased oilfield activity in U.S. offshore waters and overseas gave a bigger-than-expected lift to profits at Schlumberger Ltd  and Baker Hughes Inc , marking a clear divide with struggling smaller U.S. oil services firms.  Schlumberger, Baker top estimates with global drilling Increased oilfield activity in U.S. offshore waters and overseas gave a bigger-than-expected lift to profits at Schlumberger Ltd  and Baker Hughes Inc , marking a clear divide with struggling smaller U.S. oil services firms. Oct 18 Increased oilfield activity in U.S. offshore waters and overseas gave a bigger-than-expected lift to profits at Schlumberger Ltd and Baker Hughes Inc , marking a clear divide with struggling smaller U.S. oil services firms.Schlumberger, Baker top estimates with global drilling Increased oilfield activity in U.S. offshore waters and overseas gave a bigger-than-expected lift to profits at Schlumberger Ltd  and Baker Hughes Inc , marking a clear divide with struggling smaller U.S. oil services firms.   WRAPUP 2-Schlumberger, Baker top estimates with global drillingSchlumberger, Baker top estimates with global drilling Increased oilfield activity in U.S. offshore waters and overseas gave a bigger-than-expected lift to profits at Schlumberger Ltd  and Baker Hughes Inc , marking a clear divide with struggling smaller U.S. oil services firms.  Schlumberger, Baker top estimates with global drilling Increased oilfield activity in U.S. offshore waters and overseas gave a bigger-than-expected lift to profits at Schlumberger Ltd  and Baker Hughes Inc , marking a clear divide with struggling smaller U.S. oil services firms. Oct 18 Increased oilfield activity in U.S. offshore waters and overseas gave a bigger-than-expected lift to profits at Schlumberger Ltd and Baker Hughes Inc , marking a clear divide with struggling smaller U.S. oil services firms.Schlumberger, Baker top estimates with global drilling Increased oilfield activity in U.S. offshore waters and overseas gave a bigger-than-expected lift to profits at Schlumberger Ltd  and Baker Hughes Inc , marking a clear divide with struggling smaller U.S. oil services firms.  Baker Hughes Inc , the world's third-largest oilfield services company, reported a better-than-expected quarterly profit, driven by strong drilling activity in the Middle East and Asia Pacific.WRAPUP 2-Schlumberger, Baker top estimates with global drillingSchlumberger, Baker top estimates with global drilling Increased oilfield activity in U.S. offshore waters and overseas gave a bigger-than-expected lift to profits at Schlumberger Ltd  and Baker Hughes Inc , marking a clear divide with struggling smaller U.S. oil services firms.  Schlumberger, Baker top estimates with global drilling Increased oilfield activity in U.S. offshore waters and overseas gave a bigger-than-expected lift to profits at Schlumberger Ltd  and Baker Hughes Inc , marking a clear divide with struggling smaller U.S. oil services firms. Oct 18 Increased oilfield activity in U.S. offshore waters and overseas gave a bigger-than-expected lift to profits at Schlumberger Ltd and Baker Hughes Inc , marking a clear divide with struggling smaller U.S. oil services firms.Schlumberger, Baker top estimates with global drilling Increased oilfield activity in U.S. offshore waters and overseas gave a bigger-than-expected lift to profits at Schlumberger Ltd  and Baker Hughes Inc , marking a clear divide with struggling smaller U.S. oil services firms.    Oct 18 Baker Hughes Inc, the world's third-largest oilfield services company, posted a 22 percent increase in quarterly profit, driven by strong international drilling activity, particularly in the Middle East and Africa.UPDATE 1-Baker Hughes profit up on strong international drillingBaker Hughes profit up on strong international drillingWRAPUP 2-Schlumberger, Baker top estimates with global drillingSchlumberger, Baker top estimates with global drilling Increased oilfield activity in U.S. offshore waters and overseas gave a bigger-than-expected lift to profits at Schlumberger Ltd  and Baker Hughes Inc , marking a clear divide with struggling smaller U.S. oil services firms.  Schlumberger, Baker top estimates with global drilling Increased oilfield activity in U.S. offshore waters and overseas gave a bigger-than-expected lift to profits at Schlumberger Ltd  and Baker Hughes Inc , marking a clear divide with struggling smaller U.S. oil services firms. Oct 18 Increased oilfield activity in U.S. offshore waters and overseas gave a bigger-than-expected lift to profits at Schlumberger Ltd and Baker Hughes Inc , marking a clear divide with struggling smaller U.S. oil services firms.Schlumberger, Baker top estimates with global drilling Increased oilfield activity in U.S. offshore waters and overseas gave a bigger-than-expected lift to profits at Schlumberger Ltd  and Baker Hughes Inc , marking a clear divide with struggling smaller U.S. oil services firms.   WRAPUP 2-Schlumberger, Baker top estimates with global drillingSchlumberger, Baker top estimates with global drilling Increased oilfield activity in U.S. offshore waters and overseas gave a bigger-than-expected lift to profits at Schlumberger Ltd  and Baker Hughes Inc , marking a clear divide with struggling smaller U.S. oil services firms.  Schlumberger, Baker top estimates with global drilling Increased oilfield activity in U.S. offshore waters and overseas gave a bigger-than-expected lift to profits at Schlumberger Ltd  and Baker Hughes Inc , marking a clear divide with struggling smaller U.S. oil services firms. Oct 18 Increased oilfield activity in U.S. offshore waters and overseas gave a bigger-than-expected lift to profits at Schlumberger Ltd and Baker Hughes Inc , marking a clear divide with struggling smaller U.S. oil services firms.Schlumberger, Baker top estimates with global drilling Increased oilfield activity in U.S. offshore waters and overseas gave a bigger-than-expected lift to profits at Schlumberger Ltd  and Baker Hughes Inc , marking a clear divide with struggling smaller U.S. oil services firms.  Baker Hughes Inc , the world's third-largest oilfield services company, reported a better-than-expected quarterly profit, driven by strong drilling activity in the Middle East and Asia Pacific.WRAPUP 2-Schlumberger, Baker top estimates with global drillingSchlumberger, Baker top estimates with global drilling Increased oilfield activity in U.S. offshore waters and overseas gave a bigger-than-expected lift to profits at Schlumberger Ltd  and Baker Hughes Inc , marking a clear divide with struggling smaller U.S. oil services firms.  Schlumberger, Baker top estimates with global drilling Increased oilfield activity in U.S. offshore waters and overseas gave a bigger-than-expected lift to profits at Schlumberger Ltd  and Baker Hughes Inc , marking a clear divide with struggling smaller U.S. oil services firms. Oct 18 Increased oilfield activity in U.S. offshore waters and overseas gave a bigger-than-expected lift to profits at Schlumberger Ltd and Baker Hughes Inc , marking a clear divide with struggling smaller U.S. oil services firms.Schlumberger, Baker top estimates with global drilling Increased oilfield activity in U.S. offshore waters and overseas gave a bigger-than-expected lift to profits at Schlumberger Ltd  and Baker Hughes Inc , marking a clear divide with struggling smaller U.S. oil services firms.    Baker Hughes profit up on strong international drillingWRAPUP 2-Schlumberger, Baker top estimates with global drillingSchlumberger, Baker top estimates with global drilling Increased oilfield activity in U.S. offshore waters and overseas gave a bigger-than-expected lift to profits at Schlumberger Ltd  and Baker Hughes Inc , marking a clear divide with struggling smaller U.S. oil services firms.  Schlumberger, Baker top estimates with global drilling Increased oilfield activity in U.S. offshore waters and overseas gave a bigger-than-expected lift to profits at Schlumberger Ltd  and Baker Hughes Inc , marking a clear divide with struggling smaller U.S. oil services firms. Oct 18 Increased oilfield activity in U.S. offshore waters and overseas gave a bigger-than-expected lift to profits at Schlumberger Ltd and Baker Hughes Inc , marking a clear divide with struggling smaller U.S. oil services firms.Schlumberger, Baker top estimates with global drilling Increased oilfield activity in U.S. offshore waters and overseas gave a bigger-than-expected lift to profits at Schlumberger Ltd  and Baker Hughes Inc , marking a clear divide with struggling smaller U.S. oil services firms.   WRAPUP 2-Schlumberger, Baker top estimates with global drillingSchlumberger, Baker top estimates with global drilling Increased oilfield activity in U.S. offshore waters and overseas gave a bigger-than-expected lift to profits at Schlumberger Ltd  and Baker Hughes Inc , marking a clear divide with struggling smaller U.S. oil services firms.  Schlumberger, Baker top estimates with global drilling Increased oilfield activity in U.S. offshore waters and overseas gave a bigger-than-expected lift to profits at Schlumberger Ltd  and Baker Hughes Inc , marking a clear divide with struggling smaller U.S. oil services firms. Oct 18 Increased oilfield activity in U.S. offshore waters and overseas gave a bigger-than-expected lift to profits at Schlumberger Ltd and Baker Hughes Inc , marking a clear divide with struggling smaller U.S. oil services firms.Schlumberger, Baker top estimates with global drilling Increased oilfield activity in U.S. offshore waters and overseas gave a bigger-than-expected lift to profits at Schlumberger Ltd  and Baker Hughes Inc , marking a clear divide with struggling smaller U.S. oil services firms.  Baker Hughes Inc , the world's third-largest oilfield services company, reported a better-than-expected quarterly profit, driven by strong drilling activity in the Middle East and Asia Pacific.WRAPUP 2-Schlumberger, Baker top estimates with global drillingSchlumberger, Baker top estimates with global drilling Increased oilfield activity in U.S. offshore waters and overseas gave a bigger-than-expected lift to profits at Schlumberger Ltd  and Baker Hughes Inc , marking a clear divide with struggling smaller U.S. oil services firms.  Schlumberger, Baker top estimates with global drilling Increased oilfield activity in U.S. offshore waters and overseas gave a bigger-than-expected lift to profits at Schlumberger Ltd  and Baker Hughes Inc , marking a clear divide with struggling smaller U.S. oil services firms. Oct 18 Increased oilfield activity in U.S. offshore waters and overseas gave a bigger-than-expected lift to profits at Schlumberger Ltd and Baker Hughes Inc , marking a clear divide with struggling smaller U.S. oil services firms.Schlumberger, Baker top estimates with global drilling Increased oilfield activity in U.S. offshore waters and overseas gave a bigger-than-expected lift to profits at Schlumberger Ltd  and Baker Hughes Inc , marking a clear divide with struggling smaller U.S. oil services firms.   Oct 18 Baker Hughes Inc, the world's third-largest oilfield services company, reported a better-than-expected quarterly profit, driven by strong drilling activity in the Middle East and Asia Pacific.Baker Hughes profit up on strong international drillingWRAPUP 2-Schlumberger, Baker top estimates with global drillingSchlumberger, Baker top estimates with global drilling Increased oilfield activity in U.S. offshore waters and overseas gave a bigger-than-expected lift to profits at Schlumberger Ltd  and Baker Hughes Inc , marking a clear divide with struggling smaller U.S. oil services firms.  Schlumberger, Baker top estimates with global drilling Increased oilfield activity in U.S. offshore waters and overseas gave a bigger-than-expected lift to profits at Schlumberger Ltd  and Baker Hughes Inc , marking a clear divide with struggling smaller U.S. oil services firms. Oct 18 Increased oilfield activity in U.S. offshore waters and overseas gave a bigger-than-expected lift to profits at Schlumberger Ltd and Baker Hughes Inc , marking a clear divide with struggling smaller U.S. oil services firms.Schlumberger, Baker top estimates with global drilling Increased oilfield activity in U.S. offshore waters and overseas gave a bigger-than-expected lift to profits at Schlumberger Ltd  and Baker Hughes Inc , marking a clear divide with struggling smaller U.S. oil services firms.   WRAPUP 2-Schlumberger, Baker top estimates with global drillingSchlumberger, Baker top estimates with global drilling Increased oilfield activity in U.S. offshore waters and overseas gave a bigger-than-expected lift to profits at Schlumberger Ltd  and Baker Hughes Inc , marking a clear divide with struggling smaller U.S. oil services firms.  Schlumberger, Baker top estimates with global drilling Increased oilfield activity in U.S. offshore waters and overseas gave a bigger-than-expected lift to profits at Schlumberger Ltd  and Baker Hughes Inc , marking a clear divide with struggling smaller U.S. oil services firms. Oct 18 Increased oilfield activity in U.S. offshore waters and overseas gave a bigger-than-expected lift to profits at Schlumberger Ltd and Baker Hughes Inc , marking a clear divide with struggling smaller U.S. oil services firms.Schlumberger, Baker top estimates with global drilling Increased oilfield activity in U.S. offshore waters and overseas gave a bigger-than-expected lift to profits at Schlumberger Ltd  and Baker Hughes Inc , marking a clear divide with struggling smaller U.S. oil services firms.  Baker Hughes Inc , the world's third-largest oilfield services company, reported a better-than-expected quarterly profit, driven by strong drilling activity in the Middle East and Asia Pacific.WRAPUP 2-Schlumberger, Baker top estimates with global drillingSchlumberger, Baker top estimates with global drilling Increased oilfield activity in U.S. offshore waters and overseas gave a bigger-than-expected lift to profits at Schlumberger Ltd  and Baker Hughes Inc , marking a clear divide with struggling smaller U.S. oil services firms.  Schlumberger, Baker top estimates with global drilling Increased oilfield activity in U.S. offshore waters and overseas gave a bigger-than-expected lift to profits at Schlumberger Ltd  and Baker Hughes Inc , marking a clear divide with struggling smaller U.S. oil services firms. Oct 18 Increased oilfield activity in U.S. offshore waters and overseas gave a bigger-than-expected lift to profits at Schlumberger Ltd and Baker Hughes Inc , marking a clear divide with struggling smaller U.S. oil services firms.Schlumberger, Baker top estimates with global drilling Increased oilfield activity in U.S. offshore waters and overseas gave a bigger-than-expected lift to profits at Schlumberger Ltd  and Baker Hughes Inc , marking a clear divide with struggling smaller U.S. oil services firms.     
BAC,BofA considers new checking account that prevents overdraft - WSJ Oct 17 Bank of America is considering a plan to introduce a checking account that curbs overdraft practices, the Wall Street Journal said, citing people familiar with the bank's strategy. 
CSCO,Exclusive: Motorola looking to exit wireless LAN business - sources NEW YORK Motorola Solutions Inc is exploring the sale of its underperforming wireless LAN business, which has grappled with declining share in a market dominated by rivals such as Cisco Systems Inc, people familiar with the matter said. 
C,UPDATE 2-Morgan Stanley profit beats Street as equity trading surgesMorgan Stanley profit beats Street as equity trading surges Morgan Stanley posted a higher-than-expected quarterly profit on Friday as stock trading revenue jumped 31 percent, surprisingly strong performance in a quarter when rivals posted smaller gains or even declines in that business.  Morgan Stanley profit beats Street as equity trading surges Morgan Stanley posted a higher-than-expected quarterly profit on Friday as stock trading revenue jumped 31 percent, surprisingly strong performance in a quarter when rivals posted smaller gains or even declines in that business. Oct 18 Morgan Stanley posted a higher-than-expected quarterly profit on Friday as stock trading revenue jumped 31 percent, a surprisingly strong performance in a quarter when most rivals posted smaller gains or even declines in that business.Morgan Stanley profit beats Street as equity trading surges Morgan Stanley posted a higher-than-expected quarterly profit on Friday as stock trading revenue jumped 31 percent, surprisingly strong performance in a quarter when rivals posted smaller gains or even declines in that business.  
