AET,Health insurer Aetna reaffirms 2015 profit forecastAetna, Anthem say individual Obamacare business performing as expected U.S. health insurers Aetna Inc and Anthem Inc on Friday sought to reassure investors that their Obamacare businesses had not worsened after UnitedHealth Group Inc warned of mounting losses in that sector.  Aetna, Anthem say individual Obamacare business performing as expected U.S. health insurers Aetna Inc and Anthem Inc on Friday sought to reassure investors that their Obamacare businesses had not worsened after UnitedHealth Group Inc warned of mounting losses in that sector. Nov 20 Health insurer Aetna reaffirmed its full-year 2015 operating earnings forecast on Friday, a day after UnitedHealth Group Inc cut its guidance, blaming deteriorating performance in its individual Obamacare business.Aetna, Anthem say individual Obamacare business performing as expected U.S. health insurers Aetna Inc and Anthem Inc on Friday sought to reassure investors that their Obamacare businesses had not worsened after UnitedHealth Group Inc warned of mounting losses in that sector.  
AGN,UPDATE 2-U.S. unveils new inversion rules; unlikely to thwart PfizerU.S. funds optimistic about Allergan piled in before Pfizer bidExclusive: Pfizer, Allergan CEOs agree on combined company roles - sources Pfizer Inc and Allergan Inc chief executives have agreed on the roles they would assume in a combined company, removing one of the last hurdles to the largest ever healthcare merger, people familiar with the matter said.  Exclusive: Pfizer, Allergan CEOs agree on combined company roles - sources Pfizer Inc and Allergan Inc chief executives have agreed on the roles they would assume in a combined company, removing one of the last hurdles to the largest ever healthcare merger, people familiar with the matter said. Several large U.S. funds that boosted their stakes in Allergan Plc  in recent months appear to be optimistic about the company's growth prospects, even before Pfizer's reported $150 billion takeover bid for the botox maker.Exclusive: Pfizer, Allergan CEOs agree on combined company roles - sources Pfizer Inc and Allergan Inc chief executives have agreed on the roles they would assume in a combined company, removing one of the last hurdles to the largest ever healthcare merger, people familiar with the matter said.   U.S. funds optimistic about Allergan piled in before Pfizer bidExclusive: Pfizer, Allergan CEOs agree on combined company roles - sources Pfizer Inc and Allergan Inc chief executives have agreed on the roles they would assume in a combined company, removing one of the last hurdles to the largest ever healthcare merger, people familiar with the matter said.  Exclusive: Pfizer, Allergan CEOs agree on combined company roles - sources Pfizer Inc and Allergan Inc chief executives have agreed on the roles they would assume in a combined company, removing one of the last hurdles to the largest ever healthcare merger, people familiar with the matter said. Several large U.S. funds that boosted their stakes in Allergan Plc  in recent months appear to be optimistic about the company's growth prospects, even before Pfizer's reported $150 billion takeover bid for the botox maker.Exclusive: Pfizer, Allergan CEOs agree on combined company roles - sources Pfizer Inc and Allergan Inc chief executives have agreed on the roles they would assume in a combined company, removing one of the last hurdles to the largest ever healthcare merger, people familiar with the matter said.  WASHINGTON/NEW YORK, Nov 19 The U.S. Treasury Department on Thursday took steps to clamp down on tax-avoiding "inversion" deals with new rules, though there was scarce evidence they would stop the biggest inversion of them all, between Pfizer Inc and Allergan Plc.U.S. funds optimistic about Allergan piled in before Pfizer bidExclusive: Pfizer, Allergan CEOs agree on combined company roles - sources Pfizer Inc and Allergan Inc chief executives have agreed on the roles they would assume in a combined company, removing one of the last hurdles to the largest ever healthcare merger, people familiar with the matter said.  Exclusive: Pfizer, Allergan CEOs agree on combined company roles - sources Pfizer Inc and Allergan Inc chief executives have agreed on the roles they would assume in a combined company, removing one of the last hurdles to the largest ever healthcare merger, people familiar with the matter said. Several large U.S. funds that boosted their stakes in Allergan Plc  in recent months appear to be optimistic about the company's growth prospects, even before Pfizer's reported $150 billion takeover bid for the botox maker.Exclusive: Pfizer, Allergan CEOs agree on combined company roles - sources Pfizer Inc and Allergan Inc chief executives have agreed on the roles they would assume in a combined company, removing one of the last hurdles to the largest ever healthcare merger, people familiar with the matter said.   
GOOGL,US STOCKS-S&P; set for best week in a year; consumer stocks riseUS STOCKS-Wall Street on track for best week in over a monthUPDATE 2-Google aims for China launch of Google Play app store next year-sources BEIJING/HONG KONG, Nov 20 Google, part of Alphabet Inc, aims to launch the China version of its Google Play smartphone app store next year, according to people familiar with the matter, its first major foray in the market since ending localised product support in 2010.  UPDATE 2-Google aims for China launch of Google Play app store next year-sources BEIJING/HONG KONG, Nov 20 Google, part of Alphabet Inc, aims to launch the China version of its Google Play smartphone app store next year, according to people familiar with the matter, its first major foray in the market since ending localised product support in 2010. * Indexes up: Dow 0.50 pct, S&P; 0.41 pct, Nasdaq 0.58 pct   (Updates to afternoon)UPDATE 2-Google aims for China launch of Google Play app store next year-sources BEIJING/HONG KONG, Nov 20 Google, part of Alphabet Inc, aims to launch the China version of its Google Play smartphone app store next year, according to people familiar with the matter, its first major foray in the market since ending localised product support in 2010.   US STOCKS-Wall Street on track for best week in over a monthUPDATE 2-Google aims for China launch of Google Play app store next year-sources BEIJING/HONG KONG, Nov 20 Google, part of Alphabet Inc, aims to launch the China version of its Google Play smartphone app store next year, according to people familiar with the matter, its first major foray in the market since ending localised product support in 2010.  UPDATE 2-Google aims for China launch of Google Play app store next year-sources BEIJING/HONG KONG, Nov 20 Google, part of Alphabet Inc, aims to launch the China version of its Google Play smartphone app store next year, according to people familiar with the matter, its first major foray in the market since ending localised product support in 2010. * Indexes up: Dow 0.50 pct, S&P; 0.41 pct, Nasdaq 0.58 pct   (Updates to afternoon)UPDATE 2-Google aims for China launch of Google Play app store next year-sources BEIJING/HONG KONG, Nov 20 Google, part of Alphabet Inc, aims to launch the China version of its Google Play smartphone app store next year, according to people familiar with the matter, its first major foray in the market since ending localised product support in 2010.  * Indexes up: Dow 0.62 pct, S&P; 0.49 pct, Nasdaq 0.60 pct   (Updates to early afternoon)US STOCKS-Wall Street on track for best week in over a monthUPDATE 2-Google aims for China launch of Google Play app store next year-sources BEIJING/HONG KONG, Nov 20 Google, part of Alphabet Inc, aims to launch the China version of its Google Play smartphone app store next year, according to people familiar with the matter, its first major foray in the market since ending localised product support in 2010.  UPDATE 2-Google aims for China launch of Google Play app store next year-sources BEIJING/HONG KONG, Nov 20 Google, part of Alphabet Inc, aims to launch the China version of its Google Play smartphone app store next year, according to people familiar with the matter, its first major foray in the market since ending localised product support in 2010. * Indexes up: Dow 0.50 pct, S&P; 0.41 pct, Nasdaq 0.58 pct   (Updates to afternoon)UPDATE 2-Google aims for China launch of Google Play app store next year-sources BEIJING/HONG KONG, Nov 20 Google, part of Alphabet Inc, aims to launch the China version of its Google Play smartphone app store next year, according to people familiar with the matter, its first major foray in the market since ending localised product support in 2010.   
GOOG,US STOCKS-S&P; set for best week in a year; consumer stocks riseUS STOCKS-Wall Street on track for best week in over a monthUPDATE 2-Google aims for China launch of Google Play app store next year-sources BEIJING/HONG KONG, Nov 20 Google, part of Alphabet Inc, aims to launch the China version of its Google Play smartphone app store next year, according to people familiar with the matter, its first major foray in the market since ending localised product support in 2010.  UPDATE 2-Google aims for China launch of Google Play app store next year-sources BEIJING/HONG KONG, Nov 20 Google, part of Alphabet Inc, aims to launch the China version of its Google Play smartphone app store next year, according to people familiar with the matter, its first major foray in the market since ending localised product support in 2010. * Indexes up: Dow 0.50 pct, S&P; 0.41 pct, Nasdaq 0.58 pct   (Updates to afternoon)UPDATE 2-Google aims for China launch of Google Play app store next year-sources BEIJING/HONG KONG, Nov 20 Google, part of Alphabet Inc, aims to launch the China version of its Google Play smartphone app store next year, according to people familiar with the matter, its first major foray in the market since ending localised product support in 2010.   US STOCKS-Wall Street on track for best week in over a monthUPDATE 2-Google aims for China launch of Google Play app store next year-sources BEIJING/HONG KONG, Nov 20 Google, part of Alphabet Inc, aims to launch the China version of its Google Play smartphone app store next year, according to people familiar with the matter, its first major foray in the market since ending localised product support in 2010.  UPDATE 2-Google aims for China launch of Google Play app store next year-sources BEIJING/HONG KONG, Nov 20 Google, part of Alphabet Inc, aims to launch the China version of its Google Play smartphone app store next year, according to people familiar with the matter, its first major foray in the market since ending localised product support in 2010. * Indexes up: Dow 0.50 pct, S&P; 0.41 pct, Nasdaq 0.58 pct   (Updates to afternoon)UPDATE 2-Google aims for China launch of Google Play app store next year-sources BEIJING/HONG KONG, Nov 20 Google, part of Alphabet Inc, aims to launch the China version of its Google Play smartphone app store next year, according to people familiar with the matter, its first major foray in the market since ending localised product support in 2010.  * Indexes up: Dow 0.62 pct, S&P; 0.49 pct, Nasdaq 0.60 pct   (Updates to early afternoon)US STOCKS-Wall Street on track for best week in over a monthUPDATE 2-Google aims for China launch of Google Play app store next year-sources BEIJING/HONG KONG, Nov 20 Google, part of Alphabet Inc, aims to launch the China version of its Google Play smartphone app store next year, according to people familiar with the matter, its first major foray in the market since ending localised product support in 2010.  UPDATE 2-Google aims for China launch of Google Play app store next year-sources BEIJING/HONG KONG, Nov 20 Google, part of Alphabet Inc, aims to launch the China version of its Google Play smartphone app store next year, according to people familiar with the matter, its first major foray in the market since ending localised product support in 2010. * Indexes up: Dow 0.50 pct, S&P; 0.41 pct, Nasdaq 0.58 pct   (Updates to afternoon)UPDATE 2-Google aims for China launch of Google Play app store next year-sources BEIJING/HONG KONG, Nov 20 Google, part of Alphabet Inc, aims to launch the China version of its Google Play smartphone app store next year, according to people familiar with the matter, its first major foray in the market since ending localised product support in 2010.   
AMZN,REUTERS SUMMIT-Investors see modest equities growth in 2016, ready for Fed rate hikeRPT-REUTERS SUMMIT-Investors see modest equities growth in 2016, ready for Fed rate hike * For other news from Reuters Global Investment Outlook Summit, click on http://www.reuters.com/summit/Investment16  RPT-REUTERS SUMMIT-Investors see modest equities growth in 2016, ready for Fed rate hike * For other news from Reuters Global Investment Outlook Summit, click on http://www.reuters.com/summit/Investment16 * For other news from Reuters Global Investment Outlook Summit, click on http://www.reuters.com/summit/Investment16RPT-REUTERS SUMMIT-Investors see modest equities growth in 2016, ready for Fed rate hike * For other news from Reuters Global Investment Outlook Summit, click on http://www.reuters.com/summit/Investment16  
ANTM,Aetna, Anthem say individual Obamacare business performing as expected U.S. health insurers Aetna Inc and Anthem Inc on Friday sought to reassure investors that their Obamacare businesses had not worsened after UnitedHealth Group Inc warned of mounting losses in that sector. 
