FCX,UPDATE 1-Freeport resumes some output at world's No.2 copper mine * Initial output small; company aims to lift it gradually -official 
MDT,Medtronic takes '1st step' toward U.S. sale of artificial pancreas CHICAGO, June 22 Type 1 diabetics, who run the risk of dangerously low blood sugar, may be a step closer to getting help from a crude artificial pancreas device that can read blood sugar levels and automatically turn off the flow of insulin after a clinical trial showed the device is safe. 
