AA,CORRECTED-Alcoa to split into two companies in second half of 2016CORRECTED-Alcoa to split into two companies in second half of 2016UPDATE 4-Alcoa to split into two as aluminum glut batters legacy business CHICAGO, Sept 28 Alcoa Inc said Monday it will break itself in two, separating a faster growing plane and car parts business from traditional aluminum smelting operations as shareholders seek higher returns amid a commodity slump.  UPDATE 4-Alcoa to split into two as aluminum glut batters legacy business CHICAGO, Sept 28 Alcoa Inc said Monday it will break itself in two, separating a faster growing plane and car parts business from traditional aluminum smelting operations as shareholders seek higher returns amid a commodity slump.  UPDATE 4-Alcoa to split into two as aluminum glut batters legacy business CHICAGO, Sept 28 Alcoa Inc said Monday it will break itself in two, separating a faster growing plane and car parts business from traditional aluminum smelting operations as shareholders seek higher returns amid a commodity slump.   CORRECTED-Alcoa to split into two companies in second half of 2016UPDATE 4-Alcoa to split into two as aluminum glut batters legacy business CHICAGO, Sept 28 Alcoa Inc said Monday it will break itself in two, separating a faster growing plane and car parts business from traditional aluminum smelting operations as shareholders seek higher returns amid a commodity slump.  UPDATE 4-Alcoa to split into two as aluminum glut batters legacy business CHICAGO, Sept 28 Alcoa Inc said Monday it will break itself in two, separating a faster growing plane and car parts business from traditional aluminum smelting operations as shareholders seek higher returns amid a commodity slump.  UPDATE 4-Alcoa to split into two as aluminum glut batters legacy business CHICAGO, Sept 28 Alcoa Inc said Monday it will break itself in two, separating a faster growing plane and car parts business from traditional aluminum smelting operations as shareholders seek higher returns amid a commodity slump.  CHICAGO, Sept 28 Metals firm Alcoa Inc  said on Monday it would split into two publicly traded entities, acknowledging that its legacy aluminum operations and higher-value and automotive businesses were diverging and no longer compatible.CORRECTED-Alcoa to split into two companies in second half of 2016UPDATE 4-Alcoa to split into two as aluminum glut batters legacy business CHICAGO, Sept 28 Alcoa Inc said Monday it will break itself in two, separating a faster growing plane and car parts business from traditional aluminum smelting operations as shareholders seek higher returns amid a commodity slump.  UPDATE 4-Alcoa to split into two as aluminum glut batters legacy business CHICAGO, Sept 28 Alcoa Inc said Monday it will break itself in two, separating a faster growing plane and car parts business from traditional aluminum smelting operations as shareholders seek higher returns amid a commodity slump.  UPDATE 4-Alcoa to split into two as aluminum glut batters legacy business CHICAGO, Sept 28 Alcoa Inc said Monday it will break itself in two, separating a faster growing plane and car parts business from traditional aluminum smelting operations as shareholders seek higher returns amid a commodity slump.   
AGN,Allergan forecasts 2nd-half revenue above $8 blnUPDATE 1-Allergan forecasts 2nd-half revenue above $8 bln Sept 28 Drugmaker Allergan Plc said it expected revenue to be greater than $8 billion in the second half as it completes the sale of its generics business to Teva Pharmaceuticals Industries Ltd .  UPDATE 1-Allergan forecasts 2nd-half revenue above $8 bln Sept 28 Drugmaker Allergan Plc said it expected revenue to be greater than $8 billion in the second half as it completes the sale of its generics business to Teva Pharmaceuticals Industries Ltd . Sept 28 Drugmaker Allergan Plc said it expected revenue to be greater than $8 billion in the second half to reflect the divesture of its global generics business to Teva Pharmaceuticals Industries Ltd .UPDATE 1-Allergan forecasts 2nd-half revenue above $8 bln Sept 28 Drugmaker Allergan Plc said it expected revenue to be greater than $8 billion in the second half as it completes the sale of its generics business to Teva Pharmaceuticals Industries Ltd .  
GOOGL,PRESS DIGEST- New York Times business news - Sept 28 Sept 28 The following are the top stories on the New York Times business pages. Reuters has not verified these stories and does not vouch for their accuracy. 
GOOG,PRESS DIGEST- New York Times business news - Sept 28 Sept 28 The following are the top stories on the New York Times business pages. Reuters has not verified these stories and does not vouch for their accuracy. 
