GOOGL,PRESS DIGEST- New York Times business news - March 20 March 20 The following are the top stories on the New York Times business pages. Reuters has not verified these stories and does not vouch for their accuracy. 
GOOG,PRESS DIGEST- New York Times business news - March 20 March 20 The following are the top stories on the New York Times business pages. Reuters has not verified these stories and does not vouch for their accuracy. 
AAPL,US STOCKS-Wall St rises on Nike, lower dollar; Nasdaq hits 15-yr high * Indexes rise: Dow and S&P; 0.9 percent, Nasdaq 0.7 percent   (Updates close with energy shares up, Apple down, latest volume) 
BIIB,US STOCKS-Wall St set for higher open as Nike provides liftUPDATE 1-Biogen's Alzheimer's drug slows mental decline in early study March 20 An experimental drug from Biogen Idec Inc became the  first Alzheimer's treatment to significantly slow cognitive decline and reduce what is believed to be brain-destroying plaque in patients with early and mild forms of the disease, according to a small study likely to reignite hopes of a treatment.  UPDATE 1-Biogen's Alzheimer's drug slows mental decline in early study March 20 An experimental drug from Biogen Idec Inc became the  first Alzheimer's treatment to significantly slow cognitive decline and reduce what is believed to be brain-destroying plaque in patients with early and mild forms of the disease, according to a small study likely to reignite hopes of a treatment. * Futures up: Dow 148 pts, S&P; 15 pts, Nasdaq 36 pts   (Adds quote, updates prices)UPDATE 1-Biogen's Alzheimer's drug slows mental decline in early study March 20 An experimental drug from Biogen Idec Inc became the  first Alzheimer's treatment to significantly slow cognitive decline and reduce what is believed to be brain-destroying plaque in patients with early and mild forms of the disease, according to a small study likely to reignite hopes of a treatment.  
BLK,German watchdog slaps 3.25 mln euro fine on BlackRock FRANKFURT, March 20 German financial market watchdog Bafin has imposed a 3.25 million euro ($3.47 million) fine - the regulator's largest ever - on investment manager BlackRock for publishing faulty corporate voting rights disclosures. 
BA,UPDATE 3-U.S. senators launch bipartisan Export-Import Bank blueprintSenators launch bipartisan Export-Import Bank blueprintTurkish Airlines raises $328 mln for Boeing 777s ISTANBUL, March 20 Turkish Airlines  has raised $328.3 million through dollar-denominated certificates to finance three Boeing 777-300ER aircraft, it said, the first time the carrier has raised funds through capital markets.  Turkish Airlines raises $328 mln for Boeing 777s ISTANBUL, March 20 Turkish Airlines  has raised $328.3 million through dollar-denominated certificates to finance three Boeing 777-300ER aircraft, it said, the first time the carrier has raised funds through capital markets. WASHINGTON A bipartisan plan to save the U.S. Export-Import Bank seeks to extend the bank's term until 2019, increase lending to small businesses and overturn limits on coal-fired power plant projects.Turkish Airlines raises $328 mln for Boeing 777s ISTANBUL, March 20 Turkish Airlines  has raised $328.3 million through dollar-denominated certificates to finance three Boeing 777-300ER aircraft, it said, the first time the carrier has raised funds through capital markets.   Senators launch bipartisan Export-Import Bank blueprintTurkish Airlines raises $328 mln for Boeing 777s ISTANBUL, March 20 Turkish Airlines  has raised $328.3 million through dollar-denominated certificates to finance three Boeing 777-300ER aircraft, it said, the first time the carrier has raised funds through capital markets.  Turkish Airlines raises $328 mln for Boeing 777s ISTANBUL, March 20 Turkish Airlines  has raised $328.3 million through dollar-denominated certificates to finance three Boeing 777-300ER aircraft, it said, the first time the carrier has raised funds through capital markets. WASHINGTON A bipartisan plan to save the U.S. Export-Import Bank seeks to extend the bank's term until 2019, increase lending to small businesses and overturn limits on coal-fired power plant projects.Turkish Airlines raises $328 mln for Boeing 777s ISTANBUL, March 20 Turkish Airlines  has raised $328.3 million through dollar-denominated certificates to finance three Boeing 777-300ER aircraft, it said, the first time the carrier has raised funds through capital markets.  WASHINGTON, March 19 A bipartisan plan to save the U.S. Export-Import Bank seeks to extend the bank's term until 2019, increase lending to small businesses and overturn limits on coal-fired power plant projects.Senators launch bipartisan Export-Import Bank blueprintTurkish Airlines raises $328 mln for Boeing 777s ISTANBUL, March 20 Turkish Airlines  has raised $328.3 million through dollar-denominated certificates to finance three Boeing 777-300ER aircraft, it said, the first time the carrier has raised funds through capital markets.  Turkish Airlines raises $328 mln for Boeing 777s ISTANBUL, March 20 Turkish Airlines  has raised $328.3 million through dollar-denominated certificates to finance three Boeing 777-300ER aircraft, it said, the first time the carrier has raised funds through capital markets. WASHINGTON A bipartisan plan to save the U.S. Export-Import Bank seeks to extend the bank's term until 2019, increase lending to small businesses and overturn limits on coal-fired power plant projects.Turkish Airlines raises $328 mln for Boeing 777s ISTANBUL, March 20 Turkish Airlines  has raised $328.3 million through dollar-denominated certificates to finance three Boeing 777-300ER aircraft, it said, the first time the carrier has raised funds through capital markets.   
DRI,BRIEF-Olive Garden parent Darden says exploring all real estate optionsCORRECTED-UPDATE 3-Darden seeks property deals, Olive Garden turnaround March 20 Darden Restaurants Inc said on Friday it was looking for ways to "create value" from its real estate, as management installed after last year's activist investor-led coup reported continued traffic declines at its flagship Olive Garden chain.  CORRECTED-UPDATE 3-Darden seeks property deals, Olive Garden turnaround March 20 Darden Restaurants Inc said on Friday it was looking for ways to "create value" from its real estate, as management installed after last year's activist investor-led coup reported continued traffic declines at its flagship Olive Garden chain. LOS ANGELES, March 20 * Darden Restaurants Inc  exploring options for real estate, including sale and leaseback deals * Darden says has secured letters of intent or contracts on the majority of 31 listed properties at cap rates well below 6 percent * Darden has listed its Orlando, Florida, headquarters, options include sale and leaseback * Darden says real estate proceeds will be used to repay debt and improve credit profile * Darden says has identified $90-$100 mln of potential costCORRECTED-UPDATE 3-Darden seeks property deals, Olive Garden turnaround March 20 Darden Restaurants Inc said on Friday it was looking for ways to "create value" from its real estate, as management installed after last year's activist investor-led coup reported continued traffic declines at its flagship Olive Garden chain.  
FCX,Freeport Indonesia output stoppage enters 5th day as talks continue JAKARTA, March 20 A blockade by workers at Freeport-McMoRan Inc's Indonesian mine extended into a fifth day on Friday, a union official said, with output still halted but maintenance workers allowed into the Grasberg site by protestors. 
GS,Goldman Sachs, UBS named as participants in new LBMA gold price-ICEUPDATE 1-Goldman, UBS join ex-"fixing" banks for new LBMA gold price * ICE Benchmark Administration operating new process   (Adds background, comment)  UPDATE 1-Goldman, UBS join ex-"fixing" banks for new LBMA gold price * ICE Benchmark Administration operating new process   (Adds background, comment) LONDON, March 20 Goldman Sachs and UBS will join the four existing members of the gold "fix", which ended on Thursday, in setting the new London Bullion Market Association (LBMA) Gold Price benchmark, Intercontinental Exchange said on Friday.UPDATE 1-Goldman, UBS join ex-"fixing" banks for new LBMA gold price * ICE Benchmark Administration operating new process   (Adds background, comment)  
MAC,Simon Property raises offer for Macerich to $95.50/shareUPDATE 4-Simon says: Macerich offer "best and final" * Simon Property will not nominate directors to Macerich board  UPDATE 4-Simon says: Macerich offer "best and final" * Simon Property will not nominate directors to Macerich board March 20 Simon Property Group Inc, the largest U.S. shopping mall owner, raised its offer for smaller rival Macerich Co to $95.50 per share in cash and stock.UPDATE 4-Simon says: Macerich offer "best and final" * Simon Property will not nominate directors to Macerich board  
MRK,Merck KGaA's deputy chief Oschmann set to become CEO - Manager Magazin FRANKFURT, March 20 Germany's Merck KGaA  will promote its deputy chief executive, Stefan Oschmann, to the top job next year to replace Karl-Ludwig Kley, Manager Magazin reported on Friday, citing company sources. 
MON,Monsanto weed killer can 'probably' cause cancer -World Health Organization CHICAGO, March 20 The world's most widely-used weed killer can "probably" cause cancer, the World Health Organization said on Friday. 
