AMZN,Amazon teams with Samsung, studios on ultra high-definition TV LAS VEGAS, Jan 6 Amazon.com Inc is teaming up with Samsung Electronics Co Ltd and major media corporations including Warner Bros and Lionsgate  to  popularize "4K" ultra high-definition television. 
AAPL,Nader slams Malone's 'lowball' Sirius bid, suggests Icahn step inNader slams Malone's 'lowball' Sirius bid, suggests Icahn step inSamsung Electronics braces for weakest year of smartphone growthSamsung Electronics braces for weakest year of smartphone growth SEOUL Samsung Electronics Co Ltd is bracing for its weakest smartphone profit growth this year since 2007 as arch rival Apple Inc challenges its domination in China's $80 billion market.  Samsung Electronics braces for weakest year of smartphone growth SEOUL Samsung Electronics Co Ltd is bracing for its weakest smartphone profit growth this year since 2007 as arch rival Apple Inc challenges its domination in China's $80 billion market.  Samsung Electronics braces for weakest year of smartphone growth SEOUL Samsung Electronics Co Ltd is bracing for its weakest smartphone profit growth this year since 2007 as arch rival Apple Inc challenges its domination in China's $80 billion market.   Samsung Electronics braces for weakest year of smartphone growthSamsung Electronics braces for weakest year of smartphone growth SEOUL Samsung Electronics Co Ltd is bracing for its weakest smartphone profit growth this year since 2007 as arch rival Apple Inc challenges its domination in China's $80 billion market.  Samsung Electronics braces for weakest year of smartphone growth SEOUL Samsung Electronics Co Ltd is bracing for its weakest smartphone profit growth this year since 2007 as arch rival Apple Inc challenges its domination in China's $80 billion market.  Samsung Electronics braces for weakest year of smartphone growth SEOUL Samsung Electronics Co Ltd is bracing for its weakest smartphone profit growth this year since 2007 as arch rival Apple Inc challenges its domination in China's $80 billion market.  Consumer advocate Ralph Nader said Liberty Media Corp Chairman John Malone's offer to buy out the remaining stake in satellite radio company Sirius XM was "ludicrous" and called for activist investor Carl Icahn to take notice.Samsung Electronics braces for weakest year of smartphone growthSamsung Electronics braces for weakest year of smartphone growth SEOUL Samsung Electronics Co Ltd is bracing for its weakest smartphone profit growth this year since 2007 as arch rival Apple Inc challenges its domination in China's $80 billion market.  Samsung Electronics braces for weakest year of smartphone growth SEOUL Samsung Electronics Co Ltd is bracing for its weakest smartphone profit growth this year since 2007 as arch rival Apple Inc challenges its domination in China's $80 billion market.  Samsung Electronics braces for weakest year of smartphone growth SEOUL Samsung Electronics Co Ltd is bracing for its weakest smartphone profit growth this year since 2007 as arch rival Apple Inc challenges its domination in China's $80 billion market.    Nader slams Malone's 'lowball' Sirius bid, suggests Icahn step inSamsung Electronics braces for weakest year of smartphone growthSamsung Electronics braces for weakest year of smartphone growth SEOUL Samsung Electronics Co Ltd is bracing for its weakest smartphone profit growth this year since 2007 as arch rival Apple Inc challenges its domination in China's $80 billion market.  Samsung Electronics braces for weakest year of smartphone growth SEOUL Samsung Electronics Co Ltd is bracing for its weakest smartphone profit growth this year since 2007 as arch rival Apple Inc challenges its domination in China's $80 billion market.  Samsung Electronics braces for weakest year of smartphone growth SEOUL Samsung Electronics Co Ltd is bracing for its weakest smartphone profit growth this year since 2007 as arch rival Apple Inc challenges its domination in China's $80 billion market.   Samsung Electronics braces for weakest year of smartphone growthSamsung Electronics braces for weakest year of smartphone growth SEOUL Samsung Electronics Co Ltd is bracing for its weakest smartphone profit growth this year since 2007 as arch rival Apple Inc challenges its domination in China's $80 billion market.  Samsung Electronics braces for weakest year of smartphone growth SEOUL Samsung Electronics Co Ltd is bracing for its weakest smartphone profit growth this year since 2007 as arch rival Apple Inc challenges its domination in China's $80 billion market.  Samsung Electronics braces for weakest year of smartphone growth SEOUL Samsung Electronics Co Ltd is bracing for its weakest smartphone profit growth this year since 2007 as arch rival Apple Inc challenges its domination in China's $80 billion market.  Consumer advocate Ralph Nader said Liberty Media Corp Chairman John Malone's offer to buy out the remaining stake in satellite radio company Sirius XM was "ludicrous" and called for activist investor Carl Icahn to take notice.Samsung Electronics braces for weakest year of smartphone growthSamsung Electronics braces for weakest year of smartphone growth SEOUL Samsung Electronics Co Ltd is bracing for its weakest smartphone profit growth this year since 2007 as arch rival Apple Inc challenges its domination in China's $80 billion market.  Samsung Electronics braces for weakest year of smartphone growth SEOUL Samsung Electronics Co Ltd is bracing for its weakest smartphone profit growth this year since 2007 as arch rival Apple Inc challenges its domination in China's $80 billion market.  Samsung Electronics braces for weakest year of smartphone growth SEOUL Samsung Electronics Co Ltd is bracing for its weakest smartphone profit growth this year since 2007 as arch rival Apple Inc challenges its domination in China's $80 billion market.   Jan 6 Consumer advocate Ralph Nader said Liberty Media Corp Chairman John Malone's offer to buy out the remaining stake in satellite radio company Sirius XM  was "ludicrous" and called for activist investor Carl Icahn to take notice.Nader slams Malone's 'lowball' Sirius bid, suggests Icahn step inSamsung Electronics braces for weakest year of smartphone growthSamsung Electronics braces for weakest year of smartphone growth SEOUL Samsung Electronics Co Ltd is bracing for its weakest smartphone profit growth this year since 2007 as arch rival Apple Inc challenges its domination in China's $80 billion market.  Samsung Electronics braces for weakest year of smartphone growth SEOUL Samsung Electronics Co Ltd is bracing for its weakest smartphone profit growth this year since 2007 as arch rival Apple Inc challenges its domination in China's $80 billion market.  Samsung Electronics braces for weakest year of smartphone growth SEOUL Samsung Electronics Co Ltd is bracing for its weakest smartphone profit growth this year since 2007 as arch rival Apple Inc challenges its domination in China's $80 billion market.   Samsung Electronics braces for weakest year of smartphone growthSamsung Electronics braces for weakest year of smartphone growth SEOUL Samsung Electronics Co Ltd is bracing for its weakest smartphone profit growth this year since 2007 as arch rival Apple Inc challenges its domination in China's $80 billion market.  Samsung Electronics braces for weakest year of smartphone growth SEOUL Samsung Electronics Co Ltd is bracing for its weakest smartphone profit growth this year since 2007 as arch rival Apple Inc challenges its domination in China's $80 billion market.  Samsung Electronics braces for weakest year of smartphone growth SEOUL Samsung Electronics Co Ltd is bracing for its weakest smartphone profit growth this year since 2007 as arch rival Apple Inc challenges its domination in China's $80 billion market.  Consumer advocate Ralph Nader said Liberty Media Corp Chairman John Malone's offer to buy out the remaining stake in satellite radio company Sirius XM was "ludicrous" and called for activist investor Carl Icahn to take notice.Samsung Electronics braces for weakest year of smartphone growthSamsung Electronics braces for weakest year of smartphone growth SEOUL Samsung Electronics Co Ltd is bracing for its weakest smartphone profit growth this year since 2007 as arch rival Apple Inc challenges its domination in China's $80 billion market.  Samsung Electronics braces for weakest year of smartphone growth SEOUL Samsung Electronics Co Ltd is bracing for its weakest smartphone profit growth this year since 2007 as arch rival Apple Inc challenges its domination in China's $80 billion market.  Samsung Electronics braces for weakest year of smartphone growth SEOUL Samsung Electronics Co Ltd is bracing for its weakest smartphone profit growth this year since 2007 as arch rival Apple Inc challenges its domination in China's $80 billion market.    
T,Carlyle Group hires former FCC chairman as dealmakerAT&T; promises sponsored data services in coming months NEW YORK, Jan 6 AT&T; Inc plans to give cash-strapped consumers options to  save money on mobile data fees as soon as this quarter while offering sponsors a new way to entice consumers to use their services.  AT&T; promises sponsored data services in coming months NEW YORK, Jan 6 AT&T; Inc plans to give cash-strapped consumers options to  save money on mobile data fees as soon as this quarter while offering sponsors a new way to entice consumers to use their services. Carlyle Group LP  said that former U.S. Federal Communications Commission (FCC) Chairman Julius Genachowski would join the private equity firm as a managing director and partner on its U.S. buyout team.AT&T; promises sponsored data services in coming months NEW YORK, Jan 6 AT&T; Inc plans to give cash-strapped consumers options to  save money on mobile data fees as soon as this quarter while offering sponsors a new way to entice consumers to use their services.  
