ADBE,CORRECTED-UPDATE 3-Adobe shares soar after Fotolia buy, Creative Cloud jump (Corrects paragraph 6 to replace "products such as" with "a feature in") 
AET,INSIGHT-US corporate health exchanges find no new blue chip clientsU.S. corporate health exchanges find no new blue chip clients NEW YORK Healthcare companies including Aetna Inc, Mercer and Towers Watson Co have invested hundreds of millions of dollars to build exchanges that allow company employees to buy their own insurance, betting that Corporate America wants to get out of managing workers' health benefits.  U.S. corporate health exchanges find no new blue chip clients NEW YORK Healthcare companies including Aetna Inc, Mercer and Towers Watson Co have invested hundreds of millions of dollars to build exchanges that allow company employees to buy their own insurance, betting that Corporate America wants to get out of managing workers' health benefits. NEW YORK, Dec 15 Healthcare companies including Aetna Inc, Mercer and Towers Watson Co have invested hundreds of millions of dollars to build exchanges that allow company employees to buy their own insurance, betting that Corporate America wants to get out of managing workers' health benefits.U.S. corporate health exchanges find no new blue chip clients NEW YORK Healthcare companies including Aetna Inc, Mercer and Towers Watson Co have invested hundreds of millions of dollars to build exchanges that allow company employees to buy their own insurance, betting that Corporate America wants to get out of managing workers' health benefits.  
GOOGL,Google faces $18 mln fine for web privacy violations - Dutch watchdogGoogle faces $18 million fine for web privacy violations: Dutch watchdogEx-Google employees launch app to make you smarter about health, fitness SAN FRANCISCO, Dec 15 A group of former Google employees are betting they can boost the world's medical knowledge with a mobile IQ test.  Ex-Google employees launch app to make you smarter about health, fitness SAN FRANCISCO, Dec 15 A group of former Google employees are betting they can boost the world's medical knowledge with a mobile IQ test. AMSTERDAM Google  could be fined up 15 million euros ($18.6 million) if it does not stop violating the privacy of Internet users in the Netherlands, the Dutch data protection agency said on Monday.Ex-Google employees launch app to make you smarter about health, fitness SAN FRANCISCO, Dec 15 A group of former Google employees are betting they can boost the world's medical knowledge with a mobile IQ test.   Google faces $18 million fine for web privacy violations: Dutch watchdogEx-Google employees launch app to make you smarter about health, fitness SAN FRANCISCO, Dec 15 A group of former Google employees are betting they can boost the world's medical knowledge with a mobile IQ test.  Ex-Google employees launch app to make you smarter about health, fitness SAN FRANCISCO, Dec 15 A group of former Google employees are betting they can boost the world's medical knowledge with a mobile IQ test. AMSTERDAM Google  could be fined up 15 million euros ($18.6 million) if it does not stop violating the privacy of Internet users in the Netherlands, the Dutch data protection agency said on Monday.Ex-Google employees launch app to make you smarter about health, fitness SAN FRANCISCO, Dec 15 A group of former Google employees are betting they can boost the world's medical knowledge with a mobile IQ test.  AMSTERDAM, Dec 15 Google could be fined up 15 million euros ($18.6 million) if it does not stop violating the privacy of Internet users in the Netherlands, the Dutch data protection agency said on Monday.Google faces $18 million fine for web privacy violations: Dutch watchdogEx-Google employees launch app to make you smarter about health, fitness SAN FRANCISCO, Dec 15 A group of former Google employees are betting they can boost the world's medical knowledge with a mobile IQ test.  Ex-Google employees launch app to make you smarter about health, fitness SAN FRANCISCO, Dec 15 A group of former Google employees are betting they can boost the world's medical knowledge with a mobile IQ test. AMSTERDAM Google  could be fined up 15 million euros ($18.6 million) if it does not stop violating the privacy of Internet users in the Netherlands, the Dutch data protection agency said on Monday.Ex-Google employees launch app to make you smarter about health, fitness SAN FRANCISCO, Dec 15 A group of former Google employees are betting they can boost the world's medical knowledge with a mobile IQ test.   
ADM,Olam agrees to buy ADM's cocoa businessRPT-Olam agrees to buy ADM's cocoa business (Repeats without changes to resolve technical formatting glitch)  RPT-Olam agrees to buy ADM's cocoa business (Repeats without changes to resolve technical formatting glitch) NEW YORK, Dec 15 Olam International Ltd  will buy Archer Daniels Midland Co's cocoa business for $1.3 billion, it said on Monday, catapulting the Singapore-based commodities merchant into the top tier of the niche bean processing industry.RPT-Olam agrees to buy ADM's cocoa business (Repeats without changes to resolve technical formatting glitch)  
T,Tech companies support Microsoft in overseas data fight with U.S. SEATTLE, Dec 15 Technology companies Apple Inc , Amazon.com Inc , AT&T; Inc and more than 20 others are supporting Microsoft Corp in the software company's legal battle with the U.S. government over access to customer data stored overseas. 
BLK,UK watchdog bans former BlackRock employee for fare evasionUPDATE 2-UK watchdog bans former BlackRock manager for fare dodging LONDON, Dec 15 A former BlackRock  investment manager has become only the second person to be banned for personal dishonesty by Britain's financial watchdog after he was caught dodging fares worth 43,000 pounds ($67,000) on his daily commute into London.  UPDATE 2-UK watchdog bans former BlackRock manager for fare dodging LONDON, Dec 15 A former BlackRock  investment manager has become only the second person to be banned for personal dishonesty by Britain's financial watchdog after he was caught dodging fares worth 43,000 pounds ($67,000) on his daily commute into London. LONDON, Dec 15 Britain's financial watchdog has banned former BlackRock senior official Jonathan Paul Burrows from any role in the financial services sector after he was caught evading his train fare on his daily commute into London.UPDATE 2-UK watchdog bans former BlackRock manager for fare dodging LONDON, Dec 15 A former BlackRock  investment manager has become only the second person to be banned for personal dishonesty by Britain's financial watchdog after he was caught dodging fares worth 43,000 pounds ($67,000) on his daily commute into London.  
BA,Boeing boosts share buyback authorization to $12 blnUPDATE 1-Boeing boosts share buyback to $12 bln, lifts dividend 25 pctBoeing boosts share buyback to $12 billion, lifts dividend 25 percent Boeing Co  raised its share repurchase authorization to $12 billion from $10 billion and said it would increase its quarterly dividend by 25 percent, a sign of confidence in its cash outlook for the year.  Boeing boosts share buyback to $12 billion, lifts dividend 25 percent Boeing Co  raised its share repurchase authorization to $12 billion from $10 billion and said it would increase its quarterly dividend by 25 percent, a sign of confidence in its cash outlook for the year. Dec 15 Boeing Co raised its share repurchase authorization to $12 billion from $10 billion and said it would increase its quarterly dividend by 25 percent, a sign of confidence in its cash outlook for the year.Boeing boosts share buyback to $12 billion, lifts dividend 25 percent Boeing Co  raised its share repurchase authorization to $12 billion from $10 billion and said it would increase its quarterly dividend by 25 percent, a sign of confidence in its cash outlook for the year.   UPDATE 1-Boeing boosts share buyback to $12 bln, lifts dividend 25 pctBoeing boosts share buyback to $12 billion, lifts dividend 25 percent Boeing Co  raised its share repurchase authorization to $12 billion from $10 billion and said it would increase its quarterly dividend by 25 percent, a sign of confidence in its cash outlook for the year.  Boeing boosts share buyback to $12 billion, lifts dividend 25 percent Boeing Co  raised its share repurchase authorization to $12 billion from $10 billion and said it would increase its quarterly dividend by 25 percent, a sign of confidence in its cash outlook for the year. Dec 15 Boeing Co raised its share repurchase authorization to $12 billion from $10 billion and said it would increase its quarterly dividend by 25 percent, a sign of confidence in its cash outlook for the year.Boeing boosts share buyback to $12 billion, lifts dividend 25 percent Boeing Co  raised its share repurchase authorization to $12 billion from $10 billion and said it would increase its quarterly dividend by 25 percent, a sign of confidence in its cash outlook for the year.  Dec 15 Boeing Co raised its share repurchase authorization to $12 billion from $10 billion and said it would increase its quarterly dividend.UPDATE 1-Boeing boosts share buyback to $12 bln, lifts dividend 25 pctBoeing boosts share buyback to $12 billion, lifts dividend 25 percent Boeing Co  raised its share repurchase authorization to $12 billion from $10 billion and said it would increase its quarterly dividend by 25 percent, a sign of confidence in its cash outlook for the year.  Boeing boosts share buyback to $12 billion, lifts dividend 25 percent Boeing Co  raised its share repurchase authorization to $12 billion from $10 billion and said it would increase its quarterly dividend by 25 percent, a sign of confidence in its cash outlook for the year. Dec 15 Boeing Co raised its share repurchase authorization to $12 billion from $10 billion and said it would increase its quarterly dividend by 25 percent, a sign of confidence in its cash outlook for the year.Boeing boosts share buyback to $12 billion, lifts dividend 25 percent Boeing Co  raised its share repurchase authorization to $12 billion from $10 billion and said it would increase its quarterly dividend by 25 percent, a sign of confidence in its cash outlook for the year.   
EMR,Emerson Electric to sell power transmission unit to Regal Beloit Dec 15 Emerson Electric Co said it would sell its power transmission business to Regal Beloit Corp , a maker of electric motors, for $1.44 billion. 
GPS,CORRECTED-Fashion chain Gap in deal with online retailer Zalando (Corrects NOV 24 story to show digital business accounted for 14 percent of total sales, not 6 percent, paragraph 6)) 
GM,General Motors faulty-switch compensation claims riseGeneral Motors faulty-switch compensation claims rise General Motors Co has received 64 claims for compensation for ignition switch defects in its cars in the past week, bringing the total to 2,326, according to the official administering the compensation program.  General Motors faulty-switch compensation claims rise General Motors Co has received 64 claims for compensation for ignition switch defects in its cars in the past week, bringing the total to 2,326, according to the official administering the compensation program. Dec 15 General Motors Co has received 64 claims for compensation for ignition switch defects in its cars in the past week, bringing the total to 2,326, according to the official administering the compensation program.General Motors faulty-switch compensation claims rise General Motors Co has received 64 claims for compensation for ignition switch defects in its cars in the past week, bringing the total to 2,326, according to the official administering the compensation program.  
GS,PRESS DIGEST- Financial Times - Dec 15Goldman files for a new batch of exchange-traded funds Dec 15 Goldman Sachs Group Inc has filed for a slew of new exchange-traded funds, most of them alternative, another step  by the Wall Street bank in its pursuit of the fast-growing, nearly $2 trillion U.S. ETF market.  Goldman files for a new batch of exchange-traded funds Dec 15 Goldman Sachs Group Inc has filed for a slew of new exchange-traded funds, most of them alternative, another step  by the Wall Street bank in its pursuit of the fast-growing, nearly $2 trillion U.S. ETF market. Dec 15 The following are the top stories in the Financial Times. Reuters has not verified these stories and does not vouch for their accuracy.Goldman files for a new batch of exchange-traded funds Dec 15 Goldman Sachs Group Inc has filed for a slew of new exchange-traded funds, most of them alternative, another step  by the Wall Street bank in its pursuit of the fast-growing, nearly $2 trillion U.S. ETF market.  
HON,Honeywell 2015 revenue forecast misses market estimatesUPDATE 2-Honeywell sees benefit from lower oil prices, gives muted sales view Dec 15 Diversified U.S. manufacturer Honeywell International Inc said on Monday it expected an overall benefit from the decline in oil prices even as it gave a 2015 sales forecast that slightly trailed Wall Street's target.  UPDATE 2-Honeywell sees benefit from lower oil prices, gives muted sales view Dec 15 Diversified U.S. manufacturer Honeywell International Inc said on Monday it expected an overall benefit from the decline in oil prices even as it gave a 2015 sales forecast that slightly trailed Wall Street's target. Dec 15 Honeywell International Inc  forecast 2015 revenue below market estimates as the diversified maker of aircraft parts and electronic equipment expects GDP growth in most regions across the world to grow only modestly.UPDATE 2-Honeywell sees benefit from lower oil prices, gives muted sales view Dec 15 Diversified U.S. manufacturer Honeywell International Inc said on Monday it expected an overall benefit from the decline in oil prices even as it gave a 2015 sales forecast that slightly trailed Wall Street's target.  
IRM,CORRECTED-Australia's Recall rebuffs $1.8 bln offer from rival Iron Mountain (Corrects to show company is Australian-listed, not Australian) 
JNPR,UPDATE 2-Riverbed to be bought by Thoma Bravo, Ontario TeachersRiverbed to be bought by Thoma Bravo, Ontario Teachers Thoma Bravo LLC and the Ontario Teachers' Pension Plan said they would buy network equipment maker Riverbed Technology Inc for $3.6 billion, just over a year after the company's biggest shareholder started agitating for a sale.  Riverbed to be bought by Thoma Bravo, Ontario Teachers Thoma Bravo LLC and the Ontario Teachers' Pension Plan said they would buy network equipment maker Riverbed Technology Inc for $3.6 billion, just over a year after the company's biggest shareholder started agitating for a sale. Dec 15 Thoma Bravo LLC and the Ontario Teachers' Pension Plan said they would buy network equipment maker Riverbed Technology Inc for $3.6 billion, just over a year after the company's biggest shareholder started agitating for a sale.Riverbed to be bought by Thoma Bravo, Ontario Teachers Thoma Bravo LLC and the Ontario Teachers' Pension Plan said they would buy network equipment maker Riverbed Technology Inc for $3.6 billion, just over a year after the company's biggest shareholder started agitating for a sale.  
MSFT,Tech companies support Microsoft in overseas data fight with U.S.UPDATE 1-Diverse allies rally for Microsoft in overseas data fightDiverse allies rally for Microsoft in overseas data fight NEW YORK/SEATTLE Corporate lobbyists, news organizations and academics joined forces with Microsoft Corp on Monday in the software company's legal battle with the U.S. government over access to customer data stored overseas.  Diverse allies rally for Microsoft in overseas data fight NEW YORK/SEATTLE Corporate lobbyists, news organizations and academics joined forces with Microsoft Corp on Monday in the software company's legal battle with the U.S. government over access to customer data stored overseas. NEW YORK/SEATTLE, Dec 15 Corporate lobbyists, news organizations and academics joined forces with Microsoft Corp on Monday in the software company's legal battle with the U.S. government over access to customer data stored overseas.Diverse allies rally for Microsoft in overseas data fight NEW YORK/SEATTLE Corporate lobbyists, news organizations and academics joined forces with Microsoft Corp on Monday in the software company's legal battle with the U.S. government over access to customer data stored overseas.   UPDATE 1-Diverse allies rally for Microsoft in overseas data fightDiverse allies rally for Microsoft in overseas data fight NEW YORK/SEATTLE Corporate lobbyists, news organizations and academics joined forces with Microsoft Corp on Monday in the software company's legal battle with the U.S. government over access to customer data stored overseas.  Diverse allies rally for Microsoft in overseas data fight NEW YORK/SEATTLE Corporate lobbyists, news organizations and academics joined forces with Microsoft Corp on Monday in the software company's legal battle with the U.S. government over access to customer data stored overseas. NEW YORK/SEATTLE, Dec 15 Corporate lobbyists, news organizations and academics joined forces with Microsoft Corp on Monday in the software company's legal battle with the U.S. government over access to customer data stored overseas.Diverse allies rally for Microsoft in overseas data fight NEW YORK/SEATTLE Corporate lobbyists, news organizations and academics joined forces with Microsoft Corp on Monday in the software company's legal battle with the U.S. government over access to customer data stored overseas.  SEATTLE, Dec 15 Technology companies Apple Inc , Amazon.com Inc , AT&T; Inc and more than 20 others are supporting Microsoft Corp in the software company's legal battle with the U.S. government over access to customer data stored overseas.UPDATE 1-Diverse allies rally for Microsoft in overseas data fightDiverse allies rally for Microsoft in overseas data fight NEW YORK/SEATTLE Corporate lobbyists, news organizations and academics joined forces with Microsoft Corp on Monday in the software company's legal battle with the U.S. government over access to customer data stored overseas.  Diverse allies rally for Microsoft in overseas data fight NEW YORK/SEATTLE Corporate lobbyists, news organizations and academics joined forces with Microsoft Corp on Monday in the software company's legal battle with the U.S. government over access to customer data stored overseas. NEW YORK/SEATTLE, Dec 15 Corporate lobbyists, news organizations and academics joined forces with Microsoft Corp on Monday in the software company's legal battle with the U.S. government over access to customer data stored overseas.Diverse allies rally for Microsoft in overseas data fight NEW YORK/SEATTLE Corporate lobbyists, news organizations and academics joined forces with Microsoft Corp on Monday in the software company's legal battle with the U.S. government over access to customer data stored overseas.   
MDLZ,EU opens in-depth probe into Mondelez, DE Master Blenders coffee mergerDeals of the day- Mergers and acquisitions Dec 15 The following bids, mergers, acquisitions and disposals were reported by 2100 GMT on Monday:  Deals of the day- Mergers and acquisitions Dec 15 The following bids, mergers, acquisitions and disposals were reported by 2100 GMT on Monday: BRUSSELS, Dec 15 European Union antitrust regulators opened an extensive investigation into a proposal by Mondelez International Inc and competitor D.E Master Blenders 1753 to combine their coffee businesses, concerned this may reduce competition.Deals of the day- Mergers and acquisitions Dec 15 The following bids, mergers, acquisitions and disposals were reported by 2100 GMT on Monday:  
OXY,UPDATE 1-U.S. court dismisses Colombian human rights claims against OccidentalU.S. court dismisses Colombian human rights claims against Occidental WASHINGTON A U.S. federal appeals court on Monday threw out a human rights lawsuit brought against Occidental Petroleum Corp over allegations that it played a role in killings carried out by the  Colombian military in 2004.  U.S. court dismisses Colombian human rights claims against Occidental WASHINGTON A U.S. federal appeals court on Monday threw out a human rights lawsuit brought against Occidental Petroleum Corp over allegations that it played a role in killings carried out by the  Colombian military in 2004. WASHINGTON, Dec 15 A U.S. federal appeals court on Monday threw out a human rights lawsuit brought against Occidental Petroleum Corp over allegations that it played a role in killings carried out by the  Colombian military in 2004.U.S. court dismisses Colombian human rights claims against Occidental WASHINGTON A U.S. federal appeals court on Monday threw out a human rights lawsuit brought against Occidental Petroleum Corp over allegations that it played a role in killings carried out by the  Colombian military in 2004.  
SYY,Minnesota AG: 'questionable' that divestiture in Sysco deal is enough WASHINGTON Minnesota's attorney general has expressed concern about the merger of food distribution giants Sysco Corp and US Foods, saying it was questionable whether any divestiture could restore competition lost to the transaction. 
KO,Coca-Cola shareholder says CEO Kent should be replaced Dec 15 Wintergreen Advisers, a minority shareholder in Coca-Cola Co, said Chief Executive Muhtar Kent was "incapable of leading Coke's turnaround and should be replaced". 
