JNPR,Juniper Networks shares could climb 30 pct-Barron's NEW YORK, July 20 Shares in network equipment maker Juniper Networks Inc. could rise 30 percent or more due to lower valuation relative to its peers and improving prospects, Barrons' magazine reported over the weekend. 
MDLZ,D.E Master Blenders, Mondelez weigh sale, options for 2 brands -sources PARIS/LONDON, July 20 Mondelez International Inc  and D.E Master Blenders 1753 are considering options including a possible sale of French coffee brands L'Or and Grand Mere as they prepare to merge their coffee businesses, sources familiar with the matter said. 
RAI,CORRECTED-Florida jury awards $23 billion punitive damages against RJ ReynoldsUPDATE 1-Florida jury awards record $23 billion against RJ Reynolds (Adds details of case, quote from lawyer; background on litigation)  UPDATE 1-Florida jury awards record $23 billion against RJ Reynolds (Adds details of case, quote from lawyer; background on litigation) (Corrects breakdown of recipients for compensatory damages in 5th paragraph)UPDATE 1-Florida jury awards record $23 billion against RJ Reynolds (Adds details of case, quote from lawyer; background on litigation)  
DIS,UPDATE 1-'Apes' rules North American box office for second straight weekend LOS ANGELES/NEW YORK, July 20 Sci-fi sequel "Dawn of the Planet of the Apes" beat a new horror flick, an animated family film and an adult comedy to keep its grip on the U.S. and Canadian box office title for a second straight weekend. 
