AAL,American Airlines delays Paris flights; United operates as plannedUPDATE 2-American Airlines delays Paris flights; United operates as planned NEW YORK, Nov 13 American Airlines Group , the world's biggest carrier by passenger traffic, said on Friday it was delaying flights to Paris in response to the explosions and shooting attacks there, even though French airports remained open.  UPDATE 2-American Airlines delays Paris flights; United operates as planned NEW YORK, Nov 13 American Airlines Group , the world's biggest carrier by passenger traffic, said on Friday it was delaying flights to Paris in response to the explosions and shooting attacks there, even though French airports remained open. NEW YORK, Nov 13 American Airlines Group , the world's biggest carrier by passenger traffic, said on Friday it was delaying flights to Paris in response to the explosions and shooting attacks there, even though French airports remained open.UPDATE 2-American Airlines delays Paris flights; United operates as planned NEW YORK, Nov 13 American Airlines Group , the world's biggest carrier by passenger traffic, said on Friday it was delaying flights to Paris in response to the explosions and shooting attacks there, even though French airports remained open.  
UAL,American Airlines delays Paris flights; United operates as plannedUPDATE 2-American Airlines delays Paris flights; United operates as planned NEW YORK, Nov 13 American Airlines Group , the world's biggest carrier by passenger traffic, said on Friday it was delaying flights to Paris in response to the explosions and shooting attacks there, even though French airports remained open.  UPDATE 2-American Airlines delays Paris flights; United operates as planned NEW YORK, Nov 13 American Airlines Group , the world's biggest carrier by passenger traffic, said on Friday it was delaying flights to Paris in response to the explosions and shooting attacks there, even though French airports remained open. NEW YORK, Nov 13 American Airlines Group , the world's biggest carrier by passenger traffic, said on Friday it was delaying flights to Paris in response to the explosions and shooting attacks there, even though French airports remained open.UPDATE 2-American Airlines delays Paris flights; United operates as planned NEW YORK, Nov 13 American Airlines Group , the world's biggest carrier by passenger traffic, said on Friday it was delaying flights to Paris in response to the explosions and shooting attacks there, even though French airports remained open.  
