GOOGL,Google to open first UK "garage" to fix small firms' web problems LEEDS, England, March 13 Google on Friday launched its first "digital garage", a multi-million pound project it said would help 200,000 small British businesses harness the Internet to grow. 
GOOG,Google to open first UK "garage" to fix small firms' web problems LEEDS, England, March 13 Google on Friday launched its first "digital garage", a multi-million pound project it said would help 200,000 small British businesses harness the Internet to grow. 
