AGN,U.S. court revives shareholder lawsuit vs. Allergan over BotoxUPDATE 1-U.S. court revives Botox-linked shareholder suit against Allergan SAN FRANCISCO, Sept 2 A U.S. appeals court on Tuesday revived a 2010 shareholder lawsuit against Allergan Inc  over allegations the company improperly marketed and labeled the cosmetic drug Botox.  UPDATE 1-U.S. court revives Botox-linked shareholder suit against Allergan SAN FRANCISCO, Sept 2 A U.S. appeals court on Tuesday revived a 2010 shareholder lawsuit against Allergan Inc  over allegations the company improperly marketed and labeled the cosmetic drug Botox. SAN FRANCISCO, Sept 2 A U.S. appeals court on Tuesday revived a shareholder lawsuit against Allergan Inc  over allegations that the company improperly marketed and labeled the cosmetic drug Botox.UPDATE 1-U.S. court revives Botox-linked shareholder suit against Allergan SAN FRANCISCO, Sept 2 A U.S. appeals court on Tuesday revived a 2010 shareholder lawsuit against Allergan Inc  over allegations the company improperly marketed and labeled the cosmetic drug Botox.  
ADM,Cargill agrees to buy ADM's chocolate business for $440 millionCargill to buy ADM's chocolate business for $440 millionUPDATE 3-Cargill buying ADM's chocolate unit in North American expansion NEW YORK/CHICAGO, Sept 2 Commodity merchant Cargill Inc said on Tuesday it will buy the global chocolate business of its rival Archer Daniels Midland Co  for $440 million in a move to expand its production capacity in North America.  UPDATE 3-Cargill buying ADM's chocolate unit in North American expansion NEW YORK/CHICAGO, Sept 2 Commodity merchant Cargill Inc said on Tuesday it will buy the global chocolate business of its rival Archer Daniels Midland Co  for $440 million in a move to expand its production capacity in North America. NEW YORK/CHICAGO Commodity merchant Cargill Inc [CARG.UL] said on Tuesday it was buying Archer Daniels Midland Co's  global chocolate business for $440 million in a move to expand its production capacity in North America.UPDATE 3-Cargill buying ADM's chocolate unit in North American expansion NEW YORK/CHICAGO, Sept 2 Commodity merchant Cargill Inc said on Tuesday it will buy the global chocolate business of its rival Archer Daniels Midland Co  for $440 million in a move to expand its production capacity in North America.   Cargill to buy ADM's chocolate business for $440 millionUPDATE 3-Cargill buying ADM's chocolate unit in North American expansion NEW YORK/CHICAGO, Sept 2 Commodity merchant Cargill Inc said on Tuesday it will buy the global chocolate business of its rival Archer Daniels Midland Co  for $440 million in a move to expand its production capacity in North America.  UPDATE 3-Cargill buying ADM's chocolate unit in North American expansion NEW YORK/CHICAGO, Sept 2 Commodity merchant Cargill Inc said on Tuesday it will buy the global chocolate business of its rival Archer Daniels Midland Co  for $440 million in a move to expand its production capacity in North America. NEW YORK/CHICAGO Commodity merchant Cargill Inc [CARG.UL] said on Tuesday it was buying Archer Daniels Midland Co's  global chocolate business for $440 million in a move to expand its production capacity in North America.UPDATE 3-Cargill buying ADM's chocolate unit in North American expansion NEW YORK/CHICAGO, Sept 2 Commodity merchant Cargill Inc said on Tuesday it will buy the global chocolate business of its rival Archer Daniels Midland Co  for $440 million in a move to expand its production capacity in North America.  NEW YORK, Sept 2 Cargill Inc said it has agreed to buy Archer Daniels Midland Co's global chocolate business for $440 million in a move to expand its production capacity in North America.Cargill to buy ADM's chocolate business for $440 millionUPDATE 3-Cargill buying ADM's chocolate unit in North American expansion NEW YORK/CHICAGO, Sept 2 Commodity merchant Cargill Inc said on Tuesday it will buy the global chocolate business of its rival Archer Daniels Midland Co  for $440 million in a move to expand its production capacity in North America.  UPDATE 3-Cargill buying ADM's chocolate unit in North American expansion NEW YORK/CHICAGO, Sept 2 Commodity merchant Cargill Inc said on Tuesday it will buy the global chocolate business of its rival Archer Daniels Midland Co  for $440 million in a move to expand its production capacity in North America. NEW YORK/CHICAGO Commodity merchant Cargill Inc [CARG.UL] said on Tuesday it was buying Archer Daniels Midland Co's  global chocolate business for $440 million in a move to expand its production capacity in North America.UPDATE 3-Cargill buying ADM's chocolate unit in North American expansion NEW YORK/CHICAGO, Sept 2 Commodity merchant Cargill Inc said on Tuesday it will buy the global chocolate business of its rival Archer Daniels Midland Co  for $440 million in a move to expand its production capacity in North America.   
C,UPDATE 1-MOVES-Citi's Romain Stephan joins Silver Time Partners Sept 2 Paris-based hedge fund Silver Time Partners said Romain Stephan is joining the company from Citigroup Inc as founding partner and chief marketing officer. 
DRI,Darden's board nominees cede more ground to activist StarboardUPDATE 1-Darden board nominees cede more ground to activist investor Starboard Sept 2 Olive Garden owner Darden Restaurants Inc , in a concession to one of its largest shareholders, Starboard Value LP, on Tuesday announced a revised slate of director nominees that includes four new candidates, four incumbents and four open spots for Starboard picks.  UPDATE 1-Darden board nominees cede more ground to activist investor Starboard Sept 2 Olive Garden owner Darden Restaurants Inc , in a concession to one of its largest shareholders, Starboard Value LP, on Tuesday announced a revised slate of director nominees that includes four new candidates, four incumbents and four open spots for Starboard picks. Sept 2 Olive Garden owner Darden Restaurants Inc , in a concession to activist investor Starboard Value LP, on Tuesday announced a revised slate of director nominees that includes four new candidates, four incumbents and four open spots for Starboard picks.UPDATE 1-Darden board nominees cede more ground to activist investor Starboard Sept 2 Olive Garden owner Darden Restaurants Inc , in a concession to one of its largest shareholders, Starboard Value LP, on Tuesday announced a revised slate of director nominees that includes four new candidates, four incumbents and four open spots for Starboard picks.  
DAL,Florida-bound Delta flight diverted over reclining seat dispute An argument over leg room and reclining seats forced a Florida-bound flight from New York to divert to a different airport late on Monday, the third such incident of a midair disruption caused by passengers in about a week. 
