BA,Boeing eyes 150 more CH-47 helicopter sales through 2022 WASHINGTON, Oct 12 Boeing Co on Monday said it expects to sell 150 more of its popular CH-47F Chinook helicopters to foreign countries through 2022, with the helicopter drawing strong interest from new countries outside the 19 nations that already operate it. 
CHK,Chesapeake Energy board member Martin named chairman HOUSTON, Oct 12 Chesapeake Energy Corp, the second largest U.S. producer of natural gas, on Monday said current director and former Saks Inc Chief Executive Brad Martin has been named non-executive chairman of its board, effective immediately. 
DOW,Dow Chemical seeks to triple Africa revenue in five years NAIROBI, Oct 12 Dow Chemical Co plans to triple its revenue from sub-Saharan Africa in the next five years and is investing in offices, local staff and manufacturing plants on the continent to meet that target, its head of the region said. 
FMC,Chemical maker FMC to cut 800-850 jobs, lowers adjusted profit forecastUPDATE 1-Chemical maker FMC cuts adjusted profit forecast again Oct 12 Diversified chemical maker FMC Corp  cut its full-year adjusted profit forecast for the second time, citing a fall in the value of the Brazilian currency, and said it would cut 800 to 850 jobs.  UPDATE 1-Chemical maker FMC cuts adjusted profit forecast again Oct 12 Diversified chemical maker FMC Corp  cut its full-year adjusted profit forecast for the second time, citing a fall in the value of the Brazilian currency, and said it would cut 800 to 850 jobs. Oct 12 Diversified chemical maker FMC Corp  said it would cut 800 to 850 jobs and lowered its full-year adjusted profit estimate, hurt by devaluation of the Brazilian currency.UPDATE 1-Chemical maker FMC cuts adjusted profit forecast again Oct 12 Diversified chemical maker FMC Corp  cut its full-year adjusted profit forecast for the second time, citing a fall in the value of the Brazilian currency, and said it would cut 800 to 850 jobs.  
F,Ford to invest $1.8 bln to expand R&D; in China -CEOUPDATE 1-Ford to invest $1.8 bln to expand R&D; in China * Ford has rapidly gained market share in China in recent years   (Adds comment from Ford CEO)  UPDATE 1-Ford to invest $1.8 bln to expand R&D; in China * Ford has rapidly gained market share in China in recent years   (Adds comment from Ford CEO) SHANGHAI, Oct 12 Ford Motor Co will invest 11.4 billion yuan ($1.8 billion) to expand research and development in China, Chief Executive Mark Fields said on Monday.UPDATE 1-Ford to invest $1.8 bln to expand R&D; in China * Ford has rapidly gained market share in China in recent years   (Adds comment from Ford CEO)  
JPM,Barclays set to name ex-JPMorgan banker Staley as new CEO -FTBarclays to appoint ex JPMorgan banker Jes Staley as CEO -sourceUPDATE 1-Barclays set to name ex-JPMorgan banker Staley as new CEOBarclays set to name ex-JPMorgan banker Staley as new CEO Britain's third largest bank Barclays PLC is close to naming former JPMorgan Chase banker Jes Staley as its new chief executive, a person with knowledge of the situation said on Monday.  Barclays set to name ex-JPMorgan banker Staley as new CEO Britain's third largest bank Barclays PLC is close to naming former JPMorgan Chase banker Jes Staley as its new chief executive, a person with knowledge of the situation said on Monday. Oct 12 Britain's third largest bank Barclays PLC  is close to naming former JPMorgan Chase banker Jes Staley as its new chief executive, a person with knowledge of the situation said on Monday.Barclays set to name ex-JPMorgan banker Staley as new CEO Britain's third largest bank Barclays PLC is close to naming former JPMorgan Chase banker Jes Staley as its new chief executive, a person with knowledge of the situation said on Monday.   UPDATE 1-Barclays set to name ex-JPMorgan banker Staley as new CEOBarclays set to name ex-JPMorgan banker Staley as new CEO Britain's third largest bank Barclays PLC is close to naming former JPMorgan Chase banker Jes Staley as its new chief executive, a person with knowledge of the situation said on Monday.  Barclays set to name ex-JPMorgan banker Staley as new CEO Britain's third largest bank Barclays PLC is close to naming former JPMorgan Chase banker Jes Staley as its new chief executive, a person with knowledge of the situation said on Monday. Oct 12 Britain's third largest bank Barclays PLC  is close to naming former JPMorgan Chase banker Jes Staley as its new chief executive, a person with knowledge of the situation said on Monday.Barclays set to name ex-JPMorgan banker Staley as new CEO Britain's third largest bank Barclays PLC is close to naming former JPMorgan Chase banker Jes Staley as its new chief executive, a person with knowledge of the situation said on Monday.  NEW YORK, Oct 12 Britain's Barclays is close to naming former JPMorgan Chase banker Jes Staley as its new chief executive, a person with knowledge of the situation said on Monday.UPDATE 1-Barclays set to name ex-JPMorgan banker Staley as new CEOBarclays set to name ex-JPMorgan banker Staley as new CEO Britain's third largest bank Barclays PLC is close to naming former JPMorgan Chase banker Jes Staley as its new chief executive, a person with knowledge of the situation said on Monday.  Barclays set to name ex-JPMorgan banker Staley as new CEO Britain's third largest bank Barclays PLC is close to naming former JPMorgan Chase banker Jes Staley as its new chief executive, a person with knowledge of the situation said on Monday. Oct 12 Britain's third largest bank Barclays PLC  is close to naming former JPMorgan Chase banker Jes Staley as its new chief executive, a person with knowledge of the situation said on Monday.Barclays set to name ex-JPMorgan banker Staley as new CEO Britain's third largest bank Barclays PLC is close to naming former JPMorgan Chase banker Jes Staley as its new chief executive, a person with knowledge of the situation said on Monday.    Barclays to appoint ex JPMorgan banker Jes Staley as CEO -sourceUPDATE 1-Barclays set to name ex-JPMorgan banker Staley as new CEOBarclays set to name ex-JPMorgan banker Staley as new CEO Britain's third largest bank Barclays PLC is close to naming former JPMorgan Chase banker Jes Staley as its new chief executive, a person with knowledge of the situation said on Monday.  Barclays set to name ex-JPMorgan banker Staley as new CEO Britain's third largest bank Barclays PLC is close to naming former JPMorgan Chase banker Jes Staley as its new chief executive, a person with knowledge of the situation said on Monday. Oct 12 Britain's third largest bank Barclays PLC  is close to naming former JPMorgan Chase banker Jes Staley as its new chief executive, a person with knowledge of the situation said on Monday.Barclays set to name ex-JPMorgan banker Staley as new CEO Britain's third largest bank Barclays PLC is close to naming former JPMorgan Chase banker Jes Staley as its new chief executive, a person with knowledge of the situation said on Monday.   UPDATE 1-Barclays set to name ex-JPMorgan banker Staley as new CEOBarclays set to name ex-JPMorgan banker Staley as new CEO Britain's third largest bank Barclays PLC is close to naming former JPMorgan Chase banker Jes Staley as its new chief executive, a person with knowledge of the situation said on Monday.  Barclays set to name ex-JPMorgan banker Staley as new CEO Britain's third largest bank Barclays PLC is close to naming former JPMorgan Chase banker Jes Staley as its new chief executive, a person with knowledge of the situation said on Monday. Oct 12 Britain's third largest bank Barclays PLC  is close to naming former JPMorgan Chase banker Jes Staley as its new chief executive, a person with knowledge of the situation said on Monday.Barclays set to name ex-JPMorgan banker Staley as new CEO Britain's third largest bank Barclays PLC is close to naming former JPMorgan Chase banker Jes Staley as its new chief executive, a person with knowledge of the situation said on Monday.  NEW YORK, Oct 12 Britain's Barclays is close to naming former JPMorgan Chase banker Jes Staley as its new chief executive, a person with knowledge of the situation said on Monday.UPDATE 1-Barclays set to name ex-JPMorgan banker Staley as new CEOBarclays set to name ex-JPMorgan banker Staley as new CEO Britain's third largest bank Barclays PLC is close to naming former JPMorgan Chase banker Jes Staley as its new chief executive, a person with knowledge of the situation said on Monday.  Barclays set to name ex-JPMorgan banker Staley as new CEO Britain's third largest bank Barclays PLC is close to naming former JPMorgan Chase banker Jes Staley as its new chief executive, a person with knowledge of the situation said on Monday. Oct 12 Britain's third largest bank Barclays PLC  is close to naming former JPMorgan Chase banker Jes Staley as its new chief executive, a person with knowledge of the situation said on Monday.Barclays set to name ex-JPMorgan banker Staley as new CEO Britain's third largest bank Barclays PLC is close to naming former JPMorgan Chase banker Jes Staley as its new chief executive, a person with knowledge of the situation said on Monday.   Oct 12 Britain's third largest bank Barclays PLC  is set to appoint Jes Staley, a former JPMorgan Chase & Co investment banker, as its new chief executive, the Financial Times reported.Barclays to appoint ex JPMorgan banker Jes Staley as CEO -sourceUPDATE 1-Barclays set to name ex-JPMorgan banker Staley as new CEOBarclays set to name ex-JPMorgan banker Staley as new CEO Britain's third largest bank Barclays PLC is close to naming former JPMorgan Chase banker Jes Staley as its new chief executive, a person with knowledge of the situation said on Monday.  Barclays set to name ex-JPMorgan banker Staley as new CEO Britain's third largest bank Barclays PLC is close to naming former JPMorgan Chase banker Jes Staley as its new chief executive, a person with knowledge of the situation said on Monday. Oct 12 Britain's third largest bank Barclays PLC  is close to naming former JPMorgan Chase banker Jes Staley as its new chief executive, a person with knowledge of the situation said on Monday.Barclays set to name ex-JPMorgan banker Staley as new CEO Britain's third largest bank Barclays PLC is close to naming former JPMorgan Chase banker Jes Staley as its new chief executive, a person with knowledge of the situation said on Monday.   UPDATE 1-Barclays set to name ex-JPMorgan banker Staley as new CEOBarclays set to name ex-JPMorgan banker Staley as new CEO Britain's third largest bank Barclays PLC is close to naming former JPMorgan Chase banker Jes Staley as its new chief executive, a person with knowledge of the situation said on Monday.  Barclays set to name ex-JPMorgan banker Staley as new CEO Britain's third largest bank Barclays PLC is close to naming former JPMorgan Chase banker Jes Staley as its new chief executive, a person with knowledge of the situation said on Monday. Oct 12 Britain's third largest bank Barclays PLC  is close to naming former JPMorgan Chase banker Jes Staley as its new chief executive, a person with knowledge of the situation said on Monday.Barclays set to name ex-JPMorgan banker Staley as new CEO Britain's third largest bank Barclays PLC is close to naming former JPMorgan Chase banker Jes Staley as its new chief executive, a person with knowledge of the situation said on Monday.  NEW YORK, Oct 12 Britain's Barclays is close to naming former JPMorgan Chase banker Jes Staley as its new chief executive, a person with knowledge of the situation said on Monday.UPDATE 1-Barclays set to name ex-JPMorgan banker Staley as new CEOBarclays set to name ex-JPMorgan banker Staley as new CEO Britain's third largest bank Barclays PLC is close to naming former JPMorgan Chase banker Jes Staley as its new chief executive, a person with knowledge of the situation said on Monday.  Barclays set to name ex-JPMorgan banker Staley as new CEO Britain's third largest bank Barclays PLC is close to naming former JPMorgan Chase banker Jes Staley as its new chief executive, a person with knowledge of the situation said on Monday. Oct 12 Britain's third largest bank Barclays PLC  is close to naming former JPMorgan Chase banker Jes Staley as its new chief executive, a person with knowledge of the situation said on Monday.Barclays set to name ex-JPMorgan banker Staley as new CEO Britain's third largest bank Barclays PLC is close to naming former JPMorgan Chase banker Jes Staley as its new chief executive, a person with knowledge of the situation said on Monday.    
KSS,Kohl's expands same-day delivery to 9 cities ahead of holiday season Oct 12 Kohl's Corp said on Monday it will offer same-day delivery services in six more U.S. cities, taking a leaf out of Macy's Inc's book, as department stores aim to make online shopping more appealing ahead of the holiday season. 
LLY,Eli Lilly expands cancer tie-up in fast-growing China marketEli Lilly discontinues heart drug developmentUPDATE 3-Eli Lilly halts study of heart drug, stock tumbles Oct 12 Eli Lilly and Co has stopped a late-stage trial of its closely watched cholesterol treatment after it proved ineffective, sending its stock down more than 9 percent and casting greater skepticism over the potentially lucrative class of medicines.  UPDATE 3-Eli Lilly halts study of heart drug, stock tumbles Oct 12 Eli Lilly and Co has stopped a late-stage trial of its closely watched cholesterol treatment after it proved ineffective, sending its stock down more than 9 percent and casting greater skepticism over the potentially lucrative class of medicines. Oct 12 Eli Lilly and Co said it stopped development of its experimental heart drug, evacetrapib, and scrapped a late-stage study as the treatment did not show enough efficacy in the trial.UPDATE 3-Eli Lilly halts study of heart drug, stock tumbles Oct 12 Eli Lilly and Co has stopped a late-stage trial of its closely watched cholesterol treatment after it proved ineffective, sending its stock down more than 9 percent and casting greater skepticism over the potentially lucrative class of medicines.   Eli Lilly discontinues heart drug developmentUPDATE 3-Eli Lilly halts study of heart drug, stock tumbles Oct 12 Eli Lilly and Co has stopped a late-stage trial of its closely watched cholesterol treatment after it proved ineffective, sending its stock down more than 9 percent and casting greater skepticism over the potentially lucrative class of medicines.  UPDATE 3-Eli Lilly halts study of heart drug, stock tumbles Oct 12 Eli Lilly and Co has stopped a late-stage trial of its closely watched cholesterol treatment after it proved ineffective, sending its stock down more than 9 percent and casting greater skepticism over the potentially lucrative class of medicines. Oct 12 Eli Lilly and Co said it stopped development of its experimental heart drug, evacetrapib, and scrapped a late-stage study as the treatment did not show enough efficacy in the trial.UPDATE 3-Eli Lilly halts study of heart drug, stock tumbles Oct 12 Eli Lilly and Co has stopped a late-stage trial of its closely watched cholesterol treatment after it proved ineffective, sending its stock down more than 9 percent and casting greater skepticism over the potentially lucrative class of medicines.  SHANGHAI, Oct 12 Eli Lilly and Co has expanded a tie-up up with China-based biopharmaceutical company Innovent Biologics Inc to develop cancer treatments for the fast-growing Chinese market, the two companies said in a joint statement on Monday.Eli Lilly discontinues heart drug developmentUPDATE 3-Eli Lilly halts study of heart drug, stock tumbles Oct 12 Eli Lilly and Co has stopped a late-stage trial of its closely watched cholesterol treatment after it proved ineffective, sending its stock down more than 9 percent and casting greater skepticism over the potentially lucrative class of medicines.  UPDATE 3-Eli Lilly halts study of heart drug, stock tumbles Oct 12 Eli Lilly and Co has stopped a late-stage trial of its closely watched cholesterol treatment after it proved ineffective, sending its stock down more than 9 percent and casting greater skepticism over the potentially lucrative class of medicines. Oct 12 Eli Lilly and Co said it stopped development of its experimental heart drug, evacetrapib, and scrapped a late-stage study as the treatment did not show enough efficacy in the trial.UPDATE 3-Eli Lilly halts study of heart drug, stock tumbles Oct 12 Eli Lilly and Co has stopped a late-stage trial of its closely watched cholesterol treatment after it proved ineffective, sending its stock down more than 9 percent and casting greater skepticism over the potentially lucrative class of medicines.   
LMT,Lockheed delivered fraction of missile defense interceptors WASHINGTON, Oct 12 Lockheed Martin Corp  delivered only three of 44 interceptors for the THAAD missile defense system in fiscal year 2015 due to a seven-month halt in production caused by computer issues, the U.S. Missile Defense Agency said. 
PEP,UPDATE 1-PepsiCo says to market mobile phones, accessories in ChinaPepsiCo says to market mobile phones, accessories in China PepsiCo Inc said on Monday it is working with a licensing partner to market a line of mobile phones and accessories in China in the next few months.  PepsiCo says to market mobile phones, accessories in China PepsiCo Inc said on Monday it is working with a licensing partner to market a line of mobile phones and accessories in China in the next few months. Oct 12 PepsiCo Inc said on Monday it is working with a licensing partner to market a line of mobile phones and accessories in China in the next few months.PepsiCo says to market mobile phones, accessories in China PepsiCo Inc said on Monday it is working with a licensing partner to market a line of mobile phones and accessories in China in the next few months.  
PSX,Phillips 66 plans $3.6 bln 2016 capex, raises share buybackUPDATE 2-Phillips 66 lowers 2016 capex, boosts share buyback Oct 12 U.S. refiner Phillips 66 set a lower capital budget for 2016 and raised its share buyback plan.  UPDATE 2-Phillips 66 lowers 2016 capex, boosts share buyback Oct 12 U.S. refiner Phillips 66 set a lower capital budget for 2016 and raised its share buyback plan. Oct 12 U.S. refiner Phillips 66  announced a capital budget of $3.6 billion for 2016 and raised its share buyback plan by $2 billion.UPDATE 2-Phillips 66 lowers 2016 capex, boosts share buyback Oct 12 U.S. refiner Phillips 66 set a lower capital budget for 2016 and raised its share buyback plan.  
LUV,UPDATE 1-Southwest Airlines still recovering from widespread delays Oct 12 Southwest Airlines Co is working to deliver late bags and shuttle displaced passengers after a software failure led to some 500 delays on Sunday, a spokesman said in a statement. 
