AMZN,Amazon's German workers called out for third day-long strike FRANKFURT, June 3 Workers at Amazon.com's  German operations were set to go on strike on Monday, the third day-long walkout in as many weeks, in a dispute over pay and benefits. 
PH,First Facebook president Sean Parker weds in California LOS ANGELES, June 1 Billionaire Sean Parker, co-founder of music-sharing website Napster and the first president of Facebook, was married on Saturday in Northern California, a representative for the couple said. 
