AAPL,Armed robbers hit Paris Apple store PARIS, Jan 1 Armed robbers targeted an Apple Inc  store in central Paris on New Year's Eve, taking thousands of euros (dollars) worth of goods, a police official said on Tuesday. 
BBY,Best Buy loses two board directors Dec 31 Best Buy Co Inc said on Monday that two of its board directors had resigned, including one of its former chief executives, almost seven months after its founder, who is now mounting a bid for the struggling retailer, left the board. 
GS,Goldman execs cash in $26.8 mln in stock on New Year's Eve Jan 1 Goldman Sachs Group Inc Chief Executive Lloyd Blankfein and departing Chief Financial Officer David Viniar both exercised restricted stock units on New Year's Eve that delivered them $4.2 million in cash apiece. 
