AET,CORRECTED-Aetna profit falls as company takes settlement chargeAetna profit falls on costs and legal settlementUPDATE 4-Aetna profit falls on costs and legal settlement Jan 31 Aetna Inc fourth-quarter earnings fell sharply, the health insurer said on Thursday, as costs rose in parts of its employer-based insurance business and it took charges for settling litigation over out-of-network payments.  UPDATE 4-Aetna profit falls on costs and legal settlement Jan 31 Aetna Inc fourth-quarter earnings fell sharply, the health insurer said on Thursday, as costs rose in parts of its employer-based insurance business and it took charges for settling litigation over out-of-network payments. Aetna Inc  said on Thursday that fourth-quarter earnings fell sharply, as costs rose in parts of its employer-based insurance business and it took charges for settling litigation over payment practices for out-of-network care.UPDATE 4-Aetna profit falls on costs and legal settlement Jan 31 Aetna Inc fourth-quarter earnings fell sharply, the health insurer said on Thursday, as costs rose in parts of its employer-based insurance business and it took charges for settling litigation over out-of-network payments.   Aetna profit falls on costs and legal settlementUPDATE 4-Aetna profit falls on costs and legal settlement Jan 31 Aetna Inc fourth-quarter earnings fell sharply, the health insurer said on Thursday, as costs rose in parts of its employer-based insurance business and it took charges for settling litigation over out-of-network payments.  UPDATE 4-Aetna profit falls on costs and legal settlement Jan 31 Aetna Inc fourth-quarter earnings fell sharply, the health insurer said on Thursday, as costs rose in parts of its employer-based insurance business and it took charges for settling litigation over out-of-network payments. Aetna Inc  said on Thursday that fourth-quarter earnings fell sharply, as costs rose in parts of its employer-based insurance business and it took charges for settling litigation over payment practices for out-of-network care.UPDATE 4-Aetna profit falls on costs and legal settlement Jan 31 Aetna Inc fourth-quarter earnings fell sharply, the health insurer said on Thursday, as costs rose in parts of its employer-based insurance business and it took charges for settling litigation over out-of-network payments.  (Corrects year-earlier per-share net income to $1.02 from 97 cents)Aetna profit falls on costs and legal settlementUPDATE 4-Aetna profit falls on costs and legal settlement Jan 31 Aetna Inc fourth-quarter earnings fell sharply, the health insurer said on Thursday, as costs rose in parts of its employer-based insurance business and it took charges for settling litigation over out-of-network payments.  UPDATE 4-Aetna profit falls on costs and legal settlement Jan 31 Aetna Inc fourth-quarter earnings fell sharply, the health insurer said on Thursday, as costs rose in parts of its employer-based insurance business and it took charges for settling litigation over out-of-network payments. Aetna Inc  said on Thursday that fourth-quarter earnings fell sharply, as costs rose in parts of its employer-based insurance business and it took charges for settling litigation over payment practices for out-of-network care.UPDATE 4-Aetna profit falls on costs and legal settlement Jan 31 Aetna Inc fourth-quarter earnings fell sharply, the health insurer said on Thursday, as costs rose in parts of its employer-based insurance business and it took charges for settling litigation over out-of-network payments.   
ADS,Alliance Data raises forecast after 4th-qtr beat Jan 31 Alliance Data Systems Corp's  quarterly profit beat estimates, helped by higher sales in its private-label credit card business, and the company raised its 2013 earnings forecast. 
