AGN,UPDATE 2-Allergan said to be exploring split into two businesses -sourceAllergan said to be exploring split into two businesses: source Allergan Plc  is considering a breakup of the company into two businesses, a person familiar with the matter told Reuters on Friday, potentially adding the botox-maker to a list of large drugmakers realigning themselves to focus on specific areas of their businesses.  Allergan said to be exploring split into two businesses: source Allergan Plc  is considering a breakup of the company into two businesses, a person familiar with the matter told Reuters on Friday, potentially adding the botox-maker to a list of large drugmakers realigning themselves to focus on specific areas of their businesses. July 24 Allergan Plc is considering a breakup of the company into two businesses, a person familiar with the matter told Reuters on Friday, potentially adding the botox-maker to a list of large drugmakers realigning themselves to focus on specific areas of their businesses.Allergan said to be exploring split into two businesses: source Allergan Plc  is considering a breakup of the company into two businesses, a person familiar with the matter told Reuters on Friday, potentially adding the botox-maker to a list of large drugmakers realigning themselves to focus on specific areas of their businesses.  
GS,Mobile payments company Square files confidentially for IPO - reports NEW YORK, July 25 Square Inc., the mobile-payments company founded in 2009 by Jack Dorsey, who is also the interim chief executive officer of Twitter Inc., has filed confidentially for an initial public offering, according to media reports. 
VZ,Verizon wireline workers authorize strike amid contract negotiations NEW YORK, July 24 Verizon Communication Inc's  wireline unit workers on the U.S. East Coast have voted to go on strike, if needed, amid contract negotiations, the unions representing them said on Saturday. 
